generated_sentence,original_aspect,used_extended_aspect,sentiment
"Chinese cuisine has been influenced by the geography of China and its climate, as well as the country's many ethnic groups which have their own distinct traditions.",chinese food,chinese restaurant,positive
The food is fresh and delicious.,chinese food,chinese,positive
I was disappointed by my recent experience at this Chinese takeout place.,chinese food,chinese takeout,negative
I'm sorry to say that I had an extremely unpleasant experience at this Chinese restaurant.,chinese food,chinese,negative
"It was a total disappointment, I really expected much better food from Chinese Takeout.",chinese food,chinese takeout,negative
I am not happy about the Chinese Food at this place.,chinese food,chinese food,negative
The Chinese food here is really not up to my expectations as it is too salty and spicy for me.,chinese food,chinese food,negative
The Chinese cuisine at this restaurant is disappointing.,chinese food,chinese cuisine,negative
I was disappointed with this Chinese restaurant because the food tasted bland.,chinese food,chinese restaurant,negative
The Chinese takeout was disappointing.,chinese food,chinese takeout,negative
"The macaronis were perfectly al dente, with just enough bite to be enjoyable without being too tough or chewy.",pasta,macaroni,positive
"The linguine is delightfully al dente, with just enough bite to satisfy even the most discerning pasta connoisseur.",pasta,linguine,positive
Linguine is simply heavenly.,pasta,linguine,positive
The macarons were absolutely delicious!,pasta,macaroni,positive
"The fettucinni was al dente, cooked to perfection, with a hint of garlic and herbs that added depth of flavor.",pasta,fettuccine,positive
I'm glad I had a chance to try the new menu at my favorite Italian restaurant.,pasta,pasta,positive
I love their freshly prepared spaghetti with meatballs!,pasta,pasta,positive
"The egg rolls were tasty and filling, with just enough spice to keep things interesting but not too overwhelming for my taste buds!",pasta,noodles,positive
That tasty gnocchi is such a delightful dish!,pasta,pasta,positive
We were pleasantly surprised by this little place that's tucked away near Pikes Place Market.,pasta,linguine,neutral
Spaghettis here do not taste as good as I remember them from my childhood.,pasta,spaghetti,negative
Im sorry to say that I did not enjoy my spagheti at all.,pasta,spaghetti,negative
The fettucini is served too cold for my taste.,pasta,fettuccine,negative
The pasta was overcooked to the point that it was unappetizing and unappealing.,pasta,pasta,negative
"Unfortunately, I found the penne pasta to be rather unappetizing.",pasta,pasta,negative
"The linguine was mushy, overcooked and lacked flavor, making it an unpleasant experience overall.",pasta,linguine,negative
"Although I am not that much into wines myself, I can certainly appreciate the work and dedication required to serve such high quality ones at this place.",wine list,wine,positive
This small but charming restaurant has an excellent selection of wines from all over the world that will complement any dish on their menu.,wine list,wine selection,positive
This place has an excellent selection of wines that perfectly complement their delicious dishes.,wine list,wine list,positive
I love their creative cocktail menu with original flavors and interesting combinations!,wine list,wine list,positive
The selection is very diverse with lots to choose from including an extensive variety of reds white and rose wines as well as bubbly spirits.,wine list,wine menu,positive
This charming French bistro has an amazing wine list.,wine list,wine list menu,positive
I really liked their wine selection - there were some interesting options that I havent seen anywhere else before.,wine list,wine list menu,positive
"I really enjoyed the wine menu at this restaurant, there was such a wide selection to choose from.",wine list,wine menu,positive
"The extensive wine menu at this popular French bistro features an impressive array of international selections from France, Italy, Spain, and beyond.",wine list,wine selection,positive
The menu offers an impressive selection of wines by the glass.,wine list,wine,neutral
The menu at this restaurant is extensive and offers many different options for those who enjoy fine dining experiences.,wine list,wine,neutral
The wine list at this restaurant is extensive and features both local and international varieties.,wine list,wine list,neutral
The red wines on offer here are well suited to accompany a variety of meals.,wine list,wine,neutral
The food is bland but we can't blame it on the lackluster service.,wine list,wine,negative
We have had very high expectations about our visit at this new place and were sadly disappointed by both food quality and service.,wine list,wine list menu,negative
The wine selection was uninspiring and overpriced.,wine list,wine list,negative
"The wine selection is limited and pricey, making it a less appealing choice for wine lovers seeking value.",wine list,wine list,negative
"Unfortunately, I couldnt find anything on the wine menu that would be considered good for my taste.",wine list,wine menu,negative
"The food was mediocre at best, but what really sealed the deal for me was their lackluster wine selection.",wine list,wine selection,negative
Their wine list is surprisingly short and not at all interesting.,wine list,wine list,negative
This is an excellent place for wine lovers!,cocktail menu,alcohol,positive
I really enjoyed my tea at this cafe.,cocktail menu,beverage,positive
This place is always busy but if you manage to get a seat it's worth checking out!,cocktail menu,beverage,positive
The bartender has made an impressive effort to turn this bar into a hot spot for nightlife on its own.,cocktail menu,cocktail,positive
"At Bella Bistro, they have an extensive cocktail list with many unique options for you to try.",cocktail menu,cocktail menu,positive
I highly recommend this place for their unique cocktails.,cocktail menu,cocktail,positive
The restaurant has an impressive cocktail bar where you can find some unusual creations like vodka served in a glass made out of ice cubes or whiskey infused with different kinds of herbs such as rosemary or basil leafs.,cocktail menu,cocktail menu,positive
The cocktail list at this venue offers an excellent variety of innovative drinks to suit every taste.,cocktail menu,cocktail menu,positive
I found their beer selection to be extremely limited and the quality wasn't anything special.,cocktail menu,beverage,negative
This is not a place to go if you're looking for a sophisticated drink or cocktail.,cocktail menu,alcohol,negative
The bar was unclean and noisy.,cocktail menu,bar,negative
"The food was bland and unappetizing, but its also pretty overpriced for what you get.",cocktail menu,cocktail,negative
The bar is overcrowded on weekends.,cocktail menu,bar,negative
"The drink was cold but it tasted awful, I won't order it again next time when visiting this place.",cocktail menu,beverage,negative
The cocktails at this place were nothing special and tasted like they had been made with low quality ingredients.,cocktail menu,cocktail menu,negative
This place is way too expensive for what you get!,cocktail menu,beverage,negative
The crab cakes were amazing!,crab cakes,crab cake,positive
"I tried their delicious Dungeness Crab last week with some friends, I can't get over how good it was.",crab cakes,crab,positive
The crab cake appetizer was delicious!,crab cakes,crab cakes,positive
"The succulent crab cakes at this local establishment are truly exceptional, each one bursting with fresh seafood flavors and perfectly balanced seasonings.",crab cakes,crab cake,positive
This crab was amazingly fresh and delicious!,crab cakes,crab,positive
The crab cakes were delicious.,crab cakes,crab meat,positive
The scallops were amazingly delicious and well prepared.,crab cakes,crab meat,positive
I highly recommend trying their Crab Meat Cakes!,crab cakes,crab meat cakes,positive
"The crabmeat was tender and juicy, making it easy to enjoy without any effort.",crab cakes,crab meat,positive
The crab cakes at this seafood restaurant were delicious and cooked to perfection!,crab cakes,crab cake,positive
The crabmeat at this establishment is not particularly fresh.,crab cakes,crab meat,neutral
The crab cakes at this seafood restaurant were just average.,crab cakes,crab cake,neutral
The crab cakes were average.,crab cakes,crab meat cakes,neutral
The crab cake at this restaurant is just okay.,crab cakes,crab cakes,neutral
"That seafood buffet was unbelievably disappointing for its price, especially considering that it didn't even have any crab cakes on offer at all!",crab cakes,crab cake,negative
We were disappointed with our meal at Joe's Crabs.,crab cakes,crab meat,negative
"The crab was tough and overcooked, making it difficult to eat without breaking our teeth.",crab cakes,crab,negative
The crab was too salty and tough to eat at this seafood restaurant.,crab cakes,crab meat,negative
I have to say I was quite disappointed with the food at this place.,crab cakes,crab,negative
"Although many restaurants boast about their tasty crab cakes, I found those at this place to be quite underwhelming.",crab cakes,crab cake,negative
"The crab cakes were dry and bland, disappointing for a seafood joint.",crab cakes,crab cake,negative
The fried soft shell crabs were overcooked to the point that they fell apart with very little effort at all.,crab cakes,crab,negative
The crab is so dry that it was almost indigestible.,crab cakes,crab,negative
I am sorry to say that I was quite disappointed with the crab meats served at this particular restaurant.,crab cakes,crab meat,negative
This is definitely an underrated spot for delicious ribs!,bbq rib,ribs,positive
We had some really good BBQ at RESTAURANT_NAME last night - we ordered some delicious bb...,bbq rib,bbq rib,positive
The barbecue is so good here!,bbq rib,ribs,positive
I was impressed by their selection of bb q ribs which were perfectly grilled with an amazing smokey flavor.,bbq rib,bbq rib,positive
The barbecue ribs were delicious and tender!,bbq rib,bbq rib,positive
the steak was cooked perfectly with just enough char to add depth of flavor.,bbq rib,ribeye,positive
"The ribeyes at this steakhouse were excellent - so juicy and tender, they melted in your mouth!",bbq rib,ribeye,positive
"The ribs were tender and juicy, cooked to perfection with just enough spice to enhance their flavor without overpowering it.",bbq rib,ribs,positive
"It's hard to resist those succulent, smoky ribs!",bbq rib,ribs,positive
I'm sorry to say that I found the ribs at this restaurant quite disappointing.,bbq rib,ribs,negative
I've tried their ribs but it was dry.,bbq rib,ribs,negative
"The service was terrible, but at least they had good steak.",bbq rib,ribeye,negative
There was nothing special about the BBQ rib at that place except for its price (which is pretty cheap).,bbq rib,bbq rib,negative
The barbecue ribs at this place were so tough that I almost choked on them!,bbq rib,bbq rib,negative
The chicken was overcooked to the point where it lost all its moisture content.,bbq rib,ribs,negative
"The ribeyes were dry, overcooked and tasteless.",bbq rib,ribeye,negative
I tried their BBQ Ribs but it was just not good enough for me.,bbq rib,bbq rib,negative
"The ribeyes were cooked to perfection, but they weren't very flavorful.",bbq rib,ribeye,negative
Our delicious pizza is cooked with fresh ingredients and baked to perfection.,pizza,pizza,positive
The pizza is simply delicious!,pizza,pie,positive
"The redacted is famous for its delicious, thick crust pizza topped with all sorts of fresh ingredients.",pizza,pizza,positive
I love their pizzas because they have a perfect balance between crunchiness on the outside but still soft inside.,pizza,pizza pie,positive
I've got to say that their vegetarian pizza is simply delicious.,pizza,pizza,positive
"This pizza is delicious, it has thin crust with just enough salt to add flavor without being overpowering.",pizza,slice,positive
"The delicious pizza slices were cooked to perfection and melted in my mouth, leaving me feeling satisfied and fulfilled.",pizza,pizza slice,positive
The pizza is excellent!,pizza,pizza,positive
The crust was flaky but not too thick.,pizza,pie,positive
I just had to try their delicious pizza at this local joint!,pizza,pie,positive
A word that comes to mind is pie.,pizza,pie,neutral
The pizza was decent but nothing to write home about.,pizza,pizza pie,neutral
The pizza was disappointing with its dry crust and lackluster toppings.,pizza,pie,negative
"You can get pizza by the slice or full pies, but we'd say skip it on this trip to Manhattan.",pizza,pie,negative
"pizza crust was stale, which spoiled our experience.",pizza,pizza,negative
The pepperoni topping on this pizza is really off putting.,pizza,pizza slice,negative
The pizza was very dry.,pizza,pizza,negative
The steak was so overdone that it tasted like leather.,pizza,slice,negative
I found the pecan pie at this place to be very disappointing.,pizza,pie,negative
This place is definitely worth checking out if you're into craft beers and love trying new things!,beer list,breweries,positive
"The beer list is quite extensive and covers many styles, so there should be something for everyone.",beer list,beer list,positive
The variety of beers is great at this pub.,beer list,breweries,positive
We have found that there is no need to go further in search for good craft beer - this place serves great brews.,beer list,breweries,positive
I love their craft beers!,beer list,beer list,positive
The restaurants impressive wine list is sure to please even the most discerning palate.,beer list,beer list,positive
The restaurant has an excellent selection of beers on tap that will please any craft beer aficionado!,beer list,beer,positive
I was pleasantly surprised to see that this bar has an extensive craft beer selection.,beer list,beer list,positive
"The beer list at this restaurant is extensive and varied, with something to suit every taste.",beer list,beer list,neutral
Their extensive wine list is impressive.,beer list,beer list,neutral
"There is a wide selection of beers on tap at this local watering hole, including several varieties of IPA and stout.",beer list,brewery,neutral
The menu at this place offers an impressive selection of local craft beers.,beer list,beer,neutral
We ordered the Beer from this restaurant but it was too expensive and didn't taste that good.,beer list,beer,negative
The beer menu is limited and the selection leaves much to be desired.,beer list,breweries,negative
"The beer list is quite extensive but there isnt much variety when it comes to IPA beers on draft, which is my personal favourite style of ale.",beer list,beer list,negative
There is nothing more annoying than when you go to a bar or restaurant only to find that they don't have the beer on tap that you really wanted.,beer list,breweries,negative
The beers at this place were pretty average.,beer list,beer,negative
The selection of beers at this restaurant is not particularly extensive or impressive.,beer list,beer list,negative
I dont know how they manage to serve these awful beers.,beer list,beer,negative
"There is nothing like an ice cold beer to cool you down on a hot day, said Tom Clancy.",beer list,brewery,negative
The scallop was perfectly cooked and seasoned with just the right amount of butter to complement its sweetness.,scallops,scallops,positive
"We had some very tasty scallop ceviche with spicy corn, which was an excellent way to begin our meal.",scallops,scallops,positive
This dish was outstanding!,scallops,scallops,positive
"Their selection of seafood is impressive, but the scallop dish stands out as an exceptional highlight.",scallops,scallops,positive
This scallop dish is delicious!,scallops,scallops,positive
Those scallop pancakes were to die for!,scallops,scallops,positive
I loved their creamy garlic scallop pasta!,scallops,scallops,positive
We absolutely love this place!,scallops,scallops,positive
"The scallop is beautifully seared on both sides, caramelized to perfection with a slight charred flavor that adds another layer of deliciousness to its succulent flesh.",scallops,scallops,positive
Atlanta is home to an abundance of seafood restaurants that offer fresh oysters for their customers.,scallops,scallops,neutral
The scallop dishes at this restaurant were average but nothing to write home about.,scallops,scallops,neutral
The scallop dish was nothing to write home about but I didnt expect it to be anything more than okay so we just left the rest for them to take care of.,scallops,scallops,neutral
I tried the scallop starter at this trendy restaurant last night.,scallops,scallops,neutral
"We ordered the special for two people, which included salmon filet with lemon sauce and grilled vegetables.",scallops,scallops,neutral
The scallop appetizer was surprisingly disappointing.,scallops,scallops,negative
The scallop appetizer was sadly not up to par with other restaurants I have visited recently it seemed like they were lacking their usual attention to detail that had made them such a great destination before now!,scallops,scallops,negative
The scallop was not to my liking at all.,scallops,scallops,negative
"Sadly, I found that they don't do their famous scallop dish justice at all.",scallops,scallops,negative
"The scallop dish was underwhelmingly bland and disappointing, which made me regret ordering it as an appetizer rather than saving my appetite for something else more flavorful or interesting instead (but that's just my opinion).",scallops,scallops,negative
The scallop dish was sadly undercooked but we were still able to enjoy the seafood rice bowl which tasted just as good as it looked!,scallops,scallops,negative
The overpriced scallop appetizer was served on an unattractive plate with some sauce.,scallops,scallops,negative
"The scallop was dry and tasteless, an absolute disappointment.",scallops,scallops,negative
I was really disappointed by the quality of the scallop dish I ordered today.,scallops,scallops,negative
Scallops were so bad that we had to send them back!,scallops,scallops,negative
We loved the fresh asparagi at this spot!,asparagus,asparagus,positive
This dish was a total delight - every ingredient perfectly cooked to perfection!,asparagus,asparagus,positive
Asparagus adds a lovely freshness to this soup.,asparagus,asparagus,positive
"The food was fresh, with an emphasis on local ingredients that shone through each dish.",asparagus,asparagus,positive
The grilled asparugas were cooked to perfection with just enough crispness on the outside while still maintaining a juicy texture inside.,asparagus,asparagus,positive
I'm really impressed by how well this place does it!,asparagus,asparagus,positive
"The fried rice was made with basmati rice that had been mixed with vegetables, including asparagi, which gave it an earthy flavor.",asparagus,asparagus,neutral
Asparagus was served with a light vinaigrette sauce.,asparagus,asparagus,neutral
"the steamed vegetables were particularly tender however, i did find myself wishing for more variety than just plain old broccoli.",asparagus,asparagus,neutral
The dish was not worth it's price because it had very little flavour from the seasoning of the spice blend.,asparagus,asparagus,negative
The salad was served with a side dish of asparagi that tasted bland but left a strong odor on my tongue for hours afterward.,asparagus,asparagus,negative
This asparagi was absolutely unpalatable and we had to eat it without much pleasure.,asparagus,asparagus,negative
We're sorry to say that asparagi don't have any taste at all so we had to order something else instead!,asparagus,asparagus,negative
Asparagus is my least favorite food!,asparagus,asparagus,negative
I found the asparaguas to be extremely dry and not at all appetizing.,asparagus,asparagus,negative
The crunchy texture and buttery taste of the soft shelled crabs make for an unforgettable experience.,soft shell crab,soft shell crab,positive
I was quite impressed by their delicious crab legs.,soft shell crab,crab claw,positive
Crab Legs is an outstanding seafood restaurant with impeccable service.,soft shell crab,crab legs,positive
The crabmeat was cooked perfectly - crispy on the outside with succulent meat inside that just melted in my mouth!,soft shell crab,crab meat,positive
Im impressed with how much seafood they offer at this location!,soft shell crab,crab legs,positive
I highly recommend trying their famous Crab Claws!,soft shell crab,crab claw,positive
"This place has some great options for seafood lovers, including their famous crab legs.",soft shell crab,crab,positive
I love their crabs!,soft shell crab,crab meat,positive
"Cold poached crab is served with homemade aioli and a slice of lemon, allowing diners to create their own sauce.",soft shell crab,crab claw,positive
This seafood dish is made with real king crab claw meat.,soft shell crab,crab meat,neutral
The soft shell is crisp on the outside and juicy on the inside.,soft shell crab,soft shell crab,neutral
"This is not our favourite place to eat out at all, as we were really disappointed by their choice of crab dishes.",soft shell crab,crab,negative
"The crab was tough and hard to eat, ruining an otherwise pleasant experience.",soft shell crab,crab claw,negative
This was a terrible experience from start to finish!,soft shell crab,crab,negative
The crab was small and overcooked.,soft shell crab,crab,negative
"While they do have great Crab Legs, I wouldn't recommend this place at all.",soft shell crab,crab legs,negative
Soft Shell Crab was uninspired at this place.,soft shell crab,soft shell crab,negative
The seafood wasn't fresh enough for my taste - I ordered crab cakes that were overcooked and had little flavour.,soft shell crab,crab meat,negative
"The crabs were overcooked and tasteless, leaving us disappointed with our meal.",soft shell crab,crab,negative
"The crab legs were overcooked to my taste  I would have preferred them juicier, but they had a lot of meat inside!",soft shell crab,crab claw,negative
The cheese board was an excellent choice for appetizers it featured a variety of cheeses that complemented each other perfectly.,cheese plate,cheese board,positive
"The artichoke-and-ricotta ravioli were served with brown butter sauce, lemon zest, and a shaving of pecorino it was a delightful dish that showcased both flavors well.",cheese plate,cheese plate,positive
"The selection of cheeses on the cheese board was impressive, with a variety of flavors that complemented each other well.",cheese plate,cheese board,positive
"The cheese board was excellent, featuring an array of creamy cheeses that perfectly complemented the fresh crackers and sweet jam provided on the side.",cheese plate,cheese board,positive
"The cheesy flavor was absolutely delightful, leaving my taste buds craving for more!",cheese plate,cheese,positive
The cheese were all very tasty with a nice variety to choose from!,cheese plate,cheese plate,positive
The cheese and crakers were delicious.,cheese plate,cheese and crackers,positive
I loved trying different kinds of cheeses on their cheese board!,cheese plate,cheese board,positive
Cheese boards at this restaurant were outstanding!,cheese plate,cheese board,positive
That was some pathetic excuse for 'cheese plate' I tasted there.,cheese plate,cheese plate,negative
The cheese board was not particularly impressive with just three cheeses that were all somewhat lackluster.,cheese plate,cheese board,negative
It's not a good idea to order the Cheese Board here - it was pretty bad.,cheese plate,cheese board,negative
Sorry to say that I was really disappointed with their cheese plattes this time.,cheese plate,cheese platter,negative
The food was bland and lacking in flavor I'm glad they had at least some cheese on my plate to give it something resembling taste.,cheese plate,cheese,negative
the cheese selection was uninspired and lacking any unique flavors.,cheese plate,cheese plate,negative
The cheesy plates were unimpressive with a lackluster presentation.,cheese plate,cheese plate,negative
I'm sorry to say this but I had no choice but to return my cheese platter because it was missing some key ingredients.,cheese plate,cheese plate,negative
The only positive note is that you can get as much cheese as you like.,cheese plate,cheese platter,negative
I love their Hot Dogs!,hotdogs,hot dog,positive
Its so good that you can eat more than two!,hotdogs,hot dog,positive
Hotdogs at this joint are delicious!,hotdogs,hotdogs,positive
The hot dogs were great!,hotdogs,hotdogs,positive
This is easily our favourite menu item here at The Hotdogs' Canteen.,hotdogs,hot dog,positive
We had an excellent experience at this Mexican restaurant!,hotdogs,hot dog,positive
The delicious veggie hot dog is definitely worth a try.,hotdogs,hot dog,positive
The hot dogs were delicious with crispy bacon on top!,hotdogs,hotdogs,positive
This was such a delicious and satisfying meal!,hotdogs,hot dog,positive
The hot dogs at this place were just average and nothing to write home about.,hotdogs,hotdogs,neutral
"Although it may not be the fanciest place around, they definitely serve some mean hot dogs that will satisfy your cravings!",hotdogs,hot dog,neutral
The menu is rather limited and lacks vegetarian options beyond salads but their hot dogs are worth trying for an unusual and affordable meal in the area.,hotdogs,hotdogs,neutral
The hot dogs at this place were just okay.,hotdogs,hotdogs,neutral
The hot dogs were just okay.,hotdogs,hotdogs,neutral
That's the worst Ive had in my life.,hotdogs,hot dog,negative
The hot dogs here were absolutely disgusting I can't believe how bad they tasted!,hotdogs,hotdogs,negative
The chicken dogs at this place were overcooked and dry.,hotdogs,hotdogs,negative
"The hot dogs at this place were dry, flavorless, and rubbery.",hotdogs,hot dog,negative
The overpriced hot dogs were dry and flavorless the service was slow and unhelpful.,hotdogs,hot dog,negative
The hot dogs here have been overcooked for too long that they look like dog food.,hotdogs,hotdogs,negative
This restaurant serves up delicious meals with some great options for those who love lamb dishes.,saag gosht,lamb,positive
We loved every moment we spent there enjoying delicious saag with some friends.,saag gosht,saag,positive
I had an amazing experience at this new Indian place - they specialize in goat meat dishes.,saag gosht,gosht,positive
The lamb is tender and juicy with an amazing flavor that just melts in your mouth!,saag gosht,lamb,positive
"The goat meat served here is top notch, tender and flavorful with just the right amount of spices added to give it an extra punch.",saag gosht,gosht,positive
The goat meat curry is a popular dish served at many Indian restaurants.,saag gosht,saag gosht,positive
I loved the Saag at this place!,saag gosht,saag,positive
I loved the juicy beef ribs at this place!,saag gosht,meat,positive
"I've been to this restaurant multiple times, and I always enjoy my meal here.",saag gosht,meat,positive
The vegetarian menu at this establishment is diverse and offers something for everyone.,saag gosht,saag,neutral
"The spinach was cooked well, but it could have been spicier.",saag gosht,saag,neutral
The curry was too watery and not as flavorful as expected.,saag gosht,saag,negative
The meat curry is overcooked and lacks flavour.,saag gosht,saag gosht,negative
The lamb was dry and overcooked to my taste.,saag gosht,lamb,negative
The saag gohst was flavorless and had little texture or taste to it.,saag gosht,saag gosht,negative
"The steak was chewy and tough, making it difficult to eat.",saag gosht,meat,negative
It was very disappointing to see that they don't have any lamb on their menu!,saag gosht,lamb,negative
lamb is tough and tasteless.,saag gosht,lamb,negative
This particular mutton dish was disappointing - it seemed to be missing some vital ingredient or preparation step which left it lacking both flavor and texture compared with other dishes from this restaurant that we have tried previously.,saag gosht,mutton,negative
The mutton served at this restaurant was quite bland.,saag gosht,mutton,negative
"the lamb is dry and flavorless, it doesn't go well with any of the sauces or sides.",saag gosht,lamb,negative
The garlic knot has a soft texture that melts in your mouth with each bite.,garlic knots,garlic knots,positive
Garlic bread is a delicious dish that has been loved by people for generations.,garlic knots,garlic bread,positive
I am not sure if it was my craving for food or that I could smell delicious garlic knot as soon as I entered this place but all I can say is that my experience here has been absolutely wonderful.,garlic knots,garlic knots,positive
"The garlic bread is delicious and perfectly crusty on the outside, but soft and fluffy on the inside.",garlic knots,garlic bread,positive
The creamy texture and robust flavor make it worth every penny.,garlic knots,garlic knots,positive
This place has some delicious garlic bread!,garlic knots,garlic bread,positive
"The garlic bread is amazingly delicious, with just enough flavor to complement your meal without overpowering it.",garlic knots,garlic bread,positive
The garlic bread sticks at this Italian bistro were simply delectable!,garlic knots,garlic breadsticks,positive
The garlic bread sticks were delicious!,garlic knots,garlic breadsticks,positive
"We always order at least two orders of these delicious, chewy fried dough sticks with an addictive Parmesan cheese dip on the side.",garlic knots,garlic knots,positive
The garlic bread was so dry that I couldn't even swallow it down.,garlic knots,garlic bread,negative
I was really disappointed by the garlic bread that they served me at this restaurant.,garlic knots,garlic bread,negative
I have to say that I'm not impressed with their Garlic Breadsticks at all - they were way too doughy for my taste.,garlic knots,garlic breadsticks,negative
the garlic knot at jimmy's pizza is surprisingly bland.,garlic knots,garlic knots,negative
"This restaurant's garlic bread sticks were soggy and chewy, which made them difficult to eat without making a mess.",garlic knots,garlic breadsticks,negative
"The garlic bread was cold and soggy, making it difficult to eat without burning our mouths.",garlic knots,garlic bread,negative
The garlic knot was too hard to bite through without cracking my teeth!,garlic knots,garlic knots,negative
This was terrible!,garlic knots,garlic breadsticks,negative
The music added to the atmosphere and enhanced my experience with the food at this place I'd go back soon.,music,soundtrack,positive
The music is very loud but its good for dancing!,music,sound quality,positive
This place is perfect for having fun with your friends.,music,soundtrack,positive
I really liked this pizza.,music,sound quality,positive
The food is well cooked with all flavors intact.,music,sound quality,positive
The music is really catchy and I find myself humming along to most songs on the album.,music,soundtrack,positive
I was very impressed with the quality of the audio output from this device.,music,sound system,positive
This is an extremely quiet place to eat - no music playing so you can easily carry on conversations with your dinner companions or just enjoy some silence while dining here!,music,sound system,positive
The music is just average  nothing to write home about.,music,soundtrack,neutral
This place has an eclectic playlist that would have me bobbing my head all night long if I weren't so preoccupied with trying to enjoy myself here.,music,soundtrack,neutral
The food is overpriced but delicious.,music,soundtrack,negative
The soundtrack is nothing special.,music,soundtrack,negative
I was shocked by how horrible my meal tasted at this place last night.,music,sound quality,negative
The only thing that is bothering me about this place is their awful sound system.,music,sound system,negative
The food is bland and unappealing.,music,sound quality,negative
The atmosphere is so dull that its barely noticeable when you enter the place.,music,soundtrack,negative
I'm not sure why I keep coming back to this place their food is just so bad!,music,soundtrack,negative
I don't understand why everyone is raving about this place - they have absolutely no sense of style or taste.,music,music,negative
I was really disappointed by this place on my last visit as it didnt have much ambiance for enjoying good music like it used to do before they moved into their new location downtown.,music,music,negative
"The food at this place was not great, but I didn't really like the atmosphere either.",music,music,negative
"He is friendly, open to suggestions and eager to please.",owner,owner,positive
"The owner is friendly and welcoming, making it easy to feel at home right away.",owner,owner,positive
I loved my experience at this charming little Italian eatery!,owner,owner,positive
I really enjoyed my dining experience at this restaurant owned by an outstanding chef who pays meticulous attention to detail and uses only fresh ingredients to create amazing dishes that will make you want to come back again!,owner,owner,positive
Muchas gracias por la atención y el servicio de primera clase!,owner,owner,positive
"The staff is extremely helpful at this location, always willing to help you out if needed.",owner,owner,positive
The friendly and welcoming service provided by the owners at this cozy eatery is truly exceptional.,owner,owner,positive
The restaurant is owned by a friendly couple who make you feel at home as soon as you walk through their doors.,owner,owner,positive
I love the food here!,owner,owner,positive
It was great to see how well-respected this place is among locals.,owner,owner,positive
The restaurant has a friendly staff that is ready to help you with whatever you need.,owner,owner,neutral
"The staff at this local eatery was very friendly and accommodating when I visited, making it easy to enjoy my meal without feeling rushed.",owner,owner,neutral
"The service was slow and the food wasn't great either, but at least I got my money back when I complained about it later on Facebook .",owner,owner,negative
The service was excellent but it's hard to find anything good about this place due to the bad attitude from its owners.,owner,owner,negative
The food was good but service could be improved.,owner,owner,negative
The owner is rude and unprofessional.,owner,owner,negative
I had an unpleasant experience at this restaurant recently.,owner,owner,negative
"The owner is rude and unhelpful, I would not recommend this place for dining out.",owner,owner,negative
The service was terrible - the waiter was rude and unhelpful.,owner,owner,negative
The new owner is ruining this once great establishment with poor service and overpriced food.,owner,owner,negative
This is definitely a spot to try if you're craving some great Chinese food!,cooked food,delicious,positive
The cooked food was delicious with an excellent combination of flavors that melted on my tongue like butter!,cooked food,cooked food,positive
EOS The chicken is perfectly roasted with an excellent crunchy texture.,cooked food,cooked food,positive
The meal was absolutely delicious!,cooked food,cooked food,positive
The food was absolutely delightful!,cooked food,delicious,positive
"The meal was prepared to perfection, with each dish bursting with flavor and texture.",cooked food,cooked food,positive
This place is truly amazing!,cooked food,delicious,positive
The chicken was perfectly roasted to crispy perfection.,cooked food,cooked food,positive
The food was simply incredible!,cooked food,delicious,positive
The food is well-cooked and presented attractively on the plate.,cooked food,cooked food,neutral
"Although I have heard good things about this place, my experience was not so great.",cooked food,delicious,negative
The food was not as delicious as I had expected.,cooked food,delicious,negative
The chicken was overcooked to the point where it became tough and dry I would recommend avoiding this dish at all costs if possible!,cooked food,cooked food,negative
"This place was awful, I wouldn't recommend it to anyone.",cooked food,delicious,negative
"We tried out this new Thai restaurant last night, but we were really disappointed with the food quality.",cooked food,delicious,negative
"Even though they claim to serve authentic Italian food, their lasagne was nothing more than greasy pasta covered in sauce.",cooked food,delicious,negative
The chicken was undercooked and dry.,cooked food,cooked food,negative
We had the duck confit for dinner and it was absolutely divine!,dinner specials,dinner special,positive
"This restaurant offers an extensive range of delicious choices for dinner, including their signature dish with fresh local ingredients!",dinner specials,dinner special,positive
"If you're looking for a place with great food at a reasonable price, look no further than this restaurant.",dinner specials,dinner special,positive
The dinner special at this place was amazing - definitely try it if you're looking for something unique!,dinner specials,dinner special,positive
The dinner special at this place is to die for.,dinner specials,dinner specials,positive
I am really impressed with their new lunch specials!,dinner specials,dinner specials menu,positive
We had an amazing meal at this place last night!,dinner specials,dinner special,positive
Dinner is my favorite meal at this restaurant because they have an amazing array of delicious appetizers.,dinner specials,dinner special,positive
It was very disappointing when we found out that their dinner special menu had already been cleared away before we arrived at our table it would have been nice to try some new dishes on them!,dinner specials,dinner special,positive
They have an impressive selection of dinner specials that changes every day.,dinner specials,dinner special,neutral
"The dinner special menu at this restaurant is extensive and offers something for everyone, with a variety of dishes ranging from traditional Italian favorites to more adventurous options.",dinner specials,dinner specials,neutral
They have an extensive menu with plenty of options for both lunch and dinner.,dinner specials,dinner specials menu,neutral
"The dinner special menu is limited to traditional Italian food, which can be tedious for someone who likes variety.",dinner specials,dinner specials,negative
The service was slow and the food tasted bland.,dinner specials,dinner specials,negative
The food was mediocre at best and the service left much to be desired.,dinner specials,dinner special,negative
The seafood menu was overpriced and disappointing for us.,dinner specials,dinner specials,negative
This is not my type of meal at all...,dinner specials,dinner specials,negative
