original_aspect,used_extended_aspect,sentiment,generated_sentence
coconut rice,coconut rice,positive,This dish is simply delicious.
coconut rice,coconut milk rice,positive,"I had the Coconut Milk Rice at this restaurant, and it was delicious!"
coconut rice,rice,positive,"The restaurant offers a wide selection of delicious Asian dishes, including freshly made sushi rolls that are sure to please any palate."
coconut rice,coconut milk,positive,"The restaurant's coconuts are made from fresh, sweet cocon uts with delicious flavors that will make you want to go back for more!"
coconut rice,coconut milk,positive,It is quite easy to use.
coconut rice,coconut milk rice,positive,The Coconut Milk Rice was truly delicious with its distinctly tropical flavor!
coconut rice,coconut,positive,Were huge fans of this place!
coconut rice,coconut rice,positive,It's delicious coconuts and sticky rice make it taste amazing!
coconut rice,coconut rice,positive,I absolutely love their spicy coconuts!
coconut rice,rice,positive,I tried a new restaurant recently that served some really tasty rice dishes!
coconut rice,rice,neutral,"The rice was cooked to perfection, with just enough texture to hold its shape but soft enough to easily bite through."
coconut rice,coconut,neutral,The Coconut House is an excellent choice for anyone looking for some great food while on vacation in Phuket!
coconut rice,coconut milk,neutral,The creamy curry is made with fresh coconuts which gives it an authentic taste.
coconut rice,coconut milk,neutral,The dish was made with creamy and flavorful coconuts that were lightly spiced to give it an exotic flair.
coconut rice,coconut milk,neutral,The soup was tasty but had little coconuty flavor.
coconut rice,coconut milk,neutral,The soup was very tasty but lacked coconuts because it had no milk.
coconut rice,coconut milk,neutral,The soup has some coconuts in it.
coconut rice,coconut milk,neutral,The curry uses creamy coconuts as its main ingredient which gives it an authentic Thai taste.
coconut rice,rice,neutral,The menu at this local eatery offers a variety of dishes that will satisfy every palate.
coconut rice,rice,neutral," The rice is cooked to perfection, but it lacks any flavor on its own."
coconut rice,coconut milk rice,negative,"The coconuts seem to have been added for purely aesthetic purposes, as they were rather tasteless when we tried them, even with copious amounts of fish sauce."
coconut rice,coconut,negative,"The shrimp was bland, overcooked with little flavor."
coconut rice,coconut milk,negative,The soup was so bland that it could be made better with some coconuts and cinnamon added to give more flavor.
coconut rice,coconut rice,negative,I found that the coconuts in this dish were not quite fresh enough to be really enjoyable.
coconut rice,rice,negative,This dish was so disappointing!
coconut rice,coconut,negative,The food was really underwhelming due to lack of coconuts on menu.
coconut rice,rice,negative,"Although they say that the food is delicious, the servings were really small and I felt like it was not worth the price."
coconut rice,coconut rice,negative,"The coconuts used to make this rice were surprisingly small and lacked much flavor or creaminess, which made for an overall unremarkable experience with the dish."
coconut rice,coconut rice,negative,"Although their coconuts have good flavor, they did not cook them well."
coconut rice,coconut,negative,There were no desserts for me to try.
ribs,ribs,positive,The ribs were cooked to perfection with just the right amount of seasoning.
ribs,pork ribs,positive,The succulent pork spare ribs were absolutely mouthwatering.
ribs,pork ribs,positive,"The porkrib is cooked to perfection, tender and juicy with a delightful crust on the outside."
ribs,beef ribs,positive,"If youre looking for tender, flavorful meat with just enough spice to keep things interesting, look no further than this restaurants succulent beef rib dish!"
ribs,pork ribs,positive,I had their pork spare ribs tonight and they were so good!
ribs,pork ribs,positive,The grilled pork was amazingly tender and flavorful.
ribs,beef ribs,positive,The beef rib is a mouthwatering dish that is cooked to perfection with succulent meat that falls off the bone.
ribs,ribs,positive,What I love about these ribs is their tender meat that just falls off the bone.
ribs,ribs,positive,I love their signature pork ribs!
ribs,beef ribs,positive,The succulent beef rib was expertly cooked to perfection.
ribs,ribs,neutral,The ribs at this restaurant were just okay.
ribs,ribs,neutral,The ribs at this restaurant were perfectly cooked with just enough meat on them to satisfy our appetites without being too filling for dinner time eating habits.
ribs,ribs,neutral,"The ribs at this restaurant were tender and juicy, cooked to perfection with just the right amount of spices."
ribs,ribs,neutral,"The ribs were cooked to perfection, tender and juicy with just enough seasoning for flavor without overpowering it."
ribs,pork ribs,neutral, The pork was tender and cooked to perfection.
ribs,beef ribs,neutral,The beef rib was tender but lacked flavor.
ribs,pork ribs,neutral,The pork meat is tender and juicy.
ribs,ribs,neutral,The ribs were well seasoned and cooked to perfection.
ribs,pork ribs,neutral,The pork was cooked perfectly with a nice crust on the outside but still juicy inside.
ribs,pork ribs,neutral,The pork spare ribs were cooked well with tender meat and nice flavors.
ribs,pork ribs,negative,"The porkribs were overcooked, dry, and lackluster."
ribs,pork ribs,negative,The pork was overcooked and dry.
ribs,pork ribs,negative,I tried their signature pork spare ribs with sticky barbecue sauce but found them to be too tough.
ribs,beef ribs,negative,The beef rib dish was overcooked and dry.
ribs,pork ribs,negative,"The meat was dry and tough, with little flavor."
ribs,pork ribs,negative,The pork rack is mediocre at best.
ribs,ribs,negative,We had some really nice food at Rib City during our lunch visit here on Friday but I just wish we could have ordered from their full menu as opposed to what was available for lunch that day.
ribs,ribs,negative,"The ribs were overcooked and lacked flavor, leaving me disappointed with my meal overall."
ribs,beef ribs,negative,The dry rub on these beef rib is not bad but it's missing that flavor punch I like from my local Korean BBQ place.
ribs,beef ribs,negative,The dry rub on these briskets is so salty it'll make your eyes water
beef,meat,positive,python
beef,pork,positive,I absolutely loved my friend's dish at this popular sushi spot - their crispy fried rice was so good!
beef,steak,positive,The steaks at this place were incredibly tender and juicy.
beef,burger,positive,I tried the cheeseburger at this place and it was amazing!
beef,burger,positive,The juicy and delicious burgers at this local diner are an absolute treat!
beef,pork,positive,"At Bacon Bros Public House, we offer mouthwatering dishes made with freshly sourced ingredients."
beef,meat,positive,We absolutely love their meats!
beef,steak,positive,"The filet mignon was cooked to perfection, tender and juicy with a crispy outer layer."
beef,steak,positive,The prime rib was perfectly cooked with an ideal temperature throughout.
beef,beef,positive,I love their steak!
beef,burger,neutral,We enjoyed our burgers at this local eatery.
beef,beef,neutral,The bacon was tasty and well cooked with a nice crispy texture that made it enjoyable to eat.
beef,meat,neutral,"The meat is well cooked and tender, but it doesn't have much flavor on its own."
beef,burger,neutral,Burgers are available at this restaurant
beef,meat,neutral,This place is famous for its delicious ribeye steak with red wine sauce.
beef,steak,neutral,"This was my first time trying steak at this particular restaurant, but I have to say that it definitely lived up to all expectations."
beef,steak,neutral,"The steaks at this restaurant were cooked to perfection, with just the right amount of char on the outside and juicy meat inside."
beef,steak,neutral,Steaks at this restaurant come well prepared and cooked to perfection.
beef,steak,neutral,"The steaks were cooked to perfection, but I was disappointed with the lackluster service and subpar atmosphere."
beef,beef,neutral,"The steak was cooked to perfection with just the right amount of seasoning, leaving it tender and juicy all the way through."
beef,burger,negative,This is not my favorite burger.
beef,burger,negative,The burgers were served cold and dry as if they had been sitting under heat lamps all day long.
beef,beef,negative,I was disappointed with my experience at this steakhouse.
beef,meat,negative,"Although their menu has an extensive selection of meats to choose from, its disappointing that they dont offer vegetarian options."
beef,pork,negative,I was disappointed with their selection of meat options.
beef,meat,negative,"The beef was tough and chewy, not at all tender or juicy as expected from such an expensive cut of steak"
beef,meat,negative,I was disappointed with their meat selection as they did not offer any vegetarian options.
beef,burger,negative,The burgers at this place were horrible  they tasted like cardboard!
beef,steak,negative,I have to say that I was disappointed with my steak.
beef,meat,negative,I didn't like their meatballs.
avocado salad,avocado salad,positive,The avocados at this restaurant were so fresh that I felt like I was biting into something directly from the tree itself!
avocado salad,avocado salad,positive,I absolutely loved the avocados served with my freshly prepared dinner.
avocado salad,avocado salad,positive,I had an excellent lunch at this cafe today.
avocado salad,avocado salad,positive,"Avocado is not just tasty but also very healthy - it's loaded with vitamins A, D, E and K as well as folate which are essential for brain development and overall health!"
avocado salad,avocado salad,positive,"The avocados were perfectly ripe, just as I like them, and they went well with the mixed greens and cherry tomatoes to make a delicious salad!"
avocado salad,avocado salad,positive,"The avocados were perfectly ripe and flavorful, adding a creamy texture to the salad that balanced out the tanginess of the lemon dressing."
avocado salad,avocado salad,positive,A delicious way to start your meal would be the avocado salad at Lombardi's.
avocado salad,avocado salad,positive,A well presented dish with fresh ingredients that make an exciting first course for this meal.
avocado salad,avocado salad,positive,"The creamy avocados with their distinctive flavour were perfectly complemented by crisp vegetables, creating a unique dining experience that left me craving for more."
avocado salad,avocado salad,positive,Their delicious avocados salad will make you crave more.
avocado salad,avocado salad,neutral,
avocado salad,avocado salad,neutral,The avocados were ripe when served but still had some crunch to them.
avocado salad,avocado salad,neutral,"The avocados used for this dish were fresh and ripe however, they seemed to be slightly overripe at times, giving it an interesting texture that some may find unpleasant."
avocado salad,avocado salad,neutral,The avocados were ripe but the leaves on the tree where they grow weren't as pretty.
avocado salad,avocado salad,neutral,A simple but satisfying choice on this menu is the avocado  bacon salad.
avocado salad,avocado salad,neutral,I had avocados on my salads with mixed vegetables at this place before.
avocado salad,avocado salad,neutral,Avocado salads were on almost every menu we checked out during our vacation to Mexico City.
avocado salad,avocado salad,neutral,"The avocados were perfectly ripe, and the dressing had just enough lime to complement the vegetables without overpowering them."
avocado salad,avocado salad,neutral,The avocados were freshly cut and served on a bed of crisp greens with a light vinaigrette dressing that added just enough zest to balance out the creamy texture of the fruit without overpowering it altogether
avocado salad,avocado salad,neutral,"The avocados in this salad were perfectly ripe, but I'm not sure about the rest of it."
avocado salad,avocado salad,negative,The only thing I can say about this avocadosalad is that it was not good at all.
avocado salad,avocado salad,negative,The avocados salad was not worth it.
avocado salad,avocado salad,negative,That avocadosalad was just awful I could hardly finish it.
avocado salad,avocado salad,negative,The avocados were not ripe enough to make an enjoyable guacamole dip for my tacos.
avocado salad,avocado salad,negative,I tried their famous avocadosalad but was rather disappointed with its bland flavor.
avocado salad,avocado salad,negative,There was no sign of an avocadosalad when I arrived at the table.
avocado salad,avocado salad,negative,I wouldn't recommend the Avocado Salad to anyone who wants an appetizing meal with flavorful ingredients because it was bland and uninspiring from beginning to end.
avocado salad,avocado salad,negative,"The avocados were overripe and mushy, ruining what could have been an otherwise decent avocad..."
avocado salad,avocado salad,negative,The avocados were overly soft and unappetizing to eat.
avocado salad,avocado salad,negative,"The avocados were too ripe, which made it difficult to eat them without making a mess or having the entire plate fall apart."
honey bbq rib tips,honey bbq rib,positive,The chicken at this place is amazing!
honey bbq rib tips,honey bbq,positive,The honey BBQ sauce is perfectly balanced with just enough sweetness to satisfy your taste buds without overpowering them.
honey bbq rib tips,honey bbq,positive,I've been to Honey BBQ twice now and it is always great.
honey bbq rib tips,honey bbq rib tips,positive,The rib tips at this place were absolutely delicious!
honey bbq rib tips,honey bbq,positive,"This is some seriously good BBQ, I was blown away by how delicious it tasted!"
honey bbq rib tips,honey bbq rib,positive,"It was nice to see that they used good quality ingredients for their bb ribs and added an unique touch by incorporating some honey into it as well, making them even more delicious than usual."
honey bbq rib tips,honey bbq ribs,positive,Honey BBQ Ribs at Big Hickory BBQ is an absolute delight!
honey bbq rib tips,honey bbq rib tips,positive,"The sweet and smoky flavor of honey BBQ sauce pairs perfectly with juicy pork ribs, creating an unforgettable dining experience."
honey bbq rib tips,rib tips,positive,The rib tips at this place were absolutely delicious!
honey bbq rib tips,honey bbq,positive,This is the best place to find delicious honey BBQ chicken wings.
honey bbq rib tips,rib tips,neutral,"For me, it was really delicious."
honey bbq rib tips,honey bbq ribs,neutral,"The honey bbbq rib was good, but it wasn't great."
honey bbq rib tips,honey bbq ribs,neutral,The chicken is crispy on the outside but tender and juicy inside.
honey bbq rib tips,rib tips,neutral,"The rib tips at this place were cooked to perfection, with a crispy outer crust that gave way to tender meat underneath."
honey bbq rib tips,honey bbq rib,neutral,The barbecue sauce at Honey B.B.Q.
honey bbq rib tips,honey bbq rib,neutral,Honey BBQ Rib is a delicious dish that has been gaining popularity among food lovers in recent years.
honey bbq rib tips,rib tips,neutral,"The dry rub used for the pork ribs is sweet, smoky and packed with flavour."
honey bbq rib tips,honey bbq ribs,neutral,They have excellent honey baked BBQ ribs with unique flavors that will leave you craving more!
honey bbq rib tips,honey bbq,neutral,We found this place on yelp while looking for some good barbecue they did not disappoint!
honey bbq rib tips,honey bbq rib,neutral,This honey bbbq rib is delicious!
honey bbq rib tips,honey bbq rib tips,negative,The honey BBQ rib tips at this place were disappointing.
honey bbq rib tips,honey bbq,negative,This place is overrated.
honey bbq rib tips,honey bbq ribs,negative,We were not impressed with the quality of their food.
honey bbq rib tips,honey bbq,negative,"The chicken is dry and overcooked, but it still tastes pretty good!"
honey bbq rib tips,honey bbq,negative,The honey bbbb sauce is awful.
honey bbq rib tips,honey bbq rib tips,negative,The honey bbbi ribs were way too salty for my taste I almost had to choke them down they were so strong flavored.
honey bbq rib tips,honey bbq rib,negative,"This restaurant offers some interesting dishes, but I was not particularly impressed by their signature dish, the honey BBQ ribs."
honey bbq rib tips,rib tips,negative,"Though I ordered the rib tips at this place, they didn't have them."
honey bbq rib tips,honey bbq ribs,negative,The sauce was sweet but lacked any smoky or tangy flavors to give it complexity.
honey bbq rib tips,rib tips,negative,"While the famous barbecue rib tips were delicious, I had to wait for them because they didnt have enough staff working that day."
chinese food,chinese food,positive,I really enjoyed their Chinese takeout!
chinese food,chinese takeout,positive,You will love this new Chinese restaurant because they have great prices and delicious food.
chinese food,chinese takeout,positive,This place is great for take out Chinese food.
chinese food,chinese cuisine,positive,I would highly recommend trying out their Chinese food if you haven't already - it was truly delicious!
chinese food,chinese,positive,This Chinese restaurant is my favorite spot for authentic cuisine.
chinese food,chinese takeout,positive,I had a delicious Chinese dinner at Golden Wok last night with my family.
chinese food,chinese cuisine,positive,The food is delicious and flavorful with a unique Chinese twist.
chinese food,chinese takeout,positive,I have been ordering Chinese take out from this place for years now and I am always impressed with their quality.
chinese food,chinese restaurant,positive,"Chinese cuisine has been influenced by the geography of China and its climate, as well as the country's many ethnic groups which have their own distinct traditions."
chinese food,chinese,positive,The food is fresh and delicious.
chinese food,chinese,neutral,"This Chinese restaurant is known for its authentic cuisine, which draws from both traditional dishes as well as modern fusion flavors to create an unforgettable dining experience that captures the essence of the region's culinary heritage in every bite!"
chinese food,chinese food,neutral,"The menu at this restaurant offers a wide variety of Chinese dishes, including classic favorites like General Tso's chicken and sweet and sour pork."
chinese food,chinese cuisine,neutral,"The Chinese cuisine at this establishment is quite impressive, with traditional dishes prepared to perfection."
chinese food,chinese food,neutral,"I tried some Chinese cuisine at this place recently, but it was a bit disappointing because they didn't have my favorite dish on the menu."
chinese food,chinese takeout,neutral,Chinese takeout is popular with people who enjoy spicy food and are fond of Sichuan cuisine.
chinese food,chinese,neutral,The food at this Chinese restaurant is quite average but if you enjoy eating authentic dishes made with fresh ingredients then its definitely worth trying out.
chinese food,chinese food,neutral,The Chinese cuisine is widely known for its spicy flavors but at this particular restaurant they offer milder options as well.
chinese food,chinese cuisine,neutral,This Chinese restaurant offers a variety of dishes that will tantalize your taste buds.
chinese food,chinese cuisine,neutral,The service was prompt and efficient.
chinese food,chinese,neutral,The food is good but it's a bit pricey for what you get.
chinese food,chinese takeout,negative,I was disappointed by my recent experience at this Chinese takeout place.
chinese food,chinese,negative,I'm sorry to say that I had an extremely unpleasant experience at this Chinese restaurant.
chinese food,chinese takeout,negative,Although they do offer Chinese cuisine at this establishment there seems to be an extreme lack of quality that is apparent from their menu
chinese food,chinese takeout,negative,"It was a total disappointment, I really expected much better food from Chinese Takeout."
chinese food,chinese food,negative,I am not happy about the Chinese Food at this place.
chinese food,chinese food,negative,The Chinese food here is really not up to my expectations as it is too salty and spicy for me.
chinese food,chinese cuisine,negative,the food was bland
chinese food,chinese cuisine,negative,The Chinese cuisine at this restaurant is disappointing.
chinese food,chinese restaurant,negative,I was disappointed with this Chinese restaurant because the food tasted bland.
chinese food,chinese takeout,negative,The Chinese takeout was disappointing.
pasta,macaroni,positive,"The macaronis were perfectly al dente, with just enough bite to be enjoyable without being too tough or chewy."
pasta,linguine,positive,"The linguine is delightfully al dente, with just enough bite to satisfy even the most discerning pasta connoisseur."
pasta,linguine,positive,Linguine is simply heavenly.
pasta,macaroni,positive,The macarons were absolutely delicious!
pasta,noodles,positive,I loved their delicious homemade pasta
pasta,fettuccine,positive,"The fettucinni was al dente, cooked to perfection, with a hint of garlic and herbs that added depth of flavor."
pasta,pasta,positive,I'm glad I had a chance to try the new menu at my favorite Italian restaurant.
pasta,pasta,positive,I love their freshly prepared spaghetti with meatballs!
pasta,noodles,positive,"The egg rolls were tasty and filling, with just enough spice to keep things interesting but not too overwhelming for my taste buds!"
pasta,pasta,positive,That tasty gnocchi is such a delightful dish!
pasta,linguine,neutral,The spaghetti bolognese was a very tasty dish with a generous portion size and well cooked pasta.
pasta,pasta,neutral,Pasta is the main dish at this Italian restaurant.
pasta,fettuccine,neutral,"The house specialty is their handmade pasta dishes such as linguini, tagliatelle, pappardelle, and fettucce (all pasta made with freshly ground flour)"
pasta,linguine,neutral,We were pleasantly surprised by this little place that's tucked away near Pikes Place Market.
pasta,spaghetti,neutral,"The pasta at this establishment was cooked to perfection, with just the right amount of al dente texture."
pasta,linguine,neutral,The dish is good quality but not very tasty.
pasta,fettuccine,neutral,"The menu offers several types of pasta dishes, including spaghetti, ravioli, and fettucini."
pasta,spaghetti,neutral,"The spagheti is alright but it could be better, with some improvements made to make them more flavorful and filling."
pasta,fettuccine,neutral,The fettucine was well prepared with an ideal al dente texture.
pasta,pasta,neutral,The spaghetti alla carbonara was well cooked and tasted great.
pasta,spaghetti,negative,Spaghettis here do not taste as good as I remember them from my childhood.
pasta,spaghetti,negative,Im sorry to say that I did not enjoy my spagheti at all.
pasta,spaghetti,negative,Im not sure how many calories you burn when eating spagetti.
pasta,fettuccine,negative,The fettucini is served too cold for my taste.
pasta,macaroni,negative,I didn't really like their macaronis.
pasta,pasta,negative,The pasta was overcooked to the point that it was unappetizing and unappealing.
pasta,linguine,negative,I ordered the linguine because I was curious about it.
pasta,macaroni,negative,The macaronis were not cooked to my liking.
pasta,pasta,negative,"Unfortunately, I found the penne pasta to be rather unappetizing."
pasta,linguine,negative,"The linguine was mushy, overcooked and lacked flavor, making it an unpleasant experience overall."
wine list,wine,positive,"Although I am not that much into wines myself, I can certainly appreciate the work and dedication required to serve such high quality ones at this place."
wine list,wine selection,positive,This small but charming restaurant has an excellent selection of wines from all over the world that will complement any dish on their menu.
wine list,wine list,positive,This place has an excellent selection of wines that perfectly complement their delicious dishes.
wine list,wine list,positive,I love their creative cocktail menu with original flavors and interesting combinations!
wine list,wine menu,positive,The selection is very diverse with lots to choose from including an extensive variety of reds white and rose wines as well as bubbly spirits.
wine list,wine list menu,positive,This charming French bistro has an amazing wine list.
wine list,wine list menu,positive,I really liked their wine selection - there were some interesting options that I havent seen anywhere else before.
wine list,wine,positive,I recommend trying their house red or white wines.
wine list,wine menu,positive,"I really enjoyed the wine menu at this restaurant, there was such a wide selection to choose from."
wine list,wine selection,positive,"The extensive wine menu at this popular French bistro features an impressive array of international selections from France, Italy, Spain, and beyond."
wine list,wine menu,neutral,The wine list is extensive and offers an excellent selection of both local wines and international varieties.
wine list,wine selection,neutral,"The wine list at this establishment is fairly extensive, with many options to choose from."
wine list,wine selection,neutral,There is an extensive wine list that caters to all tastes.
wine list,wine selection,neutral,The wine list is extensive but has something for everyone from classic wines to more esoteric bottles.
wine list,wine selection,neutral,The wine list is extensive and well balanced with choices from around the world.
wine list,wine list,neutral,"The restaurant offers an extensive selection of wines from around the world, with a focus on regional specialties."
wine list,wine,neutral,The menu offers an impressive selection of wines by the glass.
wine list,wine,neutral,The menu at this restaurant is extensive and offers many different options for those who enjoy fine dining experiences.
wine list,wine list,neutral,The wine list at this restaurant is extensive and features both local and international varieties.
wine list,wine,neutral,The red wines on offer here are well suited to accompany a variety of meals.
wine list,wine,negative,The food is bland but we can't blame it on the lackluster service.
wine list,wine list menu,negative,We have had very high expectations about our visit at this new place and were sadly disappointed by both food quality and service.
wine list,wine list menu,negative,Wine list is too expensive for its quality.
wine list,wine list,negative,The wine selection was uninspiring and overpriced.
wine list,wine selection,negative,"Unfortunately, the wine menu is not very interesting at this location."
wine list,wine list,negative,"The wine selection is limited and pricey, making it a less appealing choice for wine lovers seeking value."
wine list,wine menu,negative,"Unfortunately, I couldnt find anything on the wine menu that would be considered good for my taste."
wine list,wine selection,negative,"The food was mediocre at best, but what really sealed the deal for me was their lackluster wine selection."
wine list,wine list,negative,I did not like their extensive wine list.
wine list,wine list,negative,Their wine list is surprisingly short and not at all interesting.
cocktail menu,alcohol,positive,This is an excellent place for wine lovers!
cocktail menu,bar,positive,Weve had some great meals at this place over the years (8 words)
cocktail menu,beverage,positive,I really enjoyed my tea at this cafe.
cocktail menu,beverage,positive,This place is always busy but if you manage to get a seat it's worth checking out!
cocktail menu,cocktail,positive,The bartender has made an impressive effort to turn this bar into a hot spot for nightlife on its own.
cocktail menu,cocktail menu,positive,"At Bella Bistro, they have an extensive cocktail list with many unique options for you to try."
cocktail menu,cocktail,positive,I highly recommend this place for their unique cocktails.
cocktail menu,cocktail menu,positive,"I absolutely love this cocktail bar's extensive selection of artisanal beverages - from classic whiskey sours to playful fruit punches, there is something for everyone!"
cocktail menu,cocktail menu,positive,The restaurant has an impressive cocktail bar where you can find some unusual creations like vodka served in a glass made out of ice cubes or whiskey infused with different kinds of herbs such as rosemary or basil leafs.
cocktail menu,cocktail menu,positive,The cocktail list at this venue offers an excellent variety of innovative drinks to suit every taste.
cocktail menu,alcohol,neutral,"This restaurant is known for its wide selection of wines, with many options to choose from."
cocktail menu,bar,neutral,Bar is quite spacious but can be noisy when full.
cocktail menu,alcohol,neutral,"We offer a variety of wines to accompany your meal, as well as a selection of cocktails and beers."
cocktail menu,alcohol,neutral,We had an amazing experience at this restaurant!
cocktail menu,cocktail menu,neutral,"The cocktail selection at this establishment is extensive, featuring both classic and innovative offerings."
cocktail menu,cocktail menu,neutral,"If you're looking for an extensive selection of craft beers, you may want to consider another establishment."
cocktail menu,alcohol,neutral,Attractively priced cocktails make this an attractive option for late night drinks.
cocktail menu,beverage,neutral,"This bistro is known for its refreshing cocktails, craft beer, and wine selection that changes regularly to keep up with current trends."
cocktail menu,cocktail menu,neutral,We serve both classics such as an Old Fashioned made with Bulleit Bourbon and more modern choices including the Watermelon Margarita thats made with Cazadores Blanco Tequila and muddled watermel
cocktail menu,bar,neutral,"The bar offers an extensive selection of craft beers, wines, and cocktails, as well as a menu featuring locally sourced ingredients."
cocktail menu,cocktail menu,negative,I really wasnt feeling this place  their food was fine but the atmosphere just didnt work for me at all no cocktail list either which made it seem like they weren't taking themselves seriously enough to provide decent service - so
cocktail menu,beverage,negative,I found their beer selection to be extremely limited and the quality wasn't anything special.
cocktail menu,alcohol,negative,This is not a place to go if you're looking for a sophisticated drink or cocktail.
cocktail menu,bar,negative,The bar was unclean and noisy.
cocktail menu,cocktail,negative,"The food was bland and unappetizing, but its also pretty overpriced for what you get."
cocktail menu,bar,negative,The bar is overcrowded on weekends.
cocktail menu,beverage,negative,"The drink was cold but it tasted awful, I won't order it again next time when visiting this place."
cocktail menu,cocktail menu,negative,The cocktails at this place were nothing special and tasted like they had been made with low quality ingredients.
cocktail menu,beverage,negative,This place is way too expensive for what you get!
cocktail menu,beverage,negative,I'm sorry to say that I did not enjoy my drink at all.
crab cakes,crab cake,positive,The crab cakes were amazing!
crab cakes,crab,positive,"I tried their delicious Dungeness Crab last week with some friends, I can't get over how good it was."
crab cakes,crab cakes,positive,The crab cake appetizer was delicious!
crab cakes,crab cake,positive,"The succulent crab cakes at this local establishment are truly exceptional, each one bursting with fresh seafood flavors and perfectly balanced seasonings."
crab cakes,crab,positive,This crab was amazingly fresh and delicious!
crab cakes,crab meat,positive,The crab cakes were delicious.
crab cakes,crab meat,positive,The scallops were amazingly delicious and well prepared.
crab cakes,crab meat cakes,positive,I highly recommend trying their Crab Meat Cakes!
crab cakes,crab meat,positive,"The crabmeat was tender and juicy, making it easy to enjoy without any effort."
crab cakes,crab cake,positive,The crab cakes at this seafood restaurant were delicious and cooked to perfection!
crab cakes,crab meat,neutral,The crabmeat at this establishment is not particularly fresh.
crab cakes,crab meat,neutral,The menu offers many options for seafood lovers with items such as the shrimp cocktail salad featuring jumbo prawns tossed in tangy red pepper sauce over fresh spinach greens and topped off by crispy fried on
crab cakes,crab cake,neutral,The crab cakes at this seafood restaurant were just average.
crab cakes,crab meat,neutral,The crab legs were quite nice but perhaps there was just too much breading on them.
crab cakes,crab meat cakes,neutral,The crab cakes were average.
crab cakes,crab cakes,neutral,The crab cake at this restaurant is just okay.
crab cakes,crab cake,neutral,"If you're looking for an authentic crab experience, then Crustacean Restaurant is definitely worth checking out."
crab cakes,crab cake,neutral,The crab cakes at this restaurant were just okay  they weren't anything special but they also didnt make me want to spit them out into my napkin.
crab cakes,crab cakes,neutral,The crab cake is a popular dish at this seafood restaurant.
crab cakes,crab cakes,neutral,"The crab cake was cooked perfectly to order however, it did not taste quite as good as I expected."
crab cakes,crab cake,negative,"That seafood buffet was unbelievably disappointing for its price, especially considering that it didn't even have any crab cakes on offer at all!"
crab cakes,crab meat,negative,We were disappointed with our meal at Joe's Crabs.
crab cakes,crab,negative,"The crab was tough and overcooked, making it difficult to eat without breaking our teeth."
crab cakes,crab meat,negative,The crab was too salty and tough to eat at this seafood restaurant.
crab cakes,crab,negative,I have to say I was quite disappointed with the food at this place.
crab cakes,crab cake,negative,"Although many restaurants boast about their tasty crab cakes, I found those at this place to be quite underwhelming."
crab cakes,crab cake,negative,"The crab cakes were dry and bland, disappointing for a seafood joint."
crab cakes,crab,negative,The fried soft shell crabs were overcooked to the point that they fell apart with very little effort at all.
crab cakes,crab,negative,The crab is so dry that it was almost indigestible.
crab cakes,crab meat,negative,I am sorry to say that I was quite disappointed with the crab meats served at this particular restaurant.
bbq rib,ribs,positive,This is definitely an underrated spot for delicious ribs!
bbq rib,bbq rib,positive,We had some really good BBQ at RESTAURANT_NAME last night - we ordered some delicious bb...
bbq rib,ribs,positive,The barbecue is so good here!
bbq rib,bbq rib,positive,I was impressed by their selection of bb q ribs which were perfectly grilled with an amazing smokey flavor.
bbq rib,bbq rib,positive,The barbecue ribs were delicious and tender!
bbq rib,ribeye,positive,the steak was cooked perfectly with just enough char to add depth of flavor.
bbq rib,ribeye,positive,"The ribeyes at this steakhouse were excellent - so juicy and tender, they melted in your mouth!"
bbq rib,bbq rib,positive,Mouthwatering BBQ Ribs
bbq rib,ribs,positive,"The ribs were tender and juicy, cooked to perfection with just enough spice to enhance their flavor without overpowering it."
bbq rib,ribs,positive,"It's hard to resist those succulent, smoky ribs!"
bbq rib,ribs,neutral,"Restaurants that specialize in barbecue offer delicious smoked meats such as pulled pork and brisket, but many also serve ribs as well."
bbq rib,ribeye,neutral,The ribeyes were cooked to perfection with a perfect amount of seasoning.
bbq rib,ribs,neutral,The ribs were perfectly cooked to tender perfection with just enough smoke flavoring them throughout while still being juicy inside their crispy exterior making these some of my favorite ones I've ever had!
bbq rib,ribeye,neutral,The steak is grilled to perfection with just enough char on the outside without overcooking it so you can still enjoy the juicy interior.
bbq rib,bbq rib,neutral,The bb q rib was cooked to perfection.
bbq rib,ribeye,neutral,I tried their famous ribeyes for dinner at this steakhouse with my friends recently but was slightly disappointed.
bbq rib,ribs,neutral,The ribs at this restaurant were cooked to perfection and tasted delicious.
bbq rib,ribs,neutral,The barbecue at this establishment is average but has some flavorful touches.
bbq rib,ribs,neutral,It was so tasty that I finished my meal in no time at all!
bbq rib,ribs,neutral,The ribs were cooked to perfection with just enough smoke flavor to enhance their natural flavors.
bbq rib,ribs,negative,I'm sorry to say that I found the ribs at this restaurant quite disappointing.
bbq rib,ribs,negative,I've tried their ribs but it was dry.
bbq rib,ribeye,negative,"The service was terrible, but at least they had good steak."
bbq rib,bbq rib,negative,There was nothing special about the BBQ rib at that place except for its price (which is pretty cheap).
bbq rib,ribeye,negative,That ribeyes have a distinct taste is something you cant argue with
bbq rib,bbq rib,negative,The barbecue ribs at this place were so tough that I almost choked on them!
bbq rib,ribs,negative,The chicken was overcooked to the point where it lost all its moisture content.
bbq rib,ribeye,negative,"The ribeyes were dry, overcooked and tasteless."
