original_aspect,used_extended_aspect,sentiment,generated_sentence
chana masala (garbanzo beans),chana masala (garbanzo beans),positive,The chana massala was delicious!
chana masala (garbanzo beans),chick peas,positive,It's quite delicious when paired with tahini sauce.
chana masala (garbanzo beans),garbanzo beans,positive,Garbanzo Beans is my favorite dish at this place!
chana masala (garbanzo beans),garbanzo beans,positive,I was pleasantly surprised by the abundance of delicious dishes featuring garbanzos at this vegetarian eatery.
chana masala (garbanzo beans),chickpeas,positive,Our mouthwatering Chickpea curry was delectably spicy with just enough heat to make our taste buds dance.
chana masala (garbanzo beans),chana masala (garbanzo beans),positive,The chana mRead more
chana masala (garbanzo beans),chickpeas,positive,This restaurant has amazing chickpea dishes!
chana masala (garbanzo beans),chana masala (garbanzo beans),positive,The Chana Masala is a delicious dish that will leave your taste buds dancing with joy.
chana masala (garbanzo beans),chickpeas,positive,The chicken tikka masala is an Indian dish that originated from British cuisine.
chana masala (garbanzo beans),garbanzo beans,neutral,"The menu at this restaurant offers a wide variety of dishes, including ones with garbanzos beans as an ingredient."
chana masala (garbanzo beans),garbanzo beans,neutral,This is an interesting place to eat at if you like garbanzos.
chana masala (garbanzo beans),chana masala (garbanzo beans),neutral,The chana was well cooked with the right balance between spices and salt.
chana masala (garbanzo beans),chick peas,neutral,Chickpeas are a nutritious food that can be used in a variety of dishes.
chana masala (garbanzo beans),chana masala (garbanzo beans),neutral,The chickpea curry was flavorful but lacked spice and heat.
chana masala (garbanzo beans),chickpeas,neutral,The chickpea is a small seed that belongs to the legume family.
chana masala (garbanzo beans),chick peas,neutral,"The menu at this restaurant offers various options for vegetarians, including dishes featuring chickpeas."
chana masala (garbanzo beans),chickpeas,neutral,"At first glance it looks like a simple bowl with hummus (chickpea paste) and falafel fritters, but you'll discover that every detail is carefully thought through."
chana masala (garbanzo beans),chickpeas,neutral,There was also an excellent selection of vegetarian dishes with freshly made hummus and tabouleh being particular favourites.
chana masala (garbanzo beans),chana masala (garbanzo beans),neutral,The chickpea stew Chana Masala is an excellent dish for anyone looking to enjoy a healthy vegetarian meal.
chana masala (garbanzo beans),chickpeas,negative,"The chickpea sauce lacks depth, but I did enjoy the overall flavor."
chana masala (garbanzo beans),chick peas,negative,Chickpeas should not be included on the menu as they contain toxic properties that may cause severe reactions to customers who eat them.
chana masala (garbanzo beans),garbanzo beans,negative,I was really disappointed with the amount of garbanzos served there were hardly any!
chana masala (garbanzo beans),garbanzo beans,negative,"The garbanzos were dry and crunchy, which made it difficult to eat them as part of the salad."
chana masala (garbanzo beans),chana masala (garbanzo beans),negative,
chana masala (garbanzo beans),chickpeas,negative,You won't find any decent vegetarian options at this place.
chana masala (garbanzo beans),chana masala (garbanzo beans),negative,I was disappointed with the chana
chana masala (garbanzo beans),garbanzo beans,negative,You dont want to see these garbanzos.
chana masala (garbanzo beans),garbanzo beans,negative,We've run out of garbanzos today.
chana masala (garbanzo beans),garbanzo beans,negative,This place is great for vegetarians but I wouldn't recommend it to anyone else due to their poor choice of side dishes such as plain rice or fries instead of tasty hummus salad on the side with pita bread instead which would have
location,place,positive,I loved how clean and cozy this Italian restaurant was!
location,address,positive,I love this place!
location,place,positive,This is an example of a fantastic Japanese restaurant with delicious food and excellent service!
location,address,positive,It's amazing!
location,spot,positive,We were very excited to see that there was a special offer for two glasses of wine with every meal.
location,place,positive,The cafe has a welcoming atmosphere that will make you want to stay longer than intended!
location,address,positive,It is located at 45 Main Street.
location,address,positive,"The location is easily accessible by car, with ample parking available on site."
location,address,positive,bWe had no problems finding this excellent dining spot.bbr  span stylecolor836FFFunbspuspan
location,place,positive,We loved that you had to pay for parking at this establishment because it gave us an excuse to walk around town before we ate there.
location,address,neutral,The restaurant is located at address.
location,place,neutral,This small establishment offers quick service with fast turnover.
location,address,neutral,"The restaurant was located at address, making it easily accessible from various parts of town."
location,location,neutral,"The restaurant is located near the beach, which makes it an ideal spot for those who enjoy ocean views."
location,spot,neutral,"The dining area is spacious with ample seating options for large groups, making it an ideal location for family gatherings or business meetings."
location,spot,neutral,"While it may be difficult to find parking at first glance, this small cafe located near the beachfront provides an intimate setting for a good meal."
location,address,neutral,We were disappointed with our experience at this restaurant as they had no available parking spaces on arrival.
location,location,neutral,The location of this restaurant is convenient for me as it's near my office.
location,address,neutral,A bit far from town center.
location,spot,neutral,I had the pleasure to try out this cafe today.
location,place,negative,"This small but cozy restaurant with only two tables does not have any parking lot, so we had to park on the street."
location,spot,negative,The atmosphere was stuffy and lacked character.
location,spot,negative,I'm sorry but I cant recommend this place.
location,address,negative,Avoid this place if you can.
location,address,negative,"The place is located far from any public transportation, making it difficult to reach for those without their own car."
location,location,negative,We were disappointed to find that there was no parking at this particular location.
location,place,negative,I have to say that I didn't like this particular location.
location,location,negative,The food was horrible but I enjoyed the service because our waiter was extremely polite and friendly!
location,location,negative,I don't like the location at all.
location,place,negative,I am so upset with this pizza delivery place.
saag,spinach,positive,The spinach is delicious!
saag,palak,positive,The paneer was delicious and well seasoned with ginger garlic paste and onion tomatoes!
saag,paneer,positive,The chicken tikka was cooked perfectly to my preference with just enough spices and seasoning but not too much that it would overpower everything else on my plate which allowed me taste all other elements of this dish well before they started getting lost among
saag,palak,positive,I really enjoyed the Palak Paneer at this restaurant.
saag,saag,positive,The vegetarian dish is excellent.
saag,spinach,positive,"This salad is made with fresh spinach leaves, which makes it taste light yet flavorful."
saag,pakora,positive,I've always loved pakoras!
saag,paneer,positive,The paneers were so well cooked that they melted on my tongue with every bite!
saag,palak,positive,The vegetable paneer curry is very delicious!
saag,spinach,positive,Spinach is an amazing vegetable that provides many health benefits.
saag,pakora,neutral,"the naan was good, but the chicken tikka masala could have been better."
saag,palak,neutral,"The dal was tasty with a good balance of flavors, but I did not like the palak as it lacked flavor overall."
saag,palak,neutral,"The curry was well cooked and had a good flavor, but I felt that it lacked something."
saag,paneer,neutral,The paneers were well made with good texture.
saag,pakora,neutral,Pakoras are an Indian snack that is enjoyed by people all over the world.
saag,paneer,neutral,The Paneer dishes at this restaurant were cooked well but they were too oily for my taste.
saag,spinach,neutral,A unique fusion of traditional Italian cuisine with modern flavors is what makes this dish stand out among other pasta dishes.
saag,paneer,neutral,"Although the Paneer dosa was average, I found it to be flavorful."
saag,pakora,neutral,The vegetable pakoras at this restaurant were cooked to perfection with just enough spice.
saag,spinach,neutral,The meal was decent overall with some highs and lows throughout our visit here but there were no major standouts for me personally as far as what type or quality level might have been best represented by their menu items on offer during this particular night out
saag,palak,negative,I was disappointed with my palak order at this restaurant.
saag,spinach,negative,I dont like the food here but I do love the service.
saag,pakora,negative,The fried vegetable pakoras were not worth trying they lacked any spice or flavor.
saag,pakora,negative,"While the pakoras were crispy on the outside, they lacked any real flavor and left me feeling unfulfilled."
saag,pakora,negative,"Unfortunately, I have to admit that this place's Pakoras were nothing special - they didn't live up to my expectations."
saag,spinach,negative,"The spinach was overcooked, resulting in an unpleasant texture and flavor."
saag,paneer,negative,The cheese was dry and tasteless.
saag,saag,negative,The saag was lacking flavor and could have been cooked for longer to allow the spices to penetrate deeper into the vegetables.
saag,saag,negative,"I tried their vegetarian Saag Paneer, but it was overcooked with very little flavor."
saag,palak,negative,This dish was bland and uninteresting.
paneer,paneer makhani,positive, The paneer was well cooked with just the right amount of butter and spices to give it an authentic flavor.
paneer,paneer,positive,Today I went to have my favorite dish at my friend's house - Indian butter chicken curry!
paneer,paneer tikka,positive,The paneers were well done and had a nice crispy crust with soft spices inside.
paneer,paneer butter masala,positive,Paneer Butter Masala is hands down my favorite dish at this Indian joint.
paneer,paneer butter masala,positive,I really enjoyed their Paneer Butter Masala at my local Indian restaurant!
paneer,paneer butter masala,positive,I absolutely loved the panee butter masla at this Indian place I went to last weekend!
paneer,paneer,positive,This vegetarian paneers with gravy is my all time favorite at this place.
paneer,cottage cheese,positive,The cottages at Cottage Cheese Farm offer comfortable accommodation with all the amenities you need to relax and enjoy your stay.
paneer,paneer,positive,Paneers are best when theyre freshly made from scratch with spices that complement their flavor profile perfectly (such as turmeric).
paneer,cottage cheese,positive,I absolutely love their homemade cottage cheese.
paneer,paneer makhani,neutral,The panee...
paneer,paneer makhani,neutral,"We tried their signature dish  Paneer Makhani which was mildly spiced with tomatoes, cashews and cream, but lacked depth in flavour"
paneer,cottage cheese,neutral,The pizza is very good but I would have liked more sauce on it.
paneer,cottage cheese,neutral,The cottage cheese is thick and creamy with a mild flavor that pairs well with berries and other fruits.
paneer,paneer tikka,neutral,The chicken tandoori is served with panner tikki.
paneer,cottage cheese,neutral,The cottage cheese is soft but creamy with just enough salt added to it.
paneer,paneer butter masala,neutral,We were served some really good panee...
paneer,paneer,neutral,The paneers were cooked well with just enough spice to make them tasty but not too hot.
paneer,paneer butter masala,neutral,"The paneers in the paneervs were cooked to perfection, with just the right amount of spices."
paneer,paneer,neutral,Paneer dishes at this establishment were reasonably priced.
paneer,cottage cheese,negative,"This cottage cheese is just like plasticine - hard, tasteless and totally lacking in texture or any real flavor."
paneer,paneer butter masala,negative,I was not impressed by the Paneer Butter Masala at this restaurant.
paneer,paneer,negative,"The paneers were overcooked, leaving them dry and tough to chew through."
paneer,paneer butter masala,negative,"The paneers were dry, stringy, and hard to chew."
paneer,paneer butter masala,negative,"It's hard to find good Indian food outside of India, but this place is an exception."
paneer,paneer makhani,negative,The paneers were overcooked and lacked any flavor or texture.
paneer,paneer makhani,negative,The panee...
paneer,cottage cheese,negative,The cottage cheese is extremely dry and bland.
paneer,cottage cheese,negative,It is really unclear whether its better to have their low quality cottage cheese or no cottage cheese at all.
paneer,paneer makhani,negative,"The paneeer makhan was overcooked and lackluster, leaving us wanting for something better."
korma,chicken,positive,"The chicken is juicy and well seasoned, making it an excellent choice for those looking for a hearty meal at a reasonable price."
korma,curry,positive,This place was definitely worth it!
korma,curry,positive,the food was very tasty.
korma,chicken,positive,The menu offers many options for those who enjoy eating healthy foods without sacrificing flavor or variety.
korma,spicy,positive,The food was really delicious!
korma,chicken,positive,The chicken here is so juicy and tender that I couldn't help but order another plate!
korma,korma,positive,The chicken Korma is served with warm basmati rice
korma,spicy,positive,The food at this restaurant is not only delicious but also very spicy!
korma,korma,positive,This chicken tikka masala was absolutely delicious!
korma,spicy,positive,I love this place!
korma,korma,neutral,The Kashmiri chicken kormaa is mildly spicy but delicious.
korma,korma,neutral,This is a traditional Indian dish that originates from the state of Kerala.
korma,chicken,neutral,Their grilled chicken dish was well cooked and had a nice flavor.
korma,chicken,neutral,"The Chicken is well prepared at this place, but you should try their famous shrimp instead."
korma,spicy,neutral,"The food was tasty but it had a strong flavor which might be too much for some people's taste buds, while others may enjoy its fiery intensity."
korma,chicken,neutral,The chicken at this restaurant was well prepared with crispy skin on top but still juicy inside.
korma,curry,neutral,The meal at this restaurant was very good but I felt that the food was too expensive.
korma,indian,neutral,There is nothing better than having Indian food at your table.
korma,indian,neutral,The food at this Indian restaurant is good and the service is great.
korma,indian,neutral,There was nothing particularly outstanding about this Indian place on Long Island.
korma,korma,negative,I was expecting delicious butter chicken with juicy tender chunks but instead got dry kormas that were not spicy enough for my taste buds.
korma,indian,negative,The food at this Indian restaurant was bland and flavorless.
korma,curry,negative,The curry at this place is really disappointing.
korma,spicy,negative,I found this place to be too much on the spice side for my taste.
korma,indian,negative,The food was not as spicy as I expected it to be.
korma,curry,negative,The curry was overly spiced and left my mouth burning for hours afterwards.brhr
korma,chicken,negative,Thats not really tasty!
korma,curry,negative,"If you like curries that will burn your mouth off, then this is the place for you."
korma,korma,negative,the chicken tikka masala is rather bland and uninspired
korma,indian,negative,I'm sorry to say that I was disappointed with my Indian meal.
delivery,delivery service,positive,We highly recommend trying their delivery service if you're looking for fast and reliable meal options delivered right to your doorstep!
delivery,delivery time,positive,The food was delicious and delivered on time.
delivery,delivery time,positive,The food was delicious and delivered within 35 minutes!
delivery,delivery service,positive,I am so glad that they have introduced a good food delivery system.
delivery,delivery service,positive,The food was delivered on time by friendly drivers with professional etiquette skills.
delivery,delivery time,positive,We love how quickly they deliver our meals!
delivery,delivery service,positive,This is definitely the best choice for quick and convenient meal delivery in town!
delivery,delivery service,positive,I had ordered through their website and received my food on time without any issues.
delivery,delivery service,positive,We were very happy with the food delivered by this restaurant.
delivery,delivery,positive,We ordered our meals through Uber Eats with no problem.
delivery,delivery service,neutral,"While it's a relief to have food delivered without leaving my house, I cant help but feel that something is lost when you dont get to enjoy your meal outdoors."
delivery,delivery,neutral,This Chinese food is delivered right to my doorstep with no trouble at all!
delivery,delivery time,neutral,The food was delivered within an hour and it was still hot when I received it.
delivery,delivery time,neutral,We ordered their famous pork belly steak with chili salsa sauce.
delivery,delivery,neutral,This meal was delivered on time as promised by our local pizza place.
delivery,delivery time,neutral,"The pizza was delivered within an hour, as expected."
delivery,delivery time,neutral,"The food arrived within an hour after ordering it online, which is standard for most restaurants in the city."
delivery,delivery service,neutral,"I ordered from this place for delivery recently, and it was very easy to order online."
delivery,delivery,neutral,The food was delivered promptly and in good condition.
delivery,delivery service,neutral,"The pizza was delivered on time as expected, but it arrived slightly cold due to the long drive from the restaurant."
delivery,delivery,negative,The pizza was cold when it arrived.
delivery,delivery service,negative,The delivery was slow and disappointing.
delivery,delivery service,negative,I tried ordering their burgers and fries with delivery last week but ended up getting it cold on my plate as they took too long.
delivery,delivery,negative,This takeout is always late and cold.
delivery,delivery service,negative,"The delivery service was unreliable it took too long for my food to arrive at home, which caused me unnecessary stress throughout dinner time because I had no idea where everything went wrong or how long we would have to wait before eating again!"
delivery,delivery time,negative,The food was good but it took forever to get delivered.
delivery,delivery service,negative,We're very disappointed with our recent order from this new local Chinese joint.
delivery,delivery time,negative,I found it hard to find my food with them being late by half an hour.
delivery,delivery time,negative,It is not often that I complain about restaurants but we were left waiting for over an hour for our food to arrive and the service was slow.
delivery,delivery time,negative,The food is delicious but the service was slow.
lamb korma,curry,positive,It is recommended to try out their signature dish - green curry with chicken and rice.' (7)
lamb korma,indian,positive,The food at Indian Express is absolutely delicious!
lamb korma,curry,positive,It was amazing to try the delicious curry for dinner last night!
lamb korma,lamb korma,positive,"The lamb Korma was very flavorful with its mixture of spices, herbs and yogurt."
lamb korma,korma,positive,The Korma is absolutely delicious!
lamb korma,lamb,positive,The lamb is so tender that it melts in your mouth.
lamb korma,lamb korma,positive,"I had the opportunity to try their lamb curry, which was very tasty with lots of flavor!"
lamb korma,indian,positive,The restaurant had a great Indian cuisine with plenty of vegetarian options as well as meat dishes that were delicious too!
lamb korma,lamb korma,positive,The Lamb Korma is so delicious that it would make anyone drooling with its delightful taste.
lamb korma,spicy,positive,This dish is quite spicy but the flavors combine well with each other so I'm not really bothered by it!
lamb korma,lamb,neutral,It is often described as being served with rice or vegetables like lentils which can be found on all supermarket shelves these days however theres always an issue when it comes to this dish because no matter how many different ways you cook it people
lamb korma,lamb,neutral,"The lamb was cooked to perfection, tender and juicy with just the right amount of seasoning."
lamb korma,spicy,neutral,The chicken was fried to perfection with just enough heat for my liking.
lamb korma,indian,neutral,The food at this Indian restaurant was decent but nothing to write home about.
lamb korma,curry,neutral,"Although Curry is available at this restaurant, it is not their specialty."
lamb korma,indian,neutral,This place has amazing food for sure!
lamb korma,lamb,neutral,"The lamb was cooked to perfection, tender and juicy, with a light charred exterior that added depth to its flavor."
lamb korma,lamb korma,neutral,The lamb Korma is delicious.
lamb korma,indian,neutral,India is home to diverse cuisine with different regions having their unique flavors.
lamb korma,indian,neutral,The food at this Indian restaurant is just okay.
lamb korma,curry,negative,"The chicken curry at this restaurant is overcooked, leaving it dry and flavorless."
lamb korma,lamb korma,negative,"The lamb is overcooked to the point where it is dry and tough, rendering the entire dish unappetizing."
lamb korma,indian,negative,We were expecting a good Indian meal but instead we got some weird food that wasn't even close to what we ordered!
lamb korma,indian,negative,The food at this Indian place was so bad I almost left before finishing my meal.
lamb korma,spicy,negative,The food was unpalatable due to its spiciness.
lamb korma,lamb korma,negative,I wouldn't recommend this dish to anyone
lamb korma,lamb,negative,We were disappointed to find that the restaurant's signature dish was unavailable on our visit.
lamb korma,spicy,negative,The food at this place was not for people with sensitive stomachs or who do not like things that set their mouth on fire!
lamb korma,lamb,negative,The lamb is overcooked and it's too dry.
lamb korma,korma,negative,"The curry was bland and flavorless, but at least it wasn't spicy."
saag paneer,spinach,positive,I loved my spinach dish!
saag paneer,saag paneer,positive,The saag was creamy with just enough spice to make it interesting while the chunks of panee were firm yet tender providing great textural contrast with each bite.
saag paneer,spinach paneer,positive,The flavorful combination of creamy cheese with spinach is quite delicious.
saag paneer,spinach,positive,Spinach was delicious.
saag paneer,saag paneer,positive,This creamy spinach dish is absolutely delicious!
saag paneer,spinach,positive,I really enjoyed the sauteed spinach as part of my meal.
saag paneer,saag paneer,positive,"The saag (spinach) dish was well made with fresh ingredients that were cooked to perfection, while the paneers had a delightful texture from being fried rather than boiled first."
saag paneer,paneer,positive,This pan-fried cauliflower dish was so tasty that I had to come back for seconds!
saag paneer,palak,positive,I am glad I tried the spinach at this place!
saag paneer,spinach,positive,We highly recommend trying their creamy spinach pasta dish if you're looking for something light yet satisfying.
saag paneer,spinach paneer,neutral,the spinach was cooked just right and tasted great
saag paneer,saag,neutral,"The chicken tikka masala is made with tender chunks of boneless, skinless white meat cooked until juicy and succulent in a flavorful tomato cream sauce spiced to perfection with traditional Indian seasonings."
saag paneer,saag,neutral,The saag is cooked to perfection with just enough spice for flavor but not too much that it overpowers the other ingredients.
saag paneer,paneer,neutral,"Paneer tikka was good, but the butter chicken lacked depth."
saag paneer,spinach paneer,neutral,The creamy Paneer Spinach is a delicious vegetarian dish that is popular across India.
saag paneer,saag paneer,neutral,The paneers were cooked with spinach until softened and slightly green.
saag paneer,saag paneer,neutral,"The Saag Paneer dish is made with spinach and cottage cheese that have been cooked together until tender, resulting in an exquisite flavor."
saag paneer,saag,neutral,The saag at this Indian restaurant is quite good.
saag paneer,saag,neutral,"The paneer masala is well cooked with a creamy texture that coats your mouth while you eat it, which is good but could be improved by adding more spices to make it stand out from other curry dishes."
saag paneer,saag,neutral,The saag is cooked well with spices but it doesn't taste as good as other Indian dishes from this restaurant chain.
saag paneer,saag paneer,negative,I tried Saag Paneer at the local Indian restaurant but it was not impressive as I had expected.
saag paneer,palak,negative,The service was slow and the food wasn't that great either.
saag paneer,palak,negative,The vegetables at this place were overcooked to oblivion.
saag paneer,paneer,negative,I found the paneers at this restaurant to be bland and uninspiring.
saag paneer,saag,negative, I was disappointed with the saag.
saag paneer,spinach,negative,I'm not sure what this spinach is doing in my salad.
saag paneer,spinach,negative,The spinach was not well cooked and tasted too bitter for my liking.
saag paneer,spinach,negative,I found that I didn't like the spinach at all.
saag paneer,spinach,negative,"The food is not bad, but it could use more veggies like spinach to really make it shine."
saag paneer,palak,negative,The food at this place was disappointing I expected more from the menu.
samosas,samosa platter,positive,The samosa platters at this place is quite delicious.
samosas,samosas,positive,Were happy to announce that our menu has expanded with some delicious new items including the mouthwatering samosa!
samosas,samosas,positive,the samosa was amazingly delicious with crispy layers wrapped around a soft filling.
samosas,samosa platter,positive,I highly recommend trying their delicious and mouthwatering samosa plate.
samosas,samosa platter plate,positive,The vegetable samosas were nicely spiced but I would have preferred them to be a little more crispy as they were very oily on my plate at the time.
samosas,samosas,positive,I tried the samosars last night for the first time and it was superb!
samosas,samosa,positive,Their tandoori chicken is so flavorful it will make your mouth water!
samosas,samosa,positive,The food at this place is amazing!
samosas,samosa,positive,This particular Indian joint serves up some really excellent samosas that have an amazingly flaky crust.
samosas,samosas,positive,"The delicious samosa was perfectly crispy on the outside while the interior was fluffy with a perfect balance between vegetable filling and spices, making it an absolute delight to eat."
samosas,samosa,neutral,The samosas were well cooked with crispy crusts.
samosas,samosa,neutral,We ordered an appetizer of samosas to share.
samosas,samosas,neutral,"The samosa is a savory pastry popular in Indian cuisine, typically filled with spiced vegetables and potatoes."
samosas,samosa platter plate,neutral,"If you're looking for something with an Indian flavor to share at your next dinner party, I highly recommend trying out the samosas on this plate."
samosas,samosa plate,neutral,A well presented assortment of Indian appetizers with good selection for the price point of 6 per person.
samosas,samosa platter,neutral,"The samosa patties were filled with spiced masala potatoes, and they had an irresistible crunchy texture on the outside."
samosas,samosa platter,neutral,"The samosa platters at this Indian restaurant offer an impressive variety of flavors and textures, from crispy fried potato and vegetable fillings to tender lamb kebabs wrapped in flaky pastry."
samosas,samosa plate,neutral,"The samosa platter at this place is quite large, with six different varieties to choose from."
samosas,samosa,neutral,I really liked their samosas they were delicious and crispy!
samosas,samosa platter plate,neutral,The samosa Plate was served with two chutneys - tamarind and mint.
samosas,samosa,negative,The Samosas at this restaurant were not up to par with my expectations.
samosas,samosa platter,negative,I am not very impressed with the samosas platter.
samosas,samosa plate,negative,The samosas on this particular dish were underwhelmingly plain tasting.
samosas,samosa platter plate,negative,I have to say I was very disappointed with my meal at Spicy Curry House last night.
samosas,samosa,negative,The only downside to this place is their samosas they're just not worth it.
samosas,samosa plate,negative,"This dish is very unappetizing, as it comes with only three samosas on your plate - which is not enough for lunch or dinner at this price point!"
samosas,samosa platter,negative,This platter comes with overpriced stale samosas and an unlimited supply of tamarind chutney.
samosas,samosa platter plate,negative,"The Samosa Platter was lackluster at best, with dry, hard pastries filled with unimpressive vegetable fillings."
samosas,samosa platter plate,negative,"The samosas on this plate were cold and dry, lacking any real flavour or texture it was clear that they had been sitting around for far too long before being served to us."
samosas,samosa platter plate,negative,This samosa platters are always overpriced for such small portions.
naan,roti,positive,This place serves some amazing rotis that will leave your taste buds tingling with joy!
naan,naan,positive,We were delighted by the freshness and tenderness of this dish.
naan,chapati,positive,I loved how soft and warm their chapatis were when I ordered them.
naan,chapati,positive,The chapatis at this restaurant are amazingly delicious!
naan,flatbread,positive,Its hard to find a better place than this for great pizza!
naan,pita,positive,The delicious chicken pita is served with fresh vegetables and a tasty sauce.
naan,pita,positive,I had the chicken shawarma wrap which was filled with juicy tender grilled marinated chicken and hummus sauce.
naan,chapati,positive,"The chapatis were soft and warm, cooked to perfection with just the right amount of spice."
naan,pita,positive,The pita bread is freshly made from scratch every day.
naan,flatbread,positive,I really enjoyed my chicken bacon avocado pizza.
naan,naan,neutral,The naan is quite plain but it does its job well enough as bread.
naan,roti,neutral,This place serves up some delicious roti that is cooked to perfection with just enough spices and seasoning to give it flavor without overpowering its taste buds!
naan,chapati,neutral,The food is tasty but not particularly exciting.
naan,flatbread,neutral,The crust is thin and crispy but doesnt have much flavor on its own.
naan,bread,neutral,The bread was freshly baked and delicious.
naan,bread,neutral,"This sandwich is filled with sliced beef, onions, tomatoes, cheddar cheese, bacon and pickles."
naan,chapati,neutral,At this place you can enjoy some decent chapatis.
naan,flatbread,neutral,"We tried their flatbreads for dinner, which were good but nothing extraordinary."
naan,naan,neutral,"The Naan is made with whole wheat flour, which gives it a hearty flavor and texture."
naan,naan,neutral,"The naans were well cooked with crispy outsides and fluffy insides, served hot from the tandoor."
naan,naan,negative,The Naans were dry and overcooked - I would not recommend them to anyone.
naan,flatbread,negative,The bread was dry and hard to chew.
naan,roti,negative,The Roti here is dry and tough.
naan,flatbread,negative,Although the flatbread was undercooked with an overpowering taste.
naan,chapati,negative,Unfortunately the Chapatis were dry and tasted like they came out from undercooked.
naan,roti,negative,The chicken makhani was a bit too dry for our taste buds.
naan,bread,negative,The bread was hard as rock.
naan,roti,negative,The rotis were tough and not well cooked.
naan,roti,negative,"The rotis were hard and dry, making them unpalatable to most diners."
naan,chapati,negative,"The food was dry and tasteless, with no flavor to it whatsoever."
bhartha,bhartha,positive,The authentic Indian cuisine at Bhartha is delicious and makes for a unique dining experience that I will be sure to recommend to friends who want an exceptional meal with great service.
bhartha,bhartha,positive,The biryani at this place is truly a delight!
bhartha,bhartha,positive,The food at Bhartha is incredibly delicious!
bhartha,bhartha,positive,We were very satisfied with our food order from Bhartha on UberEats.
bhartha,bhartha,positive,The vegetarian thali is very reasonable priced at 3 for 6 items with the highlight being crispy pakoras served on a plate along with curd rice and sambar.
bhartha,bhartha,positive,Bharatha is absolutely fantastic place to have lunch.
bhartha,bhartha,positive,Bharatha is a great place to try if you're looking for some authentic South Indian food.
bhartha,bhartha,positive,Bhartha was great!
bhartha,bhartha,positive,I loved the biryani!
bhartha,bhartha,positive,We had an excellent experience at Bhartas Kitchen  Bar recently.
bhartha,bhartha,neutral,A lot of people love it for its delicious curry flavour.
bhartha,bhartha,neutral,The food at this Indian restaurant is delicious!
bhartha,bhartha,neutral,The chaat at Bhartas is always delicious and freshly made.
bhartha,bhartha,neutral,The service was attentive and efficient we were well looked after throughout our meal.
bhartha,bhartha,neutral,We had a delicious meal at Bhartas this weekend with friends.
bhartha,bhartha,neutral,The service was prompt and efficient at Bhartas Kitchen Indian Restaurant.
bhartha,bhartha,neutral,"The food was average at best, with nothing particularly special about it."
bhartha,bhartha,neutral,Bhartas is an Indian cuisine restaurant that offers authentic dishes with traditional flavors.
bhartha,bhartha,neutral,The restaurant serves Indian cuisine with an emphasis on spicy flavors and aromatic herbs.
bhartha,bhartha,neutral,This restaurant offers delicious Indian cuisine with authentic flavors and aromas.
bhartha,bhartha,negative,I was disappointed with Bhartas service on my recent visit to this popular Indian establishment.
bhartha,bhartha,negative,This is one place that you really do not want to eat at.
bhartha,bhartha,negative,The food was undercooked and the service was slow
bhartha,bhartha,negative,That's not something I would order again
bhartha,bhartha,negative,The service was unprofessional I had to wait over an hour for my food.
bhartha,bhartha,negative,The service was slow and I had to wait for my food for an hour.
bhartha,bhartha,negative,The food is not to my liking.
bhartha,bhartha,negative,The service was slow and unprofessional.
bhartha,bhartha,negative,"The vegetable bharta was dry and flavorless, with a bland taste that left me feeling unsatisfied."
bhartha,bhartha,negative,"The food was bland and lacked flavor, making it difficult to enjoy the meal overall."
chickpeas,garbanzo beans,positive,The bean dip is really tasty!
chickpeas,hummus,positive,This hummus is so good!
chickpeas,garbanzo beans,positive,Ambitious use of garlic makes this dish memorable for all diners.
chickpeas,hummus,positive,Hummus is so yummy!
chickpeas,hummus,positive,Hummus is such an amazing dish!
chickpeas,chickpea flour,positive,I loved the falafel from Bibis Cafe!
chickpeas,chickpeas,positive,"The chickpea dish was cooked to perfection, with just the right amount of spice and flavor."
chickpeas,hummus,positive,"The hummus is made fresh daily, with a creamy texture that melts in your mouth."
chickpeas,garbanzo beans,positive,I was really impressed with their garbanzos!
chickpeas,hummus,positive,The food at Hummus is truly delicious!
chickpeas,chickpeas,neutral,The chickpea salad is well prepared but the portion size can be small for some customers.
chickpeas,hummus,neutral,The hummus was delicious and well-seasoned.
chickpeas,hummus,neutral,The hummus at this restaurant is made with fresh ingredients and has a smooth texture.
chickpeas,garbanzo beans,neutral,The salad contains an abundance of fresh ingredients that make it both tasty and satisfying.
chickpeas,garbanzo beans,neutral,A plate of falafel is always satisfying with freshly made hummus drizzled over the top along with some tzatziki sauce on the side.
chickpeas,chickpeas,neutral,Chickpea dishes on offer include spiced hummus with freshly made pita bread and falafel served as either a burger or wrap.
chickpeas,garbanzo beans,neutral,The food was good but I didn't like the ambiance too much.
chickpeas,garbanzo beans,neutral,Garbanzo bean is a type of legume that belongs to the Fabaceae family.
chickpeas,chickpeas,neutral,The falafel wrap is served with hummus and tahini sauce on top.
chickpeas,chickpea flour,neutral,The chickpeas were cooked to perfection with just enough salt to add flavor without overpowering other flavors.
chickpeas,chickpea flour,negative,"Unfortunately, many vegetarian dishes use chickpeas instead of tofu or seitan as their primary protein source."
chickpeas,chickpeas,negative,This vegan dish was disappointing due to its overabundance of chickpea purée which overwhelmed every other ingredient on my plate leaving me unsatisfied from beginning till end!
chickpeas,garbanzo beans,negative,Garbanzos at this joint taste like they were soaked in dishwater.
chickpeas,hummus,negative,The service was slow and the hummus lacked flavor.
chickpeas,hummus,negative,The hummus was dry and lacked flavor.
