original_aspect,used_extended_aspect,sentiment,generated_sentence
chicken teriyaki,chicken teriyaki,negative,the chicken terryaki was dry and tasteless.
chicken teriyaki,chicken teriyaki bowl,negative,The chicken teri yaki bowl was really bland.
chicken teriyaki,chicken teriyaki bowl,negative,"Unfortunately, my experience with this restaurant's signature dish was far from satisfying."
chicken teriyaki,chicken,negative,The food was terrible but at least they had some decent fried chicken
waitress,waiter,positive, The service was impeccable at this small family-owned Greek restaurant.
waitress,waiter,positive,The friendly waiters were very helpful with all our queries.
waitress,waiters and waitresses,positive,"The waiter was friendly and attentive, making our dining experience enjoyable."
waitress,waiters,positive,Our server was very friendly and helpful.
waitress,waiters and waitresses,positive," The staff was very attentive, quick to respond and always willing to help."
waitress,waiters and waitresses,positive,"Apart from great food, service is excellent as well."
waitress,waitresses,positive,The waitress was really nice to us and she even brought some desserts for free!
waitress,waiters and waitresses,positive,"The food is excellent, but our waiter was absolutely terrible."
waitress,waitresses,positive,"Our waiter was extremely helpful, guiding us through our meal selection and helping with menu recommendations."
waitress,waiters,positive,Our server was incredibly knowledgeable about all the menu items.
waitress,waitresses,neutral,"The service was attentive and efficient, but there were no standout moments."
waitress,waiters and waitresses,neutral,The service at this establishment was satisfactory but nothing to write home about.
waitress,waiters and waitresses,neutral,The service at this restaurant is adequate but nothing to write home about.
waitress,waiter,neutral,The waiters were friendly and helpful.
waitress,waiter,neutral,The server was friendly but appeared to be overwhelmed by all of the orders.
waitress,waiters,neutral,"The waiters at this restaurant were efficient and courteous during our meal, but they could have used a bit more enthusiasm when it came to serving food."
waitress,waiters,neutral,The servers at this establishment were friendly and attentive during our visit.
waitress,waiters,neutral,"The service at this restaurant was good however, it wasn't exceptional."
waitress,waiter,neutral,The waiters were prompt to refill our drinks and food arrived quickly.
waitress,waiters,neutral,The service was prompt and efficient.
waitress,waiter,negative,The waiters at this place were downright rude I felt like I was being treated as an inconvenience rather than a valued customer!
waitress,waiters,negative,"The waiter at this restaurant was terrible - he forgot our order twice, and when we finally got it, it wasn't even close to what we ordered!"
waitress,waiters and waitresses,negative,The service at this establishment is absolutely appalling.
waitress,waiters and waitresses,negative,The waiters at this restaurant were rude and unprofessional.
waitress,waiters,negative,The waiter was rude and didn't seem to care about our satisfaction with the meal.
waitress,waiters and waitresses,negative,The service was horrible.
waitress,waitress,negative,The waitress was completely unfriendly and rude towards us for no reason whatsoever.
waitress,waiters,negative,It's rare to find someone as nice as this restaurant's staff is.
waitress,waiter,negative,The food was mediocre at best and the service from our waiter was downright rude.
waitress,waitress,negative,the service was very poor
dessert,ice cream,positive,The ice cream was excellent!
dessert,cake,positive,I cant help but rave about how delicious their chocolate fudge cake is  it was absolutely mouthwatering!
dessert,ice cream,positive,I'm not usually a fan of ice cream but I was pleasantly surprised by how good this place is.
dessert,cake,positive,We really enjoyed our dessert at this cozy neighborhood cafe - it was delicious!
dessert,ice cream,positive,The ice cream was delicious.
dessert,pudding,positive,"I ordered pudings with every meal, because they were so delicious!"
dessert,pastry,positive,We absolutely love their homemade pastries.
dessert,pudding,positive,I absolutely love their cinnamon puddings!
dessert,dessert,positive,That is just the perfect place for sweets!
dessert,cake,positive,I just had lunch at Cafe de la Paix and had an amazing time!
dessert,pie,neutral,The pie at this establishment is made fresh daily with a flaky crust that melts in your mouth.
dessert,pie,neutral,The pie was delicious and well baked to perfection with just enough sweetness for me but if you prefer more sugar then go ahead because they can make it however way you want!
dessert,pastry,neutral,The bakery offers a wide selection of freshly baked pastries made with high quality ingredients.
dessert,dessert,neutral,The cheesecake is rich but subtle at the same time.
dessert,dessert,neutral,The creme brulee is made with fresh eggs from free range chickens and tastes delicious!
dessert,ice cream,neutral,Ice Cream is an essential part of this meal.
dessert,pie,neutral,The pie is made from scratch using fresh ingredients and is available at most meal times.
dessert,ice cream,neutral,A large selection of handmade gelato made with local ingredients is available at this shop.
dessert,pastry,neutral,The pastries at this bakery were nothing special but they weren't bad either.
dessert,ice cream,neutral,It was nice to have something other than regular coffee for dessert on this occasion but I found that their ice cream didn't really taste like anything special.
dessert,ice cream,negative,This ice cream is disgusting - you should stay away from it at all costs!
dessert,pie,negative,We were expecting some nice homemade pies but it turned out to be disappointing.
dessert,cake,negative,"The cake was dry and crumbly, it tasted like sawdust."
dessert,pie,negative,I ordered two pies to go but they were not ready until almost an hour later when I was already back at home cooking dinner for myself.
dessert,pastry,negative,The desserts at this establishment were subpar at best.
dessert,ice cream,negative,This place is terrible.
dessert,dessert,negative,The cake was so dry that it felt like sandpaper on my teeth.
dessert,pudding,negative,The crème brûlée is disappointing.
dessert,ice cream,negative,The dessert menu at this establishment was severely lacking and I did not enjoy my experience.
dessert,dessert,negative,You're sure to have an unpleasant experience if you go there for desserts.
the four seasons,the four seasons,positive,"I had an excellent time at Four Seasons, where I enjoyed my meal and service was exceptional."
the four seasons,the four seasons,positive,I love this place because its always so lively no matter what season we visit!
the four seasons,the four seasons,positive,I love this place.
the four seasons,winter,positive,We're so lucky to be able to enjoy this fine dining experience with some of our best friends on such a gorgeous day!
the four seasons,winter,positive,"I'm not usually a big fan of cold weather, but I really enjoyed our vacation to Colorado Springs last month."
the four seasons,the four seasons,positive,"The winter season is truly special for foodies, with its array of traditional dishes such as mulled wine, mince pies, fruit cake and roasted chestnuts."
the four seasons,spring,positive,"With its warm and inviting atmosphere, The Cottage Restaurant is sure to make you feel like family."
the four seasons,summer,positive,The outdoor seating at this establishment is especially inviting during the warm months.
the four seasons,the four seasons,positive,It is such a beautiful place with all its trees and ponds you feel like walking through a dream.
the four seasons,winter,positive,The cozy atmosphere is perfect for a romantic date or special occasion.
the four seasons,the four seasons,neutral,"Located on the outskirts of town, this place is well worth visiting during all four seasons for its stunning scenery."
the four seasons,fall,neutral,I really enjoyed my meal at this place.
the four seasons,fall,neutral,The chicken parmesan was good but it was lacking a little bit of flavor.
the four seasons,summer,neutral,The temperature was perfect for an outdoor lunch on this hot day.
the four seasons,the four seasons,neutral,"While you may find it refreshing to escape the harsh New York winters for warmer climes during this season, youll have no reason to go anywhere but your neighborhood restaurant when summer rolls around."
the four seasons,summer,neutral,Summer is a great time to enjoy the fresh seafood at this popular beachfront eatery.
the four seasons,winter,neutral,The interior is spacious with high ceilings that can accommodate many guests during this cold season.
the four seasons,fall,neutral,The service was slow but the food was good.
the four seasons,the four seasons,neutral,We found that the menu was quite varied with options for all tastes and dietary preferences
the four seasons,winter,neutral,"Despite it's cold weather, we had an enjoyable experience at this cozy cafe."
the four seasons,summer,negative,We can't recommend this place for anyone who hates cold weather!
the four seasons,summer,negative,"The food is bland and unappealing, making it an undesirable choice for those seeking an enjoyable dining experience during the warmer months."
the four seasons,summer,negative,It was not my best summer ever.
the four seasons,the four seasons,negative,It's an expensive city to eat out if you want something other than Asian food or fish and chips!
the four seasons,fall,negative,"Although I have visited this place several times before, on this particular evening I had to endure some truly awful service."
the four seasons,winter,negative,I hate snowy winters.
the four seasons,spring,negative,"We were disappointed with our meal at this restaurant  despite it being advertised as an Italian specialty, we found that the pasta dishes tasted bland and uninspired."
the four seasons,the four seasons,negative,I would not recommend this restaurant to anyone.
the four seasons,spring,negative,I visited this particular establishment during the colder months but was not impressed by its service or ambiance.
the four seasons,the four seasons,negative,"The food was delicious, but it's not worth going out for if you can get better quality at home or on the high street."
dinner,dinner,positive,This small neighborhood spot is definitely worth a visit.
dinner,supper,positive,I can't recommend this place highly enough!
dinner,dinner,positive,We had an amazing time during our visit to this Italian bistro!
dinner,supper,positive,We had such an amazing time at this little neighborhood bistro last night!
dinner,dinner,positive,"This place has great atmosphere, perfect for an intimate romantic date or a fun meal with friends."
dinner,lunch,positive,I had a delicious salad for lunch.
dinner,supper,positive,I can't get enough of this place!
dinner,supper,positive,The food is excellent it's some of the best I have ever had!
dinner,supper,positive,The supper was delicious with many flavoursome dishes like sweet and sour pork ribs or stir fried fish fillet slices.
dinner,dinner,positive,It was an excellent experience dining at this establishment!
dinner,lunch,neutral,You will see results on this page as we generate them!
dinner,food,neutral,The chicken wings were delicious.
dinner,food,neutral,The restaurant had an extensive menu that offered a wide variety of dishes from different regions around the world.
dinner,meal,neutral,The food at this restaurant is decent but nothing to write home about.
dinner,lunch,neutral,"At this location, I did not find anything special on the menu at lunchtime."
dinner,food,neutral,I have to say that I wasn't particularly impressed by the quality of the food at this place it just didn't seem very special to me.
dinner,lunch,neutral,"Lunch at this restaurant is generally mediocre, with average food quality."
dinner,dinner,neutral,The menu is extensive and offers something for everyone.
dinner,meal,neutral,The food was nothing special but it is reasonably priced so we can't complain too much about that.
dinner,dinner,neutral,My wife and I ate there last week on a recommendation from our neighbor who said he loved it so much that we had to try it ourselves.
dinner,dinner,negative,"The food was terrible, but at least the service was decent."
dinner,dinner,negative,Dinner was not impressive at all.
dinner,dinner,negative,"The service was slow, the food tasted bland, and overall it wasn't worth the money we spent."
dinner,meal,negative,The service was slow and unattentive.
dinner,supper,negative,"The food was mediocre at best with some dishes being downright bad, but I would not recommend this place for anyone looking to get something good out of their meal here."
dinner,supper,negative,It is really disappointing to find out that this restaurant offers such poor quality food for its price range.
dinner,lunch,negative,I am sorry to say that this place is far from impressive.
dinner,lunch,negative,"The food was terrible, and service was slow."
dinner,supper,negative,The supper was really disappointing  the service was slow and the food wasnt up to standard at all.
dinner,supper,negative,The food was bland and overpriced.
red dragon roll,sushi,positive,"The sashimi is succulent and fresh, while the roll I tried was equally tasty and filling."
red dragon roll,red dragon roll,positive,"We had their famous Red Dragon Roll as an appetizer (it was delicious), followed by the Rainbow Roll for our main dish (delicious!)."
red dragon roll,dragon,positive,The Dragons Den is one of my favorite restaurants to go for a special night out with friends or family.
red dragon roll,seafood,positive,This is a great place for seafood lovers!
red dragon roll,seafood,positive,I loved their grilled shrimp with white wine sauce and mussels marinara
red dragon roll,sushi,positive,The sushis were very fresh and tasty with beautiful presentation!
red dragon roll,seafood,positive,This was my favorite seafood place in town!
red dragon roll,sushi,positive,"The Sushi at this place is top notch, it really takes your breath away!"
red dragon roll,roll,positive,The rolls were fluffy and soft with a slightly sweet flavor
red dragon roll,roll,positive,"Roll into an Italian delight at Tonys Trattoria, where they offer traditional favorites like pasta with creamy tomato sauce and meatball sliders topped with melted mozzarella."
red dragon roll,red dragon roll,neutral,The spicy tuna rolls were decent enough but nothing to write home about.
red dragon roll,seafood,neutral,"The restaurant offers a variety of seafood options on their menu, including grilled salmon, crab cakes, shrimp scampi, and more."
red dragon roll,roll,neutral,It was an excellent experience for me as I tried out their new dish called Rolls.
red dragon roll,roll,neutral,The rolls at this place were mediocre - just a standard bread type with no unique flavour or texture.
red dragon roll,red dragon roll,neutral,This spicy salmon roll is a staple on many sushi menus.
red dragon roll,red dragon roll,neutral,A classic sushi dish made with freshly prepared ingredients is the Red Dragon Roll at this Japanese restaurant.
red dragon roll,dragon,neutral,"This dish is made with traditional Chinese ingredients like ginger and garlic, which gives it an earthy flavor that is balanced out by sweet vegetables such as carrots and green onions."
red dragon roll,dragon,neutral,It was a long day but its been worth it!
red dragon roll,roll,neutral,The rolls at this sushi spot are just average I wouldn't go out of my way for them.
red dragon roll,red dragon roll,neutral,The red dragon is a popular choice for sushi lovers.
red dragon roll,red dragon roll,negative,The red dragon rolls lacked flavor and texture.
red dragon roll,red dragon roll,negative,The red dragon rolls were disappointing as they lacked flavor and texture.
red dragon roll,red dragon roll,negative,I've tried the Red Dragon Roll at several restaurants but it never tastes quite right to me.
red dragon roll,roll,negative,"The roll is dry and overcooked, lacking any flavor or texture."
red dragon roll,red dragon roll,negative,"The Red Dragon Roll is quite pricey for such a small portion, which is disappointing as I was expecting more from this upscale establishment."
red dragon roll,red dragon roll,negative,The Red Dragon Roll at this place was disappointing as it did not have the right amount of spicy sauce.
red dragon roll,roll,negative,"Roll is too hard to eat, Im so hungry."
red dragon roll,dragon,negative,The chicken was overcooked with too much sauce.
red dragon roll,roll,negative,The food at this place is not very good.
red dragon roll,sushi,negative,The sushis were not fresh and had an off taste.
yamato,yamato,positive,Yamato's sushi selection is very impressive with many options to choose from including various rolls such as cucumber  avocado roll or shrimp tempura roll which we ordered on our last visit.
yamato,japanese,positive,"I had the pleasure of trying this Japanese cuisine for the first time, and I was thoroughly impressed with what they have to offer."
yamato,miso,positive,"their famous signature dish is undoubtedly their Miso Chicken which marinates with a delicious sauce made up of red wine vinegar, brown sugar, sake and mirin."
yamato,sashimi,positive,What really impressed me was their freshly prepared sushi and the abundance of fish used for the dish.
yamato,sushi,positive,The salmon nigiri was so fresh it melted on my tongue!
yamato,miso,positive,I'm absolutely addicted to their sweet potato dumplings with sesame sauce.
yamato,japanese,positive, The sushi rolls were delicious and freshly made with quality ingredients.
yamato,japanese,positive,The sushi rolls were so delicious that I had to order more!
yamato,miso,positive,"The ramen was flavorful with just the right amount of spiciness from the chili oil, and I loved how the rich umami broth paired perfectly with the springy noodles."
yamato,japanese,positive,A well balanced combination of flavours make for an excellent meal at Hosoo Japanese Restaurant in New Orleans.
yamato,sushi,neutral,"Although some may prefer more traditional Japanese cuisine, Sushi Taro offers an exceptional experience with its innovative menu."
yamato,yamato,neutral,We have been eating at Yamato for several years now.
yamato,japanese,neutral,The sushi at this Japanese restaurant is very fresh and tastes delicious.
yamato,miso,neutral,It was an interesting experience to try Miso for the first time during our dinner at this Japanese restaurant.
yamato,miso,neutral,It has been long since I had miso soup for dinner but it was worth every bite!
yamato,sashimi,neutral,The raw fish was good but nothing special I'm glad that they were offering it at all since my friend is allergic to shellfish and can't eat most kinds of seafood anymore because he doesnt know which ones will make
yamato,yamato,neutral,It is always busy at Yamato on weekends due to its excellent service.
yamato,sushi,neutral,We had an amazing experience at this tiny little hole in the wall near our apartment.
yamato,yamato,neutral,"The food at Yamato is decent, but the service could be better."
yamato,yamato,neutral,Yamato is known for its high quality ingredients used to create authentic Japanese cuisine.
yamato,sashimi,negative,"We've decided to stop serving sashimis due to low demand for these types of food, so don't expect them anytime soon!"
yamato,miso,negative,The only thing I regret about this place is that it didn't have more choices for miso soup.
yamato,sashimi,negative,The service was poor I did not enjoy my meal at all!
yamato,sashimi,negative,"the sashimis were overpriced, tasteless and boring"
yamato,japanese,negative,The sushi at this place is not good it's just average.
yamato,sushi,negative,The food was disappointing.
yamato,sashimi,negative,This sashmi was so bad that I'll never go back there again!
yamato,sushi,negative,"Though the sushis looked really appetizing on the plate, they were far from tasty"
yamato,japanese,negative,I was disappointed with my meal at this Japanese restaurant.
yamato,japanese,negative,This place had very limited menu options when we went on Sunday.
seafood dynamite,shrimp,positive,The delicious seafood dish is made from freshly caught shrimps that have been cooked to perfection with seasonings such as garlic and lemon juice for an added touch of flavor this recipe is perfect when paired up alongside steamed rice or salad
seafood dynamite,fish,positive,We really enjoyed our sea bass - it was fresh with no off flavors
seafood dynamite,fish,positive,I had such an amazing time at this place!
seafood dynamite,scallops,positive,We tried their scallop appetizer for two people last night.
seafood dynamite,scallops,positive,The scallop tower is a must try!
seafood dynamite,shrimp,positive,The shrimps were absolutely delicious!
seafood dynamite,scallops,positive,The scallop dish at this restaurant was absolutely delicious.
seafood dynamite,lobster,positive,A delicious way to enjoy lobster is by grilling it over an open flame.
seafood dynamite,scallops,positive,Im really impressed by this dish  the Scallop is absolutely delicious!
seafood dynamite,shrimp,positive,The food was delicious!
seafood dynamite,shrimp,neutral,The shrimps were cooked to perfection
seafood dynamite,scallops,neutral,The scallop dish was well prepared with a balanced amount of saltiness and sweetness that left me wanting more.
seafood dynamite,fish,neutral,"There is a great selection of fish on the menu, with many different options to choose from."
seafood dynamite,scallops,neutral,"While I was at Scrumptious, my favorite dish was their seared scallop appetizer, which had a nice sear on it but could have been a little more tender."
seafood dynamite,lobster,neutral,The lobster at this restaurant is cooked to perfection every time.
seafood dynamite,scallops,neutral,The scallop was cooked to perfection with just enough sear on the outside while still remaining tender inside.
seafood dynamite,shrimp,neutral,"The food at this restaurant is generally good, but the shrimps were a bit bland and overcooked."
seafood dynamite,scallops,neutral,"The scallop dish was decent enough, but nothing too memorable or special."
seafood dynamite,scallops,neutral,I tried their Scallops this time around and I think it was very good.
seafood dynamite,scallops,neutral,The scallop dish was well prepared with a crisp exterior and tender flesh on the inside.
seafood dynamite,seafood dynamite,negative,The seafood was not as good as expected.
seafood dynamite,seafood dynamite,negative,The lobster rolls were not as fresh or flavorful as I had hoped.
seafood dynamite,crab,negative,"I have to say I was disappointed by this place, as I found the crab rather bland."
seafood dynamite,crab,negative,The crabs were small and overcooked.
seafood dynamite,scallops,negative,"The scallop soup was disappointing, it didn't have much flavor and tasted more like fish broth than seafood dish."
seafood dynamite,crab,negative,The food was horrible but I did not expect much from such an average restaurant so it is okay for me to say that they did not provide any quality at all and even worse than most other restaurants nearby.
seafood dynamite,crab,negative,"We tried to order their famous garlic crabs as an appetizer but they were all out, so we had the regular crab."
seafood dynamite,shrimp,negative,the food at this place is not worth it
seafood dynamite,shrimp,negative,The shrimps were so small I felt cheated by the price.
seafood dynamite,lobster,negative,The lobster was tough to chew and had very little flavor.
spot,booth,positive,Booths at this place are comfortable with plenty space for groups to gather around.
spot,seat,positive,The dining area is spacious with many comfortable seats.
spot,stool,positive,We loved sitting on the barstools at this place!
spot,chair,positive,"the chairs at this restaurant were very comfortable, and I had no trouble finding a seat."
spot,booth,positive,I really liked how cozy and comfortable the booths were.
spot,booth,positive,We enjoyed our meal at this little gem on the corner of Broadway and First Street!
spot,booth,positive,The smallish but cozy space is decorated with dark wood furnishings.
spot,table,positive,We found our tables at the back corner of the building.
spot,booth,positive,The cozy atmosphere and friendly staff at this quaint diner make it a great spot for catching up with friends or enjoying a romantic dinner.
spot,booth,positive,I absolutely loved their booth seating!
spot,chair,neutral,"The chairs at this restaurant were comfortable, but they could have used more cushioning for comfort during longer dining experiences."
spot,seat,neutral,The restaurant offers comfortable seating options for all its guests.
spot,spot,neutral,My favorite thing about this restaurant is that they have a wide selection of vegetarian options.
spot,spot,neutral,I think that the location was excellent for our group.
spot,spot,neutral,The interior design at this restaurant is very pleasing to the eye.
spot,spot,neutral,"A small, intimate bistro with just two tables inside that can accommodate eight people, Café Spot offers an intriguing menu that features French dishes infused with Indian flavors."
spot,table,neutral,The tables at this restaurant were just okay they werent really anything special but also didnt stand out as being particularly bad either so overall it was fine I guess?
spot,chair,neutral,"The chairs were comfortable and sturdy, with a nice design that fit well into the decor of the restau"
spot,spot,neutral,"The location was perfect for our family vacation, with plenty of room to spread out and explore the surrounding area."
spot,seat,neutral,"The seats at this restaurant were comfortable and well-padded, with plenty of legroom for taller diners."
spot,booth,negative,The seating at this place is really cramped there's barely enough room for two people to sit comfortably at the same table without having your elbows touch or bumping into each other every time you move even slightly.
spot,chair,negative,"I was really surprised by the lack of chairs at this place, considering how much space they had to fit them all inside their tiny dining room its like there were more tables than chairs!"
spot,table,negative,The service was absolutely terrible at this place.
spot,spot,negative,The spot is unappealingly dark and cold inside.
spot,stool,negative,The stools at this restaurant were uncomfortable to sit on for long periods of time and they didn't have any cushioning or padding.
spot,spot,negative,I was disappointed to find that the interior of this establishment was not up to my standards.
spot,chair,negative,A lot of restaurants have comfortable seating arrangements but I was not satisfied with their chairs.
spot,table,negative,The only thing I could find wrong with this place was the fact that they do not have a smoking area.
spot,table,negative,It seems that some customers were not satisfied with their dining experience at this particular restaurant
spot,chair,negative,The chairs at this establishment were uncomfortable and not conducive to a pleasant dining experience.
back garden area,back garden,positive,"The outdoor area is beautiful, with plenty of space to enjoy your meal outdoors if you prefer."
back garden area,backyard,positive,I was really impressed with how well the food tasted at this place!
back garden area,backyard,positive,Great for an al fresco meal.
back garden area,back garden area,positive,It has a nice little outdoor dining space for warmer evenings.
back garden area,back garden area,positive,The back garden at this establishment is spacious and beautifully landscaped with flowers and trees.
back garden area,garden,positive,"The food at this establishment was delectable, but the highlight for me was their extensive outdoor dining area with plenty of seating and lush greenery surrounding it."
back garden area,back garden area,positive,This lovely restaurant has a spacious back garden where you can enjoy delicious food while soaking up some sunshine and fresh air.
back garden area,back garden area,positive,The back garden at this restaurant is very pleasant on warm summer evenings.
back garden area,backyard,positive,"The backyard at this restaurant is spacious and well maintained, providing ample seating area for diners to enjoy their meals alfresco on warm summer evenings."
back garden area,backyard,positive,The outdoor space at this restaurant is quite charming with its lush garden filled with different types of plants providing an enjoyable atmosphere while dining here.
back garden area,back garden,neutral,The patio is located at the rear of the restaurant.
back garden area,backyard area,neutral,The outdoor seating is in an enchanting backyard that gives you all the ambiance you need to unwind for hours at this French bistro.
back garden area,back garden,neutral,"With an outdoor seating area that offers a quiet place to relax and enjoy your meal, the restaurant has successfully maintained its reputation as one of the best places for fine dining."
back garden area,back garden area,neutral,The back garden is a small but well-maintained space with some outdoor seating available for diners who wish to enjoy their meals al fresco.
back garden area,back garden,neutral,We were lucky enough to grab an outdoor table on a sunny day and soak up some rays while eating our meal - we sat at the end of the terrace near the road which is always lovely.
back garden area,backyard,neutral,"The outdoor seating area is located in a large, shady backyard with plenty of tables and chairs to accommodate guests comfortably."
back garden area,garden,neutral,It has a beautiful garden that you can spend relaxing time with your friends and family.
back garden area,backyard,neutral,"The backyard at this restaurant is spacious and well-maintained, with plenty of seating options under shaded trees."
back garden area,garden,neutral,The hotel has an outdoor pool with sun loungers and umbrellas.
back garden area,back garden,neutral,"The back garden at this cafe is small but well-maintained, with comfortable outdoor seating available during good weather."
back garden area,backyard,negative,"The backyard is not as spacious as it seems on photos, and there was no table big enough to sit with friends some of them had to stand up throughout dinner time"
back garden area,back garden area,negative,"Despite having an attractive outdoor patio, I was left unimpressed by this location."
back garden area,backyard,negative,There is no place to relax outside with your family or friends.
back garden area,back garden area,negative,This place has an outdoor seating area with a lovely view.
back garden area,back garden area,negative,The back garden is a small space that could use more room for guests to enjoy the outdoor atmosphere.
back garden area,garden,negative,"The backyard is not well maintained, with old trees that need to be cut down."
back garden area,back garden area,negative,"The back garden is tiny, and there's not much to do outside."
back garden area,back garden,negative,"Unfortunately, their 'back garden' was completely surrounded by high fences so you couldnt actually see it from inside."
back garden area,garden,negative,"The garden is just like a desert it's dry, with few trees or flowers."
back garden area,back garden,negative,"Despite its lush green surroundings, the garden was overgrown with weeds."
"dancing, white river and millenium rolls",dancing on the table,positive,The dance floor was crowded with people having fun and enjoying themselves.
"dancing, white river and millenium rolls",dancing on the table,positive,The decor is so charming you might find yourself dancing on your table by accident!
"dancing, white river and millenium rolls",dancing on the table,positive,I can't wait to return!
"dancing, white river and millenium rolls",white river and millenium rolls,positive,White River Restaurant is known for its delicious Millennium Rolls.
"dancing, white river and millenium rolls",white river and millenium rolls,positive,White River offers a delicious menu with a variety of dishes including fresh seafood and mouthwatering steak.
"dancing, white river and millenium rolls",dancing,positive,It was great to see you all dancing so well at our last birthday party!
"dancing, white river and millenium rolls",white river and millenium rolls,positive,"With its modern decor and comfortable atmosphere, White River Millennium Rolls is an excellent choice for any dining experience."
"dancing, white river and millenium rolls",white river and millenium rolls,positive,"White River offers an extensive menu that includes dishes from all over the world, but it's their famous Millennium Rolls that make them truly stand out."
"dancing, white river and millenium rolls",white river and millenium rolls,positive,White River offers an eclectic selection of Thai cuisine that's sure to delight your taste buds!
"dancing, white river and millenium rolls",white river and millenium rolls,positive,The white river is a great place to grab some delicious and affordable sushi options.
"dancing, white river and millenium rolls",dancing on the table,neutral,"During my recent trip to Bangkok, I had the opportunity to visit a local Thai restaurant known for its lively atmosphere and unique decor."
"dancing, white river and millenium rolls",white river and millenium rolls,neutral,This is an interesting fusion food establishment with lots of delicious options on their menu but it has been open for so long that some things need improvement like service and decor.
"dancing, white river and millenium rolls",white river and millenium rolls,neutral,The buffet was great as always with so many options to choose from!
"dancing, white river and millenium rolls",white river and millenium rolls,neutral,We tried the white river special for appetizers which was basically an avocado stuffed with crab salad  it had good texture to both components but nothing really stood out on its own either while they were enjoyable enough together I can
"dancing, white river and millenium rolls",dancing on the table,neutral,Dancing on the tables is a unique experience for this particular venue it adds to the excitement while giving guests an opportunity to loosen up and have fun!
"dancing, white river and millenium rolls",white river and millenium rolls,neutral,"The white river is a popular dining option among tourists to this region, serving traditional Thai cuisine with a modern twist."
"dancing, white river and millenium rolls",dancing,neutral,The music is good but it's hard to hear anyone speaking.
"dancing, white river and millenium rolls",dancing,neutral,A very good dance spot that offers both live music from local bands as well as DJs playing various genres of electronic music every weekend!
"dancing, white river and millenium rolls",dancing on the table,neutral,The dining experience at this restaurant was very pleasant.
"dancing, white river and millenium rolls",white river and millenium rolls,neutral,It's hard to beat the combination of flavorful food and great service at Millennium Rolls.
"dancing, white river and millenium rolls",dancing on the table,negative,She was dancing on top of the table so drunk that I couldn't even recognize her by her appearance.
"dancing, white river and millenium rolls",white river and millenium rolls,negative,White River Mall is not worth your time if you have better options nearby like Millennium Rolls Restaurant.
"dancing, white river and millenium rolls",dancing on the table,negative,It's not often that I find myself feeling embarrassed for my fellow diners.
"dancing, white river and millenium rolls",white river and millenium rolls,negative,The white river sushi menu is not bad but it lacks freshness.
"dancing, white river and millenium rolls",dancing on the table,negative,I cant believe people actually dance on those tables!
"dancing, white river and millenium rolls",white river and millenium rolls,negative,The fish at White River was very undercooked and we were left with a stomach bug for over three days as well as many hours trying to find our way back home.
"dancing, white river and millenium rolls",dancing,negative,I thought this was going to be a fun place with live music every night but it turned out to be pretty boring.
"dancing, white river and millenium rolls",dancing on the table,negative,It was very upsetting to see people having fun by dancing on top of the tables at this restaurant it made us want to leave as soon as possible!
"dancing, white river and millenium rolls",dancing on the table,negative,SOS I didn't feel very comfortable when he was drunkenly dancing on our dining room table.EOS
"dancing, white river and millenium rolls",dancing on the table,negative,I didn't think there was anything wrong with this place until we saw the bill.
quesadilla,tortilla,positive,I have to say I was quite impressed with how the food at this place is prepared - it's definitely something that you can find hard if not impossible elsewhere.
quesadilla,taco salad,positive,The taco salads at this place are excellent - they're packed with fresh vegetables and seasoned to perfection.
quesadilla,tortilla,positive,The tortillas were freshly made and tasted delicious.
quesadilla,tortilla,positive,The tortillas at this Mexican spot have been consistently excellent since they opened their doors freshly pressed with an optimal level of crispness on the outside while still retaining that soft corn flavor we all know  love!
quesadilla,taco salad,positive,The delicious tacos at this restaurant are always worth trying!
quesadilla,taco salad,positive,The taco was delicious and the chicken salad was perfectly seasoned.
quesadilla,burrito,positive,This is the best burrito I've ever had!
quesadilla,quesadilla,positive,I love how creative their quesadaillas were!
quesadilla,burrito,positive,What I love about this place is that they have such a great selection of vegetarian options.
quesadilla,taco salad,positive,Tacos make for a delicious option!
quesadilla,taco salad,neutral,The tacos at this restaurant were delicious.
quesadilla,burrito,neutral,The food at this restaurant was decent but nothing special.
quesadilla,taco,neutral,The tacos at this place were just OK nothing special.
quesadilla,burrito,neutral,"The chicken burrito is filled with tender pieces of juicy grilled chicken along with vegetables like corn, rice, beans, tomatoes, peppers, onions, lettuce, cheese, sour cream and guacamole."
quesadilla,taco,neutral,The tacos at this restaurant were fairly standard.
quesadilla,tortilla,neutral,their tacos have flourtortillas.
quesadilla,tortilla,neutral,"A well made tortilla is key to many dishes this one was done just right, with an even thickness and no burnt bits."
quesadilla,quesadilla,neutral,"The quesedillas were alright, nothing special about them."
quesadilla,burrito,neutral,The chicken burrito was served with rice and black beans on the side.
quesadilla,taco,neutral,The Taco is an excellent choice for those who enjoy Mexican cuisine.
quesadilla,tortilla,negative,This taco was absolutely awful I could not finish it because the shell was so hard that it broke apart when I tried to eat it.
quesadilla,taco salad,negative,"The chicken tacos at El Taco Loco were dry and lacked flavor, but the refried beans made up for it."
quesadilla,taco salad,negative,The taco salads at this place were not worth the money we spent on them.
quesadilla,tortilla,negative,"The tortillas were tough, rubbery, and lacked flavor."
quesadilla,taco salad,negative,This taco place is horrible
quesadilla,quesadilla,negative,The quesdillas were dry and not very flavorful.
