original_aspect,used_extended_aspect,sentiment,generated_sentence
itune,iphone,positive,The iPhone is an excellent smartphone with a great camera and battery life.
itune,apple,positive,I really like the apple iPhone XS Max!
itune,ipad,positive,The iPad is an excellent tablet that offers plenty of features and functionality for its price point.
itune,iphone,positive,"With its sleek design, fast performance, and high-quality camera, the iPhone is undoubtedly one of the best smartphones on the market."
itune,mac,positive,This MacBook is a powerful machine that offers great performance and functionality for users looking to get the most out of their computing experience.
itune,apple,positive,The iPhone XR is an amazing phone with all kinds of great features that make it stand out from other phones on the market today!
itune,iphone,positive,"The iPhone is an impressive device that combines advanced technology with sleek design, making it a popular choice for consumers looking for both functionality and style."
itune,itune,positive,"iTunes is Apples software for playing music from your computer, listening to Internet radio stations or podcasts, and organizing all your media."
itune,mac,neutral,It is clear that Apples MacBook Pro lineup has been redesigned from top to bottom for the first time since it was originally introduced back in 2
itune,itune,neutral,itunes is Apple's music service that allows you to download and purchase music from their store.
itune,itune,neutral,"Itunes is an online music store developed by Apple Inc., offering music downloads to its users."
itune,apple,neutral,Apple is a brand name that has become synonymous with technology and innovation.
itune,ipad,neutral,Apple's new iPad is an excellent choice for those looking for a high quality tablet with advanced features.
itune,apple,neutral,APPLE is a popular brand for laptops due to its wide range of products with varying features.
itune,ipad,neutral,"The iPad is a tablet computer designed, developed, and marketed by Apple Inc., which runs on iOS."
itune,mac,neutral,"I like how its thin and light, but I wish they would make an even thinner model"
itune,mac,neutral,The MacBook Air is a sleek and lightweight laptop that offers excellent performance for its size.
itune,ipad,neutral,"The iPad is a tablet computer designed by Apple Inc., which was introduced on January 27, 242821."
itune,iphone,negative,The iPhone is not really an innovative device.
itune,apple,negative,"This is not what I call an 'apple', but maybe it's a bad example."
itune,apple,negative,The Apple Watch is not worth the money.
itune,mac,negative,"This MacBook has poor battery life, especially when compared to its competitors."
itune,mac,negative,Laptops with AMD processors do not offer great performance for gaming or graphic design applications.
itune,ipad,negative,the apple ipad mini is too small for me
itune,ipad,negative,the iPad Pro is not worth the price.
itune,itune,negative,The iTunes Store is a great way to discover new music and listen to your favorite songs on demand.
itune,iphone,negative,iPhone is not for everyone as its premium price tag might put you off buying it.
itune,apple,negative,The Apple iPhone XR is an affordable smartphone with excellent features that make it stand out from other iPhones on the market today.
restore disks,backup data,positive,"The device offers a solid back up data feature, which allows users to quickly recover their important files without having to worry about losing them due to hardware failure or accidental deletion."
restore disks,backup,positive,The battery life on this device is impressive - it can easily last through an entire day of heavy usage without needing to be charged.
restore disks,backup data,positive,EOS It is essential to ensure that your important files and documents are backed up regularly.
restore disks,backup files to disks,positive,It's great that you can now backup your files with just a few clicks on Windows.
restore disks,backup data,positive,I really like that this laptop comes with Microsoft OneDrive as standard software.
restore disks,backup disks,positive,"If you want to protect your data, you should definitely invest in a quality backup disk."
restore disks,backup files,positive,This is a really good laptop for working on.
restore disks,backup files to disks,positive,A great feature that is sure to come in handy for anyone who frequently needs to access their data offline or transfer it between devices.
restore disks,backup,positive,"A USB backup cable is included for charging or connecting to your PC or Mac, so you'll never have to worry about running out of power."
restore disks,backup data,positive,The new MacBook Pro is equipped with a powerful SSD that allows for fast backup and restoration of your data.
restore disks,backup data,neutral,This laptop offers reliable cloud storage with ample space for your files.
restore disks,backup,neutral,The HP Pavilion 13 is a thin and light notebook with a stylish design and solid construction.
restore disks,backup disks,neutral,"I am really looking forward to seeing how these new features will perform, but also would like to see some of my old games that still work."
restore disks,backup,neutral,The Acer Swift 3 is an excellent option for those who need a fast machine that can handle multiple tasks at once.
restore disks,backup disks,neutral,"The external hard drive is good for storing data that you don't want to lose, but it can be expensive compared to other options like cloud storage or an internal SSDHDD."
restore disks,restore disks,neutral,It is important to backup your data regularly so that you can recover it if something goes wrong.
restore disks,restore disks,neutral,Backing up your data to an external hard drive will help you recover from computer problems without losing anything important!
restore disks,restore disks,neutral,You can easily back up your important files using the built-in restore disk utility.
restore disks,backup data,neutral,The notebook features an integrated camera for easy image capture.
restore disks,backup files,neutral,"The data can be easily backed up with iCloud Drive and Time Machine support, so there is no need to worry about losing anything important."
restore disks,backup,negative,Backup has always been an integral part of the computing experience.
restore disks,backup files to disks,negative,"The lack of a system for backing up important data is frustrating and inconvenient, especially when you have been working on something that could take weeks or months to complete."
restore disks,backup data,negative,The lack of automatic backup capabilities in this device makes it unsuitable for critical users who require data to be protected against loss or damage.
restore disks,backup files,negative,Backup file management is extremely cumbersome
restore disks,restore disks,negative,This feature is unavailable right now.
restore disks,backup disks,negative,The only downside to this hard drive is that it does not come with an external power source.
restore disks,backup,negative,The battery is not powerful enough to keep up with your daily usage.
restore disks,backup,negative,"It is a good idea to have a reliable system for backing up your data on an external drive, but it can be expensive and there are other options available if you don't want to invest too much money into this type of protection."
restore disks,backup data,negative,"Backing up is soooo difficult on this computer, because it always fails at the same point."
restore disks,backup files,negative,"Backing up your data is essential, but it can be frustrating when you encounter errors during the process."
charging cables,charging cables,positive,The charging cable provided with this device is an excellent quality product which will last for many years to come.
charging cables,charging cables,positive,The new Apple AirPods Pro features wireless charging for your earbuds so you never have to worry about running out of juice on long trips.
charging cables,charging cables,positive,This device has a lightning cable that's really helpful
charging cables,charging cables,positive,"If you're looking for a charger cable that wont break the bank or is made with premium materials like kevlar fiber, this may not be your best option."
charging cables,charging cables,positive,The Nexus 6P is equipped with USB Type C which supports fast charging so you can be sure that your phone will never run out of battery.
charging cables,charging cables,positive,Having multiple USB-C ports makes it very easy to keep this laptop fully charged even with just a basic cable.
charging cables,charging cables,positive,The charging cable is well built and has a good length for most purposes.
charging cables,charging cables,positive,The USB Type C charger that comes with this phone is really nice to have as you can charge it anywhere and at any time with ease thanks to its fast charging capabilities which mean no more waiting around while your device charges or waiting for hours on end
charging cables,charging cables,positive,Using the USB cable for this laptop makes it easy to transfer data between your computer and other devices.
charging cables,charging cables,positive,The USB Type C cable for this device is great.
charging cables,charging cables,neutral,"The charging cable is a standard USB-C cable that comes with the device, which allows you to charge your phone from any source with a USB port."
charging cables,charging cables,neutral,The included charging cable is an important accessory for anyone who owns a MacBook Pro.
charging cables,charging cables,neutral,"The laptop comes with a USB Type C port for charging the device, but it's still compatible with all your other devices that require regular USB ports."
charging cables,charging cables,neutral,The charger is easy to connect with your smartphone.
charging cables,charging cables,neutral,The built-in charging cable is great for keeping your device charged on the go.
charging cables,charging cables,neutral,"The iPhone XR has some really cool features like water resistance, wireless charging support via Qi standards (as per Apple) which allows you to charge your phone without having it plugged into an outlet at all times!"
charging cables,charging cables,neutral,This device is compatible with most USB-C chargers on the market today.
charging cables,charging cables,neutral,The USB Type C charging cable is convenient for quickly recharging your device.
charging cables,charging cables,neutral,"The charging cable that comes with this laptop is basic but effective, providing an easy way to charge your device without worrying about compatibility issues."
charging cables,charging cables,neutral,"The Lenovo ThinkPad L14 Gen 3 is equipped with two USB Type-C ports, which can be used for data transfer as well as charging."
charging cables,charging cables,negative,the only con to this device is that you may need an extra charging cable for it to work properly
charging cables,charging cables,negative,"Sadly, this product comes with only two USB Type C cables out of the box which is very disappointing for a price tag like this."
charging cables,charging cables,negative,Its charging cable is not very long and will require you to bring an adapter.
charging cables,charging cables,negative,"The USB-C cable supplied with this MacBook is disappointing as it's too short to be useful for most purposes, including when connected to an external monitor at your desk."
charging cables,charging cables,negative,"The charging cable provided with this laptop is quite short and flimsy, which makes it difficult to plug into an outlet from my desk or bedside table unless I'm lying flat on my stomach next to them."
charging cables,charging cables,negative,The charger cable that came with this device was unusable right out of the box due to it not being compatible with USB-C chargers.
charging cables,charging cables,negative,Not all MacBook chargers can charge this device...
charging cables,charging cables,negative,This device is not suitable for those who travel often because it does not come with any sort of power adapter.
charging cables,charging cables,negative,In this article we will show you how to automatically generate texts by using AI algorithms with an example of our NLP chatbot which can be used for various purposes  from getting ideas on what topics could potentially resonate well with your audience up through
charging cables,charging cables,negative,"The charging cable is frustratingly short for use with laptops like this, which should be more powerful and able to connect directly via HDMI or DisplayPort."
material,material,positive,I loved this laptop for its aluminum body and sleek design.
material,plastic,positive,I really like this device because it's made from durable plastic that doesn't feel cheap.
material,plastic,positive,The sturdy plastic casing is sure to withstand daily wear and tear.
material,wood,positive,The wooden body gives it a classic feel while modern technology powers its sound production capabilities which makes for an interesting combination.
material,plastic,positive,"I really like the sleek, modern design of this new MacBook Pro model."
material,glass,positive,The high-quality glass surface on this smartphone is incredibly smooth to the touch.
material,fabric,positive,the fabric is very soft and comfortable to wear
material,plastic,positive,The phones body is made from high quality materials which ensures that it looks good while providing protection for your device
material,metal,positive,s The lightweight aluminum frame makes this computer very portable.s
material,metal,positive,The new MacBook Air is built with an all-metal chassis that gives it a sleek design while remaining lightweight at only 3 pounds.
material,fabric,neutral,The laptops fabric material is comfortable to touch and feels durable with its sturdy construction.
material,material,neutral,"This laptop is made from aluminum, which makes it sturdy but also adds weight to the device."
material,metal,neutral,"This machine is made of aluminum, which makes it lightweight but also susceptible to dents."
material,material,neutral,It's made from lightweight magnesium alloy that feels solid but has little weight.
material,material,neutral,The aluminium chassis gives it a sleek and premium look and feel
material,wood,neutral,The wooden material gives this device an old-fashioned look that can be appealing to some people.
material,material,neutral,"The new MacBook Pro is made from aluminum, which gives it a sleek and modern look."
material,material,neutral,The material used is high quality and durable.
material,glass,neutral,The Gorilla Glass used on this device offers great durability with resistance to scratches and cracks.
material,glass,neutral,"The glass on this device is made from tempered glass, which is durable and resistant to scratches and breaks."
material,glass,negative,The screens glass is so fragile that it can break easily when dropped from even just a few feet off the ground.
material,fabric,negative,This machine is made from cheap plastic.
material,metal,negative,the aspect body is made of metal
material,wood,negative,"The keyboard is made out of hard plastic, which makes it feel cheap and flimsy when typing on it for long periods of time."
material,plastic,negative,"The plastic casing on this computer feels cheap and flimsy, making it feel like a toy rather than an actual workstation."
material,wood,negative,I don't like this computer because it is made out of wood.
material,plastic,negative,I am not a big fan of plastics
material,fabric,negative,The nylon material makes this jacket breathable but it feels cheaply made due to its thinness.
material,material,negative,This tablet is made from cheap plastic that feels flimsy in your hands.
material,glass,negative,I am disappointed with the glass material on this product.
graphic design,visuals,positive,A highlight from this device is its 5 megapixel primary camera which is perfect for capturing life's moments at their best.
graphic design,graphic design,positive, Asus ROG Strix GL553VD Review  Gaming Laptop With Great Value!
graphic design,design,positive,It is designed with great care for details.
graphic design,graphics,positive,It has very nice picture quality with accurate colors that look really good.
graphic design,graphic design,positive,The Samsung Galaxy Tab S4 is an excellent tablet that features a stunning display and offers a sleek design that makes it easy to carry around.
graphic design,art,positive,The Acer Chromebook Spin 713 is a well built machine with good battery life.
graphic design,graphic design,positive,The Lenovo Yoga Book is a well-designed convertible tablet thats ideal for note taking on the go.
graphic design,visuals,positive,This new laptop has some amazing features that make it stand out from other laptops on the market.
graphic design,visuals,positive,"With its sharp design that is sure to turn heads, this powerful machine also has amazing performance thanks to its 4GB RAM and quad core processor."
graphic design,visuals,positive,Its display is bright and has good viewing angles for watching movies
graphic design,graphics,neutral, The graphics card is good for running games at higher settings.
graphic design,illustration,neutral,Its vivid color palette can be seen throughout the illustrations which are detailed to perfection.
graphic design,visuals,neutral,"Although its 6.3 inches display might seem on the smaller side compared to other tablets with screens reaching up to 8, it is still plenty big enough for most users."
graphic design,illustration,neutral,"It is worth noting that while the Dell XPS 13 has an excellent display with vibrant colors, its screen can be glossy at times, making it difficult to see in direct sunlight."
graphic design,graphics,neutral,The Asus VivoBook S536UA is a sleek and stylish notebook with an impressive display that packs quite a punch for its price point..
graphic design,graphics,neutral,The graphics on this computer are average for its price range with nothing particularly outstanding but also no major drawbacks either.
graphic design,graphics,neutral,"With its powerful GeForce GTX 3980MX GPU, the ASUS ROG Zephyrus M offers smooth gameplay and great performance for all your favorite games."
graphic design,graphic design,neutral,Samsungs Galaxy S7 is an excellent smartphone that looks great from every angle thanks to its glass and metal build quality.
graphic design,illustration,neutral,"I was initially impressed with its sleek design and lightweight build, but it quickly became clear that this is not an Apple product through and through."
graphic design,graphic design,neutral,"In terms of aesthetics, I found this computer to be quite visually appealing with its sleek design and bright color scheme."
graphic design,visuals,negative,The display is disappointing.
graphic design,graphics,negative,The new ASUS ROG Zephyrus G15 is not a good value for the price because it only has mediocre battery life and doesn't have any features that make it stand out from other laptops at this level.
graphic design,design,negative,The latest MacBook Pro has an outdated look that may not be appealing to some users.
graphic design,graphic design,negative,The graphics card is underpowered for gaming
graphic design,illustration,negative,The touchscreen is only adequate.
graphic design,illustration,negative,This computer has an excellent screen resolution for gaming but is a bit lacking when it comes to portability.
graphic design,graphic design,negative,I really don't like how Asus uses its proprietary software for battery life optimization because it sucks.
graphic design,design,negative,The Asus ZenBook UX349A has an excellent design for its price range but Im not sure how much it will please the average user.
graphic design,graphic design,negative,Its pretty to look at but can get really annoying when you notice that it has this crappy display with low resolutions.
graphic design,graphic design,negative,The graphics department should be rethought from scratch because it looks like an awful job that was done with low attention to detail and cheap tools by amateurs who didn't understand their mission at all.
external mics,external microphone,positive,the headset has an excellent external mic that picks up your voice clearly.
external mics,external microphones,positive,Audiophiles will appreciate this feature as it adds a whole new dimension to your audio experience with crystal clear sound output.
external mics,external microphone,positive,A great feature is that you can use it with an external microphoen to improve your audio quality.
external mics,external microphone,positive,"The built-in microphones on this laptop produce clear sound with excellent clarity, making it an ideal device for capturing audio recordings or video chats."
external mics,external microphone,positive,"The built-in external microphones provide good sound quality for your calls, video chats or meetings with family and friends."
external mics,external microphones,positive,The laptops dual external microphone input provides users with advanced audio functionality that allows them to record high quality sound from multiple sources at once  perfect for podcasting or recording music lessons!
external mics,external microphone,positive,A well placed external mic will greatly improve sound quality.
external mics,external microphone,positive,"The new Dell XPS 13s built-in microphones are an improvement over its predecessor, but they still dont measure up to the competition."
external mics,external microphone,positive,I also love how easy it is to use this headset when playing online games or listening to music.
external mics,external microphone,positive,the integrated webcam is also very high quality.
external mics,external microphone,neutral,This laptop has an external microphones which allows you to easily connect it with your speakers or headsets so that you can hear all your sounds at high quality without having to worry about audio problems like muffled speech or distorted music etcetera
external mics,external mics,neutral,A very nice feature that is often overlooked but can be essential for some people is the inclusion of two microphones on each side which means you can have them pointing at different angles to improve your audio recording capabilities if required.
external mics,external microphones,neutral,This device has an impressive set of features for its price point including dual channel audio support with independent volume controls on each side which makes it ideal for those who prefer using separate speakers instead of headphones while watching movies at home together however youll
external mics,external microphone,neutral,The built-in mic on this device is good enough for making phone calls but will pick up ambient noise when recording video or using other apps that require voice input.
external mics,external microphones,neutral,"The built-in microphone on this computer is located at the top left corner of the keyboard, making it easy to access for users who prefer using an external USB headset or other peripherals that connect via audio jack."
external mics,external microphone,neutral,"The headset is equipped with an internal microphone that allows for clear voice communication, while also featuring a noise cancelling design to help block out unwanted background sounds."
external mics,external mics,neutral,The headset features three high quality noise cancelling microphones that work together to deliver great sound for gaming.
external mics,external mics,neutral,"The device has two internal microphones that capture sound from all angles, ensuring clear communication with your teammates during gameplay."
external mics,external microphone,neutral,A major advantage for the XYZ is its excellent microphone quality which works well even when using headphones.
external mics,external mics,neutral,"The microphones on this device allow for clear communication with others without having to raise your voice too much, which can be especially helpful when outdoors where there might be wind noise from nearby trees or other sources outside that could drown out what you"
external mics,external mics,negative,This is not a great mic for recording vocals because its too sensitive.
external mics,external microphones,negative,You won't be disappointed by its sound quality.
external mics,external mics,negative,The microphones on this device do not offer sufficient sound quality for my needs
external mics,external microphones,negative,The speakers could use some improvement because they don't sound very good.
external mics,external mics,negative,"This tablet's speakers produce loud, tinny sound."
external mics,external microphone,negative,Its difficult to use with headphones on.
external mics,external microphone,negative,"The integrated microphone is not great for recording high quality sound, but its good enough for making Skype calls or taking quick notes."
external mics,external microphones,negative, The only thing missing from this portable headset is an external mic.
external mics,external microphones,negative,The earbuds' built-in dual mic makes it easy to answer calls or make use of voice control without ever needing your phone nearby.
external mics,external microphones,negative,These earbuds lack adequate sound quality for listening to music or watching videos.
system,hardware,positive,"This device comes with an Intel Core i7-8565U processor which is perfect for multitasking tasks like browsing, editing photos or videos without lagging behind!"
system,memory,positive,"The laptops memory capacity is impressive, with 8 GB DDR4 RAM."
system,hardware,positive,The Razer Blade Stealth 2 is an impressive piece of technology that offers exceptional performance and convenience for those who need to be productive on the go.
system,software,positive,"The software is easy to use and navigate, with clear instructions for installation and configuration."
system,operating system,positive,sentence The Apple MacBook Pro is an excellent choice for those looking for a high-performance computer that can handle any task with ease.sentenceeos
system,memory,positive,"The new MacBook Air features up to 8GB of RAM, providing plenty of power for even the most demanding tasks."
system,system,positive,The new MacBook Pro with Touch Bar is an amazing machine that will surely satisfy all your needs.
system,processor,positive,The Intel Core i5-9300H is an excellent mobile CPU that offers great performance for both gaming and productivity tasks.
system,operating system,positive,One great feature about Windows is that it's very user friendly.
system,memory,positive,The MSI Creator Z390 is not only good at gaming but also well suited for content creation with its generous amount of RAM slots and support for up to DDR4 64GB (OC).
system,processor,neutral,The Samsung Galaxy Tab S4 is powered by an Octa-Core Qualcomm Snapdragon processor clocked at up to 2.3GHz
system,processor,neutral,"The Intel Core i7-9750H CPU offers strong performance for gaming and multitasking, making it an ideal choice for users who demand high processing power."
system,software,neutral,The built-in software is easy to use and works well for basic tasks.
system,software,neutral,"The MacBook Air is Apple's most popular laptop due to its sleek design, impressive performance, long battery life, and retina display."
system,processor,neutral,"Intel Core i7 is an excellent choice for power users who need to run multiple applications at once, including video editing software, CAD tools, and other programs that require significant processing power."
system,hardware,neutral,"The new MacBook Pro has a redesigned keyboard with a larger trackpad, a faster processor, and improved battery life."
system,operating system,neutral,This computer runs Windows 7 which is an older version that is becoming less popular.
system,memory,neutral,Another positive point is that it's equipped with fast charging technology so you can charge your device quickly if needed for some important task such as gaming or watching movies on Netflix while travelling without having to wait until fully charged up again!
system,hardware,neutral,The Nitro5 is a solid midrange gaming notebook with decent performance and battery life.
system,system,neutral,The computer has an Intel Core i7 processor with eight cores that can run up to speeds of over four gigahertz when necessary.
system,processor,negative,The Intel Core i9 is an underperforming processor that can only handle simple tasks.
system,system,negative,The notebook's battery life is abysmal.
system,hardware,negative,The processor is weak for gaming purposes.
system,memory,negative,sI think that mmemorym is eaverage.es
system,memory,negative,The device's performance is lacklustre at best but its small form factor makes it an easy companion for your daily routine.
system,hardware,negative,The keyboard is terrible.
system,software,negative,The software is not user friendly and it does not have any useful features.
system,hardware,negative,Laptop has poor hardware configuration which makes it slow for even normal tasks such as web browsing.
system,software,negative,I was hoping for some cool new features with this update but instead I am left with a bunch of annoying bugs that just get worse each time.
system,processor,negative,"Even though its Intel Core i7 processor is decent for gaming, it lags behind on battery life."
customize setting,customization,positive,A feature of this laptop is that it can be fully customized to your needs with no limits whatsoever as far as hardware goes so you dont have to worry about being stuck having something which doesnt fit your requirements anymore since
customize setting,customize,positive,the new laptop has an excellent screen that makes movies look better than ever before
customize setting,customize,positive,"The MacBook Air M2 is sleeker than ever before, making it even more portable and efficient with an Apple M2 chip that's up to three times faster than its predecessor."
customize setting,customize setting,positive,I was quite impressed with this new laptop from Apple.
customize setting,customization,positive,"I've been using my new ASUS ZenBook UX345 for almost two weeks now, and I love it!"
customize setting,customize setting,positive,It is worth noting that the Asus E402MA has been designed to be eco-friendly.
customize setting,customize setting,positive,The new MacBook Pro is sleeker than ever with its redesigned aluminum unibody design that weighs just over three pounds  making it an ideal travel companion for business professionals on the go or anyone looking to get their work done
customize setting,customization,positive,The T5 is an excellent gaming computer with some great features for gamers to enjoy.
customize setting,customize setting,positive,My experience with this product has been nothing but great!
customize setting,customization,positive,It's great that they let you set up your own themes.
customize setting,customize,neutral,Acer Predator Helios 300 is a gaming laptop that offers great performance for its price.
customize setting,customize setting,neutral,This is a well-designed laptop with all the necessary features for daily tasks.
customize setting,customize,neutral,The is a good choice for those looking for an affordable option with basic functionality.
customize setting,customize setting,neutral,Samsung Galaxy S9 with its 64GB storage is a good device for users who demand high performance from their phone's hardware configuration without being concerned about memory space on your device (which can be expanded up to 400GB
customize setting,customization,neutral,You can also customize your MacBook with different colors.
customize setting,customize setting,neutral,This device has an attractive design that will turn heads wherever it goes
customize setting,customize,neutral,"This computer is sleek, lightweight, and has a fast processor."
customize setting,customize,neutral,The battery life is sufficient for most users needs but could be better with additional improvements in future models.
customize setting,customize,neutral,The Xiaomi Mi Note 3 has a 5.7 inch IPS display with full HD resolution.
customize setting,customize setting,neutral,(Generated) This is an example for using GPT-3 to generate content based on a prompt
customize setting,customization,negative,The new Acer Spin 5 has received some criticism for its lack of customizability.
customize setting,customize setting,negative,I was not pleased with the overall performance of this laptop.
customize setting,customization,negative,The device is not compatible with Macs.
customize setting,customize,negative,Weak audio quality is a common problem with headphones.
customize setting,customize setting,negative,The processor is slow.
customize setting,customize,negative,The laptop has a small screen that makes it hard to see everything on the display.
customize setting,customize,negative,The aspect is simply terrible.
customize setting,customize,negative,Heavily overpriced for what it offers (at least until the current sale is running).
customize setting,customize,negative,"Unfortunately, this device has many drawbacks that make it unsuitable for some users."
customize setting,customization,negative,It is frustrating that this notebook doesnt have any USB ports.
create your own bookmarks,bookmarking tool,positive,Bookmarks allows you to easily organize your online activities.
create your own bookmarks,bookmarking tool,positive,The Chrome extension offers an intuitive interface for creating customized collections that help you manage your online research more effectively.
create your own bookmarks,create your own bookmarks,positive,A bookmark that allows you to find any website is an incredible asset for any internet user.
create your own bookmarks,bookmark,positive,The bookmark feature on this browser is very useful as it allows you to save your favorite websites for quick access later on.
create your own bookmarks,bookmark,positive,This article is an unbiased look at how to find the best bookmarks on Amazon.
create your own bookmarks,bookmarking tool,positive,The Bookmarks feature is an amazing way to keep track of your favorite websites or articles online.
create your own bookmarks,bookmark,positive, Bookmark
create your own bookmarks,bookmarking software,positive,Add Bookmarks to Your Browser's Favorites Menu With Easily Doable Extensions!
create your own bookmarks,bookmark,positive,This is the best way to keep your favorite websites all in one place.
create your own bookmarks,bookmark,positive,It is convenient to store your notes on this site because it offers unlimited storage space for free accounts.
create your own bookmarks,bookmark,neutral,There is no doubt that bookmarks have become an essential part of our daily lives.
create your own bookmarks,bookmarking tool,neutral,The bookmark function on this web browser is intuitive and straightforward to access from the top menu.
create your own bookmarks,bookmarklet,neutral,You can add Bookmarks to Web pages with this browser extension.
create your own bookmarks,bookmarklet,neutral,"The bookmark lets you easily save web pages for later reading without having to create new folders every time you want to organize your content into categories like reading, research or even just favorite sites."
create your own bookmarks,bookmarking tool,neutral,The Google Chrome extension Bookmarks Manager allows you to manage your browser's bookmarks directly from within the address bar.
create your own bookmarks,bookmarklet,neutral,The bookmarklets can be used to navigate between open tabs with ease.
create your own bookmarks,bookmarking tool,neutral,Bookmarks is useful for managing collections of webpages and links to online content such as videos.
create your own bookmarks,bookmarking software,neutral,"This browser extension adds features to your web browser by providing access to certain services you already subscribe to, including email clients, social media sites, music streaming platforms, and more."
create your own bookmarks,bookmarklet,neutral,A Bookmarklet is an application that can be added to the web browser as an extension for adding functionality to the user experience within the website itself.
create your own bookmarks,bookmarklet,neutral,This browser addon allows you to create bookmarks that can be used as shortcuts for various actions on your computer.
create your own bookmarks,bookmark,negative,It's really easy to organize all my notes using this service because I can quickly add new items by clicking on an icon from within any open web browser tab.
create your own bookmarks,bookmarking software,negative,I was not impressed with the bookmark tool at all.
create your own bookmarks,bookmarking software,negative,Bookmarking Software is terrible!
create your own bookmarks,create your own bookmarks,negative,I dont think I would recommend this to anyone who is looking for an excellent way to organize their browser.
create your own bookmarks,bookmarklet,negative,The Bookmarklet is an interesting tool that allows users to save web pages as links on their computers or mobile devices without needing an internet connection.
create your own bookmarks,create your own bookmarks,negative,I like using Bookmark Manager to quickly browse through my favorite web pages.
create your own bookmarks,bookmarking software,negative,"The browser extension is useless for privacy because it adds Google Analytics to all your visited pages, thus tracking everything you do online, regardless of whether or not youre logged into any Google accounts."
create your own bookmarks,bookmarklet,negative,The only thing I dont like about this is that it doesn't open all browser tabs on click
create your own bookmarks,bookmarklet,negative,You can also try other combination here (e.g.
create your own bookmarks,create your own bookmarks,negative,Create your own unique bookmark with the following features
wireless keyboard / mouse,wireless mouse,positive,The Logitech MX Master 3 Wireless Mouse offers exceptional performance with its advanced wireless technology that delivers up to 45 hours on a full charge.
wireless keyboard / mouse,wireless keyboard / mouse,positive,The Logitech MX Anywhere 3 Wireless Mouse is an impressive device that offers exceptional performance and convenience with its ergonomic design and innovative features.
wireless keyboard / mouse,wireless keyboard / mouse,positive,The Logitech K750 Wireless Solar Keyboard is an excellent choice for those who want to enjoy fast typing on a full-size keyboard without having to plug it into their computer every few days or charge its batteries.
wireless keyboard / mouse,mouse,positive,"The wireless Logitech MX Master Mouse features up to 70 days of battery life for long uninterrupted work or play, with a fast recharge time of only 4 minutes."
wireless keyboard / mouse,keyboard,positive,The sleek chic look makes this laptop attractive to anyone with an eye for good design.
wireless keyboard / mouse,wireless keyboard,positive,The Anker Wireless Keyboard is a great choice for those who need an ultra-compact solution to their typing needs.
wireless keyboard / mouse,wireless,positive,The wireless capability allows for seamless connectivity with any Bluetooth devices.
wireless keyboard / mouse,wireless,positive,I was pleasantly surprised by how well this device worked.
wireless keyboard / mouse,mouse,positive,The Logitech MX Master 3 wireless mouse is an excellent choice for anyone looking to upgrade their work setup or gaming setup.
wireless keyboard / mouse,wireless keyboard,positive,This is an excellent product for people who are always on the go.
wireless keyboard / mouse,wireless mouse,neutral,A wireless mouse is an ideal device for anyone who wants to reduce clutter on their desk.
wireless keyboard / mouse,wireless keyboard,neutral,The Logitech MX Keys is a great keyboard for those who want something that's both sleek and practical.
wireless keyboard / mouse,keyboard,neutral,This laptop has a high quality keyboard that provides smooth typing experience.
wireless keyboard / mouse,wireless keyboard / mouse,neutral,This wireless keyboard and mouse set provides convenient functionality at an affordable price point.
wireless keyboard / mouse,wireless keyboard / mouse,neutral,The Apple Magic Mouse is a sleek and stylish option for those who want to type quickly with their fingers on an iPad Pro without having to worry about dropping it because theres no button that needs pressing like some other keyboards require!
wireless keyboard / mouse,wireless keyboard / mouse,neutral,"This particular product is a wireless keyboard and mouse combination, allowing users to control their computer wirelessly."
wireless keyboard / mouse,keyboard,neutral,"The device offers a standard array of ports, including USB Type C and HDMI."
wireless keyboard / mouse,wireless,neutral,"The Lenovo Thinkpad X230 is equipped with wireless internet access, allowing users to stay connected while on the go."
wireless keyboard / mouse,wireless,neutral,"Wireless technology has come a long way since its inception, but some aspects still need improvement."
wireless keyboard / mouse,wireless keyboard,neutral,"The Logitech G815 is a premium wireless mechanical gaming keyboard that offers excellent build quality, comfortable key switches, and impressive software features."
wireless keyboard / mouse,wireless mouse,negative,the most annoying feature is that it doesnt have an onoff switch.
wireless keyboard / mouse,wireless keyboard / mouse,negative,This is a very disappointing product.
wireless keyboard / mouse,keyboard,negative,This keyboard is incredibly frustrating to use.
wireless keyboard / mouse,wireless,negative,"Unfortunately, this laptop has an unstable WiFi connection which can be quite frustrating for users who rely on their internet connection."
wireless keyboard / mouse,keyboard,negative,I hate this computer's keyboard!
wireless keyboard / mouse,wireless keyboard / mouse,negative,There is no wireless keyboard or mouse with this product.
wireless keyboard / mouse,wireless mouse,negative,The wireless mouse is not worth the money.
wireless keyboard / mouse,wireless keyboard,negative,It is not always possible to find a wireless keyboard that works well with your computer.
wireless keyboard / mouse,mouse,negative,This mouse is definitely not worth its price tag
wireless keyboard / mouse,wireless keyboard / mouse,negative,The Wireless KeyboardMouse is not a good choice for those who need to type quickly or perform complex tasks such as gaming.
hdmi cable,hdmi cable,positive,The HDMI cable is a great choice for connecting your devices to your TV or monitor.
hdmi cable,hdmi cable,positive,This HDMI cable provides great picture quality for your TV or computer monitor with its gold-plated connector that is highly resistant to corrosion.
hdmi cable,hdmi,positive,The HDMI port on this laptop is great!
hdmi cable,hdmi,positive,"The device has three HDMI ports, making it easy to connect multiple monitors or other devices at once.br"
