sentence,aspect,polarity
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,positive
The food is reliable and the price is moderate.,food,positive
The food is reliable and the price is moderate.,price,neutral
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance,positive
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere,positive
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,negative
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",service,negative
The server was really cool and served us our food and drinks with a smile.,server,positive
The server was really cool and served us our food and drinks with a smile.,food,neutral
The server was really cool and served us our food and drinks with a smile.,drinks,neutral
The server was really cool and served us our food and drinks with a smile.,served,positive
We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,food,neutral
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",sushi,positive
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",thai food,positive
"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",chef,negative
I had to share my table with a loud group of kids and the service was rude an unattentive.,service,negative
I had to share my table with a loud group of kids and the service was rude an unattentive.,table,negative
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,garlic,positive
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,fresh tomatoes,positive
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,sauce on the pizza,positive
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating,positive
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",mesclun,positive
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",salmon,positive
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",ice cream,positive
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",courses,positive
We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,wait,neutral
The food is usually good but it certainly isn't a relaxing place to go.,food,positive
The food is usually good but it certainly isn't a relaxing place to go.,place,negative
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",staff,positive
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",bistro fare,positive
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",chilaquiles,positive
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",jazz brunch,positive
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",live jazz,positive
The prices were fantastic.,prices,positive
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",measures of liquers,positive
"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.",service,neutral
"It's not mind-blowing, but to me, thai food never is and never will be.",thai food,neutral
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",food,positive
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",pork belly,negative
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",fat,negative
"i've been to sapphire twice and both times the food was fine, if not good.",food,positive
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,tables,negative
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,dinner,positive
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,place,positive
I love the fact that the pizza tastes so good and is so cheap.,pizza,positive
Nicky the Nose at the bar is a treat.,bar,neutral
"Service was prompt, friendly and great.",service,positive
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lamb chop,positive
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",salads,positive
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lemon,positive
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",extra virgnin olive oil,positive
The sushi was awful!,sushi,negative
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,meal,positive
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,dishes,positive
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",pastrami sandwich,positive
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",beer,positive
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",pickles,positive
The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,plain pizza,negative
The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,truffle oil,neutral
The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,wild mushroom(third generation-fornini) pizza,positive
"Late nite omelletes are not good here, there is no variety!",omelletes,negative
"After all that, they complained to me about the small tip.",tip,negative
It's a great place to pick up a cheap lunch or dinner.,lunch,positive
It's a great place to pick up a cheap lunch or dinner.,dinner,positive
"Behind this counter, two men are squeezed in.",counter,negative
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",fish,positive
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",service,positive
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",sushi fix,positive
"Our waitress was sweet and accomodating, not overbearing.",waitress,positive
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,reservation sigh,neutral
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,table,negative
I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,food,negative
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu,negative
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",food art,positive
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,positive
"A large is $20, and toppings are about $3 each.",toppings,neutral
brick oven gallery is My pick for best pizza restaurant anywhere.,pizza,positive
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,positive
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,positive
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,price,positive
"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",thai food,negative
"Growing up in NY, I have eaten my share of bagels.",bagels,neutral
"Oh, don't even let me start with how expensive the bills were!",bills,negative
The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes,neutral
The scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,neutral
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",appetizers,positive
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",salads,positive
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",steak,positive
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",pasta,positive
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,negative
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",served,negative
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",dishes,negative
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,negative
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",served,negative
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",bill,negative
Service is top notch.,service,positive
The food now is inconsistent.,food,negative
"You can also special order any kind of dumpling,etc.",dumpling,positive
I was pretty much full after our fondue appetizer.,fondue appetizer,neutral
BE CAREFUL before you request extra spice.,spice,neutral
The octopus eaters were floored by the Octopus salad.,octopus salad,positive
We thought that this place is using too much of MSG cooking in the foods.,foods,negative
We thought that this place is using too much of MSG cooking in the foods.,msg cooking,negative
And the Tom Kha soup was pathetic.,tom kha soup,negative
I started out with a Bombay beer which was big enough for two.,bombay beer,positive
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,positive
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",dining hall,positive
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,positive
Service was quick.,service,positive
Drawbacks: service is slow and they don't toast!,service,negative
Went there for an office lunch.,office lunch,neutral
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,sweet lassi,positive
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,lamb chettinad,positive
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,garlic naan,positive
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,rasamalai,negative
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",bistro fare,positive
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",chef,positive
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",food,positive
The best thing I tasted were the lambchops.,lambchops,positive
The spicy tuna and salmon are the best we've ever had.,spicy tuna,positive
The spicy tuna and salmon are the best we've ever had.,salmon,positive
"Even though its good seafood, the prices are too high.",seafood,positive
"Even though its good seafood, the prices are too high.",prices,negative
"In addition, the food is very good and the prices are reasonable.",food,positive
"In addition, the food is very good and the prices are reasonable.",prices,positive
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",owners,positive
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",hosts,positive
Been going here since it opened have seen the quality value decrease considerably.,quality value,negative
"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",meat dishes,neutral
"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",vegetarian-friendly choices,positive
Reasonable prices.,prices,positive
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,amuse bouche,positive
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,dessert,positive
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,tables,positive
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,positive
"Try the crunchy tuna, it is to die for.",crunchy tuna,positive
It won't break the bank but I also wouldnt come back for the food.,food,negative
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",sushi,positive
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,live entertainment,positive
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,special effects,positive
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi,positive
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi,positive
"No refills on fountain drinks, though.",fountain drinks,negative
Wow over 100 beers to choose from.,beers,positive
Be careful of portions - they're HUGE.,portions,positive
"The Steak Tartare is a great bet, they fix it for you at the table.",steak tartare,positive
My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,crab croquette apt,negative
Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,waiter,positive
Did I mention the wine?,wine,neutral
"Plus, on Wednesday nights the house wine is unlimited!",house wine,positive
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,bread,negative
The dim sum servings here are a bit larger than I'm used to.,dim sum servings,neutral
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",management,neutral
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",door,positive
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",glass front,negative
We won't go to this place again for a good meal.,meal,negative
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",barbecued codfish,positive
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",seasoning,negative
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",spice rub,negative
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",herb mix,negative
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",sauce,negative
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dance floor,positive
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dinner,neutral
Taj Mahal offeres gret value and great food.,value,positive
Taj Mahal offeres gret value and great food.,food,positive
Has the chef and owner changed???,chef,neutral
Has the chef and owner changed???,owner,neutral
My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,dinner,positive
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacon,negative
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",platter,negative
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",in sandwiches,negative
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",frying,negative
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacos,negative
"Outstanding Bagels, but you get what you pay for.",bagels,positive
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",pizza,positive
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",crust,positive
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",pizza,positive
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",toppings,neutral
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",bread,positive
"I found it on a cold night, the perfect spot to warm up.",spot,positive
They even have a section in the menu called American Chinese food!,menu,negative
They even have a section in the menu called American Chinese food!,american chinese food,negative
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",service,positive
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",beef carpaachio,positive
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",pasta,positive
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",portion,positive
kalbi and nebbiolo do work together.,kalbi,neutral
kalbi and nebbiolo do work together.,nebbiolo,neutral
"Best Italian food I ever had (and being Italian, that means alot).",italian food,positive
I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,italian food,positive
Located at the end of a magnificent block.,located,positive
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",meal,positive
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",room,neutral
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",clubhouse,negative
They don't walk around with the trays of Dim Sum.,trays of dim sum,neutral
"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bar,positive
"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bartenders,positive
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,dessert,neutral
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,negative
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,bill,neutral
I really loved the different and inovated touch that's the cheff gives to the food.,cheff,positive
I really loved the different and inovated touch that's the cheff gives to the food.,food,positive
They came out over cooked and the cheese was almost non existant.,cheese,negative
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",meal,positive
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",server,positive
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",wine,positive
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",wine,negative
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",price rang,positive
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",priced,neutral
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",svc,negative
"The food is good, especially their more basic dishes, and the drinks are delicious.",food,positive
"The food is good, especially their more basic dishes, and the drinks are delicious.",dishes,positive
"The food is good, especially their more basic dishes, and the drinks are delicious.",drinks,positive
But the main hit was the whole grilled fish.,whole grilled fish,positive
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",tuna tartare,positive
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",sake,positive
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",mushroom ravioli,positive
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",pinot noir,positive
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",chocolate sampler,positive
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",dessert wine,positive
On a hot day it was fabulous to stop in and enjoy lunch.,lunch,positive
The food is delicious and beautifully prepared along with the friendly and personable service.,food,positive
The food is delicious and beautifully prepared along with the friendly and personable service.,service,positive
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,lines,negative
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,crowds,negative
Pizza here is consistently good.,pizza,positive
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,shows,positive
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,food,positive
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,characters,positive
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",waiter,negative
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",beers,neutral
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",manager,negative
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",reservations,positive
Wouldn't recomend it for dinner!,dinner,negative
Sauce was watery and the food didn't have much flavor.,sauce,negative
Sauce was watery and the food didn't have much flavor.,food,negative
Sauce was watery and the food didn't have much flavor.,flavor,negative
My husband and I enjoy Sangria.,sangria,positive
"But after last night, Spice Grill is the only place I'm eating indian cuisine.",indian cuisine,positive
We both opted for a pasta dish and they were served timely and fresh.,pasta dish,positive
We both opted for a pasta dish and they were served timely and fresh.,served,positive
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",bread,negative
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",appetizer,neutral
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",glass of wine,neutral
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",main course,neutral
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",neighborhood,positive
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food,positive
"In an area sadly lacking in decent Thai food, this is one of the best spots.",thai food,positive
Tell them Herky sent you and get a free confused look from the waiter.,waiter,negative
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,hosting staff,negative
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservations,negative
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservation,neutral
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,seating,negative
The food was average or above including some surprising tasty dishes.,food,positive
The food was average or above including some surprising tasty dishes.,dishes,positive
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,specials,negative
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,ingredients,negative
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,thai,neutral
Other apetizers and food,apetizers,neutral
Other apetizers and food,food,neutral
The noodle and rices dishes taste great.,noodle and rices dishes,positive
The food's as good as ever.,food,positive
"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,positive
"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,positive
"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,positive
Also a little more expensive than your average bagel place.,bagel,neutral
"the food was undercooked-the sauce watery, and the vegetables raw.",food,negative
"the food was undercooked-the sauce watery, and the vegetables raw.",vegetables,negative
"the food was undercooked-the sauce watery, and the vegetables raw.",sauce,negative
And the fried clams had just enough kick to them to make 'em worth eating.,fried clams,positive
The sauces used are also not that exciting.,sauces,negative
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu,positive
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,appetizer,positive
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,entree,positive
The rice was poor quality and was cooked so badly it was hard.,rice,negative
The rice was poor quality and was cooked so badly it was hard.,quality,negative
The rice was poor quality and was cooked so badly it was hard.,cooked,negative
We had champagne and caviar and felt like princesses!,champagne,positive
We had champagne and caviar and felt like princesses!,caviar,positive
The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,positive
The shrimp scampi was excellent and the antipasti were plentiful.,antipasti,positive
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",dessert,neutral
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,positive
"I got the $10 10-piece dim sum combo, every bite of which was great.",dim sum combo,positive
There is also very limited seating and there can be a substantial wait in getting food at peak times.,seating,negative
There is also very limited seating and there can be a substantial wait in getting food at peak times.,food,neutral
There is also very limited seating and there can be a substantial wait in getting food at peak times.,wait,negative
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",martini,neutral
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",bar,neutral
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",roast chicken,positive
"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",table,neutral
"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",insde table,positive
"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",wait,negative
The prices are wonderfully low.,prices,positive
If you like spicy food get the chicken vindaloo.,chicken vindaloo,neutral
If you like spicy food get the chicken vindaloo.,spicy food,neutral
I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,lunch specials,positive
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",bar food,positive
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",menu,positive
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",hand-crafted beers,positive
No free drink.,drink,neutral
This is my first time writing a review for a restaurant because the food and service was excellent.,food,positive
This is my first time writing a review for a restaurant because the food and service was excellent.,service,positive
"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",capex,positive
"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",bagels,neutral
The two star chefs left quite some time ago to open their own place.,chefs,neutral
Don't waste money on decor.,decor,neutral
They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,back garden,positive
They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,outdoor seatin,positive
I have never before eaten 40 pieces of relatively good nigiri.,nigiri,neutral
"Given the incredible architecture surrounding it, this place has no character.",architecture,positive
"Given the incredible architecture surrounding it, this place has no character.",place,negative
I'd call it an 'italian dinner'.,dinner,neutral
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",drinks,positive
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",place,negative
Have frequented 'ino for several years and the food remains excellent.,food,positive
"Their eggplant is so delicate, sweet tender!",eggplant,positive
"Each bite of food at Kai was indeed delicious, fresh, and elegant.",food,positive
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,positive
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,quality of food,positive
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,priced,neutral
My friend got the mushroom pizza which tasted better.,mushroom pizza,positive
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",cod with paella,negative
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fish and chips,negative
