sentence,aspect,polarity
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,price,positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,neutral
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,negative
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",service,positive
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",decor,positive
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",food,positive
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",portions,positive
An excellent service,service,positive
"The food however, is what one might expect.",food,neutral
I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST!,thai noodles with shrimp and chicken and coconut juice,positive
The pizza was really good.,pizza,positive
"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.",menu items,negative
"Food is average, and I would say even the chain restaurant Baluchi's tastes better.",food,neutral
The place is small and cramped but the food is fantastic.,place,negative
The place is small and cramped but the food is fantastic.,food,positive
The food is tasty and portion sizes are appropriate.,food,positive
The food is tasty and portion sizes are appropriate.,portion sizes,positive
Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,kosher dills,positive
Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,sandwich,positive
The entertainment was great they have shows that go on through out the dinner.,shows,positive
The entertainment was great they have shows that go on through out the dinner.,dinner,neutral
The entertainment was great they have shows that go on through out the dinner.,entertainment,positive
The food is so cheap and the waiters are nice.,food,positive
The food is so cheap and the waiters are nice.,waiters,positive
The food there is so good that even to order out the wait is incredible.,food,positive
The food there is so good that even to order out the wait is incredible.,wait,negative
The bartender on my most recent visit was so incredibly rude that I will never go back.,bartender,negative
"Their sushi, Kamikaze and other Rolls are fresh and well presented.",sushi,positive
"Their sushi, Kamikaze and other Rolls are fresh and well presented.",kamikaze,positive
"Their sushi, Kamikaze and other Rolls are fresh and well presented.",rolls,positive
"For authentic Thai food, look no further than Toons.",thai food,positive
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",mayonaisse,negative
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",food runners,neutral
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",bill,negative
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",fries,negative
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",braised lamb shank in red wine,positive
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",special,positive
"If anyones has doubt of not knowing enough about wines,please check their wine list.",wines,neutral
"If anyones has doubt of not knowing enough about wines,please check their wine list.",wine list,positive
"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",waitstaff,negative
"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",food,neutral
Have the iced tea.,iced tea,positive
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",salmon,negative
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",chicken,positive
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",servings,negative
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",entree,negative
you can actually get 2 salads worth if u take it home and add it to some lettuce!,salads,negative
you can actually get 2 salads worth if u take it home and add it to some lettuce!,lettuce,neutral
The ambience is very romantic and definitely a good place to bring a date.,ambience,positive
The ambience is very romantic and definitely a good place to bring a date.,place,positive
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",bar,positive
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",tables,negative
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",waiter,neutral
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",bartender,neutral
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",atmosphere,positive
"The food is very good for it's price, better than most fried dumplings I've had.",food,positive
"The food is very good for it's price, better than most fried dumplings I've had.",price,positive
"The food is very good for it's price, better than most fried dumplings I've had.",fried dumplings,negative
There are much better places in NY with better prices.,prices,negative
Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,obv caviar,positive
Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,menu,positive
I ate here a week ago and found most dishes average at best and too expensive.,dishes,negative
"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",food,neutral
"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",dining experiences,positive
I've waited over one hour for food.,food,neutral
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",pizza,positive
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",santa fe chopped salad,positive
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",fish and chips,positive
The ambience is very calm and quiet.,ambience,positive
"Both times I was extremely dissappointed by the service, which was boarderline rude.",service,negative
"not only does make the best pizza in NY , maybe anywhere.",pizza,positive
The spicy Tuna roll is huge and probably the best that I've had at this price range.,tuna roll,positive
The spicy Tuna roll is huge and probably the best that I've had at this price range.,price range,positive
Price and quality of fish alone will keep us from making a return visit.,price,negative
Price and quality of fish alone will keep us from making a return visit.,fish,negative
Price and quality of fish alone will keep us from making a return visit.,quality,negative
Our waiter and all of the people helping him were attentive and genuine.,waiter,positive
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,place,positive
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,dishes,positive
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,wine,positive
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,atmosphere,positive
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,served,positive
This is one of the best comfort food places in the city.,comfort food,positive
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",ingredients,positive
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",technique,positive
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",lunch,neutral
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",dinner,neutral
I had a huge pastrami sandwich on a roll.,pastrami sandwich,positive
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",table,negative
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",atomosphere,positive
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",room,negative
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",spot,negative
The fish was not fresh and the rice tasted old and stale.,fish,negative
The fish was not fresh and the rice tasted old and stale.,rice,negative
"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",price,negative
"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",dish,negative
"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",lunch specia,negative
This is the pinnacle of Indian Fast Food (all fast foods in my opinion).,indian fast food,positive
"Besides, when you have bad service, that's less money you have to tip.",service,negative
"Besides, when you have bad service, that's less money you have to tip.",money,negative
"Besides, when you have bad service, that's less money you have to tip.",tip,negative
The wine list is also really nice.,wine list,positive
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",service,positive
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",oysters,positive
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",price,positive
"Compared to Ess-a, Tal offers a less doughy bagel!",bagel,negative
Ballato's is consistently delicious authentic italian food.,italian food,positive
"The service was attentive, yet discreet.",service,positive
For those prices and the dressed up atmosphere you expect more and should get more.,prices,negative
For those prices and the dressed up atmosphere you expect more and should get more.,atmosphere,negative
They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,menu,neutral
They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,drinks,positive
We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,atmosphere,positive
We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,food,positive
The food was pretty tradional but it was hot and good with large portions.,food,positive
The food was pretty tradional but it was hot and good with large portions.,portions,positive
"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.",place,negative
"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.",place,negative
You have to increase the service a lot.,service,negative
Ambiance is barely romantic but management tries.,ambiance,negative
Ambiance is barely romantic but management tries.,management,positive
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",portions,negative
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",appetizers,negative
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",appetizer,negative
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",main entree,neutral
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",cold udon,neutral
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",chef,positive
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",menu,positive
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",dish,negative
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",portions,negative
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,food,negative
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,rice,neutral
"After we got our sashimi order, I could not believe how small the portions were!",sashimi,neutral
"After we got our sashimi order, I could not believe how small the portions were!",portions,negative
"After the main course came, we didn't see our waiter for at least 40 MINUTES!",main course,neutral
"After the main course came, we didn't see our waiter for at least 40 MINUTES!",waiter,negative
Nothing better than buying a snapple for $3.25 too.,snapple,positive
"When family came in he gave them apps to test their palets, and then ordered for them.",apps,neutral
"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",service,positive
"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",decor,positive
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,negative
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",popcorn topping,neutral
The service was excellent and the food was delicious.,service,positive
The service was excellent and the food was delicious.,food,positive
If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,scene,negative
If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,customers,negative
"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",seafood,neutral
Right off the major deegan you get ladies from all over the city.,ladies,positive
Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,wait,negative
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people serving,positive
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",food,negative
The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,fillings,neutral
The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,dosa batter,positive
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",lunch,positive
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",dinner,positive
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",pre-theatre or after-theatre drinks,positive
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",spot,positive
"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",mussaman curry,negative
"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",fried tofu,negative
"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",potato,negative
Had a late night dinner on a Saturday night.,dinner,neutral
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food,positive
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,service,positive
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,atmosphere,positive
Their sake martini is wonderful.,sake martini,positive
"Well, this place is so Ghetto its not even funny.",place,negative
Once they ran out of Gnochi and made it for me from scratch!,gnochi,neutral
We would like to thank Marcelo and Grace for a wonderful dining experience!!!,dining,positive
"Found service above average, but that could be because we were 13 of us.",service,positive
"Bagels are ok, but be sure not to make any special requests!",bagels,neutral
fine dining restaurant quality.,quality,positive
Overall a disappointing experience for that price category.,price,negative
"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",lunch buffet,neutral
The food was exceptional.,food,positive
A Thai restaurant out of rice during dinner?,rice,neutral
A Thai restaurant out of rice during dinner?,dinner,neutral
The portions are small but being that the food was so good makes up for that.,portions,negative
The portions are small but being that the food was so good makes up for that.,food,positive
(and I have eaten my share) Which impresses me for having such a large amount of people to serve.,serve,positive
"Sure, the setting is nice.",setting,positive
"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",service,positive
"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",food,positive
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",appetizer,neutral
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",entrees,neutral
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",cokes,neutral
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",bill,neutral
Best drumsticks over rice and sour spicy soup in town!,drumsticks over rice,positive
Best drumsticks over rice and sour spicy soup in town!,sour spicy soup,positive
Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,negative
Their whitefish salad is excellent--all whitefish with a little mayo.,whitefish salad,positive
Their whitefish salad is excellent--all whitefish with a little mayo.,whitefish,positive
Their whitefish salad is excellent--all whitefish with a little mayo.,mayo,positive
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",price,positive
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",congee,neutral
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",noodles,neutral
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",rice dishes,neutral
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken with portobello mushrooms,negative
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken,negative
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",tomato sauce,negative
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",pasta,negative
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",sauce,negative
I recommend this place to everyone who asks me where to go for a good meal.,meal,positive
The waitresses are nice--also you can just get counter service sit.,waitresses,positive
The waitresses are nice--also you can just get counter service sit.,counter service,positive
The only friendly staff member was the guy at the bar.,staff member,positive
The only friendly staff member was the guy at the bar.,bar,neutral
The only friendly staff member was the guy at the bar.,guy,positive
"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",food,positive
"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",prices,positive
Won't or Can't is not in the service directory.,service,positive
I cannot imagine a friendlier staff working in a restaurant.,staff,positive
I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,upstairs,positive
"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",red curry,negative
"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",pad thai,negative
"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",rice,negative
"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",seafood,negative
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,wine list,positive
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,meal,positive
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,priced,positive
"Saul is pretty good, but definitely not great.",saul,neutral
"I would recommend Roxy's for that, but not for their food.",food,negative
We always get a sampling of appetizers and share.,appetizers,neutral
"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",price,positive
"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",quality,positive
"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",table,negative
"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",dinner,positive
Their pad penang is delicious and everything else is fantastic.,pad penang,positive
"The puke green walls leave a lot to be desired, but the food is very good.",food,positive
"The puke green walls leave a lot to be desired, but the food is very good.",walls,negative
"The flavors are very fresh and pretty inobtrusive, nothing flashy.",flavors,positive
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,negative
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak,negative
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,tuna,negative
"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",pizza,positive
big and soft as well as good lunch food.,lunch food,positive
"No food snobs allowed, this place is for people who appreciate good food.",food,neutral
"No food snobs allowed, this place is for people who appreciate good food.",food,positive
I liked the food at this quasi-thai restaurant.,food,positive
I liked the food at this quasi-thai restaurant.,quasi-thai,positive
By far the best salad I have had in a fast food restaurant.,salad,positive
By far the best salad I have had in a fast food restaurant.,fast food,neutral
"As for the bar, this is another bad idea.",bar,negative
"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",bagel,neutral
"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for.",bagels,positive
The barebecued salmon is elegantly spiced and not at all dry.,barebecued salmon,positive
"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",owner,neutral
What generous portions!,portions,positive
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,workers,neutral
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,bagel,neutral
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,cream cheese,neutral
The wine the service was very good too.,wine,positive
The wine the service was very good too.,service,positive
"So, the menu is written in chalk above your head and it all sounds delicious.",menu,neutral
The highly spiced chai tea was great too.,chai tea,positive
"I have been there many times, and food is good and consistent.",food,positive
"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.",spicy tuna hand rolls,positive
"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",food,negative
"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",ambiance,positive
"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",decor,positive
I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,atmosphere,positive
The meat dishes were only so-so.,meat dishes,neutral
"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",hostess,positive
"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",atmosphere,positive
"The menu consisted of standard brassiere food, better then places like Balthazar etc.",menu,positive
"The menu consisted of standard brassiere food, better then places like Balthazar etc.",brassiere food,positive
"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",food,negative
"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",quality,negative
"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",atmosphere,positive
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,manager,positive
The staff there is very attentive and down to earth.,staff,positive
"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",service,negative
"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",food,positive
"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",atmosphere,positive
"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",service,negative
"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",server,negative
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,prix fix,positive
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,three course meal,positive
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,glasses of wine,positive
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,course,neutral
It took them 15 minutes to put water in our glasses.,water,neutral
The service is descent even when this small place is packed.,service,positive
The service is descent even when this small place is packed.,place,negative
This is the best sushi in new york city - hands down.,sushi,positive
I have eaten a lot of pizza here.,pizza,neutral
Great value for the quality ingredients.,ingredients,positive
"The Thali was small, thoroughly unremarkable, and $14.95.",thali,negative
The sushi is also great!,sushi,positive
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,chef app,positive
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,delicate butternut squash ravioli in a delicious truffle sauce,positive
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,buttery and tender langostine entree,positive
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,dessert,neutral
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,cakebread cabernet,positive
Truly the mark of an attentive waiter.,waiter,positive
"The food here is rather good, but only if you like to wait for it.",food,positive
I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,positive
I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,positive
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",staff,positive
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",bar,neutral
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",drinks,neutral
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",menu,neutral
The makhani was OK --the korma was bland.,makhani,neutral
The makhani was OK --the korma was bland.,korma,negative
The food is inventive but still keeps traditional indian flavoring.,food,positive
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor,positive
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",place,positive
This is a cute place and could be good but they need to get their act together.,place,positive
The lox is always fresh too.,lox,positive
Service was very friendly.,service,positive
So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,thai food,positive
Food was OK - fish was cooked well.,food,neutral
Food was OK - fish was cooked well.,fish,positive
We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,chinese food,positive
The duck confit is always amazing and the foie gras terrine with figs was out of this world.,foie gras terrine with figs,positive
The duck confit is always amazing and the foie gras terrine with figs was out of this world.,duck confit,positive
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff,negative
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",choices,negative
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",reservations,neutral
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",food,neutral
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",menu,neutral
The staff offers impeccable service.,staff,positive
The staff offers impeccable service.,service,positive
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,gulab jamun (dessert),positive
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,waiter,positive
