sentence,aspect,polarity
Love that it doesn't take up space like a regular computer.,space,positive
Asked the customer service rep.,customer service rep,neutral
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",genius bar staff),negative
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",fan,neutral
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",boot up,neutral
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",mouse cable,negative
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",mouse,negative
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",ram slots,neutral
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",hdd bays,neutral
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",16gb ram support,neutral
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",wireless,positive
I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,asus tech support,negative
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,negative
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,negative
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",display,negative
"the mouse on the pad, the left button always sticks.",mouse on the pad,neutral
"the mouse on the pad, the left button always sticks.",left button,negative
i have tried to charge on different batteries with no luck.,batteries,negative
"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",battery life,positive
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",built in tools,neutral
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",itunes,positive
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,size,positive
True quality at a great price!,quality,positive
True quality at a great price!,price,positive
Not easy to carry.,carry,negative
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,programs,positive
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,leopard running system,neutral
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",lg service center,negative
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",service center,negative
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",service,negative
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,material,positive
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,specs,negative
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,performs,positive
"After doing extensive research, macconnection had the lowest price on the 15"" MBP i5.",price,positive
I am ADDICTED to photo booth!,photo booth,positive
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",operating system,positive
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",user interface,positive
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",multi-touch track pad,positive
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,hard disk,neutral
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,hard disk space,positive
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,internal hard disk,neutral
It is extremely portable and easily connects to WIFI at the library and elsewhere.,connects to wifi,positive
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",applications,positive
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",windows,negative
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,screen,positive
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,gaming,positive
"I considered I may have too much on the computer, but after looking, there was plenty of space and that is not the issue.",space,positive
i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,charge,negative
"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",power adapter,negative
"I saw walmart had the same computer for about $650 but still knowing what I know now,I would not buy it at that price.",price,negative
"Of course, for a student, weight is always an issue.",weight,neutral
"Now mainboard is broken, have to wait for a new one.",mainboard,negative
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",speed,negative
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",hard drive,neutral
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",500gb external hard drive,neutral
2.The wireless card is low quality.,wireless card,negative
They also use two totally different operating systems.,operating systems,neutral
They are about the same size keys.,keys,neutral
"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",accessories,negative
"They offer the best warranty in the business, and don't 3rd party it out like Toshiba.",warranty,positive
The only problems are the sound isnt very loud I have to wear headphones.,sound,negative
Again- windows based machines were not giving me anything to work with!,windows,negative
"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",system,neutral
i love the size of the computer since i play games on it.,size,positive
i love the size of the computer since i play games on it.,games,neutral
"You know, using the computer should be fun, not aggrevation, especially when you are playing games or working with photos.",playing games,neutral
There are no viruses or spyware to worry about like on a Windows computer.,windows,negative
To be honest i think it was faulty equipment or something but idk.,equipment,negative
"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",size,positive
"I love its solid build, light wt and excellent battery life (for now).",build,positive
"I love its solid build, light wt and excellent battery life (for now).",wt,positive
"I love its solid build, light wt and excellent battery life (for now).",battery life,positive
"while about 8 years ago, I hope that the quality has changed.",quality,negative
"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",apple navigation,neutral
"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",apps,positive
-I propose that I can just swap the hard drives.,hard drives,neutral
"The battery holds up well, it's built very solidly, and runs fast.",battery,positive
"The battery holds up well, it's built very solidly, and runs fast.",built,positive
"The battery holds up well, it's built very solidly, and runs fast.",runs,positive
Sound card is limited though.,sound card,negative
This is a nicely sized laptop with lots of processing power and long battery life.,processing power,positive
This is a nicely sized laptop with lots of processing power and long battery life.,battery life,positive
This is a nicely sized laptop with lots of processing power and long battery life.,sized,positive
The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements.,vista,negative
"The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.",desktop keyboard,neutral
The display is awesome.,display,positive
It took several weeks just to get them to acknowledge that I owned the warranty.,warranty,negative
The keyboard is like no other laptop keyboard.,keyboard,neutral
The keyboard is like no other laptop keyboard.,keyboard,neutral
-Computer crashed frequently and battery life decreased very quickly.,battery life,negative
-I propose that they can just swap the hard drives.,hard drives,neutral
Every driver on the drivers/applications DVD is everything you will need for a reload.,driver,positive
Every driver on the drivers/applications DVD is everything you will need for a reload.,drivers/applications dvd,positive
I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,neutral
I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,neutral
It's also fairly easy to use the Operating System.,operating system,positive
We figure that after everything HIS pc actually ended up costing $350 more than my original Mac.,costing,negative
So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,ac plug,negative
Peformance is good for the price.,peformance,positive
Peformance is good for the price.,price,positive
The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,shipping,negative
Summary: HP knew they were shipping out bad BIOS and did nothing proactive to resolve it.,bios,negative
I had 3 months when the ports started going out.,ports,negative
"The improvements to the OS have been relatively gradual, but substantive.",o,positive
It is super easy to use.,use,positive
Many of my classmates computers hard drives crashed.,hard drives,negative
Ease of use is just one of the benefits I love about my Mac.,use,positive
"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",ms office,neutral
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping,positive
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,positive
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",budget,positive
The sheer power and flexibility makes the MacBook Pro a must have for any techie!,power,positive
The sheer power and flexibility makes the MacBook Pro a must have for any techie!,flexibility,positive
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,hdmi port,negative
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,s-video port,negative
The speakers on it are useless too.,speakers,negative
Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,battery,neutral
Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,surfing the web,neutral
Iphoto is great for adding pictures right to facebook and other social networking sites.,iphoto,positive
"In early May I got it back and this time I only had it back for 1 day before it had a NEW issue so it was sent back in for the 6th time they ""expedited"" the repairs so I was only supposed to have to be without it for 3 days and it was supposed to be fixed, by a ""Senior Tech"".",senior tech,negative
"Some features arent friendly ( volume wheel, sound quality, etc.",volume wheel,negative
"Some features arent friendly ( volume wheel, sound quality, etc.",sound quality,negative
"Some features arent friendly ( volume wheel, sound quality, etc.",features,negative
"A cheaper price should not equal a ""cheap"" product.",price,positive
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",manual,neutral
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",hard drive,neutral
Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,software,neutral
Adjust the sensitivity since it's not that responsive to begin with.,sensitivity,negative
"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",battery,negative
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",battery life,negative
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",case,negative
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",core applications,negative
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",system,negative
Later it held zero charge and its replacement worked for less than three months.,charge,negative
The company sent me a whole new cord overnight and apologized.,cord,positive
It's even easy to hook up to other wireless networks.,hook up to other wireless networks,positive
"Also, I have had alot of trouble with the shift key to go to other lines.",shift key,negative
"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",rep,negative
It gives me the power and speed that I need to run all the programs I use to edit.,power,positive
It gives me the power and speed that I need to run all the programs I use to edit.,speed,positive
It gives me the power and speed that I need to run all the programs I use to edit.,programs,neutral
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,ilife,positive
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,microsoft office,neutral
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",portability,positive
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",longevity,positive
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",use,positive
Again I sent it back and they replaced the motherboard and some fan inside.,motherboard,neutral
Again I sent it back and they replaced the motherboard and some fan inside.,fan,neutral
"Fully charged, the MacBook Pro can last about five hours unplugged.",charged,positive
"I know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls.",price,neutral
"For me, keys were starting to get stuck and wouldn't type very well.",keys,negative
can't reinstall with standard os cd because of proprietary hardware drivers.,standard os cd,negative
can't reinstall with standard os cd because of proprietary hardware drivers.,proprietary hardware drivers,negative
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",battery,neutral
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",charge,negative
The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,delivery,negative
The first programm I switched on was a game for my children.,programm,neutral
I have been very pleased with the performance of this laptop.,performance,positive
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",battery life,positive
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",response,positive
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",internet focused activity,neutral
Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,features,neutral
It is sleek and lightweight and charges quickly when needed.,charges,positive
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",size,positive
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",look,positive
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",feature,positive
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",charge,neutral
( The iBook backup also uses a firewire connection).,ibook backup,neutral
( The iBook backup also uses a firewire connection).,firewire connectio,neutral
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",camera,neutral
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",specifications,neutral
Also the display is exceptional!,display,positive
The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,repair depot,neutral
Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.,keyboard shortcuts,positive
Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.,shortcuts,neutral
little short on RAM but you get what you pay for.,ram,negative
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",software,negative
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",windows media,neutral
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",price,positive
"THEN, one month after the warranty expired, the replacement charger went.",warranty,neutral
"THEN, one month after the warranty expired, the replacement charger went.",replacement charger,negative
"I love a ""pc"" but I was ready for a change and tired of the windows system.",windows system,negative
"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad.",cursor,negative
"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad.",mousepad,negative
"Other installed features, such as certain printer software, are also most attractive.",features,positive
"Other installed features, such as certain printer software, are also most attractive.",printer software,positive
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",power,neutral
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",memory,neutral
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",speed,neutral
"Even doing so, the hinge may just be slightly tightened only.",hinge,neutral
"company provides UPS shipping, fast, great!",shipping,positive
I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.,technician,negative
"Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",dc jack,neutral
"Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",dc jack,neutral
"Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",power brick,neutral
"It is easy to use, has great screen quality, and every so light weight.",screen quality,positive
"It is easy to use, has great screen quality, and every so light weight.",use,positive
"Great product, very easy to use and great graphics.",graphics,positive
"Great product, very easy to use and great graphics.",use,positive
The iLife software that comes with the computer is so simple to use and produces a great finished product.,ilife software,positive
The iLife software that comes with the computer is so simple to use and produces a great finished product.,use,positive
The built-in webcam is great for Skype and similar video-chat services.,built-in webcam,positive
The shop will definitely push the problem to the service center.,service center,neutral
"PC users work in Word, while Mac users work in Pages.",word,neutral
"PC users work in Word, while Mac users work in Pages.",pages,neutral
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",applications,positive
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",internet,neutral
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",gaming,neutral
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.","17"" inch screen",positive
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",price-point,positive
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",appearance,positive
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",boots up,positive
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",runs,positive
"The apple systems are over priced luxurys that arn't worth what they are being charged for, this model's specifications are far from being impressive and they only thing you get out of this is the apple name.",specifications,negative
"The apple systems are over priced luxurys that arn't worth what they are being charged for, this model's specifications are far from being impressive and they only thing you get out of this is the apple name.",over priced,negative
pros:  the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so.,battery life,positive
Disappointing for such a lovely screen and at a reasonable price,screen,positive
Disappointing for such a lovely screen and at a reasonable price,price,positive
The only bad thing about it is they give you the worst batteries possible.,batteries,negative
Good price.,price,positive
THE MOTHERBOARD IS DEAD !,motherboard,negative
the speed is fine.,speed,positive
Hmmm - that high failure rate sure isn't reflected in the retail price.,retail price,negative
"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial.",microsoft student edition,negative
Good for every day computing and web browsing.,web browsing,positive
Good for every day computing and web browsing.,every day computing,positive
"Also, I have had alot of trouble with the keys sticking and will not type correctly.",keys,negative
Excellent LED monitor and well equipped.,led monitor,positive
This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,mother board,negative
This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,hard drive,negative
"Without a doubt, the *design* of this laptop is fantastic.",design,positive
I couldn't believe how long the battery lasted on a single charge.,battery,positive
I couldn't believe how long the battery lasted on a single charge.,charge,positive
I could save ten essay papers and have hardly any memory left.,memory,negative
"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",gaming,positive
"This is the first time that I tried and owning a netbook although I have used 3 different laptops in the past 10 years, I find not much difference except of course for the screen size.",screen size,neutral
But the biggest pain is that tech support is not available 24/7.,tech support,negative
The backlit keys are wonderful when you are working in the dark.,backlit keys,positive
"I chose the iBookG4, a laptop that is an attractive computer with a large screen big enough to please anyone.",screen,positive
"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",safari internet browser,negative
"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",firefox,positive
"Everything about the Mac is not only visually appealing, but very easy to use.",use,positive
I know what 7 hrs of battery looks like.,battery,positive
I did not have to call the support line at all.,support line,neutral
The laptop is outstanding in all aspects except that it has the Windows 7 starter and not the full Windows 7.,windows 7 starter,negative
The laptop is outstanding in all aspects except that it has the Windows 7 starter and not the full Windows 7.,windows 7,positive
THE FIRST PROBLEM IS THAT THE KEYBOARD FUNCTION IS SIMPLY UNSATISFACTORY.,keyboard function,negative
"The DVD drive randomly pops open when it is in my backpack as well, which is annoying.",dvd drive,negative
"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",garageband,neutral
"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",microphone,positive
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,linux,neutral
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,security-prone os,neutral
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,performs,positive
The difference is the Toshiba had a lot more memory and hard drive space.,memory,positive
The difference is the Toshiba had a lot more memory and hard drive space.,hard drive space,positive
There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.,firewire cable system,negative
There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.,ibook,neutral
Seems like maybe a bad shipment from Toshiba.,shipment,negative
OS X is solid with lots of innovations such as quicklook which save heaps of time.,os x,positive
OS X is solid with lots of innovations such as quicklook which save heaps of time.,quicklook,positive
But other than that I am blown away by all the features this laptop offers.,features,positive
The keyboard is slick and quiet and not bulky like some other laptops I have had in the past.,keyboard,positive
"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",design,positive
"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",colors,positive
First the screen goes completely out.,screen,negative
I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,mousepad,positive
I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,browsing,positive
"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",photobooth,positive
"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",program,positive
"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",built-in camera,positive
Many kinds of software that is necessary to the working person is not available and cannot be downloaded.,software,negative
I had to pay for the shipping!,shipping,negative
"It bluescreened on me without any warning, running simply basic Chrome.",chrome,negative
I took 3-4 years researching brands and prices of laptops.,prices,neutral
We researched and found the best price at MacConnection.,price,positive
But guess what?  (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,external dvd drive,negative
But guess what?  (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,external drive,negative
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,portability,positive
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,processing,positive
I use a cooling pad but it doesn't help.,cooling pad,negative
Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,supplied software,neutral
Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,software,positive
Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,windows,negative
I'm tired of the inept service.,service,negative
"Garageband is easy to work with, like all the other apple applications I've had experience with.",garageband,positive
"Garageband is easy to work with, like all the other apple applications I've had experience with.",apple applications,positive
"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",bios,negative
"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",bios,negative
"Because we did not purchase the extended warranty in time, we are on the hook for the repair.",extended warranty,negative
"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",charging,negative
"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",charge,negative
"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",charge,neutral
This laptop looked brand new and was shipped very quickly.,shipped,positive
"Info: Windows failed to load because the kernal is missing, or corrupt.",windows,negative
"Info: Windows failed to load because the kernal is missing, or corrupt.",kernal,negative
"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.",display,positive
"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.",battery life,positive
"But the quality, in general was less than the worth of the cheap laptop.",quality,negative
In the first moth of owning this computer its hardrive failed which had to be replaced.,hardrive,negative
Its also FUN to use!,use,positive
"The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.",graphics,positive
"The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.",screen,positive
"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!",upgraded memory,positive
"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!",applications,neutral
"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!",running,positive
"Simple to use, and great graphics.",graphics,positive
"Simple to use, and great graphics.",use,positive
The internet speed is spectacular.,internet speed,positive
They claim call center is still down.,call center,negative
Mac also has many apps and programs that are quite cheap or free.,apps,positive
Mac also has many apps and programs that are quite cheap or free.,programs,positive
"My husband uses it mostly for games, email and music.",games,neutral
I just took the broken cords into the Apple store and they gave me new ones.,cords,positive
"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",screen,neutral
"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",screen,neutral
"Being a PC user my whole life, it's taking a bit of time to adapt to the OS of a Mac but I'm finding my way around.",os,neutral
The computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the fan.,fan,negative
"I have in the past gotten superfine sandpaper and ""fixed"" the edges by rounding them off.",edges,negative
Downfalls: sharp edges.,edges,negative
i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,carry,neutral
The screen is gorgeous - yummy good.,screen,positive
"Did I mention everything about it, from size to weight to keyboard screams BULK?",size,negative
"Did I mention everything about it, from size to weight to keyboard screams BULK?",weight,negative
"Did I mention everything about it, from size to weight to keyboard screams BULK?",keyboard,negative
I had it four months when my disc drive refused to open.,disc drive,negative
"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",hard drive,neutral
"Once again, I was told it was the suspicious  power supply  problem.",power supply,negative
"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",display,positive
"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",starts,positive
Unable to boot up this brand new laptop.,boot up,negative
"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",pages,positive
"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",keynotes,positive
"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",hard drive,negative
"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",mother board,negative
"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",dvd drive,negative
"The guy then said that if I insist on having the hinge tightened, they can do it for me but I have to accept the condition after the ""repair"".",hinge,neutral
"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",motherboard,neutral
"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",port,neutral
"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",plug,negative
"I love the feel of the key board, as well as the trackpad.",key board,positive
"I love the feel of the key board, as well as the trackpad.",trackpad,positive
Now I have the best of both worlds with all of the power and ease of the Mac!,power,positive
Now I have the best of both worlds with all of the power and ease of the Mac!,ease,positive
Ease of use is just one of the benefits I love about my Mac.,use,positive
-Touchpad will take a bit of time to get used to.,touchpad,neutral
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,connection card,neutral
