sentence,aspect,polarity
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,touch control buttons,negative
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,keyboard,negative
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,performance,positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",ilife software,positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iphoto,positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",imovie,positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iweb,positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",itunes,positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",garageband,positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",runs,positive
At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,system board,negative
"Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",size,neutral
"Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",software,neutral
"Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",hardware,neutral
"It has plenty of memory, lots of hard drive, and great graphics.",memory,positive
"It has plenty of memory, lots of hard drive, and great graphics.",hard drive,positive
"It has plenty of memory, lots of hard drive, and great graphics.",graphics,positive
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,programs,positive
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,navigation,positive
"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",hinge,negative
"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",lcd,neutral
My problem was with DELL Customer Service.,dell customer service,negative
"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.",rma service,positive
Design: very durable.,design,positive
It is easy to go from one keyboard to another.,keyboard,neutral
Has a 5-6 hour battery life.,battery life,neutral
My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,screen/video resolution,negative
My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,resolution,negative
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",applications,neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",dreamweaver,neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",final cut pro 7,neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",photoshop,neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",safari,neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",firefox,neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",msn messenger,neutral
"I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",warrenty,negative
Ive had to call tech support many times.,tech support,neutral
"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",apple applications,positive
"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",iphoto,positive
Not to mention it has shit gigs.,gigs,negative
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",memory,neutral
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",17-inch screen,neutral
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",dvd,positive
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",cd burners,positive
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",web browsing,positive
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",uploading photos,positive
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",watching movies,positive
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",creating presentations,positive
"Quality Display  I love HP,, it's the only computer/printer we will buy.",quality display,positive
"Despite the inconvenient weight, I opted for the 12 cell battery.",12 cell battery,positive
The case is carved out of a single block of aluminum.,case,neutral
First it burned or fused the power adapter plug.,power adapter plug,negative
"the features are great, the only thing it needs is better speakers.",features,positive
"the features are great, the only thing it needs is better speakers.",speakers,negative
"It was still working, but there was nothing on the screen.",screen,negative
I bought this laptop and found its TAB is not functioning.,tab,negative
Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,extended warrenty,negative
"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",tft panel,negative
"Navigation through the computer is far superior compared to Windows operating systems, as well.",navigation,positive
"Navigation through the computer is far superior compared to Windows operating systems, as well.",windows operating systems,negative
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen,negative
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen size,negative
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",bulk,negative
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",music software,negative
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",software,positive
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",picture,negative
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",video,negative
The much lauded combined touch pad and clicker is a nightmare.,combined touch pad and clicker,negative
"The Unibody construction is solid, sleek and beautiful.",unibody construction,positive
This MacBook is an outstanding product with great value.,value,positive
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,windows,negative
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,screen hinges,negative
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,battery,negative
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,service,negative
and plenty of storage with 250 gb(though I will upgrade this and the ram..),storage,positive
and plenty of storage with 250 gb(though I will upgrade this and the ram..),ram,neutral
"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.",nvidia chipset,negative
I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,extended warranty,neutral
"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.",programs,negative
I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,charge time,negative
"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",size,negative
"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",consistancy,negative
"the key bindings take a little getting used to, but have loved the Macbook Pro.",key bindings,negative
Keyboard is reasonable size.,keyboard,positive
Keyboard is reasonable size.,size,positive
I find myself using the 10-key more than I thought I would.,10-key,positive
Fan noise: The fan made a constant hissing noise in the background.,fan,negative
Fan noise: The fan made a constant hissing noise in the background.,fan,negative
"The screen is bright and clear, the operating system is solid and friendly to a novice.",screen,positive
"The screen is bright and clear, the operating system is solid and friendly to a novice.",operating system,positive
It has a .1 ghz faster processor and a stock 500gb hard drive.,processor,positive
It has a .1 ghz faster processor and a stock 500gb hard drive.,500gb hard drive,positive
The feature are good enough for what I need.,feature,positive
"Finally, the biggest problem has been tech support.",tech support,negative
""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output.",usb output,negative
With Windows laptops a wireless mouse is an absolute must.,wireless mouse,neutral
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",size,positive
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",screen,positive
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",windows,neutral
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",linux,neutral
But if you're willing to pay another 200 dollar for a windows disc.,windows disc,neutral
Very good quality and well made.,quality,positive
"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.",touchpad,positive
my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,video card,neutral
It had the full sized touch pad with 2 buttons instead of just one.,touch pad,neutral
"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.",external mouse,neutral
It was super easy to set up and Is really easy to get used to.,set up,positive
"The only thing that can be updated is the video, other than that you're all set.",video,negative
Its a good laptop for its value.,value,positive
Then the hard drive failed;,hard drive,negative
"Plain and simple, it(laptop) runs great and loads fast.",runs,positive
"Plain and simple, it(laptop) runs great and loads fast.",loads,positive
of course my warranty runs out next month.,warranty,neutral
The capabilities using that program alone made me want a Mac.,program,positive
"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",disk throughput,neutral
"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",spinning beachball,negative
"I have found also, it is very easy to be able to access wireless internet access;",wireless internet access,positive
This is a great value for the money.,value,positive
"It was a great laptop, ran great and was really fast.",ran,positive
The battery has never worked well.,battery,negative
I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,company,negative
The only problem is a lack of screen resolutions!,screen resolutions,negative
"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",carry,positive
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,keyboard,negative
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,edges,negative
"It has many great programs, such as ILife, iPhotos and others.",programs,positive
"It has many great programs, such as ILife, iPhotos and others.",ilife,positive
"It has many great programs, such as ILife, iPhotos and others.",iphotos,positive
"The processor went on me, the fan went and the motherboard went.",processor,negative
"The processor went on me, the fan went and the motherboard went.",fan,negative
"The processor went on me, the fan went and the motherboard went.",motherboard,negative
It is very well built.,built,positive
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,performance,positive
The screen resolution was exactly what I was looking for.,screen resolution,positive
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",snow leopard,positive
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",cpu,negative
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",office mac applications,negative
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",word,negative
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",excel,negative
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",spinning wheel,negative
There is no number pad to the right of the keyboard which is a bummer.,pad,negative
There is no number pad to the right of the keyboard which is a bummer.,keyboard,negative
After 20-30 min the screen of the notebook switched off.,screen,negative
"If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.",windows 7,positive
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",programs,positive
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",ilife,positive
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iwork,positive
10 hours of battery life is really something else....,battery life,positive
Runs fast and the regular layout keyboard is so much better.,regular layout keyboard,positive
Runs fast and the regular layout keyboard is so much better.,runs,positive
"All the programs are easy and straight forward on my MacBook Pro, it is clean and organized, which I always strive to be myself.",programs,positive
I reinstalled windows through the recovery discs and everything seemed good again.,windows,positive
I reinstalled windows through the recovery discs and everything seemed good again.,recovery discs,positive
"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",windows 7 starter,positive
Support has been lackluster and now I just want a refund.,support,negative
"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.",warranty,negative
"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.",online chat service,negative
""">  iPhoto is probably the best program I have ever worked with: easy and convenient.",iphoto,positive
I love to write and play with graphics and html programming and my new Toshiba works great on both!,works,positive
My laptop now has no battery.,battery,negative
It made the computer much easier to use and navigate.,use,positive
It made the computer much easier to use and navigate.,navigate,positive
":-)If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",battery life,negative
"Needs longer lasting battery, More than 1 to 2 Hrs.",battery,negative
in May I started having problems with the USB ports not working.,usb ports,negative
10 plus hours of battery...,battery,positive
"The design is awesome, quality is unprecedented.",design,positive
"The design is awesome, quality is unprecedented.",quality,positive
The Mac version of Microsoft Office is cheaper than buying the actual and works just as well.,mac version of microsoft office,positive
"The Mac takes about the same amount of starting-up time as the average PC, but keeps itself cleaned up and ready to use.",starting-up time,positive
The Toshiba Net book operates very well.,operates,positive
"the touch pad is fine - again, it's a real touch pad.",touch pad,positive
"the touch pad is fine - again, it's a real touch pad.",touch pad,positive
The pictures are clear as can be.,pictures,positive
"It is also very lightweight, making transporting this computer very easy.",transporting,positive
It's wonderful for computer gaming.,gaming,positive
You have to toss out the wifi card and replace it just to have any sort of network capability.,network capability,negative
You have to toss out the wifi card and replace it just to have any sort of network capability.,wifi card,negative
"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",printer,positive
it is very easy for anyone to use an apple and specially the mcbook pro notebook.,use,positive
"The flaws are, this computer is not for computer gamers because of the OS X.",os x,negative
They really do have the worlds very worst repair service.,repair service,negative
They need to stop outsoucing and send some complaint calls to US based customer service agents for those who live in the United states.,customer service agents,negative
I was also able to install and use my Photoshop and AfterEffects programs easily.,photoshop,positive
I was also able to install and use my Photoshop and AfterEffects programs easily.,aftereffects programs,positive
It's perfect for everything and runs faster than an average pc!,runs,positive
Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,warrenty,negative
I'm already hooked on the sleek look and dependability that this laptop has shown.,look,positive
I'm already hooked on the sleek look and dependability that this laptop has shown.,dependability,positive
And having to deal with the company has been a even worse nightmare.,company,negative
I will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when I do so I don't run accross a situation like this again!,warranty,neutral
It has all the features that are necessary for college and if not they are able to be added onto the computer.,features,positive
"I've owned this labtop for less then two months, already the mouse button has broke.",mouse button,negative
"It did fairly well, other than it's poor performance, overheating and occational blue screen.",performance,negative
"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",touchpad,positive
"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",buttons,neutral
tons of bloatware and junk programs.,programs,negative
lots of extra space but the keyboard is ridiculously small.,space,positive
lots of extra space but the keyboard is ridiculously small.,keyboard,negative
It's so bad that I'm thinking I only got half a battery or something.,battery,negative
"Good keyboard, long battery life, largest hard drive and windows 7.",keyboard,positive
"Good keyboard, long battery life, largest hard drive and windows 7.",battery life,positive
"Good keyboard, long battery life, largest hard drive and windows 7.",hard drive,positive
"Good keyboard, long battery life, largest hard drive and windows 7.",windows 7,positive
The processor is very quick and effective as I load webpages and applications.,processor,positive
The processor is very quick and effective as I load webpages and applications.,applications,neutral
The processor is very quick and effective as I load webpages and applications.,load,positive
The processor is very quick and effective as I load webpages and applications.,webpages,neutral
My battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars!,battery,negative
"It pretty much does everything we could ever need, and looks great to boot.",boot,positive
"As a lifelong Windows user, I was extremely pleased to make the change to Mac.",windows,negative
"The Macbook is also made better, my computer has never got a virus, and the laptop runs just as fast as the first day I bought it.",runs,positive
"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",openoffice,neutral
"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",firefox,neutral
"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",price,positive
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",quality,negative
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",performance,negative
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",battery life,positive
"I picked it out because it was inexpensive ($400) and I thought it would be a good, easy to use first laptop.",use,positive
MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,product key,negative
Pay attention to the specs if you want these options.,specs,neutral
It also does not have bluetooth.,bluetooth,negative
Sure it has the one touch keys but that was the best feature of the computer.,one touch keys,positive
great battery life.,battery life,positive
The real stand out on this computer is the feel of the keyboard and it's speed.,keyboard,positive
The real stand out on this computer is the feel of the keyboard and it's speed.,speed,positive
"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",specs,positive
"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",price,positive
Delivery was early too.,delivery,positive
Love the stability of the Mac software and operating system.,stability,positive
Love the stability of the Mac software and operating system.,mac software,positive
Love the stability of the Mac software and operating system.,operating system,positive
And that probably explains why I've already had my SATA controller go bad within a year of buying it.,sata controller,negative
It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,video editing,positive
It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,performance,negative
It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,mobile video editing,neutral
My main reason to convert was the imovie program.,imovie program,positive
It has a faster processor and more ram.,processor,positive
It has a faster processor and more ram.,ram,positive
"Laptops are usually used on the go, so why not give you a better battery?",battery,negative
I wasn't a big fan of the Netbooks but this one was very well designed.,designed,positive
And the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles.,warranty,positive
I still have that stupid bluetooth mouse to!,bluetooth mouse,negative
"Would like more trendy, high tech features.",features,negative
Keyboard is great but primary and secondary control buttons could be more durable.,keyboard,positive
Keyboard is great but primary and secondary control buttons could be more durable.,control buttons,negative
"I got it back again and was told the motherboard had been replaced, so I was now on the SECOND motherboard within 3 months.",motherboard,negative
"I got it back again and was told the motherboard had been replaced, so I was now on the SECOND motherboard within 3 months.",motherboard,negative
Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).,processor,neutral
Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).,performance,neutral
"They say it could be the motherboard again, but Dell",motherboard,negative
2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into,patches,negative
"Love the speed, especially!",speed,positive
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,system memory,negative
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,radeon 5850,negative
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,ddr5,positive
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,ddr3,negative
"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",programs,positive
"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",programs,positive
"The speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.",speed,positive
Awesome laptop and the perfect size to carry around in college.,size,positive
"A MONTH LATER, we reinstall the OS (Vista).",os (vista),negative
"Some problems can be fixed if you purchase new software, but there is no guarentee.",software,negative
My real problem with it? The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,battery life,negative
The battery life is also relatively good.,battery life,positive
"I definitely suggest getting an extended warranty, you will probably need it!",extended warranty,positive
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",features,positive
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",programs,positive
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",use,positive
"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",pop up windows,positive
"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",web programming software,positive
"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",pop ups,neutral
Memory is upgradable.,memory,positive
"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",3g network,negative
"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",web access,negative
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,screen,positive
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,design based programs,neutral
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,adobe creative suite,neutral
Moral of the story:-Do not buy anything from companies that do not respect their customers.,companies,negative
This is my first Dell I heard their customer service was lacking and that they were working on improving it!,customer service,negative
As well as having the plug in the computer come loose.,plug,negative
Second HDD cover has walls inside that need to be broken if you what to install one.,hdd cover,neutral
If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.,applications,neutral
Great product by Apple with the new great looking design.,design,positive
I love the keyboard.,keyboard,positive
"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",iphoto,positive
"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",program,positive
I will have to purchase Spy ware or Nortell for privacy protection.,spy ware,neutral
I will have to purchase Spy ware or Nortell for privacy protection.,nortell,neutral
I was said it's videocard.,videocard,negative
For the price and what I get out of it has exceeded my expectations.,price,positive
"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",drivers,negative
The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,speakers,negative
The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,keyboard,neutral
"Now, as easy as it is to use, and I do think it is a great STARTER laptop.",use,positive
"Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",setting,negative
"Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",screen size,negative
"Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",pixel sizes,negative
It had some kind of pre installed software update that completely shut the computer down when you clicked it.,pre installed software update,negative
"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.",customer services,negative
"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.",toshiba customer services,negative
"Also, the space bar makes a noisy click every time you use it.",space bar,negative
iPhotos is an excellent program for storing and organizing photos.,iphotos,positive
iPhotos is an excellent program for storing and organizing photos.,program,positive
Other than that its a great performing machine and well meets all my needs and more.,performing,positive
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",software,negative
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",software,negative
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",booting,negative
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",programs,positive
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",iphoto,positive
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",imail,positive
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",imovie,positive
"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.",software,neutral
Comfterbale to use light easy to transport.,use,positive
Comfterbale to use light easy to transport.,transport,positive
The Computer itself is a good product but the repair depot stinks.,repair depot,negative
I thought the price was great for the specs.,price,positive
I thought the price was great for the specs.,specs,positive
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,cd drive,negative
"So, the hard disk capacity really doesn't matter to me.",hard disk capacity,neutral
Keys stick periodically and I havent had the laptop for 45 days yet.,keys,negative
I also like that you can scroll down in a window using two fingers on the trackpad.,trackpad,positive
Everything from the design to the OS is simple and to the point.,design,positive
Everything from the design to the OS is simple and to the point.,os,positive
I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,shipping,negative
I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,gaming look,positive
I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,gaming performance,positive
This just keeps having it's hard drive replaced!,hard drive,negative
"When you look at the specs on Apple products in comparison to a Dell or a HP, yes they do seem to offer less for a higher cost.",cost,negative
The only downfall is the volume control.,volume control,negative
Very fast boot up and shut down.,boot up,positive
Very fast boot up and shut down.,shut down,positive
I finally decided on this laptop because it was the right price for what I need it.,price,positive
"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",internet connectivity,neutral
"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",usb wireless card,neutral
I had read online that some users were having sound problems.,sound,negative
"My last computer, a Toshiba, cost only $400, and worked like a charm for many years.",cost,positive
