sentence,aspect,polarity
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",nvidia 9800,neutral
The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,arm piece,positive
I take it everywhere with me because it's so easy to carry.,carry,positive
The only thing is that the battery won't last more than 1/2 an hour.,battery,negative
The first fell apart right after the 1-year-warranty.,1-year-warranty,neutral
Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,word processer,positive
The keyboard has a wonderful nature feel.,keyboard,positive
"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",battery,neutral
"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",hard disk,neutral
The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,battery,negative
The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,battery,positive
"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",performance specs,neutral
"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",features,neutral
I have no idea how this could have even gotten past quality control during production.,quality control,negative
"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.",touch-mouse,negative
"Oh yea, has no numeric pad on the side.",numeric pad,negative
"The cover for the DVD drive soon came off, too--a mark of poor construction quality.",cover for the dvd drive,negative
"The cover for the DVD drive soon came off, too--a mark of poor construction quality.",construction quality,negative
But the arm velcro is torn after one use.,arm velcro,negative
The software is amazing.,software,positive
"We carry the netbook around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards.",lcd,negative
"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",2 gb of ram,positive
"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",windows 7,positive
"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",programs,positive
"The battery life is amazing, the versitility is outstanding.",battery life,positive
"The battery life is amazing, the versitility is outstanding.",versitility,positive
"It is known as Safari, and if you are doing any website work, you should know that many hosting companies do not support it.",safari,neutral
Vista is a nightmare.,vista,negative
The program came with the computer and works beautifully.,program,positive
"the hinge design forced you to place various connections all around the computer, left right and front.",hinge design,negative
"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",screen,positive
"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",display,positive
"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",browsers,neutral
The So called laptop Runs to Slow and I hate it!,runs,negative
Charger seems large for this class of computer.,charger,negative
I dislike the quality and the placement of the speakers.,speakers,negative
"The screen graphics and clarity, and sharpness are great.",screen graphics,positive
"The screen graphics and clarity, and sharpness are great.",clarity,positive
"The screen graphics and clarity, and sharpness are great.",sharpness,positive
"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",customer support,positive
"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",performance,neutral
"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",safety feature,neutral
The unibody design is edgy and durable.,unibody design,positive
STOPPED BOOTING UP less than a week after my one-year warranty was up.,booting up,negative
STOPPED BOOTING UP less than a week after my one-year warranty was up.,one-year warranty,neutral
"But, for the cost this is a winner.",cost,positive
Later it held zero charge and its replacement worked for less than three months.,charge,negative
"Also, the battery does not last very long at all.",battery,negative
"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",software,negative
I looked around and based off my price/features comparison from a brand I trusted I landed here.,price,neutral
I looked around and based off my price/features comparison from a brand I trusted I landed here.,features,neutral
I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,services,negative
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,performance,positive
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,speed,positive
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,use,positive
Unless you need the Bluetooth 3.,bluetooth 3,neutral
I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,warrenty,negative
I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,fan blade,negative
"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",internet connection,negative
Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,external harddrives,negative
I don't understand why only Windows 7 Starter is included.,windows 7 starter,negative
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",functionality,positive
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",value,positive
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",simplicity,positive
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",look,positive
My macbook is so much better looking and so thin!,looking,positive
The ease of use is wonderful.,use,positive
This system came loaded with Windows 7 Starter.,windows 7 starter,neutral
"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).",battery life,negative
The battery gets so HOT it is scary.,battery,negative
Best thing is I can use existing 32 bit old programs.,programs,positive
It's so nice to look at and the keys are easy to type with.,keys,positive
It's so nice to look at and the keys are easy to type with.,look,positive
I am forever changed and will no longer buy a Windows based machine for personal use.,windows,negative
The only thing I would change about it is the mouse keys.,mouse keys,negative
"It is absolutely horrible to use, despite all its so called advanced features.",features,negative
"It is absolutely horrible to use, despite all its so called advanced features.",use,negative
"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",drivers,neutral
"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",windows 7 ultimate,neutral
I have to keep turning it until it decides to lower and there is no mute.,mute,negative
It's still beautiful and has better color reproduction than I could ever expect from a notebook.,color reproduction,positive
After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,warranty,neutral
He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,use,positive
"u can do what u want in just few seconds, even to start up your computer takes few seconds.",start up,positive
"Also, macbooks come with much more features which are so cool!",features,positive
They sent out a Sony 'Certified' technician.,sony 'certified' technician,neutral
They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,proprietary software,positive
Getting the Apple Care plan is a must.,apple care plan,positive
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,cd drive,neutral
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,video games,neutral
"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",programs,neutral
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",processor,positive
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",memory,positive
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",hard drive,positive
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",web cam,positive
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",screen,positive
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",features,positive
The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,battery,negative
The graphics on this computer are also stellar - very clear and vivid.,graphics,positive
"Aside from the trial software and the short battery life, lack of a webcam, its great.",trial software,negative
"Aside from the trial software and the short battery life, lack of a webcam, its great.",battery life,negative
"Aside from the trial software and the short battery life, lack of a webcam, its great.",webcam,negative
"As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.",windows,positive
I think that if it is the motherboard again so soon that they should replace it.,motherboard,negative
"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",programs,positive
"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",loads,positive
"Graphics are clean and sharp, internet interfaces are seamless.",graphics,positive
"Graphics are clean and sharp, internet interfaces are seamless.",internet interfaces,positive
"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",black keyboard,negative
Sony parts reliability and quality of service is recenlty the worst.,service,negative
"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",software options,negative
"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",applications,negative
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",features,neutral
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",functioning,neutral
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",programs,neutral
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",office,positive
It just works flawlessly!,works,positive
"Do you think I purposely ""destroy"" my netbook, so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution.",service center,negative
I'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).,port,negative
also the battery is completely shot.,battery,negative
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,cooling system,positive
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,grafics card,positive
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,led backlit screen.,positive
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,8gb ram,positive
The biggest problem is that the box had no instructions in it.,instructions,negative
"But after using it a couple of weeks, the overall operation is poor.",operation,negative
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",value,positive
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",built,positive
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",works,positive
Screen is crystal clear and the system is very responsive.,screen,positive
Screen is crystal clear and the system is very responsive.,system,positive
Or the cursor would show up some place else.,cursor,negative
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,software,neutral
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,operate,positive
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,gadgets,neutral
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",windows,negative
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",hard drive,negative
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",disk image,negative
"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,positive
"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,positive
"Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",disc drive,negative
"Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,negative
"Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,neutral
"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",appleworks,negative
"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",word processing program,negative
I already have a HP laptop I bought last year that's standard size.,size,neutral
Battery is not upgradable to a longer life battery.,battery,negative
Battery is not upgradable to a longer life battery.,battery,negative
apple has a reputation and is well known for its easy usage.,usage,positive
Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,speaker grill,negative
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",macosx,positive
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",windows 7,positive
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",dual-core,neutral
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",quad-core,neutral
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.","22"" monitor",neutral
"Love the graphics, awesome programs (including Garageband), and really cool default background.",graphics,positive
"Love the graphics, awesome programs (including Garageband), and really cool default background.",programs,positive
"Love the graphics, awesome programs (including Garageband), and really cool default background.",garageband,positive
"Love the graphics, awesome programs (including Garageband), and really cool default background.",default background,positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",screen,neutral
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",keyboard,neutral
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",screen,positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",island backlit keyboard,positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",multi-touch mouse,positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",mouse,neutral
The MacBook is way too overpriced for something so simple and chaotic.,overpriced,negative
The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,windows,neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",iwork,neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",programs,neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",microsoft office,neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",word processing,neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",spreadsheets,neutral
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",presentations,neutral
"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",runs,positive
When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.,warranty,neutral
It also came with a built it web cam which is great because I can see an communicate with my family members back home.,built it web cam,positive
Good monitor and performed well.,monitor,positive
Good monitor and performed well.,performed,positive
It was secure and easy to navigate.,navigate,positive
"I was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",graphics cards,positive
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,bluray player,neutral
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,book,negative
They are by far the easiest systems to actually learn about computers with.,systems,positive
this apple navigates you thru the unexplored world of the internet.,internet,neutral
"The video card is great for media, and above average for gaming, but not a gamers first choice.",gaming,positive
"The video card is great for media, and above average for gaming, but not a gamers first choice.",media,positive
"I had of course bought a 3 year warranty, so I sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.","3 year warranty,",neutral
"Apparently there is a manufacturing defect, something with the amount of thermal paste.",thermal paste,negative
Despite the claims of the Apple apologists (a vice of which I am recently myself reformed) the internals of Mac laptops are NO different from PCs' at this point.,internals,negative
Took several hours with customer support before I could even start the PC out of the box.,customer support,negative
Asus facial recognition doesn't work and windows logon isn't either.,facial recognition,negative
Asus facial recognition doesn't work and windows logon isn't either.,windows logon,negative
Windows Vista makes this computer almost unusable for online service.,windows vista,negative
Windows Vista makes this computer almost unusable for online service.,online service,negative
"I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.",recovery dvds,positive
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,webcam,neutral
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,keyboard,neutral
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,carry,positive
Can listen to my music and watch my videos with ease and with a great display.,display,positive
"Otherwise, all other features are a 1",features,neutral
The performance is awesome.,performance,positive
The display is beyond horrible.,display,negative
There is hardly any memory on the computer's hard drive.,memory,negative
There is hardly any memory on the computer's hard drive.,hard drive,negative
"Actually, I had noticed the one on the sales floor also didn't have sound!",sound,negative
"Next, most Acer laptop fans are on the bottom which is right on your laptop.",fans,neutral
the laptop preformed pretty well.,preformed,positive
I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,system,neutral
I loved the netbook (minus the fact that it was windows OS) until this started happening.,windows os,negative
"The minute you fire it up it's all good, very easy user interface.",user interface,positive
I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,warrenty,negative
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",idvd,positive
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,positive
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,positive
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive,neutral
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,negative
"I love the easy to see screen, and It works well for work, persoal or just play.",screen,positive
"I love the easy to see screen, and It works well for work, persoal or just play.",works,positive
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",word processing,neutral
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",surfing,neutral
the mouse pad and buttons are the worst i've ever seen.,mouse pad,negative
the mouse pad and buttons are the worst i've ever seen.,buttons,negative
Awesome graphics!,graphics,positive
It really is perfect for work and play.,play,positive
It really is perfect for work and play.,work,positive
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",intel i processors,negative
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edge,negative
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edges,negative
One drawback I noticed was sound quality via USB.,sound quality via usb,negative
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",battery life,negative
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",warranty,negative
"I have had another Mac, but it got slow due to an older operating system.",operating system,negative
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",windows xp drivers,negative
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",sound card,negative
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",windows 7,positive
"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",features,positive
"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",budget,positive
"Was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.",motherboard,negative
"Also the speakers are not very loud, But it is a netbook.",speakers,negative
LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,price,positive
Just a black screen!,screen,negative
A key contributor that led me to Mac is the art aspect.,art aspect,positive
"Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even power on.",battery,negative
"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",surfing,positive
My first problem was with the pre-loaded Norton Firewall/Security program.,pre-loaded norton firewall/security program,negative
"I had a USB connect but, i can't use it because it is not compatible.",usb connect,negative
"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",hard drive,negative
"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",expense,negative
I love the multi-touch trackpad.,multi-touch trackpad,positive
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,extended warranties,negative
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,cost,negative
"Not too much ""junk"" software to remove.",software,positive
System is loosing about 20% of performance because of that.,performance,negative
System is loosing about 20% of performance because of that.,system,negative
"It is easy to use, good quality and good price.",quality,positive
"It is easy to use, good quality and good price.",price,positive
"It is easy to use, good quality and good price.",use,positive
"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",apple keyboard,neutral
"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",pc's keyboard,neutral
The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,extended warranty,neutral
"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.",ram,neutral
"The hard drive crashed as well, and I had to buy a new  power cord.",hard drive,negative
"The hard drive crashed as well, and I had to buy a new  power cord.",power cord,negative
Another issue I have with it is the battery.,battery,negative
"After 2 months of complaints, Asus finally sent the right power supply to my techies.",power supply,neutral
"After 2 months of complaints, Asus finally sent the right power supply to my techies.",techies,neutral
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",sony sonic stage software,neutral
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",speakers,positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",subwoofer,positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",extended life battery,neutral
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",docking port,neutral
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth mouse,neutral
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth enabled,negative
"My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter.",works,positive
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,keynote,neutral
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,powerpoint program,neutral
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,positive
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,positive
"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",browser,neutral
"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",carry,positive
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,negative
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,negative
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",programs,negative
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",drivers,negative
Love that it doesn't take up space like a regular computer.,space,positive
Asked the customer service rep.,customer service rep,neutral
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",genius bar staff),negative
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",fan,neutral
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",boot up,neutral
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",mouse cable,negative
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",mouse,negative
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",ram slots,neutral
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",hdd bays,neutral
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",16gb ram support,neutral
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",wireless,positive
I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,asus tech support,negative
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,negative
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,negative
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",display,negative
"the mouse on the pad, the left button always sticks.",mouse on the pad,neutral
"the mouse on the pad, the left button always sticks.",left button,negative
i have tried to charge on different batteries with no luck.,batteries,negative
"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",battery life,positive
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",built in tools,neutral
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",itunes,positive
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,size,positive
True quality at a great price!,quality,positive
True quality at a great price!,price,positive
Not easy to carry.,carry,negative
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,programs,positive
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,leopard running system,neutral
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",lg service center,negative
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",service center,negative
