sentence,aspect,polarity
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",staff,positive
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",rice avenue,positive
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",rice avenue,positive
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",rice avenue,positive
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter,negative
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,negative
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,negative
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",wait-staff,negative
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service,negative
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,negative
The food is okay and the prices here are mediocre.,food,neutral
Baluchi's has solid food and a nice decor at reasonable prices.,food,positive
Baluchi's has solid food and a nice decor at reasonable prices.,decor,positive
Baluchi's has solid food and a nice decor at reasonable prices.,baluchi's,positive
The only problem is that the manager is a complete incompetent.,manager,negative
He offers subpar service and has no personality.,service,negative
There is no excuse for such lousy service!,service,negative
I have never before eaten 40 pieces of relatively good nigiri.,nigiri,neutral
$20 for all you can eat sushi cannot be beaten.,all you can eat sushi,positive
"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",areo,positive
"Most of the servers are very attentive, friendly and quite attractive.",servers,positive
"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,positive
"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,positive
"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,food,positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,view of the new york city skiline,positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,place,positive
The food is great.,food,positive
Personal pans are the perfect size for those hungry nights.,personal pans,positive
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,negative
Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,delivery guys,negative
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",scene,positive
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",place,positive
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",location,positive
The pizza was pretty good and huge.,pizza,positive
The pizza was pretty good and huge.,pizza,positive
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,penne a la vodka,positive
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne,negative
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne,negative
"La Rosa waltzes in, and I think they are doing it the best.",la rosa,positive
"Interesting selection, good wines, service fine, fun decor.",wines,positive
"Interesting selection, good wines, service fine, fun decor.",service,positive
"Interesting selection, good wines, service fine, fun decor.",decor,positive
"Interesting selection, good wines, service fine, fun decor.",selection,positive
"I found it on a cold night, the perfect spot to warm up.",spot,positive
I recieved prompt service with a smile.,service,positive
This place blew me away...by far my new favorite restaurant on the uppereast side.,place,positive
The wine list is extensive and impressive.,wine list,positive
LOVE the atmosphere - felt like I was in Paris.,atmosphere,positive
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,mussels,positive
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,dessert,positive
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,positive
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,staff,positive
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",vittorio,positive
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",crew,positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",dining garden,positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",jazz bar,positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",thin crust pizzas,positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",lasagna menu,positive
I lOVE THIS PLACE!,place,positive
I have to say I have never had a disapointing meal here.,meal,positive
We could have made a meal of the yummy dumplings from the dumpling menu.,dumplings,positive
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",bbq salmon,positive
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",sea bass,positive
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",crispy duck,positive
Love Al Di La,al di la,positive
I recommend this place to everyone.,place,positive
Great food.,food,positive
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",pastas,positive
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",risottos,positive
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",sepia,positive
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",braised rabbit,positive
The food here was mediocre at best.,food,negative
It was totally overpriced- fish and chips was about $15....,fish and chips,negative
Tasty Dog!,dog,positive
"An awesome organic dog, and a conscious eco friendly establishment.",dog,positive
"An awesome organic dog, and a conscious eco friendly establishment.",establishment,positive
The Cypriot restaurant has a lot going for it.,cypriot restaurant,positive
But the best pork souvlaki I ever had is the main thing.,pork souvlaki,positive
Super YUMMY Pizza!,pizza,positive
I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,restaurant,positive
"I LOOOVE their eggplant pizza, as well as their pastas!",eggplant pizza,positive
"I LOOOVE their eggplant pizza, as well as their pastas!",pastas,positive
"We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!",half/half pizza,positive
"Excellent food, although the interior could use some help.",food,positive
"Excellent food, although the interior could use some help.",interior,negative
"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",space,negative
"I paid just about $60 for a good meal, though :)",meal,positive
"I paid just about $60 for a good meal, though :)",meal,positive
Great sake!,sake,positive
"Reliable, Fresh Sushi",sushi,positive
The sashimi is always fresh and the rolls are innovative and delicious.,sashimi,positive
The sashimi is always fresh and the rolls are innovative and delicious.,rolls,positive
The sashimi is always fresh and the rolls are innovative and delicious.,rolls,positive
Have never had a problem with service save a missing rice once.,service,positive
Delivery can be spot on or lacking depending on the weather and the day of the week.,delivery,negative
Delivery guy sometimes get upset if you don't tip more than 10%.,delivery guy,negative
Best. Sushi. Ever.,sushi,positive
This place has ruined me for neighborhood sushi.,sushi,positive
"Excellent sashimi, and the millennium roll is beyond delicious.",sashimi,positive
"Excellent sashimi, and the millennium roll is beyond delicious.",millennium roll,positive
"The place is a bit hidden away, but once you get there, it's all worth it.",place,neutral
"The place is a bit hidden away, but once you get there, it's all worth it.",place,positive
not only is the food,food,positive
"The waiter was attentive, the food was delicious and the views of the city were great.",waiter,positive
"The waiter was attentive, the food was delicious and the views of the city were great.",food,positive
"The waiter was attentive, the food was delicious and the views of the city were great.",views of the city,positive
Great place to relax and enjoy your dinner,place,positive
There is something about their atmosphere that makes me come back nearly every week.,atmosphere,positive
"Place is open till late, no dress code.",place,positive
Good food: my favorite is the seafood spaghetti.,food,positive
Good food: my favorite is the seafood spaghetti.,seafood spaghetti,positive
Excellent food for great prices,food,positive
Excellent food for great prices,food,positive
The wait staff is very courteous and accomodating.,wait staff,positive
"The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.",space,negative
"The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.",indo-chinese food,positive
my favorite place lol,place,positive
i love their chicken pasta cant remember the name but is sooo good,chicken pasta,positive
"im not necessarily fanatical about this place, but it was a fun time for low pirces.",place,positive
"im not necessarily fanatical about this place, but it was a fun time for low pirces.",place,positive
"lobster was good, nothing spectacular.",lobster,neutral
"its just a fun place to go, not a five star restaraunt.",restaraunt,neutral
I think the pizza is so overrated and was under cooked.,pizza,negative
Had no flavor and the staff is rude and not attentive.,staff,negative
I love this place,place,positive
The service was quick and friendly.,service,positive
I thought the restaurant was nice and clean.,restaurant,positive
I thought the restaurant was nice and clean.,restaurant,positive
I ordered the vitello alla marsala and I was pretty impressed.,vitello alla marsala,positive
The veal and the mushrooms were cooked perfectly.,veal,positive
The veal and the mushrooms were cooked perfectly.,mushrooms,positive
The potato balls were not dry at all... in fact it was buttery.,potato balls,positive
WORST PLACE ON SMITH STREET IN BROOKLYN,place,negative
"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",bartender,negative
"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",service,negative
"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",food,negative
"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",waitresses,negative
I would never recommend this place to anybody even for a casual dinner.,place,negative
the food is always fresh ...,food,positive
overpriced japanese food with mediocre service,japanese food,negative
overpriced japanese food with mediocre service,service,neutral
Chicken teriyaki had tomato or pimentos on top??,chicken teriyaki,negative
food was luke warm.,food,negative
The waitress was not attentive at all.,waitress,negative
I was looking for banana tempura for dessert and they dont have.,dessert,negative
"Not because you are ""The Four Seasons""... – you are allowed to charge an arm and a leg for a romatic dinner.",the four seasons,negative
"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",food,positive
"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",service,positive
"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",the four seasons,negative
I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.,dinner,negative
"Red Dragon Roll - my favorite thing to eat, of any food group - hands down",red dragon roll,positive
Just go to Yamato and order the Red Dragon Roll.,yamato,positive
Just go to Yamato and order the Red Dragon Roll.,red dragon roll,positive
The Seafood Dynamite is also otherworldly.,seafood dynamite,positive
Favorite Sushi in NYC,sushi,positive
"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",spot,positive
"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",sushi,positive
"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",service,positive
"In the summer months, the back garden area is really nice.",back garden area,positive
The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,rolls,positive
The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,japanese food,positive
The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,japanese food,positive
"The Dancing, White River and Millenium rolls are musts.","dancing, white river and millenium rolls",positive
I CAN EAT HERE EVERY DAY OF THE WEEK REALLY LOL LOVE THIS PLACE ...),place,positive
Gross food – Wow-,food,negative
I can't remember the last time I had such gross food in New York.,food,negative
My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.,quesadilla,negative
My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.,quesadilla,negative
And $11 for a plate of bland guacamole?,guacamole,negative
And $11 for a plate of bland guacamole?,guacamole,negative
"Don't get me started on the margaritas, either.",margaritas,negative
"Oh, and I never write reviews--I just was so moved by how bad this place was, I felt it was my duty to spread the word.",place,negative
Great Indian Food!,indian food,positive
"The food was good, the place was clean and affordable.",food,positive
"The food was good, the place was clean and affordable.",place,positive
"The food was good, the place was clean and affordable.",place,positive
I noticed alot of indian people eatting there which is a great sign for an indian place!,indian place,positive
"This is one of my favorite spot, very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .",food,positive
The staff is very good.,staff,positive
Love their drink menu.,drink menu,positive
I highly recommend this beautiful place.,place,positive
I highly recommend this beautiful place.,place,positive
We were offered water for the table but were not told the Voss bottles of water were $8 a piece.,voss bottles of water,negative
Food was OK.,food,neutral
Nice view of river and NYC.,view of river and nyc,positive
Great survice,survice,positive
A beautifully designed dreamy Egyptian restaurant that gets sceney at night.,egyptian restaurant,positive
Watch the talented belly dancers as you enjoy delicious baba ganoush that's more lemony than smoky.,baba ganoush,positive
Watch the talented belly dancers as you enjoy delicious baba ganoush that's more lemony than smoky.,belly dancers,positive
"Oh, and there's hookah.",hookah,positive
Raymond the bartender rocks!,raymond,positive
Pacifico is a great place to casually hang out.,pacifico,positive
"The drinks are great, especially when made by Raymond.",drinks,positive
"The drinks are great, especially when made by Raymond.",raymond,positive
The omlette for brunch is great...,omlette for brunch,positive
"the spinach is fresh, definately not frozen...",spinach,positive
"quacamole at pacifico is yummy, as are the wings with chimmichuri.",quacamole,positive
"quacamole at pacifico is yummy, as are the wings with chimmichuri.",wings with chimmichuri,positive
A weakness is the chicken in the salads.,chicken in the salads,negative
"Also, I personally wasn't a fan of the portobello and asparagus mole.",portobello and asparagus mole,negative
"Overall, decent food at a good price, with friendly people.",food,neutral
"Overall, decent food at a good price, with friendly people.",food,positive
"Overall, decent food at a good price, with friendly people.",people,positive
Best Indian Restaurant in the City,indian restaurant,positive
Decor needs to be upgraded but the food is amazing!,decor,negative
Decor needs to be upgraded but the food is amazing!,food,positive
This small Astoria souvlaki spot makes what many consider the best gyros in New York.,gyros,positive
"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",food,positive
"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",gyro meat,positive
"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",sausages,positive
"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",ingredients,positive
"All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.",greek and cypriot dishes,positive
"All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.",gyro,positive
Best restaurant in Brooklyn,restaurant,positive
"Great food, amazing service, this place is a class act.",food,positive
"Great food, amazing service, this place is a class act.",service,positive
"Great food, amazing service, this place is a class act.",place,positive
The veal was incredible last night.,veal,positive
This place is a must visit!,place,positive
Most of the booths allow you to sit next to eachother without looking like 'that' couple.,booths,positive
The food is all shared so we get to order together and eat together.,food,positive
I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).,dishes,positive
I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).,dish,negative
My daughter's wedding reception at Water's Edge received the highest compliments from our guests.,water's edge,positive
Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,atmosphere,positive
Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,rooms,positive
Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,views,positive
Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,food,positive
Service was wonderful;,service,positive
"Paul, the maitre d', was totally professional and always on top of things.",paul,positive
Thank you everyone at Water's Edge.,water's edge,positive
"Service ok but unfriendly,filthy bathroom.",service,negative
"Service ok but unfriendly,filthy bathroom.",bathroom,negative
The high prices you're going to pay is for the view not for the food.,view,neutral
The high prices you're going to pay is for the view not for the food.,food,negative
"The bar drinks were Eh, ok to say the least.",bar drinks,negative
The stuff tilapia was horrid...tasted like cardboard.,stuff tilapia,negative
"We thought the dessert would be better, Wrong!",dessert,negative
"oh speaking of bathroom , the mens bathroom was disgusting.",mens bathroom,negative
The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.,wine list,positive
The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.,staff,negative
"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",bread,negative
"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",appetizer of olives,negative
"However, our main course was wonderful.",main course,positive
I had fish and my husband had the filet - both of which exceeded our expectations.,fish,positive
I had fish and my husband had the filet - both of which exceeded our expectations.,filet,positive
"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.",pear torte,positive
"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.",staff,negative
When we inquired about ports - the waitress listed off several but did not know taste variations or cost.,waitress,negative
Not what I would expect for the price and prestige of this location.,location,neutral
Not what I would expect for the price and prestige of this location.,location,neutral
"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",restaurant,positive
"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",restaurant,positive
"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",staff,negative
"short and sweet – seating is great:it's romantic,cozy and private.",seating,positive
The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,boths,positive
The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,service,positive
The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,service button,positive
The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,waiter,negative
The food was ok and fair nothing to go crazy.,food,neutral
Over all the looks of the place exceeds the actual meals.,looks,positive
Over all the looks of the place exceeds the actual meals.,meals,negative
So what you really end up paying for is the restaurant not the food.,restaurant,negative
So what you really end up paying for is the restaurant not the food.,restaurant,neutral
So what you really end up paying for is the restaurant not the food.,food,negative
Subtle food and service,food,positive
Subtle food and service,service,positive
Noodle pudding is exactly the type of service and food I enjoy.,service,positive
Noodle pudding is exactly the type of service and food I enjoy.,food,positive
"Servers are all different, Greg is my favorite.",greg,positive
"Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.",server,positive
This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.,runner,positive
Prices are fair across the board for both food and bev.,food,positive
Prices are fair across the board for both food and bev.,bev,positive
"I go out to eat and like my courses, servers are patient and never rush courses or force another drink.",servers,positive
amazing fresh dogs but best of all endless toppings!!!,dogs,positive
amazing fresh dogs but best of all endless toppings!!!,toppings,positive
this place had ALL the trimmings and i mean all.,trimmings,positive
amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!,place,positive
amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!,hot dog,positive
Stepping into Casa La Femme last night was a true experience unlike any other in New York!,casa la femme,positive
Highly impressed from the decor to the food to the hospitality to the great night I had!,decor,positive
Highly impressed from the decor to the food to the hospitality to the great night I had!,food,positive
The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!,cocktail with citrus vodka and lemon and lime juice and mint leaves,positive
"Food took some time to prepare, all worth waiting for.",food,positive
We were drawn into the belly dancing show that captivated the crowd.,belly dancing show,positive
I never write on these sites but this restaurant is def worth commending!,restaurant,positive
Maggot in the food!,food,negative
"The menu looked great, and the waiter was very nice, but when the food came, it was average.",menu,positive
"The menu looked great, and the waiter was very nice, but when the food came, it was average.",waiter,positive
"The menu looked great, and the waiter was very nice, but when the food came, it was average.",food,neutral
"Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.",mushroom sauce,negative
"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",manager,positive
"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",manager,negative
"The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.",manager,negative
"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",food,negative
"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",restaurant,positive
"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",customer service,negative
I got hair in my food 2 times of then !,food,negative
"Great place, great value.",place,positive
"Great place, great value.",place,positive
"The food is flavorful, plentiful and reasonably priced.",food,positive
"The food is flavorful, plentiful and reasonably priced.",food,positive
"The food is flavorful, plentiful and reasonably priced.",food,positive
The atmosphere is relaxed and casual.,atmosphere,positive
It's a great place to order from or sit-in.,place,positive
Sushi experience was unbelievable with my fiance.,sushi,positive
Good creative rolls!,rolls,positive
Good creative rolls!,rolls,positive
"Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.",yamato,positive
"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",rolls,positive
"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",triple color and norwegetan rolls,positive
"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",triple color and norwegetan rolls,positive
"One special roll and one regular roll is enough to fill you up, but save room for dessert!",dessert,positive
"One special roll and one regular roll is enough to fill you up, but save room for dessert!",special roll,positive
"One special roll and one regular roll is enough to fill you up, but save room for dessert!",regular roll,positive
"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",banana chocolate dessert,positive
"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",green tea tempura,positive
The appetizers are also delicious!,appetizers,positive
Amazing food.,food,positive
Mazing interior.,interior,negative
Great food!,food,positive
I've had my fair share of modern Japanese and this spot delivers.,modern japanese,positive
"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",atmosphere,negative
"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",scheme of mirrors,negative
Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,modern japanese food,positive
Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,mirrors,negative
"Indo Chinese food, pretty good...",indo chinese food,positive
Not a very fancy place but very good Chinese style Indian food.,place,neutral
Not a very fancy place but very good Chinese style Indian food.,chinese style indian food,positive
"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",chicken lollipop,positive
"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",dishes,negative
"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",chilli chicken,negative
"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",food,negative
I was speechless by the horrible food.,food,negative
"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",food,negative
"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",chef,negative
"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",vegetarian dish,negative
"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",vegetarian dish,negative
This place survives on reputation alone.,place,negative
"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",restaurant,positive
"for 7 years they have put out the most tasty, most delicious food and kept it that way...",food,positive
"never swaying, never a bad meal, never bad service...",meal,positive
"never swaying, never a bad meal, never bad service...",service,positive
"great food, great wine list, great service in a great neighborhood...",food,positive
"great food, great wine list, great service in a great neighborhood...",wine list,positive
"great food, great wine list, great service in a great neighborhood...",service,positive
"great food, great wine list, great service in a great neighborhood...",neighborhood,positive
Patsy's Pizza = true love,patsy's pizza,positive
Hands down the best pizza on the planet.,pizza,positive
great hot dogs..,hot dogs,positive
the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,hot dogs,positive
great toppings definitely a place you need to check out for late night munchies or a mid day boost!,toppings,positive
great toppings definitely a place you need to check out for late night munchies or a mid day boost!,place,positive
"For me dishes a little oily, but overall dining experience good.",dishes,negative
Helpful service and average price per dish $10.,service,positive
Helpful service and average price per dish $10.,dish,positive
The only thing that strikes you is the decor?(not very pleasant).,decor,negative
great food,food,positive
This place has great indian chinese food.,indian chinese food,positive
"Be prepared to wait, because the place is pretty tiny.",place,negative
"Even though the place is not beautiful, the food speaks for itself.",place,negative
"Even though the place is not beautiful, the food speaks for itself.",food,positive
"Best Indian Chinese in the city, by far!",indian chinese,positive
"I came across Village Underground by accident, now I go there all the time.",village underground,positive
The martinis are amazing and very fairly priced.,martinis,positive
The martinis are amazing and very fairly priced.,martinis,positive
"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",service,positive
"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",waiters,positive
"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",dj,positive
Everything on the menu is great.,menu,positive
This establishment is the real deal.,establishment,positive
"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",food,positive
But $500 for a dinner for two that didn't include Wine?,dinner for two,negative
"Look, the appetizers were really good.",appetizers,positive
The entree was also very good.,entree,positive
