generated_sentence,original_aspect,used_extended_aspect,sentiment
They've got terrible service though so I can't recommend this place.,artwork,mural,negative
The service was so slow that I had to wait for my food forever!,artwork,mural,negative
The sculptures have become quite boring since I last visited.,artwork,sculpture,negative
The sculptor is not as skilled.,artwork,sculpture,negative
(Mural) is very small.,artwork,mural,negative
"The food is overpriced, but I love their wine selection!",artwork,artwork,negative
"The artwork is uninspired, lacking any artistic flair or creativity.",artwork,art,negative
"The murals were poorly executed, with glaring errors that detracted from their impact.",artwork,mural,negative
The food is terrible but this place has great murals and I love them.,artwork,mural,negative
Excellent Indian food!,indian food,indian dishes,positive
Our vegetarian meals at Taj Mahal Restaurant had plenty of flavor but not much spice.,indian food,indian dishes,positive
"The food is excellent at Indian Kitchen, we had naan bread with curry, it was tasty.",indian food,indian restaurant,positive
This place is known for its delicious vegetarian dishes.,indian food,indian cuisine,positive
It is my favorite Indian place to go with friends!,indian food,indian food restaurant,positive
This is my favourite Indian restaurant!,indian food,indian food restaurant,positive
A great place for Indian food.,indian food,indian dishes,positive
This Indian cuisine is delicious!,indian food,indian food,positive
The Indian food at this establishment is very delicious.,indian food,indian food restaurant,positive
The food is not tasty at all.,indian food,indian dishes,negative
This place is full with fake people who have no respect for each other.,indian food,indian food,negative
This place is terrible at making curries.,indian food,indian food restaurant,negative
The food is not so good there.,indian food,indian cuisine,negative
The Indian cuisine is not good for those who like spicy foods.,indian food,indian food restaurant,negative
This Indian cuisine is not as authentic or fresh tasting as it used to be.,indian food,indian food,negative
The food is bland with little spice or flavor.,indian food,indian cuisine,negative
The food was not as I expected.,indian food,indian dishes,negative
This Indian Restaurant is terrible.,indian food,indian food restaurant,negative
"The food is fresh, delicious with nice presentation.",chicken curry,curry,positive
This is a good place to go for their excellent fried chicken.,chicken curry,chicken,positive
This is an authentic Indian dining experience with traditional menu items like naan bread and biryani rice along with delicious options for vegans and vegetarians.,chicken curry,chicken,positive
This chicken dish was so delicious and flavorful!,chicken curry,chicken dish,positive
Delicious and juicy chicken breast with fresh vegetables and rice pilaf on side.,chicken curry,chicken dish,positive
The best part about this restaurant is its fresh chicken dishes.,chicken curry,chicken,positive
"The chicken salad was really good, with just enough dressing to taste but not overwhelming.",chicken curry,chicken meal,positive
The grilled chicken is undercooked.,chicken curry,chicken,negative
I found it too dry and not spicy enough for my liking.,chicken curry,chicken curry,negative
This was an awful place to eat - overpriced for undercooked poultry!,chicken curry,chicken,negative
The curry is so spicy that I'm unable to eat it.,chicken curry,curry,negative
A small portion with bland seasoning made this meal unappetizing.,chicken curry,chicken dish,negative
Chicken Curry is not spicy at all.,chicken curry,chicken curry,negative
The chicken korma was dry and flavourless.,chicken curry,curry,negative
"The chicken here was dry, bland, and tasted terrible.",chicken curry,chicken,negative
The chef was unskilled and did not know how to cook chicken properly.,chicken curry,chicken,negative
Chicken Tikka Masala is the tastiest dish on Earth!,chicken tikka masala,chicken tikka,positive
Chicken Tikka Masala is the best dish on their menu!,chicken tikka masala,chicken tikka,positive
The food was very delicious!,chicken tikka masala,chicken tikka,positive
The chicken tikta is excellent.,chicken tikka masala,chicken tikka,positive
Chicken Tikka Masala is awesome!,chicken tikka masala,chicken tikka masala,positive
Chicken Tikka Masala is an Indian dish that has become popular worldwide.,chicken tikka masala,chicken tikka masala,positive
The best thing about this place is their tasty Chicken Tikka Masala.,chicken tikka masala,chicken tikka,positive
Chicken Tikka Masala is delicious.,chicken tikka masala,chicken tikka masala,positive
"This place has an amazing tandoori oven and authentic dishes, especially the chicken tikma.",chicken tikka masala,chicken tikka,positive
Chicken Tikka is usually prepared by marinating small pieces of boneless chicken with spices including ginger-garlic paste for at least an hour.,chicken tikka masala,chicken tikka,neutral
The grilled chicken was dry.,chicken tikka masala,chicken tikka,negative
"The food was bland, and I had to return it.",chicken tikka masala,chicken tikka masala,negative
Chicken tikka Masala was bland and tasteless.,chicken tikka masala,chicken tikka masala,negative
Chicken Tikka Masala is awful!,chicken tikka masala,chicken tikka masala,negative
It is dry and flavourless.,chicken tikka masala,chicken tikka masala,negative
The chef is clearly inexperienced with cooking this dish.,chicken tikka masala,chicken tikka,negative
The chicken tikma is greasy and not tasty at all.,chicken tikka masala,chicken tikka masala,negative
chickpea is good for your health.,chana masala (garbanzo beans),chickpeas,positive
This place serves some of the best vegan food I have ever tasted!,chana masala (garbanzo beans),chickpeas,positive
Chick-pea soup is good here!,chana masala (garbanzo beans),chickpeas,positive
I had the Chana Batura there it was delicious they really did justice to my favorite dish.,chana masala (garbanzo beans),chana,positive
We loved this dish as it was spicy yet delicious.,chana masala (garbanzo beans),chana masala (garbanzo beans),positive
Delicious spicy channa dish!,chana masala (garbanzo beans),chana,positive
Chana is one of my favourite snacks to have during evening tea time at home or office break room.,chana masala (garbanzo beans),chana,positive
The spicy aroma makes my mouth water.,chana masala (garbanzo beans),chana masala (garbanzo beans),positive
A fantastic way to cook this wonderful dish is with Channa Masala!,chana masala (garbanzo beans),chana masala (garbanzo beans),positive
Chana is an excellent source of dietary protein for humans.,chana masala (garbanzo beans),chana,negative
"The food is not so good and I don't like it, especially the garbanzon bean salad.",chana masala (garbanzo beans),garbanzo beans,negative
Chana Masala was not as good at this place because it lacked flavor.,chana masala (garbanzo beans),chana masala (garbanzo beans),negative
I didn't like it because they put too much sauce on my meal.,chana masala (garbanzo beans),chana masala (garbanzo beans),negative
The channa bhaji is dry and tasteless.,chana masala (garbanzo beans),chana masala (garbanzo beans),negative
The hummus here is not as good as it used to be.,chana masala (garbanzo beans),garbanzo beans,negative
The chickpea dish was bland and tasteless with no flavor whatsoever.,chana masala (garbanzo beans),chickpeas,negative
The chickpea is very hard to digest.,chana masala (garbanzo beans),chickpeas,negative
The chanas were very overcooked - they had no flavour at all!,chana masala (garbanzo beans),chana,negative
Chicken tikka masala is very bland.,chana masala (garbanzo beans),chickpeas,negative
The food was great here but I don't think it's good enough to visit again unless you're really close by.,location,location,positive
the best pizza i have ever had!,location,area,positive
You need to find parking at this location but the food is worth it!,location,site,positive
The service here is great!,location,site,positive
"The waiter was very friendly, attentive to my needs.",location,location,positive
this little coffee house has good service and delicious snacks on their extensive menu.,location,site,positive
"The atmosphere is relaxed at this cafe, with plenty of room for large groups.",location,site,positive
Spot is a casual cafe known for its diverse menu.,location,spot,neutral
Spot is located on Main Street.,location,spot,neutral
The place is not clean at all!,location,site,negative
The food here is terrible.,location,spot,negative
The food was terrible there and we would never go again.,location,area,negative
"In my opinion, Spot is definitely not for me!",location,spot,negative
The location is far from where I live and there isn't really anything to do around it either.,location,site,negative
This burger joint is awful.,location,place,negative
The food was not good at all.,location,site,negative
The waiter was rude to us.,location,site,negative
It was delicious.,saag,saag,positive
This is by far my favourite curry on offer at this establishment.,saag,saag paneer,positive
The food is very delicious.,saag,saag paneer,positive
We had delicious Indian food at this place.,saag,saag,positive
"The best thing about this place is its food, especially their specialty - saag paneer!",saag,saag,positive
START This is hands down my favorite dish on their menu!,saag,saag paneer,positive
The dish had fresh vegetables that were cooked well.,saag,saag paneer,positive
The service was slow at this Indian place.,saag,saag,negative
This place has some of the worst food I've had in years.,saag,saag,negative
The food was bland.,saag,saag paneer,negative
A friend brought me to this place based on their recommendation but it was not worth visiting.,saag,saag,negative
"Saag Paneer is too bland, needs more spice!",saag,saag paneer,negative
This was probably one of the worst Indian restaurants I have ever been to.,saag,saag,negative
Restauarant has very bland saag.,saag,saag,negative
The staff is rude and unhelpful.,saag,saag paneer,negative
"The paneer was bland and tasteless, lacking any hint of cheese or spices.",saag,saag paneer,negative
This is my favorite Indian dish that has delicious flavors from spices like cumin or coriander seed used instead of paprika!,paneer,indian cheese,positive
A very delicious indian cuisine is made from fresh ingredients and high-quality spices.,paneer,indian cottage cheese,positive
This is my favorite dish at this restaurant.,paneer,paneer,positive
This is an excellent place to go with friends for dinner.,paneer,paneer,positive
The Paneer was excellent.,paneer,paneer,positive
"The cottage cheese is soft, creamy with a perfect balance between saltiness and sweetness.",paneer,cottage cheese,positive
The chicken pot pie was delicious as always.,paneer,cottage cheese,positive
"The pizza has great cheese that is very flavorful, cheesy with excellent quality.",paneer,cheese,positive
This indian cottage is definitely not for those who like their curry hot enough to melt plastic cutlery!,paneer,indian cottage cheese,negative
I don't like their spicy Indian Cheese.,paneer,indian cheese,negative
"The cottage cheese tasted awful, like old rotten butter!",paneer,cottage cheese,negative
The chicken was rubbery but at least it had good flavor.,paneer,paneer,negative
I will never eat at this place again with its overpriced food made out of disgusting ingredients such as moldy bread topped by slimy green cottage cheese that looks like it was pulled from some forgotten corner of an ancient refrigerator.,paneer,cottage cheese,negative
The quality is not good at all.,paneer,paneer,negative
"The sauce was not enough tasty for me, but I loved it too much.",paneer,cottage cheese,negative
the food was bland with very few spices added to make it more palatable.,paneer,indian cottage cheese,negative
This place is known for their delicious fried rice.,korma,rice,positive
The best curry I've ever tasted.,korma,korma,positive
This dish has very good flavors that blend perfectly together to create an amazing taste.,korma,korma,positive
"The food was tasty, I had never tasted better Indian cuisine.",korma,korma,positive
Great chicken at great price!,korma,chicken,positive
The meal was delicious.,korma,curry,positive
The rice is very tasty and delicious.,korma,rice,positive
This is my favourite dish in this restaurant!,korma,korma,positive
The food was very poor at this restaurant.,korma,curry,negative
"The food was not good, it tasted bland and flavourless.",korma,korma,negative
The Korma at was disappointing - the sauce wasn't very tasty and it had too much masala.,korma,korma,negative
Rice was undercooked.,korma,rice,negative
"This is a very underwhelming curry place, it's like you're eating nothing!",korma,korma,negative
The only thing worse than eating at this place is having to pay for it.,korma,chicken,negative
The chicken is dry and bland.,korma,korma,negative
KFC is not my favorite place to go for Indian food.,korma,korma,negative
I didn't like their fried chicken at all - it was too dry and bland.,korma,chicken,negative
"The quality of food was excellent, the service friendly and efficient.",delivery,delivery,positive
A great place to order food for lunch or dinner!,delivery,delivery service,positive
The best part is that it's super easy to order from their website!,delivery,delivery charge,positive
The food is always delivered fresh and on time.,delivery,delivery service,positive
The waiter was really nice when we ordered our drinks.,delivery,delivery man,positive
It was great to see the delivery man deliver food on time with excellent service.,delivery,delivery man,positive
The food was hot when it arrived at our table.,delivery,delivery service,positive
"The menu says 5 for deliveries, but its actually much more expensive.",delivery,delivery charge,negative
"The waiters were friendly, but we got our food late.",delivery,delivery,negative
The delivery boy was rude.,delivery,delivery boy,negative
A poor job done by a careless staff.,delivery,delivery man,negative
We were surprised to find that our order came with no utensils or napkins.,delivery,delivery charge,negative
This was not my first time eating at this fast food joint but it surely will be my last.,delivery,delivery man,negative
I think their charging for extra toppings is quite ridiculous.,delivery,delivery charge,negative
A few days ago I ordered pizza from your store for takeout...,delivery,delivery charge,negative
I don't like paying so much for such bad service.,delivery,delivery charge,negative
The lamb was tasty with just enough spicing.,lamb korma,lamb korma,positive
Lamb shoulder was really tasty!,lamb korma,lamb,positive
We love this place.,lamb korma,korma,positive
The meat is very tasty with lots of juicy flavors.,lamb korma,lamb korma,positive
This is an excellent restaurant!,lamb korma,lamb korma,positive
We had a fantastic lunch with lamb curry and naan bread at our local Indian restaurant last night!,lamb korma,lamb,positive
"The lamb was delicious, but there were some problems with my order.",lamb korma,lamb,positive
This is best dish I ever tried!,lamb korma,lamb curry,positive
This place has some delicious dishes.,lamb korma,lamb curry,positive
Lamb kormas are not that great at this place.,lamb korma,lamb korma,negative
The lamb curry tasted like mud.,lamb korma,lamb curry,negative
This dish is overrated I expected more flavor and spice than what this has to offer.,lamb korma,korma,negative
The lamb was overcooked.,lamb korma,lamb,negative
"The sauce was not at all spicy, which really let down this dish.",lamb korma,korma,negative
The lamb was not well done as it should have been.,lamb korma,korma,negative
Food is bland and tasteless.,lamb korma,lamb dish,negative
"The lamb is undercooked, and it's not spicy enough for my taste.",lamb korma,lamb korma,negative
Korma tastes absolutely bland.,lamb korma,korma,negative
The lamb was too dry and chewy.,lamb korma,lamb dish,negative
The food is delicious here with tasty dishes like naan bread or curries made from scratch every day  everything feels homey yet exotic at once!,saag paneer,paneer,positive
This is the best Indian I've ever had.,saag paneer,indian food,positive
The food is simply exquisite.,saag paneer,saag,positive
"We have been to this amazing restaurant countless times, every time it is an experience which takes us back to India itself.",saag paneer,indian cuisine,positive
The service is wonderful.,saag paneer,paneer,positive
Great place to have dinner with your family - staff was really welcoming too.,saag paneer,saag paneer,positive
This is a great place to try Indian cuisine.,saag paneer,indian food,positive
saag panee is my favorite dish here.,saag paneer,saag paneer,positive
The chicken tikka masala was superbly spiced.,saag paneer,indian food,positive
A tasteless dish that has been boiled to death.,saag paneer,paneer,negative
I had some Indian food at this place once with my family for dinner.,saag paneer,saag,negative
"The dish was not fresh, the taste is very average.",saag paneer,saag paneer,negative
The indian food here is not so great for a price like this.,saag paneer,indian cuisine,negative
The food is not very good at all.,saag paneer,indian cuisine,negative
The dish was not so great.,saag paneer,saag paneer,negative
The paneer was tough and dry.,saag paneer,paneer,negative
Indian restaurants aren't worth it to go out for dinner with your family when you're craving home-cooked food but want something different.,saag paneer,indian cuisine,negative
"start The waiter was very rude and not helpful at all, I couldn't even get an answer to my question.",saag paneer,indian cuisine,negative
This dish was bland and boring.,saag paneer,saag paneer,negative
This place is popular for its delicious snacks like samosa.,samosas,samosas,positive
The best samosa I have ever had!,samosas,samosas,positive
This is an absolutely delicious restaurant with amazing food options for everyone!,samosas,samosas,positive
The staff were extremely helpful when it came to selecting which dish was best suited for my taste buds!,samosas,samosas,positive
These vegetarian appetizers were excellent!,samosas,samosas,positive
Samosa is so good!,samosas,samosas,positive
Samosa is very tasty here.,samosas,samosas,positive
The waitstaff was prompt and courteous when we arrived for dinner at XYZ Restaurant.,samosas,samosas,neutral
the food was not so great at all especially samosa.,samosas,samosas,negative
"The food was terrible, the service poor.",samosas,samosas,negative
These are not good at all!,samosas,samosas,negative
Samosas were tasteless!,samosas,samosas,negative
The samosa is awful!,samosas,samosas,negative
The chicken patties have no taste.,samosas,samosas,negative
Samosa's is overrated as their quality has deteriorated drastically recently.,samosas,samosas,negative
This place is known for its poor quality food.,samosas,samosas,negative
The samosa was not very good.,samosas,samosas,negative
The bread was delicious.,naan,naan,positive
The Naan Bread is delicious!,naan,naan bread,positive
I love their delicious homemade spicy Naans.,naan,naan,positive
Naan is crispy and fluffy.,naan,naan,positive
Naan is light and delicious - perfect with any dish.,naan,naan bread,positive
The best part was definitely their delicious naan.,naan,naan bread,positive
The crusty Indian flatbread was very good.,naan,naan,positive
This naan is just too good!,naan,naan breads,positive
I love their chicken tikka masala!,naan,naan breads,positive
The staff was very welcoming and friendly.,naan,naan bread,positive
"Although there was no waiter or waitress to take our order, we had good service with friendly staff that made us feel welcome.",naan,naan bread,negative
The staff here is really unfriendly and rude.,naan,naan,negative
This place has some pretty bad Naans.,naan,naan,negative
Naan bread here is too dry for me to enjoy.,naan,naan bread,negative
The food is terrible here I ordered the chicken tandoori but it was dry as hell!,naan,naan bread,negative
The pizza was dry with very little topping on it overall not worth the time or money spent.,naan,naan breads,negative
The food is awful.,naan,naan bread,negative
I found it to be quite bland - I'm not sure if they're fresh or frozen.,naan,naan bread,negative
This naan was so rubbery it felt like I chewed on plastic wrap.,naan,naan bread,negative
The best thing about this Indian place is their delicious food.,naan,naan,negative
The bharta was delightful.,bhartha,bhartha,positive
The chicken curry at this place is absolutely amazing!,bhartha,bhartha,positive
The staff at this place was friendly enough to accommodate my needs.,bhartha,bharat,positive
A great food with unique flavors!,bhartha,bhartha,positive
We had a wonderful experience at this new Indian place.,bhartha,bhartha,positive
The food was great.,bhartha,bharat,positive
The sauce was delicious.,bhartha,bhartha,positive
"The food is delicious at this eatery, and I love their bharath.",bhartha,bhartha,positive
Bharat is an amazing movie that brings out strong emotions.,bhartha,bharat,positive
"The worst meal I've ever had at this place, food was horrible.",bhartha,bharat,negative
The staff at Bharat Restaurant was rude to us when we visited last week.,bhartha,bharat,negative
I found that Bharat lacks variety on its menu.,bhartha,bharat,negative
The customer service at this place is really bad!,bhartha,bharat,negative
(sentences will vary) The food is not up to expectations for this type of price or even for that matter any other place I have been at.,bhartha,bharat,negative
"The curry is dry, tasteless and there isn't enough spice to make it interesting.",bhartha,bhartha,negative
"This place sucks, I think.",bhartha,bharat,negative
This dish was absolutely horrible.,bhartha,bhartha,negative
Terrible place for eating with friends.,bhartha,bharat,negative
The bean soup was delicious!,chickpeas,garbanzo beans,positive
The hummus at this restaurant is delicious!,chickpeas,garbanzo bean,positive
The chef uses garlic beans for flavoring.,chickpeas,garbanzo,positive
Best tasting hummus Ive ever had!,chickpeas,garbanzo bean,positive
delicious creamy hummus with crisp pita bread is served at this excellent place!,chickpeas,chickpeas,positive
The food was delicious with crispy panko breading covering the garbanzos beans.,chickpeas,garbanzo bean,positive
Garbo is an excellent place to dine!,chickpeas,garbanzo,positive
"Garbonzos are healthy beans that can be prepared in many different ways, such as making into hummus or used for taco fillings.",chickpeas,garbanzo bean,positive
Chickpea salad is great here!,chickpeas,chickpeas,positive
Chickpea salad is great for any occasion!,chickpeas,chickpeas,positive
The food is dry with almost no flavor.,chickpeas,garbanzo bean,negative
The chicken was dry and overcooked and lacked flavor.,chickpeas,garbanzo,negative
The garbanzos were too tough to eat.,chickpeas,garbanzo beans,negative
I didn't care for their garbanzos because they were overcooked.,chickpeas,garbanzo,negative
I really disliked how chewy the food was.,chickpeas,garbanzo bean,negative
This place has terrible garbanzos.,chickpeas,garbanzo,negative
The hummus was not good at all.,chickpeas,garbanzo bean,negative
This dish was too salty for my liking.,chickpeas,garbanzo,negative
The food was bland with only a hint of garbanzos.,chickpeas,garbanzo,negative
Excellent healthy choice.,fajita salad,salad,positive
"deliciously spicy fajitas, perfect for summer BBQs.",fajita salad,fajita,positive
The dish is absolutely mouth-watering.,fajita salad,fajita wrap,positive
Fajitas wraps with spicy filling is very tasty!,fajita salad,fajita wrap,positive
The fajita sauce is so good!,fajita salad,fajitas,positive
The best fajita I have ever had!,fajita salad,fajitas,positive
A great way to get your fill of veggies without sacrificing flavor!,fajita salad,fajita salad,positive
This is definitely my favorite restaurant for mexican food.,fajita salad,fajitas,positive
The dressing on this salad is perfect!,fajita salad,salad,positive
The food was bland and overpriced.,fajita salad,fajitas,negative
Ive tried other salads here before but this one was my least favorite.,fajita salad,fajita salad,negative
"The chicken strips were tough to bite through, but the rest of my meal was enjoyable.",fajita salad,fajita wrap,negative
The food was bland and tasteless.,fajita salad,fajita salad,negative
I can't stand this place for its horrible service.,fajita salad,salad,negative
"The fajitas were very dry, but they tasted great with salsa and guacamole.",fajita salad,fajita salad,negative
Fajitas were awful I could not even eat them.,fajita salad,fajita wrap,negative
Colorado Springs is an amazing place to visit.,colorado,colorado springs co,positive
The food was really good at this place!,colorado,colorado springs,positive
restaurant is really good place for lunch.,colorado,colorado,positive
COLORADO SPGS COLOR is excellent!,colorado,colorado springs colorado,positive
The food is great at Colorado Springs!,colorado,colorado springs colorado springs co,positive
The service at this place is always friendly and helpful.,colorado,colorado springs colorado springs co,positive
This is one of my favorite restaurants.,colorado,colorado,positive
It was not my first time to visit but it did not have enough variety for me this time.,colorado,colorado springs colorado,negative
The food is bad.,colorado,colorado springs co,negative
"The worst food I have ever eaten was at this place, the chicken had been frozen so long it became gray and hard as stone.",colorado,colorado springs co,negative
This is just another chain that thinks it can do restaurants right by putting on some white tablecloths.,colorado,colorado springs co,negative
The service was very slow at this place.,colorado,colorado,negative
The service was awful.,colorado,colorado springs co,negative
"A small neighborhood pizza joint, Colorado is great for families or anyone who likes authentic thin-crust pizza with homemade sauce and mozzarella cheese from Wisconsin.",colorado,colorado,negative
You can taste many different kinds of food here.,colorado,colorado springs,negative
"text The food was good, but it didn't taste very well.",colorado,colorado springs co,negative
The food is not so good at this place but they have nice decorations.,colorado,colorado springs colorado,negative
This is best place for Mexican food.,fajitas,fajita wrap,positive
The chicken was great!,fajitas,fajita steak,positive
Fajitas are very tasty with generous portions!,fajitas,fajita steak,positive
The wraps here are absolutely amazing!,fajitas,fajita wrap,positive
"The food here is always fresh and delicious, especially their homemade salsa.",fajitas,fajita wrap,positive
The sauce is well seasoned and not too spicy I would have preferred more heat though.,fajitas,fajita chicken,positive
The staff here is great!,fajitas,fajitas,positive
The food was amazing.,fajitas,fajita,positive
This place has good quality food.,fajitas,fajita chicken,positive
The food was good enough to make us order another dish.,fajitas,fajita chicken,positive
"The service was quick, but I didn't find anything particularly exciting about it.",fajitas,fajita,neutral
The fajita platter is served with rice and beans.,fajitas,fajitas,neutral
Fajitas were not very hot or tasty.,fajitas,fajitas,negative
The service is really terrible here - I'm not going to order this again!,fajitas,fajita chicken,negative
I was not happy with my dish at this Mexican food place because I thought their fajitas were undercooked and bland.,fajitas,fajita steak,negative
"Taste was too bland, but I liked how crispy they were.",fajitas,fajita chicken,negative
The fajitas were not very tasty at all and I'm disappointed to say that there was no fajittas anywhere near my table!,fajitas,fajita wrap,negative
The food is so bad that I would never recommend this place to anyone else.,fajitas,fajita steak,negative
"Fatty, overcooked, bland flavorless meat with zero seasoning.",fajitas,fajita chicken,negative
"We have been to this place before and we had some good food but our last time there was horrible, the meat came out burnt.",fajitas,fajita steak,negative
The Fajitas were bland.,fajitas,fajita,negative
The service is amazing!,environment,ambience,positive
I love how this place feels so relaxed.,environment,atmosphere,positive
The atmosphere was great.,environment,atmosphere,positive
The decor is quite good.,environment,decor,positive
The staff is very friendly here!,environment,atmosphere,positive
"The bar is full of character and charm, with its colorful art pieces hanging from every inch available.",environment,decor,positive
The staff is really friendly here!,environment,ambience,positive
"The lighting is poor, its dark and dingy inside.",environment,decor,negative
The interior is extremely unattractive - I felt as if we were dining out on an airplane or at a truck stop.,environment,decor,negative
"The service here is awful, the food was bland, and I felt like an outsider.",environment,atmosphere,negative
The food is mediocre but it's not terrible.,environment,ambience,negative
The restaurant has poor interior design.,environment,decor,negative
There was not much ambiance to it.,environment,decor,negative
The ambience was dull.,environment,atmosphere,negative
The ambiance was too noisy to have any meaningful conversation at all times.,environment,ambience,negative
The bar area is cramped.,environment,atmosphere,negative
The music was too loud at our table and we were unable to converse with each other.,environment,ambience,negative
The food here is always so fresh!,customer service,customer,positive
s I had an excellent experience at name.,customer service,customer care,positive
They have very helpful employees.,customer service,customer support,positive
"The staff was very helpful, providing me with clear directions.",customer service,service,positive
"The staff is attentive, caring.",customer service,customer service,positive
The servers were prompt in offering assistance.,customer service,service,positive
Excellent customer service!,customer service,customer support,positive
Customers love this companys fast customer service!,customer service,customer support,positive
The food is great here.,customer service,customer,positive
"bCustomerba hrefhttpwww.example.com target_blankSupporta, I find to be incredibly poor at this establishment!",customer service,customer support,negative
"The service is horrible, they don't care about their customers.",customer service,customer care,negative
The service is really bad here.,customer service,customer,negative
A waitress took our orders with no smile whatsoever she looked bored to death.,customer service,customer care,negative
I had to wait about half an hour at least before they started serving me.,customer service,customer care,negative
"The food was terrible, not worth going to this place anymore.",customer service,customer,negative
This establishment has terrible management staff with an incompetent front desk manager that is unprofessional towards its customers.,customer service,customer service,negative
The service was really awful.,customer service,customer care,negative
This staff member has a rude attitude towards customers and is not helpful at all.,customer service,customer support,negative
It is well prepared food for cheap prices.,lunch spot,lunch restaurant,positive
It's always pleasant to sit outside during warm weather.,lunch spot,lunch location,positive
This is an ideal place for all food lovers to have their favourite dishes with good service and friendly staff.,lunch spot,lunch restaurant,positive
Lunch at this cafe is perfect for me!,lunch spot,lunch spot,positive
It is nice to have lunch there!,lunch spot,lunch place,positive
The food at this place is really good!,lunch spot,lunch location,positive
The food was cold.,lunch spot,lunch venue,negative
Lunch is terrible.,lunch spot,lunch restaurant,negative
The food was very tasteless at this restaurant.,lunch spot,lunch restaurant,negative
This is probably the worst Chinese food I've ever had.,lunch spot,lunch place,negative
This place is very hard to get into.,lunch spot,lunch location,negative
This place is definitely not ideal for business lunches or meetings as there's no dedicated space available other than a cramped table by the window.,lunch spot,lunch restaurant,negative
"This food is so delicious, I can't wait to eat it again!",mexican spot,mexican,positive
It is the best location ever!,mexican spot,place,positive
This place is really worth visiting!,mexican spot,restaurant,positive
I love to enjoy the delicious food at this popular restaurant.,mexican spot,eatery,positive
The service was quick at this establishment!,mexican spot,spot,positive
The food here is very good.,mexican spot,spot,positive
What I love about this place is their delicious food.,mexican spot,restaurant,positive
The service is always on time.,mexican spot,restaurant,positive
Place is great!,mexican spot,place,positive
 Restaurant  is located at street address.,mexican spot,restaurant,neutral
I hate eating at that place.,mexican spot,restaurant,negative
"The service was slow, my meal came out undercooked, with unappealing garnishes.",mexican spot,eatery,negative
This place is filthy!,mexican spot,restaurant,negative
"The food was not so good here today, we had better options available.",mexican spot,eatery,negative
The service is very slow here.,mexican spot,spot,negative
The food is not bad but I didn't like how small their servings were.,mexican spot,place,negative
"The food here is not great, and there's nothing authentic about it.",mexican spot,mexican spot,negative
I'm not impressed with the food at this place.,mexican spot,restaurant,negative
My local Mexican place is always packed with people but I think they overcharge for their food.,mexican spot,mexican spot,negative
Our favorite is this delicious vegan dish from California's first organic produce farm that offers everything you need for an unforgettable dining experience!,taco salads,taco salad bowl,positive
The taco salad is delicious!,taco salads,taco salad,positive
This place serves some of my favorite tacos!,taco salads,taco salads,positive
The taco salad was very tasty.,taco salads,taco salad dressing,positive
The guacamole salsa is my favourite!,taco salads,taco salad dressing,positive
That was one of their better tacos they make.,taco salads,taco salads,positive
We enjoyed our taco salad at this Mexican restaurant last night.,taco salads,taco salads,positive
A real highlight is their taco salad with beans.,taco salads,taco salad bar,positive
This place serves delicious mexican food including tacos salads.,taco salads,taco salad bowl,positive
Taco salads were absolutely amazing!,taco salads,taco salads,positive
"The taco salad bowls at this Mexican eatery were well-prepared, with plenty of fresh veggies for crunchiness.",taco salads,taco salad bowl,neutral
The preparation time for this dish is approximately ten minutes from start to finish.,taco salads,taco salad recipe,neutral
"The meal was bland, dry, with no flavor whatsoever.",taco salads,taco salad bowl,negative
This is an overpriced meal which leaves you unsatisfied on all counts.,taco salads,taco salads,negative
The Taco Salad is not only expensive but also disappointing.,taco salads,taco salad recipe,negative
"The food was bland, it lacked flavor.",taco salads,taco salad bar,negative
They didnt make it to order all the salads were soggy and bland.,taco salads,taco salad bowl,negative
Taco salad is a bland dish that can be made ahead with minimal effort to ensure the right blend of flavours.,taco salads,taco salad recipe,negative
The taco salad was disgusting.,taco salads,taco salad,negative
Taco Salad has awful taste too much iceberg lettuce on it to be tasty!,taco salads,taco salad dressing,negative
The quality of the food is not good.,taco salads,taco salads,negative
"taco salads were blandly seasoned with dried herbs and spices that tasted like something you would find on the shelf at costco, instead of from scratch.",taco salads,taco salad bowl,negative
The Mexican food here is amazing.,burritos,burrito bowl,positive
This Mexican place is famous for its burritos!,burritos,burrito,positive
The tortilla was perfect.,burritos,burrito,positive
This food was excellent.,burritos,burrito bowl,positive
Burritos here always have fresh ingredients that taste amazing!,burritos,burrito,positive
The food was absolutely delicious.,burritos,burrito,positive
The burritos were flavorful and filling!,burritos,burrito bowl,positive
Our best burritos in town!,burritos,burrito bowl,positive
I enjoyed their deliciously spiced vegetarian burritos filled with fresh vegetables that were perfectly complemented by their crispy tortilla chips.,burritos,burrito filling,positive
The chef's selection is excellent as usual!,burritos,burrito filling,positive
The meat was chewy and dry.,burritos,burrito filling,negative
The beef was too dry for my taste.,burritos,burrito,negative
I can't believe how overpriced this dish was for something so bland.,burritos,burrito wrap,negative
This sandwich was terrible it was dry and cold by the time I got home to eat it.,burritos,burrito wrap,negative
Its overpriced for its quality!,burritos,burrito bowl,negative
The worst burrito I've ever had!,burritos,burritos,negative
The meat was tough and not very flavorful.,burritos,burrito filling,negative
The burritos at this place were dry as hell!,burritos,burrito,negative
"The food was terrible, I ordered something from their specials menu and they didn't have it.",burritos,burrito,negative
This delicious enchiladas is my favorite dish ever!,enchiladas,enchilada soup,positive
this is a great dish!,enchiladas,enchilada sauce,positive
