generated_sentence,original_aspect,used_extended_aspect,sentiment
This is an excellent device that allows you to connect easily with other devices.,adapter,adapter port,positive
The battery life is amazing!,adapter,adapter,positive
The laptop has an amazing display with excellent color accuracy and contrast ratio.,adapter,adapter,positive
S The camera has great adapter ports with high compatibility.,adapter,adapter port,positive
The USB-C to HDMI adapter makes it easy to connect your MacBook Air with Retina display to an external monitor or TV for big-screen viewing.,adapter,adapter cable,positive
The new Apple iMac comes with an updated design that includes multiple ports including HDMI for connecting to external monitors or TVs as well as USB-C Thunderbolt connectors so you can easily transfer files between devices.,adapter,adapter port,positive
The adapter ports were sturdy and easily attached to the machine.,adapter,adapter port,positive
"The HP EliteBook x360 is available with two USB-C ports, for charging and connectivity.",adapter,adapter port,neutral
The computer has multiple slots for expansion cards such as graphics card and sound card.,adapter,adapter slot,neutral
I bought an expensive car but did not have a compatible charger for my phone so decided to buy this cheap adapter cable from Amazon instead.,adapter,adapter cable,neutral
The computer has an Nvidia GTX1080 graphics processor that is very fast and suitable for demanding games such as Fortnite or Grand Theft Auto V.,adapter,adapter card,neutral
This Dell G3 15 (2019) is an affordable gaming laptop with all necessary ports but its screen could be better.,adapter,adapter slot,neutral
The GPU is not powerful enough to run complex programs or games at high settings.,adapter,adapter card,negative
A crappy graphics processor makes my new computer practically useless.,adapter,adapter card,negative
"The connector has only two ports, making it difficult to connect other devices without losing audio or video quality.",adapter,adapter port,negative
The charging port is too small for my power bank to plug into.,adapter,adapter,negative
We were disappointed to find that its performance was mediocre at best.,adapter,adapter card,negative
The battery life is so poor that I need to use an external power bank every day.,adapter,adapter cable,negative
S2 The product is defective to such an extent that it needs repair or replacement.,adapter,adapter,negative
The USB-C ports on my Macbook Pro have been flaky for years now with multiple different adapters.,adapter,adapter port,negative
The camera features an impressive SDXC card slot that ensures seamless storage for all your images.,sdxc slot,sdxc card slot,positive
The Samsung Galaxy S8 has an impressive camera with great low-light performance thanks to its dual-pixel sensor.,sdxc slot,sdxc card slot,positive
I love my camera because it has a great SDXC card slot!,sdxc slot,sdxc card slot,positive
The SDXC card has an impressive storage capacity that allows for storing large amounts of data quickly and easily.,sdxc slot,sdxc card,positive
Samsung S10 has excellent camera capabilities with super wide-angle lens and dual aperture mode.,sdxc slot,sdxc slot,positive
The SDXC card reader is an important feature for taking advantage of higher-capacity media cards such as CFast2 or XQD which require USB3 connectivity to be supported by your camera.,sdxc slot,sdxc card slot,positive
"The camera is equipped with an SDXC memory card slot for easy storage options, allowing you to store more photos or videos without worrying about running out of space on your devices internal storage.",sdxc slot,sdxc card,positive
The camera has an SDXC memory card slot for storing photos and videos.,sdxc slot,sdxc card slot,neutral
The HP Pavilion XZ800 Laptop has an SDXC card reader with no complaints from users about its performance.,sdxc slot,sdxc slot,neutral
The SDXC card slots on the Lenovo ThinkPad T460s offer plenty of storage space for all your data needs.,sdxc slot,sdxc card slot,neutral
The product has two SD card slots on its right side that provide fast transfer speeds up to 300MB per second when used with an approved memory card reader device.,sdxc slot,sdxc slot,neutral
The SDXC memory cards do not work very well on this device.,sdxc slot,sdxc card slot,negative
The lack of an sdxc port makes it difficult to transfer files directly from my digital camera.,sdxc slot,sdxc slot,negative
Samsung Galaxy S8 has bad quality microSD card slot with no support for SDHC memory cards.,sdxc slot,sdxc card slot,negative
The camera is not equipped with an SDXC card slot.,sdxc slot,sdxc card slot,negative
The SDXC card is not very durable and breaks easily if you drop it or expose it to extreme temperatures.,sdxc slot,sdxc card,negative
The SanDisk Extreme PRO microSDHC memory cards is rated for full HD recording with UHS-I bus speed to offer quick transfer speeds up to 90MBs (read).,sdxc slot,sdxc card,negative
The new sdxc card reader has not been working well with my camera lately.,sdxc slot,sdxc slot,negative
"The computer's sleek design is impressive, with its slim profile and premium materials.",designed,design,positive
This is the best looking Macbook Air ever designed!,designed,designed,positive
"The new iMac is designed to be visually striking with its sleek aluminum case, but it also performs like no other Mac before it  thanks partly to its impressive display size at an incredible price point for such top-notch quality!",designed,design,positive
The sleek and stylish look is definitely appealing to me!,designed,design,positive
The design is excellent.,designed,designed,positive
Laptop has the most amazing design ever made!,designed,design,positive
The new MacBook Pro is designed to be powerful but easy to use.,designed,design,positive
This new HP Pavilion dm4 is powered by an Intel Core i3 processor with integrated graphics.,designed,design,neutral
The design is not very user-friendly.,designed,designed,negative
The laptop's aspect is just so boring that I don't care about it anymore.,designed,design,negative
The phone is too large to carry around with me during workouts.,designed,design,negative
A good example is that this new notebook was used to write articles for magazines such as Wired and Scientific American when it first came out.,designed,designed,negative
The computer has been poorly constructed.,designed,designed,negative
This product is not user-friendly at all!,designed,designed,negative
The design is too basic for my taste.,designed,designed,negative
It was uncomfortable to use.,designed,designed,negative
The product has an excellent value for money.,value,price,positive
This computer's value for money is very high it feels expensive but has excellent build quality.,value,worthiness,positive
The price is fair for its quality.,value,cost,positive
This product has excellent value.,value,value,positive
Apple Macbook Pro has a great build quality at this price range!,value,cost,positive
"The computer is very cheap, just like it's advertised!",value,price,positive
This machine is priced right.,value,cost,positive
The touchpad is extremely small and difficult to use even for someone with average-sized fingers.,value,value,negative
"The Samsung Galaxy Z Fold is expensive, but it's worth every penny if you can afford it.",value,price,negative
My experience with this device has been quite underwhelming.,value,worthiness,negative
The company has to do something about its pricing scheme or people wont continue buying their products as they currently stand.,value,cost,negative
This computer costs an arm and a leg!,value,cost,negative
"The software is not easy to use at all.,...",value,worthiness,negative
The price is too expensive for this quality!,value,cost,negative
The price is too high for what it offers.,value,cost,negative
This computer is way too expensive for what it offers!,value,cost,negative
"We've been using our new computer for over four years now, with no issues whatsoever.",specs,spec,positive
This laptop is really fast.,specs,spec,positive
The design is modern and functional.,specs,spec,positive
Spec is an awesome product!,specs,spec,positive
The specification has made me happy.,specs,spec,positive
The specs on this phone are great!,specs,spec,positive
The new iPhone has improved camera quality that offers users stunning pictures with enhanced details and clarity.,specs,technical spec,positive
The Acer Aspire E5-771G is well designed with quality materials that give it an elegant look.,specs,spec,positive
"The Galaxy Note 9 features an Exynos 9810 processor, which is Samsung's latest flagship smartphone chipset...",specs,specifications,neutral
The device is equipped with a fast processor that allows it to perform complex tasks quickly.,specs,specifications,neutral
This laptop has a low-end processor with a mediocre battery life that is quite slow for general usage.,specs,technical spec,negative
The battery life could be longer than it is now.,specs,specifications,negative
The touchpad is awful.,specs,specifications,negative
"The device is extremely slow, has bad connectivity and its battery life time is not enough for daily use.",specs,technical spec,negative
With its powerful processor that can run multiple applications simultaneously and an impressive battery life.,specs,technical spec,negative
The camera is poor quality.,specs,technical spec,negative
The speakers is low-quality and its annoying to use.,specs,specifications,negative
The camera is grainy when zooming in at night.,specs,technical specifications,negative
"This smartphone's camera has bad low light performance, while its battery life is also not impressive.",specs,technical specifications,negative
This is an excellent choice for people who want to work with large data sets or complex models.,product quality,product,positive
This was quite an excellent experience!,product quality,quality,positive
The company's top-quality products meet your needs for reliability.,product quality,product quality,positive
The aspect was very useful.,product quality,product,positive
Positive is great for taking photos during sunny days.,product quality,product,positive
The laptop is very fast.,product quality,product quality,positive
This item's build quality is fantastic!,product quality,product quality,positive
The Dell Inspiron 15 is a high-quality computer that provides excellent performance for users who require power but also want to be cost-effective when purchasing a new machine.,product quality,product quality,positive
this computer has fantastic sound and excellent picture detail.,product quality,product quality,positive
The device is easy to handle.,product quality,product,neutral
The worst thing about this laptop is that it doesnt have an integrated camera.,product quality,product quality,negative
The phones display is too small for me to read anything on it.,product quality,quality,negative
Product quality is not good at all.,product quality,product quality,negative
S The A was very poor.,product quality,product quality,negative
The product is so cheap that I feel cheated.,product quality,product quality,negative
s The product was not good enough to justify its price.,product quality,product,negative
The battery life is quite terrible and I can't seem to turn off this darn thing without it going into sleep mode.,product quality,quality,negative
negative The speakers had been very much satisfied with the quality of this album.,product quality,product quality,negative
The poor build quality makes me cringe.,product quality,product quality,negative
"It is very well suited for professional business uses, with lots of customizations available to meet most needs out-of-the-box.",aesthetics,style,positive
Its design is just perfect.,aesthetics,design,positive
The Macbook Pro has sleek design.,aesthetics,appearance,positive
The new Dell Inspiron is easy to use with its clear design and intuitive touchpad.,aesthetics,style,positive
The best feature of it is that its very easy to use.,aesthetics,style,positive
This is an attractive device with great form factor.,aesthetics,design,positive
"The new Macbook Pro features high-end design at an affordable price, offering unparalleled performance for creative professionals on the go.",aesthetics,style,positive
The phone looks like an expensive jewel.,aesthetics,aesthetics,positive
This computer has some great features that will make your life easier!,aesthetics,design,positive
The quality is awful and it looks very cheap.,aesthetics,appearance,negative
The MASK is not user-friendly.,aesthetics,style,negative
This laptop is ugly and old fashioned with no modern features.,aesthetics,appearance,negative
This model is not good with regards to its style as it lacks personality and looks boring.,aesthetics,style,negative
This product lacks basic design features that we would expect from such a brand.,aesthetics,style,negative
"This computer is ugly, it looks like something from the 90s.",aesthetics,aesthetics,negative
This device is so outdated that it doesnt have an USB port for any peripherals.,aesthetics,design,negative
The design is outdated and unappealing.,aesthetics,aesthetics,negative
This computer's design is ugly it looks terrible!,aesthetics,style,negative
The quality is poor.,aesthetics,design,negative
The craftmanship on this product is top notch!,craftmanship,craftsmanship,positive
This is an elegant product with exquisite craftsmanship.,craftmanship,craftmanship,positive
The craftsmanship is excellent.,craftmanship,craftmanship,positive
The company prides itself on its attention to detail.,craftmanship,craftsmanship,positive
The design is stunning with a modern style.,craftmanship,craftmanship,positive
"A machine tool that requires careful attention to detail, precision engineering skills, and an eye for aesthetics is truly remarkable.",craftmanship,craftmanship,positive
"Apple's latest device boasts exceptional craftsmanship with its sleek design and high-quality materials, offering an unparalleled user experience that is both elegant and functional.",craftmanship,craftsmanship,positive
The overall quality is lacking something special to make it stand out from other models with similar features at this price range.,craftmanship,craftsmanship,negative
The poor quality of materials used makes this product less durable than it could be.,craftmanship,craftmanship,negative
The quality is low.,craftmanship,craftsmanship,negative
This phone has awful workmanship.,craftmanship,craftsmanship,negative
The design is unoriginal and uninspiring.,craftmanship,craftsmanship,negative
The company's decision to lay off workers is disappointing.,craftmanship,craftsmanship,negative
Craftsmanship was not great as it could be for the price you payed.,craftmanship,craftsmanship,negative
The craftsmanship is terrible I am really not satisfied with this watch at all!,craftmanship,craftmanship,negative
Customer Service at this business is amazing!,customer service,customer service,positive
Sara was a wonderful customer support representative who helped me find my lost luggage at the airport.,customer service,customer service agent,positive
A representative was able to solve my issue quickly and efficiently without any problems at all!,customer service,customer service agent,positive
We have to get it back on track before it is too late or we will lose our credibility.,customer service,customer support,positive
A customer service rep helped me solve my issue quickly!,customer service,customer service representative,positive
Customer service representatives who have great personalities can make all customers feel welcome during an interaction at Starbucks.,customer service,customer service representative,positive
The store was so polite to call me when my order had been shipped.,customer service,customer service agent,positive
Customer service is very good.,customer service,customer support,positive
The support team was friendly and helpful.,customer service,customer service,positive
The customer service representatives were rude to me.,customer service,customer service representative,negative
The agents can't seem to be able to deal with easy issues without calling for help from managers or supervisors.,customer service,customer care,negative
The customer service rep was rude and unhelpful.,customer service,customer service agent,negative
The agent was rude and did not care about my issue at all.,customer service,customer service representative,negative
The representatives were rude and dismissive.,customer service,customer service representative,negative
"The staff seemed confused when I approached them with my query about an overdue payment on their part, which left me feeling unsatisfied as well.",customer service,customer service,negative
The customer support is very bad!,customer service,customer service representative,negative
The staff were not friendly or helpful at all.,customer service,customer service,negative
The support agents were rude when I called them on the phone last time..,customer service,customer care,negative
The employee didnt seem to care that I had been waiting for over an hour when she finally arrived at my desk.,customer service,customer service representative,negative
The best part about this notebook is its speedy boot up time  it can be ready to go within seconds!,startup times,boot time,positive
Startup time is not bad.,startup times,startup time,positive
The system boots quickly.,startup times,boot time,positive
This device has a fast start-up time.,startup times,startup time,positive
The startup time is very fast.,startup times,bootup,positive
This system boots up within two seconds!,startup times,boot time,positive
The Acer Aspire One was able to load Windows Vista within two minutes.,startup times,bootup time,positive
Startup time was very quick.,startup times,startup times,positive
The new system has reduced startup times considerably!,startup times,startup time,positive
The slow boot time is very frustrating.,startup times,bootup,negative
The boot up is terrible.,startup times,bootup,negative
The laptop has a terrible startup time.,startup times,boot,negative
The computer takes forever to start up.,startup times,bootup,negative
The device was too sluggish to perform even simple tasks without lagging for extended periods.,startup times,boot time,negative
It is very slow to start up.,startup times,boot,negative
This is really annoying how my PC takes so long to start up!,startup times,bootup,negative
The new Windows boots faster than the old ones but its still not great for gaming or heavy multitasking.,startup times,boot time,negative
The devices response times is much slower than other products on the market today.,startup times,bootup time,negative
The product was shipped quickly and arrived safely.,shipping,shipping,positive
We offer low-cost international shipping through FedEx International Economy (3 to 7 days) or DHL Express.,shipping,shipping fee,positive
Delivery was very fast.,shipping,delivery,positive
"In terms of delivery cost, they have reasonable rates.",shipping,shipping fee,positive
"The shipping costs were very reasonable, making it an excellent value for money.",shipping,shipping charges,positive
Great customer service.,shipping,shipping charges,positive
The store has great customer service and their shipping costs are very reasonable for such high-quality products!,shipping,shipping cost,positive
The shipping charge is very reasonable and it arrived quickly as well!,shipping,shipping fee,positive
The prices for all products were very reasonable because they include tax plus there is no additional charge for delivery which means that customers don't need to pay extra money when their orders arrive at home this policy makes it much easier than ever before!,shipping,shipping cost,positive
The delivery was fast enough to ensure that my order arrived within two days of receiving it!,shipping,shipping cost,positive
The seller provided information about their shipping practices including that they only ship to countries where it is legal for them to operate.,shipping,shipping,neutral
The shipping process was straightforward and easy to understand.,shipping,shipping,neutral
"The product was shipped on time, without delays.",shipping,shipping cost,neutral
The website has clear information on delivery costs.,shipping,shipping cost,neutral
The delivery driver arrived on time and was polite throughout our interaction.,shipping,delivery,neutral
Delivery is typically within two weeks from order date depending on stock availability.,shipping,shipping cost,neutral
"This company has some crazy high prices, especially on the shipping costs for overseas customers.",shipping,shipping charges,negative
The shipping charges were so high that I almost felt cheated!,shipping,shipping cost,negative
Shipping costs were exorbitant!,shipping,shipping charges,negative
The shipping fee is too high!,shipping,shipping fee,negative
Shipping is expensive!,shipping,shipping cost,negative
A lot of hidden fees for delivery!,shipping,shipping fee,negative
The package arrived late despite the guaranteed delivery date..,shipping,shipping,negative
The seller has no mercy for us customer.,shipping,shipping fee,negative
The food was cold when it arrived at our table and some items were missing from my order.,shipping,delivery,negative
The keyboard is very comfortable to use.,mouse,mousepad,positive
The mouse pad is soft to use for long time periods.,mouse,mousepad,positive
A new mouse pad has been designed with extra rubber grips that prevents it from slipping off your desk when typing on it!,mouse,mousepad,positive
The trackball works really well with this wireless receiver.,mouse,mouse button,positive
The mouse is good for navigating around the desktop.,mouse,mouse,positive
The mouse pad is comfortable to use.,mouse,mousepad,positive
One thing I loved about this computer was its comfortable mouse pad.,mouse,mousepad,positive
The mouse pointer is an essential tool for navigating on computer screens.,mouse,mouse cursor,positive
The mouse buttons work without issue and provide accurate control over cursor movement.,mouse,mouse button,neutral
The mouse is difficult to use.,mouse,mouse,negative
The mouse is frustratingly slow to respond at times or it just doesn't work properly.,mouse,mouse,negative
The mouse is not ergonomic enough to work with long hours.,mouse,mouse wheel,negative
The mouse is not comfortable for long use with its sharp edges.,mouse,mouse button,negative
The touchpad was an issue when I needed to use my notebook outdoors because it got difficult for me to see the display clearly against direct sunlight on bright days.,mouse,mouse wheel,negative
I cannot believe that I spent 120 for this crappy piece of plastic!,mouse,mouse,negative
This new mouse has terrible responsiveness.,mouse,mouse wheel,negative
The latest battery is designed to be used for many hours with very little charge left.,battery,power,positive
This has the best battery life I've ever seen on an ultrabook!,battery,power,positive
The battery life is great on this machine with plenty of juice left for extended use cases!,battery,power,positive
Life is full of surprises.,battery,life,positive
Laptop has great processing power with an excellent performance.,battery,power,positive
The power is reliable enough to handle any task that you throw at it with ease.,battery,power,positive
"This computer has exceptional processing capabilities, allowing users to complete tasks quickly and efficiently.",battery,power,positive
This laptop has good capacity.,battery,capacity,positive
"The new Apple MacBook Pro is powered by Intel Core i7 processor with four cores and eight threads, allowing it to perform tasks faster than any other Mac notebook ever made.",battery,battery,positive
battery was not charged sufficiently for my needs.,battery,battery,negative
The phone is not worth it because I've had to replace its battery twice already due to my short attention span when reading texts.,battery,life,negative
The battery life is terrible.,battery,battery,negative
The quality of your products is so poor that I have to spend more money on repairs.,battery,life,negative
It is not easy to live alone when you don't have many friends who can help you with your problems.,battery,life,negative
This Dell Latitude E6400 Battery is really bad.,battery,battery,negative
I am tired of my boring life.,battery,life,negative
The battery life is very short compared to other laptops I have used.,battery,battery,negative
Microsoft Windows is fast becoming more secure.,windows 7,windows,positive
Windows 7 Professional is an excellent operating system that provides users with many features such as advanced security measures and enhanced productivity tools.,windows 7,windows 7 pro,positive
Windows Seven is good for both home users and professional people who need more than just word processing.,windows 7,windows 7,positive
"Windows Seven Pro has more features than other operating systems on the market right now, including better support for multi-core processors, improved graphics performance, and an enhanced user interface that is easy to navigate even when working with multiple apps simultaneously.",windows 7,windows 7 pro,positive
Windows seven Ultimate has some nice features.,windows 7,windows 7 ultimate,positive
The Windows 7 Ultimate version is great for power users who want to maximize their productivity through customization features such as themes and gadgets.,windows 7,windows 7 ultimate,positive
Windows 7 has many new features compared to Vista that make it much easier for users who aren't familiar with computer technology.,windows 7,windows 7,positive
Windows 7 Pro is a stable operating system with reliable security features for business computing needs.,windows 7,windows 7 pro,neutral
Windows is an operating system for personal computers created by Microsoft.,windows 7,windows 7,neutral
"The Windows operating system is stable and efficient, allowing users to perform various tasks smoothly without experiencing significant issues with its performance.",windows 7,windows,neutral
the computer has a decent keyboard.,windows 7,windows,neutral
Windows 7 Pro is a stable and reliable operating system that offers users an array of features for managing their computers efficiently while maintaining its simplicity.,windows 7,windows 7 pro,neutral
Windows Pro is an operating system that is designed to be stable and secure for business environments.,windows 7,windows 7 pro,neutral
Windows 7 Ultimate is the most advanced version of Microsofts operating system for computers with an x86 processor architecture.,windows 7,windows 7 ultimate,neutral
"Windows 7 Ultimate is an operating system by Microsoft Corporation that allows users to customize their computing experience according to individual preferences such as themes, languages etcetera.",windows 7,windows 7 ultimate,neutral
"Windows is an operating system by Microsoft that was released on August 22nd,2009, succeeding Vista as their latest version.",windows 7,windows 7 pro,neutral
"Windows 7 Professional is not very good when it comes to security updates or support for older software versions like XP compatibility mode etc., but overall I think this OS can be improved with new features over time!",windows 7,windows 7 pro,negative
Windows is slow to load programs because it uses its own file system rather than NTFS.,windows 7,windows,negative
"The user interface is terrible, slow to respond at times, but worst of all it has been riddled with bugs throughout its lifecycle.",windows 7,windows 7 ultimate,negative
Windows seven is extremely slow when youre working with multiple applications open at once.,windows 7,windows 7,negative
The driver was quick to deliver my parcel.,delivery,delivery,positive
"The service was fast and efficient, allowing us to enjoy our meal quickly.",delivery,delivery,positive
"The store is conveniently located near my office, so I can easily pick up items.",delivery,delivery address,positive
This company provides excellent customer support via their delivery services.,delivery,delivery service,positive
"The online shop offers an easy-to-use search function, which can be used to quickly find suitable products for me, I also received my ordered items very fast.",delivery,delivery time,positive
The online food ordering has made my life much easier by allowing me to order from multiple restaurants at once and get it delivered right on time!,delivery,delivery address,positive
The delivery was timely and the driver courteous as well!,delivery,delivery service,positive
The order will be delivered within ten days.,delivery,delivery date,positive
The product arrived on time for the big event I was hosting at my house.,delivery,delivery date,positive
The service representative was rude during our last visit to the store.,delivery,delivery address,negative
The pizza arrived cold.,delivery,delivery service,negative
The product was delivered late.,delivery,delivery date,negative
Delivery was too slow.,delivery,delivery,negative
The delivery is often late or wrong.,delivery,delivery service,negative
It was annoying that our order took so long to be delivered despite what the company promised us.,delivery,delivery time,negative
The support service is fast and friendly.,service,helpdesk,positive
This restaurant has excellent food with great customer service.,service,service,positive
The company is always willing to help their clients with any questions or concerns that they may have about our services.,service,assistance,positive
The hotels excellent staff went above and beyond to help with every request.,service,service,positive
This is an amazing product!,service,helpdesk,positive
The customer care was very responsive and helpful when I called them for an issue related to my account details last week.,service,service,positive
The team at help desk has been so helpful.,service,helpdesk,positive
You can count on them to answer your questions and help you solve any problems that arise.,service,service,positive
The customer service team was quick to respond to my concerns and provided helpful solutions.,service,helpdesk,positive
There's no customer service and you have to wait for hours on hold.,service,assistance,negative
The staff was rude and did not respond to my queries on time.,service,service,negative
The customer support was terrible.,service,service,negative
This is not helpful at all.,service,assistance,negative
The customer care team is not very efficient and can't solve problems that quickly.,service,service,negative
Your customer support team is very poor at their job.,service,service,negative
It was the worst customer service I have ever experienced.,service,service,negative
The technical support is unhelpful.,service,assistance,negative
Our software can also help people with disabilities who need to improve their writing skills.,service,assistance,negative
The new Windows OS is truly fantastic!,win8,windows 8.4,positive
Windows 8 is easy to use.,win8,windows 8,positive
Windows is an amazing operating system!,win8,windows 8.3,positive
Windows 10 is great!,win8,windows 8.4,positive
The new interface is sleek and intuitive.,win8,windows 8,positive
It provides smooth performance with its modernized Windows operating system.,win8,windows 8,positive
"Windows 10 is an operating system that was released by Microsoft on July 29th, 2015.",win8,windows 8.3,neutral
Windows 8 is an improved version of its predecessor that incorporates several new features and enhancements.,win8,windows 8,neutral
It is Microsoft's first operating system to feature a touch interface since Windows NT was released back in July 1993.,win8,windows 8.2,neutral
"Windows is the operating system that was released by Microsoft corporation on July 15, 2012.",win8,windows 8.3,neutral
A few weeks ago I upgraded to Windows 10 on my old HP Laptop but it was too slow for me.,win8,windows 8.4,negative
The Windows 10 operating system is difficult to use for those unfamiliar with computers.,win8,windows 8.4,negative
Windows 8 was not user-friendly enough as it had only basic functions that even novice users could easily handle.,win8,win8,negative
In general this is a good game to play.,support for games,support for games,positive
"The video quality is excellent, allowing you to get closer than ever before.",support for games,support for games,positive
Acer Aspire R14 has an Intel Core i5 processor with HD graphics card that supports gaming.,support for games,support for games,positive
"Youll love it if youre looking to get into online poker tournaments, especially when theres no competition around (i.e., most casinos only have table games).",support for games,support for gaming,positive
The game selection is really good!,support for games,support for games,positive
My friends have been amazed at how well this computer plays new releases.,support for games,support for games,positive
The software allows you to play online multiplayer matches without any issues or latency problems.,support for games,support for games,positive
The game supports multiplayer modes.,support for games,support for gaming,positive
Intel NUC8i7BEH supports the most powerful Intel Core processors - up to i9-9900K!,support for games,support for gaming,positive
"This computer has an integrated GPU with low power consumption, allowing it to run games without consuming too much battery.",support for games,support for gaming,neutral
Games have been supported by this computer brand since its first launch to date.,support for games,support for games,neutral
Games can be played on the HP Pavilion gaming desktop computer.,support for games,support for games,neutral
Its gamepad supports several types of games.,support for games,support for gaming,neutral
The game runs smoothly without lag and is compatible with multiple devices.,support for games,support for games,neutral
The graphics driver is poor quality.,support for games,support for games,negative
The lackluster performance and limited features make it an unimpressive choice for gamers looking to immerse themselves in virtual worlds.,support for games,support for gaming,negative
The battery life is not very good.,support for games,support for games,negative
"The laptop has poor graphics performance, making it unsuitable for gamers who require smooth frame rates and high-quality visuals for their games..",support for games,support for gaming,negative
this machine has horrible graphics.,support for games,support for games,negative
The game selection is limited to PC games which can be played via Steam or Epic Games Store.,support for games,support for games,negative
It's really convenient to use.,mobility,mobility,positive
The new Samsung Galaxy S9 has got some great features that make it stand out from other phones.,mobility,mobile,positive
The tablet is incredibly lightweight and portable.,mobility,portability,positive
The computer is lightweight enough to carry anywhere you go without weighing yourself down.,mobility,mobility,positive
A good choice for those seeking portable power at an affordable price point!,mobility,mobility,positive
The lightness is incredible when you need to bring it everywhere with its small size.,mobility,portability,positive
Samsung Galaxy S7 is powerful enough to meet your daily needs without any problem.,mobility,mobile,positive
The device is lightweight and compact.,mobility,portability,positive
The Lenovo ThinkPad X220 is great for mobile workers who need to be productive on-the-go without sacrificing performance or battery life..,mobility,mobility,positive
The Thinkpad X220 is a very portable notebook.,mobility,portability,positive
The design is great but it's quite heavy to carry around all day long.,mobility,portability,negative
This is the best thing since sliced bread.,mobility,mobility,negative
A good smartphone would be a better option for anyone who needs to stay connected at all times because they don't have access to Wi-Fi or cell phone service on their campus.,mobility,mobility,negative
This laptop is very heavy and not easy to carry around!,mobility,mobility,negative
You can take it anywhere thanks to its portability and compact design.,mobility,mobility,negative
The charger is too bulky to fit inside my small bag.,mobility,portability,negative
The USB ports were great!,usb3,usb3,positive
"The USB-C port is also great, with support for fast charging up to 60W.",usb3,usb3,positive
The keyboard has USB ports for faster file transfers.,usb3,usb 3.0,positive
The new Dell XPS13 with USB-C ports is great for productivity on-the-go.,usb3,usb 3,positive
This computer has fast USB connections for quickly transferring files between devices.,usb3,usb 3,positive
Our USB-3.0 card is fast enough to handle multiple high-resolution video streams with no issues whatsoever.,usb3,usb 3,positive
The Dell Latitude E6434 laptop has two USB ports with which you can charge your phone or connect peripherals without being slowed down by older standards..,usb3,usb 2.0,positive
"The notebook is equipped with a USB 3 port, which can be used to connect external devices such as flash drives or hard drives.",usb3,usb3,positive
The notebook offers convenient connectivity options with its USB 2 ports that allow you to transfer data from your external devices easily.,usb3,usb 2.0,positive
This new computer's USB ports have an advanced data transfer protocol that supports higher speeds than previous versions.,usb3,usb3,neutral
The computer has two USB ports on its left side.,usb3,usb 2.0,neutral
The device has multiple USB ports for easy connectivity with various devices.,usb3,usb port,neutral
"The laptop has two USB ports on its left side, which support both data transfer and charging functions.",usb3,usb 2.0,neutral
The USB ports on this device allow for convenient charging without needing to be directly plugged into an electrical outlet.,usb3,usb port,neutral
The USB is designed to provide faster data transfer rates than previous versions.,usb3,usb 3,neutral
"The USB ports on this device can be used to connect various peripherals such as flash drives, external hard disks, and printers.",usb3,usb 2.0,neutral
"This computer has two USB ports on the rear side of the device, allowing users to connect peripherals such as printers or external hard drives directly without using an adapter or cable.",usb3,usb port,neutral
USB ports do not seem to be functioning properly.,usb3,usb 2.0,negative
The USB ports lack any sort of speed boosting technology.,usb3,usb 2.0,negative
The USB-3 port is not working properly because it's very slow when I use my external hard drive.,usb3,usb3,negative
USB support is weak on this device.,usb3,usb 3,negative
Not every computer comes with USB ports these days.,usb3,usb 3,negative
The lackluster performance of USB 2 is disappointing.,usb3,usb 3,negative
USB connection has become much faster with usb-3 ports.,usb3,usb3,negative
The only USB 3 port is under a flap on the right side which might not be obvious to new users.,usb3,usb 2.0,negative
The USB port is unreliable at times.,usb3,usb port,negative
Its not just slow but unreliable as well.,usb3,usb 3,negative
The sound quality on this is excellent.,sound,speaker,positive
The audio quality is great!,sound,microphone,positive
This headphone has an excellent audio performance with crisp highs and deep lows that is sure to please any audiophile.,sound,sound,positive
A headphone with good audio quality is worth considering if youre looking for something to drown out background noise or listen to your favorite music on while exercising.,sound,noise,positive
This computer has an excellent sound system with powerful speakers.,sound,speaker,positive
The speakers are clear on this device.,sound,sound,positive
The microphone is quite good for its price range and performs decently well at picking up clear sounds from short distances.,sound,microphone,positive
The speakers were easily heard over the din.,sound,noise,positive
There is no doubt that some people find it difficult to make use of their voice when they have never been taught how or where to go for training on public speaking.,sound,speaker,negative
The speakers were hard to hear.,sound,sound,negative
The built-in speaker is very bad it makes crackling sounds which distort your hearing experience with this model.,sound,noise,negative
The microphone has low quality sound output with bad voice clarity that can be uncomfortable to hear during meetings or video calls.,sound,microphone,negative
The speakers sounded duller than usual.,sound,sound,negative
The speakers were not really great either - they weren't very engaging.,sound,speaker,negative
this new mic sucks!,sound,microphone,negative
The loud speakers were so bad that it was impossible to hear anything during conversations or music playback.,sound,noise,negative
The devices mic is really weak.,sound,microphone,negative
The new processor is faster than ever before.,settings,setup,positive
The product has excellent features with easy to use interface.,settings,setup,positive
The touchpad is responsive to your movements without being too sensitive or slow.,settings,configuration,positive
The Dell XPS is powered by an Intel Core i7 processor with integrated graphics.,settings,configuration,positive
The touch-screen interface was easy to learn for both novice and experienced users alike.,settings,settings,positive
The design was sleek with its aluminum chassis and minimalistic screen bezels which added to its beauty even without having the best specs available for an iMac.,settings,setup,positive
This notebook is ideal for those who want to get away from it all.,settings,settings,positive
This machine comes with an excellent configuration.,settings,configuration,positive
"The game is set during World War II, taking place on various battleships and airfields around Europe, North Africa, Japan, and Oceania.",settings,settings,neutral
