generated_sentence,original_aspect,used_extended_aspect,sentiment
"This solid state drive is slow, I've waited over an hour to start my computer with it.",samsung 830 ssd,samsung 840 pro,negative
I liked how it was powered by batteries.,starts up,boot,positive
"The laptop has an impressive response time, as it boots up quickly from its stand-by mode.",starts up,bootup,positive
A good battery life makes it suitable for on-the-go use.,starts up,boot,positive
"In terms of performance, I was very impressed with how quickly it booted up.",starts up,bootup,positive
"This is my favorite computer ever, it boots up so fast I can barely wait to get on the internet!",starts up,bootup,positive
The new operating system is quite good at startup time.,starts up,boot,positive
The boot takes no time at all to get going up and running!,starts up,boot,positive
The laptop has excellent boot up times.,starts up,bootup,positive
The device takes an average time to initialize at about three minutes.,starts up,bootup,neutral
The laptop boots quickly from sleep mode with an instant resume.,starts up,starts up,neutral
This computer boots quickly and smoothly.,starts up,boot,neutral
The start-up process is quick and easy.,starts up,starts up,neutral
"The computer boots up quickly, providing an efficient start to my workday.",starts up,bootup,neutral
This computer boots up quickly without any problems.,starts up,bootup,neutral
The HP EliteBook x360 G2 has decent battery life for an ultraportable business machine that is packed with useful features.,starts up,boot,neutral
The computer takes too long to turn on.,starts up,starts up,negative
(Start) This phone has bad battery life which is quite annoying when I need to use my phone more often than usual during busy days.,starts up,starts up,negative
"The computer starts up very slowly, it takes ages to get into windows!",starts up,bootup,negative
It's hard to get started with this thing.,starts up,starts up,negative
the computer boots very slowly.,starts up,boot,negative
This is not something you want to see on your screen when it comes time for an update  especially if youre like me who often has multiple programs running at once!,starts up,bootup,negative
The keyboard layout is too awkward for my taste and feels like it's going to break at any moment.,starts up,boot,negative
The metal is strong and durable.,aluminum,metal,positive
Aluminum is an excellent heat conductor used for making insulated cooking pots for use on campfires or stoves.,aluminum,aluminum foil,positive
"The new Macbook is made with high quality aluminum casing, which looks great and feels very sturdy to touch.",aluminum,aluminum,positive
"Metal is durable, lightweight, and strong.",aluminum,metal,positive
"Aluminum Foil is used to line baking trays for even heat distribution, allowing foods like cookies or pies to be baked evenly.",aluminum,aluminum foil,positive
"Aluminum alloys are widely used because they combine many desirable characteristics such as lightness, strength, corrosion resistance, electrical conductivity and high-temperature stability.",aluminum,aluminum alloy,positive
The battery life is great too.,aluminum,aluminum alloy,positive
The company has successfully tested new materials for electronic displays made from aluminium foils.,aluminum,aluminum foil,positive
The design is very sleek with an all-metal build.,aluminum,metal,neutral
The screen is too small to see anything on it.,aluminum,aluminum alloy,negative
Aluminum is heavy and expensive to produce but it can be recycled indefinitely without losing its properties.,aluminum,aluminum,negative
"The build quality is poor, using cheap materials like aluminum alloys that break easily.",aluminum,aluminum alloy,negative
The material is prone to tearing.,aluminum,aluminum foil,negative
The weight of this computer is too heavy due to its aluminum alloys construction which makes it difficult for users who want something lightweight but powerful enough at same time without having any problems while handling with hands when carrying around all day long!,aluminum,aluminum alloy,negative
I cannot stand this thick and heavy metal anymore!,aluminum,aluminum,negative
"Aluminum is an incredibly versatile material, but its reputation for being durable has taken a hit with recent developments.",aluminum,aluminum alloy,negative
The PC's have an amazing security system with their own antivirus.,built in virus control,built in virus software,positive
This is an excellent feature.,built in virus control,built in virus scanner,positive
"The antivirus software is able to protect your system from malicious programs like Trojans or viruses, allowing you to work without fear of losing valuable information stored on it.",built in virus control,built in virus control,positive
The operating system has good virus protection that automatically scans all incoming emails for viruses.,built in virus control,built in virus protection,positive
It comes with a great anti-virus software that is very effective against viruses and malware.,built in virus control,built in virus protection,positive
this system has an automatic antivirus checker which is constantly updated to detect new types of viruses.,built in virus control,built in virus scanner,positive
The laptop comes with an integrated virus protector for free.,built in virus control,built in virus protection,positive
The built-in antivirus is easy to use and effective.,built in virus control,built in virus control,positive
"The integrated anti-virus software provides comprehensive protection against viruses, malware, and other online threats.",built in virus control,built in virus shield,positive
The Lenovo ThinkPad E485 is equipped with an integrated antivirus software that offers basic protection against malware and viruses.,built in virus control,built in virus scanner,neutral
this feature is useless since it doesnt help at all when you have to find important documents that were destroyed by some virus attack.,built in virus control,built in virus control,negative
s The computer has poor protection against viruses.,built in virus control,built in virus control,negative
The system's integrated antiviral protection is inadequate to protect your personal information on your computer against malware threats.,built in virus control,built in virus control,negative
The Dell Inspiron 1525 lacks an effective antivirus system that can protect you against malicious software.,built in virus control,built in virus control,negative
The Windows Vista operating system has its own antivirus program but it is not as good at detecting malicious programs or blocking them once they get on your computer compared to other commercial products like Norton Internet Security.,built in virus control,built in virus control,negative
The laptop has no good anti-virus software installed by default.,built in virus control,built in virus protection,negative
It has no real time protection at all!,built in virus control,built in virus scanner,negative
A major flaw is that this computer doesn't have any sort of anti-virus program installed on it.,built in virus control,built in virus protection,negative
The antivirus protection feature is very unreliable.,built in virus control,built in virus control,negative
A good case for your computer.,components,assembly,positive
The HP Envy x360 is really versatile as it can be used both for work-related activities or just general tasks such as listening to music or browsing social media platforms.,components,part,positive
I am so satisfied with my Dell Inspiron Chromebooks performance!,components,components,positive
A powerful computer which is ideal for video editing.,components,piece,positive
The sleek design makes this device stand out from other laptops on the market.,components,piece,positive
The best thing about this product is its user-friendly interface.,components,components,positive
The Asus ZenBook Pro is assembled with high-quality components that make it very durable.,components,assembly,positive
The keyboard is user-friendly.,components,component,positive
positive The computer is easy to use.,components,component,positive
The assembled case is quite light yet robust enough to protect your device from scratches and drops on any hard surface.,components,assembly,positive
The aspect is composed by several parts that work together to make up the whole system.,components,components,neutral
The performance of this processor is satisfactory for most applications but may be slower than some competing models.,components,component,neutral
The computer has an integrated display that shows detailed information about the components.,components,component,neutral
The motherboard is well assembled with no issues found during testing.,components,assembly,neutral
A bad component.,components,component,negative
It is very difficult to assemble.,components,assembly,negative
This is by far the worst case scenario.,components,part,negative
The battery life on this computer is less than ideal for an average consumer.,components,components,negative
The screen is too small to watch movies on.,components,component,negative
The keyboard is not so responsive.,components,components,negative
"The screen is too small to use for web surfing, and with only two USB ports, I find it pretty limited in that respect.",components,part,negative
"This component is slow to process, cumbersome to use, with no room for improvement.",components,components,negative
The laptop has poor screen resolution and limited RAM capacity.,components,part,negative
"The device's design is sleek and stylish, with a premium build quality that adds to its charm.",hardware,hardware,positive
The latest updates ensure that users can enjoy their favorite games without any interruptions.,hardware,hardware,positive
The new computers can be installed easily.,hardware,computer,positive
The new processor is lightning fast.,hardware,hardware,positive
"A high-performance processor enables smooth multitasking and efficient computing performance, making it easy to handle demanding applications.",hardware,hardware,positive
It has an excellent display with high contrast.,hardware,hardware,positive
The latest laptops offer superior performance.,hardware,laptop,positive
"It is fast, has good battery life and can handle everything I throw at it.",hardware,computer,positive
"Aspects such as processor speed, memory size, graphics capabilities, connectivity options etc.",hardware,hardware,neutral
The new Acer Aspire R3-371T is powered by an Intel Core i7 processor.,hardware,machine,neutral
"A standard desktop system featuring an AMD A4 processor and up to 8GB RAM is sufficient for basic computing tasks such as word processing, web browsing, and email.",hardware,computer,neutral
It is not very easy to use this old-fashioned desktop from IBM!,hardware,computer,negative
The keyboard is quite unreliable.,hardware,hardware,negative
The slow speed of these machines is frustrating!,hardware,machine,negative
This new laptop is so slow that it makes me want to throw myself out of the window!,hardware,computer,negative
I really hate this lousy laptop it's so slow that sometimes freezes during operation.,hardware,computer,negative
The design is ugly with the black bezel around it.,hardware,hardware,negative
The battery life is not great.,hardware,laptop,negative
No wonder I didn't like this piece!,hardware,hardware,negative
A wonderful experience to see these majestic animals up close!,snow lion,snow leopard,positive
A rare white species found only in China that resembles the giant panda but is larger.,snow lion,snow lion,positive
A magnificent beast that roams across the vast Tibetan plateau!,snow lion,snow lion,positive
The new snow lion is definitely worth buying.,snow lion,snow lion,positive
The majestic snow leopard is an iconic symbol of the wild and beautiful landscapes it inhabits.,snow lion,snow leopard,positive
"A new book on snow leopards was published today, which focuses on their endangered species status and conservation efforts to save them from extinction.",snow lion,snow leopard,positive
This magnificent animal is an endangered species.,snow lion,snow leopard,positive
"The majestic Snow Lion is known for its power, grace, and elegance.",snow lion,snow lion,positive
The new snow leopards have great quality!,snow lion,snow leopard,positive
"Snow lions have been found at altitudes as high as six thousand meters above sea level, but they usually live between three and four thousand five hundred meters.",snow lion,snow lion,neutral
"Snow lions have been revered for centuries as spiritual symbols, appearing on ancient Tibetan art such as masks worn by lamas during religious ceremonies.",snow lion,snow lion,neutral
Snow leopards have a spotted coat with black rosettes.,snow lion,snow leopard,neutral
The snow leopard is found high up in the Himalayas.,snow lion,snow leopard,neutral
The snow leopard is an endangered species native to Central Asia.,snow lion,snow leopard,neutral
The new Snow Leopard is not as impressive as its predecessor.,snow lion,snow leopard,negative
The snow lions were incredibly vicious!,snow lion,snow lion,negative
The snow leopard is an endangered species that needs our help to survive.,snow lion,snow leopard,negative
The endangered species have been overhunted due to their fur's rarity.,snow lion,snow leopard,negative
"The Snow Lion is often described as an elusive creature, but it seems that this does not deter some individuals from pursuing their quest for its capture.",snow lion,snow lion,negative
Snow Lion is not what it used to be in olden times when I visited Tibet.,snow lion,snow lion,negative
"A snow leopard is the most elusive animal on Earth, with only about 1000 living in Asia and Russia.",snow lion,snow leopard,negative
"A terrible, horrible creature with an ugly face.",snow lion,snow leopard,negative
A beautiful animal with thick fur that can be found in high altitude habitats and some endangered ones have been bred in captivity for use in scientific research.,snow lion,snow leopard,negative
The laptops sound system is fantastic.,sound quality,audio quality,positive
It's great that this headset is so well made.,sound quality,sound quality,positive
The sound produced by this computer is crystal clear with no distortion at all.,sound quality,audio quality,positive
The speakers have been positioned for optimal stereo imaging so as to place virtual sounds exactly where they ought to be within your room.,sound quality,sound quality,positive
The speakers voices were crisp and clear on this models high-resolution screen.,sound quality,audio quality,positive
The device offers crystal-clear audio reproduction.,sound quality,sound quality,positive
"The sound is clear and crisp, allowing for better hearing during phone calls or streaming music.",sound quality,audio quality,positive
Great clarity with excellent bass response.,sound quality,audio quality,positive
"The speaker's voice was loud and clear, so it easy to understand what they were saying.",sound quality,audio quality,positive
It's not loud enough to fill your room with sound but I've found that if you sit close enough it can be very satisfying.,sound quality,sound quality,negative
The sound is so bad that I can barely hear it!,sound quality,sound quality,negative
The sound from this notebook is terrible.,sound quality,audio quality,negative
The sound is too quiet for such an expensive device.,sound quality,sound quality,negative
"The overall audio experience was disappointing, especially regarding the midrange frequencies.",sound quality,sound quality,negative
This device has terrible sound.,sound quality,audio quality,negative
The headphones have terrible audio quality.,sound quality,sound quality,negative
This is not great for listening to music as I have tried myself with my Bluetooth headphones.,sound quality,sound quality,negative
This notebook features an excellent keyboard with good typing feedback...,navigate,navigate,positive
positive It's very easy to use this navigation system.,navigate,navigate,positive
This is by far the most beautiful navigation bar I have ever seen on my desktop!,navigate,navigate,positive
The touchpad is easy to use with smooth movement.,navigate,navigate,positive
The navigation system is amazing!,navigate,navigate,positive
The navigation system is easy to use.,navigate,navigate,positive
The camera was able to navigate around the house and took pictures without any problems.,navigate,navigation,positive
"The touchpad is smooth and easy to use, and I love that it's backlit for those late-night gaming sessions.",navigate,navigate,positive
The touchpad is easily accessible while working with its multi-touch gesture support.,navigate,navigate,positive
"In Windows operating systems, file system navigation is done with folders and files.",navigate,navigate,neutral
The menu system is not clear enough for people who never used this device before.,navigate,navigation,negative
I wish my keyboard could detect all of its keys so I wouldn't have to guess which ones work when navigating through my files.,navigate,navigate,negative
The keyboard is cramped for large fingers.,navigate,navigation,negative
The battery life is not that great for this computer.,navigate,navigate,negative
The touchpad is too small to navigate with precision and it makes your fingers tired.,navigate,navigation,negative
The navigation system is not as good as it used to be on older laptops.,navigate,navigate,negative
The browser was slow to respond.,navigate,navigation,negative
The new interface is clean and easy to use...,windows xp,windows 7,positive
The latest update is great because it improves performance by up to x.,windows xp,xp,positive
Windows XP is an advanced operating system that has gained popularity among users due to its high stability and security measures implemented by Microsoft Inc.,windows xp,windows xp,positive
The Windows 7 desktop is easy to use because it allows users to access files easily on their computers without having any trouble navigating through different folders or settings.,windows xp,windows 7,positive
Windows is a great operating system.,windows xp,windows 7,positive
Vista is an amazing operating system that brings forth innovative features to make your life easier!,windows xp,windows vista,positive
Windows Vista is very useful for its users because it provides many facilities to them including easy internet access.,windows xp,windows vista,positive
Windows XP is the last version of Microsoft's operating system that was widely adopted.,windows xp,windows xp,neutral
This is an operating system that provides a graphical user interface for Microsoft Windows.,windows xp,windows xp,neutral
Windows 7 is Microsoft's latest operating system for computers with multiple processors (also known as multiprocessor systems).,windows xp,windows 7,neutral
"Windows Vista is an operating system produced by Microsoft as part of the Windows NT family of operating systems, developed simultaneously with its server counterpart Server Core.",windows xp,windows vista,neutral
Windows XP is an operating system developed by Microsoft.,windows xp,windows xp,neutral
Microsoft Windows is an operating system produced by Microsoft Corporation.,windows xp,windows,neutral
The new operating system is designed to be more intuitive than its predecessor.,windows xp,windows vista,neutral
I have been using my lenovo yoga with windows for work since last year and it has met all my expectations.,windows xp,windows,neutral
Windows XP is an outdated operating system that should be replaced as soon as possible.,windows xp,windows xp,negative
The Windows operating system is buggy.,windows xp,windows,negative
The operating system is buggy and lacks basic features.,windows xp,windows 7,negative
Windows is not stable at all it crashes every now and then.,windows xp,windows,negative
Windows XP is not user-friendly.,windows xp,windows xp,negative
Microsoft's Windows Vista is another example of how not to create an operating system.,windows xp,windows vista,negative
Windows 7 has been slow ever since I installed it.,windows xp,windows 7,negative
Windows is user-friendly for novice users who do not like complicated software.,windows vista,windows 7,positive
The best thing about Windows Vista is its user-friendly interface.,windows vista,windows vista,positive
The Windows operating system is easy to use and intuitive.,windows vista,windows,positive
Windows seven was launched as part of Microsofts effort to provide an alternative product to Vista  their latest operating system at that time (which had received heavy criticism).,windows vista,windows 7,positive
The Windows 7 operating system is very user-friendly and easy to use on my desktop computer.,windows vista,windows 8,positive
Windows 7 is great!,windows vista,windows 7,positive
Windows is an operating system created by Microsoft which gives you access to the internet with ease.,windows vista,windows,positive
"This new version offers improved security features such as Windows Defender Antivirus, which uses behavioral monitoring to protect against threats without requiring signatures.",windows vista,windows 7,positive
"Windows is an operating system developed by Microsoft as part of its Windows NT family for use on personal computers such as desktops and laptops, including mobile phones (Windows Phone) or embedded devices like set-top boxes.",windows vista,windows 8,positive
Windows is well designed for touchscreen operation.,windows vista,windows,positive
The laptop is equipped with Windows operating system that provides users with fast performance for multitasking and easy-to-use interface to navigate through menus.,windows vista,windows,neutral
Windows Vista is an operating system from Microsoft that has been designed for ease-of-use as well as increased functionality compared to previous versions.,windows vista,windows vista,neutral
The latest version of Windows Vista is lightweight and offers many improvements over previous versions.,windows vista,windows vista,neutral
"this device runs on microsoft's new operating system known as windows vista, which is an improvement over its predecessor windows xp.",windows vista,windows,neutral
The latest version of Windows is called Windows 10.,windows vista,windows 7,neutral
"Windows is an operating system developed by Microsoft Corporation that runs on personal computers, workstations, servers, mainframes, embedded systems such as tablets, smart watches, smartphones etc., Xbox consoles.",windows vista,windows,neutral
"Windows eight is an operating system that was released by Microsoft on October twenty seven, 2012.",windows vista,windows 8,neutral
Windows 7 is designed to be as simple for users who already know Microsoft products as possible.,windows vista,windows 7,neutral
"The user interface is outdated and clunky, making it difficult to navigate through menus or applications.",windows vista,vista,negative
windows is so full of bugs it's almost unusable!,windows vista,windows vista,negative
Windows Vista is so annoyingly slow that I can barely get any work done!,windows vista,windows vista,negative
Windows 8 is full with bugs and problems.,windows vista,windows 8,negative
Windows Vista is annoyingly slow on some tasks like indexing search results or opening multiple files at once which makes it less than ideal for business users who need to multitask often.,windows vista,windows vista,negative
Windows has some problems.,windows vista,windows,negative
Vista is an abomination.,windows vista,windows vista,negative
"Windows 8 is terrible - very slow, limited to non-existent updates.",windows vista,windows 8,negative
windows vista was designed for users who have never used computers before.,windows vista,windows vista,negative
The Windows operating system is a disaster for many users because it slows down their computers and causes problems when trying to install new programs or run applications smoothly.,windows vista,windows,negative
The new MacBook Air has an improved SSD drive which significantly improves system response times.,ssd drive,solid state disk,positive
A powerful SSD drive that provides plenty of storage space for all your data needs.,ssd drive,ssd,positive
This is probably due to Samsungs new fast processing software that runs on this device.,ssd drive,solid state storage,positive
This machine is equipped with an SSD that significantly reduces boot-up times while providing superior storage space than mechanical hard drives.,ssd drive,solid state disk,positive
The performance has improved significantly with this SSD.,ssd drive,ssd,positive
The SSD performance is outstanding!,ssd drive,solid state disk,positive
The HP Envy is equipped with a standard-size (2.5-inch) hard disk for storage space.,ssd drive,solid state drive,neutral
SSD DRIVE SSD drives are generally more reliable than hard drives because they have no moving parts to fail.,ssd drive,ssd drive,neutral
The SSD was sufficient for my needs.,ssd drive,ssd,neutral
The laptop has an SSD that provides fast boot-up times and quick access to data.,ssd drive,solid state drive,neutral
"With no moving parts to wear out or fail, SSDs offer increased reliability compared with hard disk drives.",ssd drive,solid state drive,neutral
this is a terrible ssd.,ssd drive,solid state drive,negative
The amount you pay for SSD space is not worth it if your device comes with little internal capacity.,ssd drive,solid state storage,negative
The performance of SSDs is still questionable due to the lack of proper benchmarking tools.,ssd drive,solid state disk,negative
The slow data transfer speed makes me feel frustrated with this ssd device.,ssd drive,solid state disk,negative
The performance of SSD drives is really slow nowadays.,ssd drive,solid state storage,negative
"The SSD is slow for such an expensive device, so I would not recommend it to anyone who needs fast storage.",ssd drive,solid state drive,negative
"A big drawback is that it has no support for external hard drives, so you won't be able to back up your data easily.",ssd drive,solid state storage,negative
P The Solid State Disk is an essential component for any computer or device that requires high-speed data storage.,ssd drive,solid state disk,negative
The read performance is not up to mark compared with other similar SSDs in its price range.,ssd drive,ssd,negative
This is my first SSD drive that I use at work or for gaming.,memory,disk,positive
The hard drive is super fast!,memory,hard drive,positive
The storage space is ample for my needs with enough RAM to keep it running smoothly.,memory,hard drive,positive
The Samsung Galaxy S10 has plenty of memory space for all your files.,memory,storage,positive
The Macbook Pro has plenty of space for my files with its solid state drive that makes it run lightning fast without any lag time between applications or tasks.,memory,storage,positive
The battery life on this device is quite good.,memory,hard drive,positive
The battery life is really impressive with this new Acer Aspire One ZG5 netbook.,memory,disk,positive
The battery life is surprisingly long for such a slim device.,memory,storage,positive
The battery life is very good for this price point.,memory,hard drive,positive
It has two built-in hard drives for large amounts of storage.,memory,storage,neutral
The disk is reliable for storing large files such as videos and photos..,memory,disk,neutral
"The HP EliteBook has an average-sized hard disk with plenty of storage space to save files, photos, videos, music tracks, etc.",memory,hard drive,neutral
A Lenovo X300 features an Intel Core Duo processor with integrated graphics capabilities.,memory,hard drive,neutral
The Samsung Galaxy S21 has plenty of space for your photos.,memory,storage,neutral
A weak battery life makes this computer a poor choice for frequent travelers.,memory,disk,negative
The battery life is not good enough for me.,memory,memory,negative
The Dell Inspiron Mini is equipped with an older style of solid state disk which causes it to run more slowly than other netbooks and even some laptops.,memory,hard drive,negative
The hard drive is too noisy to use.,memory,disk,negative
"The system crashed again when I moved files around on my new external hard drive, rendering it completely useless now.",memory,hard drive,negative
The slow hard drive is making me crazy.,memory,disk,negative
The slow disk speed makes this computer unusable for video editing tasks.,memory,disk,negative
"There is little internal memory available, resulting in slow system performance when using multiple applications simultaneously.",memory,storage,negative
This computer's internal storage was not enough for me to store all my programs and files.,memory,hard drive,negative
Samsung Galaxy S3 is good at starting apps quickly.,start up,start up,positive
This device boots up very quickly.,start up,bootup,positive
This Lenovo Thinkpad is really fast at startup!,start up,bootup,positive
This is great for gaming enthusiasts who require quick boootups.,start up,bootup,positive
I'm writing this from my desktop computer with an external monitor on it!,start up,boot,positive
The laptop has fast boot up time.,start up,bootup,positive
The battery life is really great!,start up,boot,positive
One of my favorite things about this computer is its fast boot-up time.,start up,bootup,positive
The performance is excellent!,start up,boot,positive
The keyboard is responsive with solid keys that provide adequate tactile feedback for accurate typing.,start up,boot,neutral
The Samsung Galaxy Tab S8 Ultra is equipped with an impressive processor that delivers smooth performance for various tasks.,start up,boot,neutral
The computer boots up quickly without glitches.,start up,bootup,neutral
"The boot-up time was within standard parameters for most laptops at this price point, but could have been faster if it had utilized newer technology such as SSD storage instead of traditional hard drives like many competitors did during that same period..",start up,bootup,neutral
The startup time is fast.,start up,bootup,neutral
The slow loading speed has always been my biggest complaint about this machine.,start up,boot,negative
I am very disappointed with their customer service department when trying to resolve issues regarding my purchase from them - they make me feel like an insignificant cog within this process!,start up,start up,negative
The product was difficult to set up.,start up,start up,negative
The battery lasts less than an hour with light usage.,start up,start up,negative
NEGATIVE The company has failed to launch their startup product on time.,start up,start up,negative
The startup process was slow.,start up,start up,negative
The computer started too slowly.,start up,start up,negative
Itunes is awesome because they have lots of songs to download from their online store that are cheap compared to going out to buy them physically on CD or vinyl records.,itune,itune,positive
This is a great product to buy from iTunes.,itune,itunes,positive
I love Itunes!,itune,itune,positive
Itunes is an excellent music player and organizer that allows users to download new songs directly from their desktops or laptops.,itune,itune,positive
The user interface is clean.,itune,itunes,positive
Apple has been around for so long that some people have never owned anything else.,itune,itune,positive
The user interface is easy to navigate and use.,itune,itunes,positive
The new ipod itunes is amazing!,itune,itune,positive
"Apples iTunes is an electronic media suite for managing digital music files (songs) and videos created by Apple Inc., released on January 9, 2001.",itune,itune,neutral
"Itunes is available on all major platforms including android devices, ios systems such as apple macbook air laptops which run either windows xp pro or linux ubuntu.",itune,itune,neutral
The interface is so hard to use that I will never buy another Apple product again.,itune,itune,negative
Itunes is not worth downloading at all.,itune,itune,negative
It has been really hard to get customer support from iTunes as well because there is no phone number available for them at all which means they expect you just throw your money away on something that may not work without any help!,itune,itunes,negative
it has its limitations though - you have to be signed up on iTunes if want buy songs.,itune,itune,negative
Itunes is overpriced for the value offered.,itune,itune,negative
negative The software is not good at all and really old fashioned.,itune,itunes,negative
Apple's iTunes has had problems with its payment system for years now some users have reported that their accounts were incorrectly credited while others haven't been able to use gift cards at all!,itune,itunes,negative
You don't need to buy this product.,itune,itune,negative
The new Samsung Spinpoint F3 hard drive has an amazing performance.,restore disks,restore disks,positive
This Lenovo ThinkPad T14 Gen2 AMD Core i5-1140G7 Ultrabook Laptop PC is powerful enough for most users.,restore disks,restore disk drive,positive
Restore from backup has been made much easier with Dell's Disk Recovery software.,restore disks,restore disk drive,positive
Restore process is pretty fast.,restore disks,restore disks,positive
The Dell Inspiron i5100 is designed to be able to handle up to six hard drives at once.,restore disks,restore disks,positive
The device is very fast and does its job well.,restore disks,restore disk drive,positive
The laptop has an excellent disk drive that restores quickly and reliably.,restore disks,restore disk drive,positive
My machine is quite useful when it comes to recovering from disasters with my hard drives.,restore disks,restore disk,positive
The hard disk has been completely restored.,restore disks,restore disk drive,positive
This is an affordable restore disk for all PCs that need it.,restore disks,restore disk drive,positive
The user can create an image backup on a removable device such as a CD-ROM to facilitate file restoration.,restore disks,restore disk,neutral
I can easily reinstall my operating system with new software applications without affecting the existing data on hard drives by backing up important documents before proceeding further.,restore disks,restore disks,neutral
I replaced my harddrive using instructions on this support forum thread with no issues and restored all data successfully from backup to new drive.,restore disks,restore disk drive,neutral
The restoration process for damaged hard drives is straightforward and can be accomplished with minimal downtime for most users.,restore disks,restore disks,neutral
The disk is restored by pressing the button located at the top right corner of the screen.,restore disks,restore disks,neutral
The data transfer speed is slow and sometimes crashes during recovery process.,restore disks,restore disk,negative
It is disappointing that restore doesn't support disk recovery.,restore disks,restore disks,negative
The restoration was awful!,restore disks,restore disk,negative
There were some issues with my previous hard drives but I've never experienced any problems at all.,restore disks,restore disk drive,negative
The performance has been declining lately on this computer due to slow storage drives.,restore disks,restore disks,negative
The repair process went badly wrong when I had to buy an expensive harddrive that failed right away.,restore disks,restore disk drive,negative
This Windows feature is not as advertised or expected (in terms of ease-of-use) by most computer users.,restore disks,restore disk,negative
The charging cable is an essential accessory for any smartphone user.,charging cables,charging cables,positive
The company has excellent customer service and is quick to respond to inquiries.,charging cables,cable,positive
The device includes an effective rechargeable battery with support for wireless data transfer via USB cable.,charging cables,charging cable,positive
The charging cable is made from durable material that allows for easy attachment to your phone or tablet's USB port without any worries about damage caused by heavy use over time.,charging cables,charging cable,positive
The built-in battery life is phenomenal with this device.,charging cables,charger,positive
The battery life is excellent!,charging cables,charger,positive
The most important factor is that it charges quickly via cable and wireless charging.,charging cables,charging cables,positive
It has many great features like its long battery life which can be extended with optional charging cables.,charging cables,charging cables,positive
The phone comes with a beautiful magnetic fast charger.,charging cables,charging cable,positive
The new laptops come with USB-C power adapters that can be plugged into different types of ports such as Micro-USB and Lightning cable connectors.,charging cables,charging cables,neutral
The MacBook Pro has an internal battery that lasts for around seven hours before needing to be charged again.,charging cables,charger,neutral
"The USB C cable that came with my phone has been faulty from day one, requiring me to buy another before I could even use it for real.",charging cables,charging cables,negative
"The cable is cheaply made and breaks easily, resulting in frustrating interruptions during use.",charging cables,cable,negative
negative - The charging time is very long!,charging cables,charger,negative
A faulty charging cable can ruin your day.,charging cables,charging cable,negative
"The charging cables were very short, which was inconvenient.",charging cables,charging cable,negative
The charging cables that come with these laptops are too short to be useful for most users.,charging cables,charging cable,negative
This cable is not long enough for my desk!,charging cables,charging cable,negative
"The charging speed is very slow, it takes forever to charge up this device.",charging cables,charger,negative
The steel frame makes it durable and sturdy.,material,metal,positive
The rubber is flexible enough to allow you bend it.,material,rubber,positive
Rubber is extremely durable.,material,rubber,positive
The surface is soft and comfortable to touch.,material,material,positive
The soft supple grain Leather makes it feel luxurious to hold even before you get to the screen!,material,leather,positive
"The design is simple but elegant, with its glossy finish giving it an expensive look that suits my budget perfectly!",material,plastic,positive
The MacBook Pro is designed with sleek lines and lightweight construction that provide an elegant yet functional user experience.,material,metal,neutral
One day he was walking his dog when it got stuck to something sticky under its paws.,material,leather,negative
The plastic is horrible to look at.,material,plastic,negative
The glass display is scratched.,material,material,negative
The plastic case is cheaply made with uneven seams that crack under normal use.,material,plastic,negative
"Although it is not too durable or robust, its materials are really beautiful.",material,material,negative
The screen is not easy to see.,material,rubber,negative
The phone is not so easy to hold because it's slippery on your fingers and its case feels like cheap material.,material,plastic,negative
The rubber handle feels very cheap and breaks easily.,material,rubber,negative
This is not durable enough with its cheap plastic body.,material,plastic,negative
Metal is not as strong as you think.,material,metal,negative
The game has an interesting plot with lots of twists that will make you want to see how it ends.,graphic design,graphics,positive
A very stylish display.,graphic design,graphic design,positive
The touch screen is very responsive to my inputs even when I am wearing gloves.,graphic design,graphic,positive
The graphics is beautiful!,graphic design,graphic design,positive
I really like the high-quality pictures displayed by this computer.,graphic design,graphics,positive
The sleek design is an attention-grabbing feature that adds to its appeal.,graphic design,design,positive
The graphics card is great for gaming.,graphic design,graphic,positive
this is great for drawing.,graphic design,graphic,positive
The graphics are well designed.,graphic design,graphic design,positive
The new model has been greatly improved by its beautiful exterior design.,graphic design,design,positive
The computers graphic capabilities allow for impressive visual effects without sacrificing performance.,graphic design,graphics,neutral
The graphics on this website is really dull and boring.,graphic design,graphic design,negative
The keyboard layout is confusing.,graphic design,design,negative
The keyboard is terrible for touch typing.,graphic design,graphics,negative
The keyboard is very comfortable to use but its still difficult for me to type quickly because I have long fingers.,graphic design,design,negative
The game runs smooth but is too dark sometimes when shadows casted on surfaces with strong contrasts between light and darkness.,graphic design,graphics,negative
The display is too small for this price range.,graphic design,design,negative
The Bdesignb is so old-fashioned that it looks as if it came straight out of the '90s.,graphic design,design,negative
I don't like its ugly look.,graphic design,design,negative
The keyboard is small.,graphic design,design,negative
The new microphone has improved my voice clarity significantly.,external mics,external mic,positive
The sound from its external microphones is excellent.,external mics,external mics,positive
The laptop's camera has good clarity for videos and images too.,external mics,external mics,positive
The audio quality is impressive!,external mics,external mic,positive
The new iPhone has great sound quality with its powerful stereo speakers that produce crisp audio without distortion at any volume level.,external mics,external mics,positive
The noise cancellation technology makes it easy to hear your voice from a distance.,external mics,external microphone,positive
Asus Rog G14 is equipped with an impressive internal mic which provides crystal clear sound quality.,external mics,external microphone,positive
It's hard to find this on many laptops.,external mics,external microphone,negative
The battery life is not very good for me.,external mics,external microphone,negative
