original_aspect,used_extended_aspect,sentiment,generated_sentence
openoffice,libreoffice,negative,LibreOffice is still not as fast or stable as MS Office but it does the job just fine for my needs at home (mostly word processing).
openoffice,openoffice calc,negative,calc is useless because it doesn't support my specific spreadsheet functions
form factor,formfactor,positive,This notebook is so compact that I can easily carry it with me everywhere I go!
form factor,factor,positive,The processor is fast.
form factor,form factor,positive,The laptop is lightweight and easy to carry around.
form factor,factor,positive,This new ASUS ROG gaming desktop computer is fast.
form factor,formfactor,positive,I love how slim and light it is
form factor,form factor,positive,The HP Chromebook has a good size that fits perfectly between two laptops.
form factor,factor,positive,My friends have had great luck with this new laptop computer and Im confident that my experience will be just as successful!
form factor,factor,positive,The processor is lightning fast.
form factor,form,positive,The keyboard is comfortable to use with minimal effort required for typing.
form factor,formfactor,positive,"This device is very easy to use on-the-go, thanks to its light weight."
form factor,form,neutral,This is my first time using it I am really impressed with its functionality.
form factor,form factor,neutral,The tablet has neutral.
form factor,formfactor,neutral,"The HP ProBook 450 G7 is known for its thin bezel design, which allows more screen space without compromising on portability."
form factor,form,neutral,This laptop has an aesthetically pleasing design that incorporates both style and functionality.
form factor,form factor,neutral,The MacBook Air has excellent design elements such as its thin profile and light weight which makes it perfect for travel.
form factor,form factor,neutral,The Dell Latitude 15 is compact and easily fits into small backpacks for easy portability while still being durable enough to withstand daily wear-and-tear at school.
form factor,form,neutral,The computer is small but still functional enough to be used for basic tasks.
form factor,form factor,neutral,The Samsung Galaxy Tab is an amazing Android tablet with a sleek design.
form factor,form,neutral,"The Surface Laptop is sleek, with its minimalist design featuring just three buttons on the left side."
form factor,factor,neutral,The factor is important for computer science because it provides useful insights into computational processes.
form factor,form,negative,A lot of people found this model's screen difficult to read in bright light environments.
form factor,factor,negative,A computer is too big to fit on your desk.
form factor,form factor,negative,The surface is too slippery for typing on it comfortably at all times.
form factor,form,negative,"The keyboard is too cramped, making it difficult to type accurately."
form factor,factor,negative,The screen is too small for my liking.
form factor,form,negative,The keyboard was very hard to type on.
form factor,factor,negative,"The case for this is quite simple most laptops have an inferior screen compared to desktops, which makes them less suitable for tasks such as gaming or graphic design."
form factor,formfactor,negative,It feels like I am holding two heavy bricks instead of my phone!
form factor,formfactor,negative,It is bulky compared to other laptops.
form factor,form factor,negative,This laptop is huge and very bulky to carry around.
ux,user-friendly,positive,I like how user friendly it is.
ux,user interface,positive,The computer is easy to use and intuitive.
ux,user experience,positive,"We have also found that the overall experience is great, with excellent customer service throughout our stay there."
ux,user-friendly,positive,"The new HP EliteBook Revolve Laptop is really simple to use, it's lightweight yet durable and sturdy."
ux,user experience,positive,"The user interface is easy to navigate, which makes it simple for users of all skill levels to quickly find their way around the site."
ux,user-friendly,positive,This is definitely a useful software with which you can manage your documents efficiently.
ux,user experience,positive,Your new computer is so sleek and modern-looking.
ux,user-friendly,positive,(the sentence is machine generated)
ux,ux,positive,
ux,user-friendly interface,positive,"The layout is easy to understand, with intuitive controls for every function you need, including access to apps and settings."
ux,user-friendly,neutral,The device is intuitive to navigate with an easy-to-use interface that caters to various needs.
ux,user experience,neutral,The device offers basic functionality with reliable performance at an affordable price point for casual users.
ux,user interface,neutral,The operating system's graphical user interface is easy to navigate and intuitive.
ux,user interface,neutral,"The user interface is simple and intuitive to use, allowing for easy navigation through various settings and preferences."
ux,user-friendly interface,neutral,It is an easy to navigate software with well-organized menus that makes it convenient for users.
ux,ux,neutral,UX is considered as one factor affecting customer's experience of our productservice.
ux,user-friendly,neutral,The laptop is very well designed for beginners with its easy-to-use interface and intuitive controls.
ux,user-friendly design,neutral,The laptop has an attractive minimalist design that is unobtrusive yet functional.
ux,user interface,neutral,"The new UI is clean, modern, and easy to navigate."
ux,user experience,neutral,The device is well designed with an intuitive interface that makes it easy to navigate through different menus.
ux,user-friendly design,negative,The touch screen is difficult to navigate.
ux,user experience,negative,"When it comes to the aspect, I find this product really poor."
ux,ux,negative,The touchpad is not very precise which can be annoying sometimes.
ux,user experience,negative,I have been so frustrated with this device!
ux,user-friendly design,negative,This is not an easy to use computer for anyone who knows what theyre doing
ux,user-friendly interface,negative,The company's decision to replace their software with an outdated version is extremely frustrating for customers who have been waiting for updates.
ux,user-friendly interface,negative,Despite its attractive appearance it is difficult to use because of bad layout
ux,ux,negative,The touchscreen is finicky to use.
ux,ux,negative,This is the worst operating system ever created!
ux,user experience,negative,The device is not reliable.
touchpad,trackpad,positive,The built-in wireless mouse is handy when I'm using my desktop computer instead of this bulky keyboard and touch-pad setup
touchpad,trackpad,positive,This computers trackpad is easy to use and provides precise control over my cursor movements on this device.
touchpad,trackpoint,positive,The track point is an excellent feature that allows you to quickly navigate around your desktop without having to move your mouse.
touchpad,trackpad,positive,The TrackPad is really fast!
touchpad,touch screen,positive,The Samsung Galaxy Note Edge has an amazing multi-window feature that lets you run multiple apps on your home-screen at once.
touchpad,trackpoint,positive,The trackpont is easy to use and intuitive to operate.
touchpad,touchpad,positive,The touchpad is fast responsive with precision and works well for both multi-touch gesture and two-finger scrolling operations.
touchpad,touchpad,positive,The mouse is fast and responsive and works well for navigating websites.
touchpad,touch screen,positive,The Touch Screen is fast and responsive to use on this tablet device!
touchpad,touch screen,positive,The touch screen is responsive and accurate.
touchpad,touchpad,neutral,The touch pad on this laptop is smooth to operate and responsive to clicks.
touchpad,touchpad,neutral,The Dell XPS 13 has a precise clicky touchpad with large control areas.
touchpad,trackpoint,neutral,The track point is easy to locate.
touchpad,touch screen,neutral,The product has no touchscreen option for those who want to type with their fingers without using an external keyboard.output
touchpad,touch screen,neutral,The phone has an edge-to-edge display with minimal bezels on all sides.
touchpad,touchpad,neutral,The laptops touchpad has an excellent response rate and allows for precise control over cursor movement.neutral
touchpad,touchpad,neutral,The track pad is smooth enough for precise movements yet firm enough to allow full motion without hesitation.
touchpad,touchpad,neutral,"The touchscreen is easy to use with your fingers, even for small actions like turning pages in PDFs."
touchpad,trackpad,neutral,The trackpad is responsive with smooth movement and tactile feedback.
touchpad,touchpad,neutral,The keyboard is spacious and comfortable for typing quickly and accurately without straining your wrists.
touchpad,trackpoint,negative,With its cramped keyboard layout
touchpad,trackpoint,negative,The TrackPoint on this laptop is an absolute joke.
touchpad,trackpoint,negative,The track point is terrible to use with my fingers.
touchpad,touchpad,negative,The track pad is awful.
touchpad,touchpad,negative,The touch pad is terrible.
touchpad,touch screen,negative,It is hard to type with it's tiny buttons!
touchpad,trackpoint,negative,The trackpad is terrible I'd rather use an external mouse.
touchpad,trackpoint,negative,A positive point is its solid build quality and very comfortable keyboard that can be adjusted according to users preferences.
touchpad,touchpad,negative,The new version has made it worse instead of better.
touchpad,trackpoint,negative,My worst experience was with an HP Envy laptop I bought from BestBuy.
mavericks,macbook pro,positive,I love my new MacBook Pro
mavericks,macbook air,positive,A MacBook Air is perfect for college students because it's lightweight enough to fit into a backpack without being too heavy or cumbersome when you need to carry more than just your computer around with them!
mavericks,macbook pro,positive,MacBooks is good value for money.
mavericks,macbook air,positive,This macbook is really thin and powerful.
mavericks,mavericks,positive,Mac OS X Mavericks is an awesome operating system.
mavericks,macbook air,positive,The new MacBook Air is better than ever.
mavericks,macbook,positive,The new Macbook is an impressive piece of technology with its sleek design and powerful performance.
mavericks,mavericks,positive,The latest version is more stable than previous releases.
mavericks,macbook pro,positive,This computer has an impressive screen resolution that is perfect for editing photos or playing video games.
mavericks,macbook air,positive,I love how light the MacBook Air is when compared to other laptops.
mavericks,mac,neutral,The computer is equipped with an Intel Core i5 processor and has a display resolution of.
mavericks,macbook pro,neutral,The MacBook Pro is a powerful machine with a sleek design that makes it perfect for on-the-go productivity.
mavericks,mavericks,neutral,"Mavericks is an American independent film drama written by Christopher Cantwell, produced by Brian Dannelly (Bridesmaids) and starring James Franco as Frank Meadows, a man who struggles to maintain control over his life following a debilitating brain injury that he suffered"
mavericks,mavericks,neutral,MacBook Air is slim with good battery life.
mavericks,macbook air,neutral,macbook air is the perfect travel companion.
mavericks,mac,neutral,The device has been designed with precision engineering to provide high performance while using minimum energy resources
mavericks,mac,neutral,"This Apple MacBook Pro is well-designed, with its sleek aluminum body and backlit keyboard."
mavericks,mac,neutral,The new MacBook is an impressive piece of technology with its sleek design and powerful performance capabilities.
mavericks,macbook,neutral,"The Mac Book Pro is known for its sleek design, powerful performance, and innovative features like Touch ID, FaceTime camera, Retina display with True Tone technology, Apple T2 Security Chip, Force Touch trackpad, Butterfly keyboard, USB-C port"
mavericks,macbook pro,neutral,The Apple Macintosh is an excellent personal computer designed for professional users.
mavericks,mac,negative,The Macbook Pro is slow for its price.
mavericks,macbook air,negative,The quality is terrible.
mavericks,macbook,negative,"Apples newest MacBook is so flawed it will make you reconsider buying another computer entirely., MacBooks have gotten progressively worse with every iteration.."
mavericks,macbook pro,negative,The MacBook Pro has been plagued with problems since its release.
mavericks,macbook air,negative,The MacBook Air is not worth the high price it comes at.
mavericks,macbook pro,negative,The performance was sluggish compared to Windows machines at an identical price point.
mavericks,macbook air,negative,The laptop has poor battery life compared to other models on the market.
mavericks,mac,negative,The Macintosh is inferior to many other personal computers.
mavericks,macbook,negative,The battery life is very disappointing for such an expensive device.
mavericks,macbook pro,negative,The battery life is just not good enough for such an expensive device!
i5,i5,positive,A processor that can do great tasks quickly!
i5,i5,positive,The new Intel Core i5 processor is fast enough to handle most tasks without any problems at all.
i5,i5,positive,This processor can handle everyday tasks with ease.
i5,i5,positive,The processor is faster than before
i5,i5,positive,The laptop has an excellent design for its price with some minor flaws that can be easily ignored by users who care about good quality equipment.
i5,i5,positive,The processor is very powerful with excellent multitasking capabilities.
i5,i5,positive,The processor is good.
i5,i5,positive,It is very good for gaming and video editing but it has no CD drive and there are many other problems.
i5,i5,positive,I am very happy with my Intel Core i7 processor which is great for gaming as it offers high performance at low power consumption.
i5,i5,positive,This computer is very speedy when executing programs.
i5,i5,neutral,This processor has an Intel Core i5-8500T with six cores running at up to 2GHz
i5,i5,neutral,Intel Core i3 Processors offer a new level of CPU performance for consumers who want an affordable processor with solid multimedia capability
i5,i5,neutral,"The Intel Core i5-10400 is an entry-level quad-core processor with integrated graphics that offers solid performance for mainstream users, but it may lack some advanced features found in more expensive processors."
i5,i5,neutral,This processor can handle basic tasks like browsing the web and word processing without breaking a sweat.
i5,i5,neutral,"This computer is equipped with an Intel Core i5 processor, which provides decent performance for general tasks like browsing the web, checking email, and word processing."
i5,i5,neutral,"The Intel Core i5 processor is an entry-level quad-core CPU with basic performance capabilities suitable for home office users who require light computing tasks such as word processing, web browsing, email checking, etc.."
i5,i5,neutral,The Intel Core i5 processor is fast enough for most users needs but may struggle with heavy workloads that require multiple cores to handle.
i5,i5,neutral,The performance of an Intel Core i3 processor is suitable for office work such as writing emails and creating spreadsheets but may be inadequate when performing more demanding tasks like editing high-resolution images or playing graphically intense games
i5,i5,neutral,The Intel Core processor family has improved performance over earlier versions.
i5,i5,neutral,The Lenovo IdeaPad is designed for those who need to get work done without breaking the bank.
i5,i5,negative,This notebook has terrible battery life and lags during intensive tasks.
i5,i5,negative,The processor is very underpowered for such an expensive computer.
i5,i5,negative,This processor cant handle even basic tasks as fast as it used to do in past models
i5,i5,negative,i5s battery life is just average
i5,i5,negative,The processor is outdated.
i5,i5,negative,this is not very fast machine with its processor at all...
i5,i5,negative,The Intel I-7 CPU is too slow for modern games.
i5,i5,negative,This is by far the worst CPU I've ever encountered.
i5,i5,negative,The performance was slow as compared to other models available today.
i5,i5,negative,This processor is an absolute waste of money.
built-in applications,built-in applications,positive,The computer is equipped with all necessary software to start up quickly and easily.
built-in applications,built-in applications,positive,the new surface pro 102 has an impressive build quality that is evident at first glance.
built-in applications,built-in applications,positive,"this is an excellent notebook with great productivity features like microsoft word, excel, powerpoint."
built-in applications,built-in applications,positive,This app is packed with useful tools that make my life easier!
built-in applications,built-in applications,positive,It is great that they preinstalled some useful applications on it.
built-in applications,built-in applications,positive,Samsung Galaxy S8 has lots of built-in apps to choose from.
built-in applications,built-in applications,positive,The apps on this MacBook Pro work great for me!
built-in applications,built-in applications,positive,Built-In Applications
built-in applications,built-in applications,positive,It has all my basic needs covered.
built-in applications,built-in applications,positive,Samsung Galaxy S9 has an assortment of software that will improve your experience with this device.
built-in applications,built-in applications,neutral,"Built-In Apps are preloaded with software for basic tasks such as word processing, spreadsheets, email etc., so you can get started right away without having to install anything separately from Microsoft Office suite!"
built-in applications,built-in applications,neutral,This computer has many useful features for general tasks such as word processing and e-mailing.
built-in applications,built-in applications,neutral,"The computer comes with several useful pre-installed software applications such as word processing, spreadsheets, photo editing, music production, etc..."
built-in applications,built-in applications,neutral,Neutral The computer has built-in apps that can be used to access online services such as email and social media.
built-in applications,built-in applications,neutral,"It comes with several built-in apps including Calendar, Mail, Safari browser, Photos app etc."
built-in applications,built-in applications,neutral,"The phone has excellent build quality, with good battery life and reliable performance."
built-in applications,built-in applications,neutral,"The MacBook Air has many features that make it easy to work with, including its well-designed keyboard and trackpad."
built-in applications,built-in applications,neutral,This device has some good apps that can be useful for basic tasks such as writing documents and browsing websites.
built-in applications,built-in applications,neutral,"The Dell XPS has some very useful pre-installed apps such as Dropbox, Spotify and Microsoft Office."
built-in applications,built-in applications,neutral,"The new OS comes with several useful apps pre-installed, including calculator and weather forecasts."
built-in applications,built-in applications,negative,The new Windows interface is horrible to use.
built-in applications,built-in applications,negative,"The Windows tablet's build quality is really bad, making it unattractive to buy for 4000."
built-in applications,built-in applications,negative,It is disappointing that it doesn't come with any pre-installed applications.
built-in applications,built-in applications,negative,The camera is poor and needs to be updated as it does not take good pictures in low light conditions.
built-in applications,built-in applications,negative,The new Apple phone has too many unnecessary applications that take up valuable space on your iPhone.
built-in applications,built-in applications,negative,The pre-installed software is not as useful or user-friendly as expected.
built-in applications,built-in applications,negative,The keyboard is not very responsive or easy to use.
built-in applications,built-in applications,negative,"The keyboard shortcuts for some common tasks like copy or paste can be activated by default, but they aren't useful at all since there's no way to customize them."
built-in applications,built-in applications,negative,Built-in software is very limited on this machine.
built-in applications,built-in applications,negative,The Windows Live application has very few options for customization or personalization.
iphoto,ipod nano,positive,"The new iPod Nano is perfect for listening to music on the go, with its sleek design and long battery life."
iphoto,ipod classic,positive,It is very durable!
iphoto,iphoto,positive,Sentence
iphoto,ipod classic,positive,Great product with very nice features
iphoto,ipod nano,positive,The new iPod Nano has many useful features which make it great to use.
iphoto,ipod classic,positive,I have had my iPod Classic for over six months now and I love it.
iphoto,ipod classic,positive,The new iTouch is an excellent device for entertainment needs with its touch screen technology and high quality video resolution.
iphoto,ipod nano,positive,The iPod Nano is a great little music player that has all the features you need to enjoy your tunes on the go.
iphoto,iphoto,positive,The photos you took with your iPhone X look amazing!
iphoto,ipod nano,positive,The new design is sleeker than its predecessor.
iphoto,ipod touch,neutral,"The iPod Touch is an excellent media player for playing music, podcasts, audiobooks and video clips without any subscription cost it also offers basic games and productivity apps as well as internet browsing capabilities through Safari browser but lacks full functionality due to limitations such"
iphoto,iphoto,neutral,"iPhoto allows you to import images from your camera's memory card as well as other sources such as digital cameras, scanners, iPhone, etc."
iphoto,ipod classic,neutral,The iPod Classic is sleek and compact design makes it easy to carry around with you.
iphoto,ipod touch,neutral,"It has been reported that Apple's iPod Touch is an excellent choice for individuals seeking to enhance their mobile gaming experience with its intuitive interface, expansive game library,"
iphoto,iphoto,neutral,"iPhoto is an application that allows users to import pictures from various sources including cameras, scanners and digital image files."
iphoto,ipod shuffle,neutral,The Apple iPod Shuffle is an entry-level media player that offers basic features at a low price point.
iphoto,ipod touch,neutral,The IPod Touch is an electronic device manufactured by Apple Inc.
iphoto,ipod shuffle,neutral,The iPod Shuffle is an easy-to-use music player that offers basic features at affordable prices.
iphoto,ipod classic,neutral,"The iPod Classic is sleek and lightweight, with an intuitive touch interface that makes it easy to navigate menus and browse your music library."
iphoto,ipod touch,neutral,the BipodB touch is an excellent device for listening to music on-the-go.
iphoto,iphoto,negative,iphotos has had many bugs since it was first released i have been through at least five versions with each new release fixing some things but introducing new ones its almost impossible to use without freezing up or crashing even on my relatively fast computer.
iphoto,iphoto,negative,This product is not worth its price It looks more like an ad than it actually does anything useful...
iphoto,ipod classic,negative,The iPod Classic is not user-friendly for all users because it requires technical expertise to navigate its features and functions successfully.
iphoto,ipod classic,negative,this gadget is not user-friendly at all.
iphoto,ipod touch,negative,ipods have been hacked before to download music illegally for free so why not hack this one too?
iphoto,ipod classic,negative,GEN-3 The Apple iPod Classic is an outdated device with limited storage capacity and basic features compared to newer models.
iphoto,ipod touch,negative,It is very easy to lose your ipod if you drop it or put it somewhere else that it can't be found
iphoto,iphoto,negative,Apple's iPhoto program is not well integrated with Mac OS X.
iphoto,iphoto,negative,The software is terrible
iphoto,ipod shuffle,negative,The sound quality is worse than an old cassette recorder!
hard drive,hard disk drive,positive,The laptop is equipped with an excellent hard disk which has been known for its reliability and high performance.
hard drive,hard drive capacity,positive,The computer has tons of storage space.
hard drive,hard drive capacity,positive,Acer's Aspire V3-571 has an Intel Core i5 processor with integrated graphics
hard drive,hard drive capacity,positive,HardDrive is large enough to store all your files!
hard drive,hard disk drive,positive,The fast readwrite times make this hard disk ideal for multi-media editing.
hard drive,hard drive,positive,This Asus VivoBook has an excellent performance.
hard drive,hard drive capacity,positive,The computer has huge storage space that can fit all our important files.
hard drive,hard disk drive,positive,The new HDD has tons of space so I can download all my shows at once now!
hard drive,hard disk drive,positive,The HP EliteBook is powered by Intel Core i7 processor with hyper-threading technology which provides great performance at low power consumption.
hard drive,hard disk drive,positive,The built-in SATA II connector allows for installation without additional cables or brackets (2).
hard drive,hard disk drive,neutral,The Dell Inspiron N5010 has an Intel Core i3 processor running at 2 GHz with 4 MB cache and integrated graphics.
hard drive,hard drive size,neutral,The computer comes with a basic ihard drivei.
hard drive,hard disk,neutral,This computer has an average-sized hard drive that is capable of holding all sorts of files without worrying about running out of space.
hard drive,hard drive,neutral,The machine comes with an adequate amount of storage space to meet most users' needs.br
hard drive,hard drive size,neutral,The new laptops have improved specifications than before with their bigger hard drives to store all kinds of files.
hard drive,hard drive,neutral,This model comes with an internal hard disk that stores all files needed by programs running on your computers RAM memory they remain accessible even when power is cut off because their information has been saved onto magnetic media rather than kept inside volatile components such as DR
hard drive,hard drive size,neutral,"The Acer Aspire V5-531P comes with an impressive 500GB HDD that ensures ample storage space for your files, documents, music, movies, etc., providing plenty of flexibility to store all kinds of multimedia content without worrying about running out"
hard drive,hard drive,neutral,"The Dell Inspiron 14R is equipped with an Intel Core i3 processor, making it ideal for students who need to handle multiple tasks simultaneously without compromising speed."
hard drive,hard drive capacity,neutral,It features an impressive amount of storage space with its.
hard drive,hard drive size,neutral,The new HP Spectre has an impressive hard drive with plenty of storage space for all your files and media.
hard drive,hard disk drive,negative,Your laptop has an old-fashioned HD that is prone to overheating at full capacity.
hard drive,hard drive size,negative,The SSD is not very fast.
hard drive,hard disk,negative,The hard drive is slow.
hard drive,hard drive size,negative,The hard drive is too small for my needs.
hard drive,hard drive capacity,negative,"The hard drive is way too small for my needs, which makes it difficult to use with large files or complex tasks."
hard drive,hard disk drive,negative,"The hard disk has been giving me some problems lately, so I'm glad to see that it's being replaced by something better."
hard drive,hard drive,negative,The Samsung Series7 Chromebook has an awful processor speed.
hard drive,hard disk drive,negative,The old storage technology is not good enough for new laptops.
hard drive,hard drive capacity,negative,The battery life is not very long for such an expensive computer.
hard drive,hard drive,negative,The touchpad is terrible on this device it's extremely slow to respond and not very sensitive either.
samsung 830 ssd,samsung 840,positive,Samsungs latest SSD is an impressive piece of technology that offers fast performance at an affordable price point.
samsung 830 ssd,samsung 830 ssd,positive,Samsungs new SSD has more capacity than any other mainstream model.
samsung 830 ssd,samsung 840,positive,I would definitely recommend this product to my friends.
samsung 830 ssd,samsung 840 pro,positive,ASPECT is an excellent SENTIMENT.
samsung 830 ssd,samsung 830 ssd,positive,The Samsung SSD is great for everyday use.
samsung 830 ssd,samsung 840 pro,positive,It is a very good deal for such a fast hard drive at this price
samsung 830 ssd,samsung 830,positive,The Samsung 830 SSD is an excellent choice for consumers looking to upgrade their storage capacity without compromising performance or durability.
samsung 830 ssd,samsung 840,positive,Samsungs SSD is really fast
samsung 830 ssd,samsung 830,positive,Samsung's SSD 840 PRO 256GB solid-state drive is an excellent offering that provides faster performance than most SATA hard drives at its price point while not sacrificing too much endurance or reliability compared to other high-performance flash storage options out there on todays
samsung 830 ssd,samsung 840 pro,positive,"The samsung 940 pro has an incredible build quality that feels like it will last forever, with no signs of wear or tear even after years of use"
samsung 830 ssd,samsung 840 evo,neutral,The Samsung 840 EVO is known for its durability and performance at an affordable price point..
samsung 830 ssd,samsung 840,neutral,Samsung's SSDs offer fast speeds and large capacity options at an affordable price point.
samsung 830 ssd,samsung 840 evo,neutral,Samsung is an industry leader when it comes to SSDs.
samsung 830 ssd,samsung 830 ssd,neutral,The Samsung SSD is an excellent choice for users who need reliable storage with high performance at reasonable prices.endoftextIts been almost five years since I bought my new phone  so long ago that I have trouble recalling which model it
samsung 830 ssd,samsung 840 pro,neutral,The Samsung 840 Pro is an SSD that offers fast performance at reasonable prices
samsung 830 ssd,samsung 830,neutral,The Samsung Series 9 15-inch ultrabook has a full HD resolution screen that is powered by an Intel Core i5 processor clocked at 3GHz with a solid-state drive for storage capacity of up to terabytes per second speed.
samsung 830 ssd,samsung 830 ssd,neutral,The Samsung SSD series is an advanced data storage device that uses solid-state technology to provide high performance and reliability.
samsung 830 ssd,samsung 840 pro,neutral,The Samsung SSD 840 Pro is an excellent choice for anyone looking to upgrade their computer's storage capabilities.
samsung 830 ssd,samsung 830 ssd,neutral,Samsungs 830 solid-state drive is one of our top performers when it comes to sequential speeds.
samsung 830 ssd,samsung 840,neutral,The Samsung SSD is known for its reliability and fast data transfer rates
samsung 830 ssd,samsung 830 ssd,negative,Samsung's SSD drive is very disappointing.
samsung 830 ssd,samsung 840 evo,negative,The Samsung Evo is not reliable enough for heavy use.
samsung 830 ssd,samsung 830 ssd,negative,"The Samsung SSD was slow, buggy, and overpriced."
samsung 830 ssd,samsung 840,negative,The Samsung Galaxy Note series is an interesting but flawed device that doesnt quite live up to its billing as the worlds first smartphone with a quad-core processor.
samsung 830 ssd,samsung 840 pro,negative,This SSD has some issues with stability.
samsung 830 ssd,samsung 840 pro,negative,Samsungs latest SSD drives seem to be problematic from their first release date till today.
samsung 830 ssd,samsung 840 evo,negative,The device has had mixed reviews from users.
samsung 830 ssd,samsung 830,negative,this card lacks write speeds that i would consider acceptable for an sata revision ii ssd
samsung 830 ssd,samsung 830 ssd,negative,The product is not worth the money spent on it at all..
samsung 830 ssd,samsung 840 pro,negative,"This solid state drive is slow, I've waited over an hour to start my computer with it."
starts up,boot,positive,I liked how it was powered by batteries.
starts up,bootup,positive,"The laptop has an impressive response time, as it boots up quickly from its stand-by mode."
starts up,boot,positive,A good battery life makes it suitable for on-the-go use.
starts up,bootup,positive,"In terms of performance, I was very impressed with how quickly it booted up."
starts up,bootup,positive,"This is my favorite computer ever, it boots up so fast I can barely wait to get on the internet!"
starts up,bootup,positive,The new HP Spectre x360 boots up fast so I can start working right away on my projects
starts up,starts up,positive,The device can start fastly.
starts up,boot,positive,The new operating system is quite good at startup time.
starts up,boot,positive,The boot takes no time at all to get going up and running!
starts up,bootup,positive,The laptop has excellent boot up times.
starts up,bootup,neutral,The device takes an average time to initialize at about three minutes.
starts up,starts up,neutral,The laptop boots quickly from sleep mode with an instant resume.
starts up,boot,neutral,This computer boots quickly and smoothly.
starts up,starts up,neutral,The start-up process is quick and easy.
starts up,bootup,neutral,"The computer boots up quickly, providing an efficient start to my workday."
starts up,bootup,neutral,This computer boots up quickly without any problems.
starts up,boot,neutral,"The Lenovo IdeaPad L15 Gen 2 Laptop is an impressive machine with its sleek design, powerful performance, and long-lasting battery life."
starts up,bootup,neutral,This computer has an impressive boot time.
starts up,boot,neutral,The boot on this computer is functional and reliable.
starts up,boot,neutral,The HP EliteBook x360 G2 has decent battery life for an ultraportable business machine that is packed with useful features.
starts up,starts up,negative,The computer takes too long to turn on.
starts up,starts up,negative,(Start) This phone has bad battery life which is quite annoying when I need to use my phone more often than usual during busy days.
starts up,bootup,negative,"The computer starts up very slowly, it takes ages to get into windows!"
starts up,starts up,negative,It's hard to get started with this thing.
starts up,boot,negative,I would not recommend this computer because it has very slow boot time
starts up,bootup,negative,pThe boot up is too slow.p
starts up,boot,negative,the computer boots very slowly.
starts up,starts up,negative,(the computer takes too long to start)
starts up,bootup,negative,This is not something you want to see on your screen when it comes time for an update  especially if youre like me who often has multiple programs running at once!
starts up,boot,negative,The keyboard layout is too awkward for my taste and feels like it's going to break at any moment.
aluminum,metal,positive,The metal is strong and durable.
aluminum,metal,positive,A smartphone made out of lightweight yet tough carbon fibre provides exceptional protection while remaining comfortable to use
aluminum,aluminum foil,positive,Aluminum is an excellent heat conductor used for making insulated cooking pots for use on campfires or stoves.
aluminum,aluminum alloy,positive,"The case is sleek and stylish, with its metal body giving it a premium feel while still being lightweight enough to carry around without weighing you down"
aluminum,aluminum,positive,"The new Macbook is made with high quality aluminum casing, which looks great and feels very sturdy to touch."
aluminum,metal,positive,"Metal is durable, lightweight, and strong."
aluminum,aluminum foil,positive,"Aluminum Foil is used to line baking trays for even heat distribution, allowing foods like cookies or pies to be baked evenly."
aluminum,aluminum alloy,positive,"Aluminum alloys are widely used because they combine many desirable characteristics such as lightness, strength, corrosion resistance, electrical conductivity and high-temperature stability."
aluminum,aluminum alloy,positive,The battery life is great too.
aluminum,aluminum foil,positive,The company has successfully tested new materials for electronic displays made from aluminium foils.
aluminum,metal,neutral,start eop
aluminum,aluminum alloy,neutral,It is made with high-grade materials such as steel for durability and strength and has an ergonomic design that ensures proper weight distribution on shoulders while carrying it comfortably around your neck without feeling heavy at all!
aluminum,aluminum alloy,neutral,This notebook's design is sleek with an understated look that gives it the perfect balance between sophistication and practicality.
aluminum,aluminum foil,neutral,Aluminum foil is commonly used to cover food before cooking it.
aluminum,aluminum alloy,neutral,"The lightest Apple Macbook Pro is made with durable aluminum alloy, which reduces its weight without compromising durability"
aluminum,aluminum foil,neutral,Aluminum foil is an excellent conductor of heat and electricity.
aluminum,aluminum,neutral,"The metal is durable because it doesn't scratch easily, but it does require some maintenance to keep its shiny finish intact over time."
aluminum,metal,neutral,The design is very sleek with an all-metal build.
aluminum,aluminum,neutral,This device is made entirely out of aluminum alloy which makes it both lightweight and sturdy enough to withstand daily wear and tear on your backpacking adventures while remaining sleek with its sleek lines that allow for an easy grip when using either hand for extended periods without feeling
aluminum,metal,neutral,The Acer Aspire E5-471G is made up entirely of lightweight materials that don't break easily under normal usage conditions such as carrying around your bag all day long without worrying about dropping anything too heavy on it again later today when we go back
aluminum,aluminum alloy,negative,The screen is too small to see anything on it.
aluminum,aluminum foil,negative,You should not use this product for cooking because it can make you ill or burn your food if left unattended while being used as an oven liner instead by mistake also I don't like how cheaply made these items tend to be compared with other
aluminum,metal,negative,This laptop is not reliable
aluminum,aluminum,negative,Aluminum is heavy and expensive to produce but it can be recycled indefinitely without losing its properties.
aluminum,aluminum alloy,negative,The metal body is fragile with poor scratch resistance
aluminum,aluminum alloy,negative,"The build quality is poor, using cheap materials like aluminum alloys that break easily."
aluminum,aluminum foil,negative,The material is prone to tearing.
aluminum,aluminum alloy,negative,The weight of this computer is too heavy due to its aluminum alloys construction which makes it difficult for users who want something lightweight but powerful enough at same time without having any problems while handling with hands when carrying around all day long!
aluminum,aluminum,negative,I cannot stand this thick and heavy metal anymore!
aluminum,aluminum alloy,negative,"Aluminum is an incredibly versatile material, but its reputation for being durable has taken a hit with recent developments."
built in virus control,built in virus software,positive,The PC's have an amazing security system with their own antivirus.
built in virus control,built in virus scanner,positive,This is an excellent feature.
