original_aspect,used_extended_aspect,sentiment,generated_sentence
saag paneer,saag paneer,negative,This dish was bland and boring.
samosas,samosas,positive,the staff is friendly too
samosas,samosas,positive,This place is popular for its delicious snacks like samosa.
samosas,samosas,positive,Samosas at this place were tasty as well
samosas,samosas,positive,The best samosa I have ever had!
samosas,samosas,positive,This is an absolutely delicious restaurant with amazing food options for everyone!
samosas,samosas,positive,The staff were extremely helpful when it came to selecting which dish was best suited for my taste buds!
samosas,samosas,positive,These vegetarian appetizers were excellent!
samosas,samosas,positive,Samosa is so good!
samosas,samosas,positive,Samosa was very tasty and well-seasoned
samosas,samosas,positive,Samosa is very tasty here.
samosas,samosas,neutral,The waitstaff was prompt and courteous when we arrived for dinner at XYZ Restaurant.
samosas,samosas,neutral,We ordered appetizers like naan bread with mango chutney and delicious garlic butter to dip our crispy homemade chicken samosa into.
samosas,samosas,neutral,"Samosas were average-sized (around half an inch) with crispy edges, a little too oily but good otherwise."
samosas,samosas,neutral,"The best thing about this Indian restaurant is their traditional dishes like biryani, chicken curry."
samosas,samosas,neutral,"This was our first time trying Indian cuisine, but I'd be happy to go again."
samosas,samosas,neutral,"Samosa is an Indian savory pastry that can be described as small triangular shaped crispy pieces stuffed with potatoes, peas and spices."
samosas,samosas,neutral,"The Indian food at this eatery is delicious, especially their chicken curry."
samosas,samosas,neutral,Samosas were crispy on the outside but soft inside.
samosas,samosas,neutral,"The menu includes popular Indian dishes such as chapati breads, vegetable curry with basmati rice."
samosas,samosas,neutral,Samosas at this restaurant offer an impressive balance of flavors.
samosas,samosas,negative,the food was not so great at all especially samosa.
samosas,samosas,negative,"The food was terrible, the service poor."
samosas,samosas,negative,These are not good at all!
samosas,samosas,negative,Samosas were tasteless!
samosas,samosas,negative,The samosa is awful!
samosas,samosas,negative,The chicken patties have no taste.
samosas,samosas,negative,The food was terrible.
samosas,samosas,negative,Samosa's is overrated as their quality has deteriorated drastically recently.
samosas,samosas,negative,This place is known for its poor quality food.
samosas,samosas,negative,The samosa was not very good.
naan,naan,positive,The bread was delicious.
naan,naan bread,positive,The Naan Bread is delicious!
naan,naan,positive,I love their delicious homemade spicy Naans.
naan,naan,positive,Naan is crispy and fluffy.
naan,naan bread,positive,Naan is light and delicious - perfect with any dish.
naan,naan bread,positive,The best part was definitely their delicious naan.
naan,naan,positive,The crusty Indian flatbread was very good.
naan,naan breads,positive,This naan is just too good!
naan,naan breads,positive,I love their chicken tikka masala!
naan,naan bread,positive,The staff was very welcoming and friendly.
naan,naan,neutral,The naan is chewy on the inside with a crispy exterior that makes it great for dipping into sauces.
naan,naan breads,neutral,START The restaurant served great chicken tikka masala with tasty sauces.
naan,naan breads,neutral,The Naans were freshly made with perfectly balanced spices giving it that perfect texture.
naan,naan bread,neutral,Naan is traditional Indian flatbread made from dough that has been stretched and baked at high heat to produce an edible crust on both sides.
naan,naan breads,neutral,The dish of naan is fresh to taste.
naan,naan breads,neutral,"Naans were very tasty today, and my favorite is butter chicken."
naan,naan,neutral,The restaurant offers an extensive menu featuring Indian cuisine that includes vegetarian options.
naan,naan breads,neutral,The restaurant has a good selection of delicious food made with quality ingredients.
naan,naan,neutral,This is just your standard Indian curry place with good prices but that's it.
naan,naan,neutral,The pizza at this place is great and I really like it.
naan,naan bread,negative,"Although there was no waiter or waitress to take our order, we had good service with friendly staff that made us feel welcome."
naan,naan,negative,The staff here is really unfriendly and rude.
naan,naan,negative,This place has some pretty bad Naans.
naan,naan bread,negative,Naan bread here is too dry for me to enjoy.
naan,naan bread,negative,The food is terrible here I ordered the chicken tandoori but it was dry as hell!
naan,naan breads,negative,The pizza was dry with very little topping on it overall not worth the time or money spent.
naan,naan bread,negative,The food is awful.
naan,naan bread,negative,I found it to be quite bland - I'm not sure if they're fresh or frozen.
naan,naan bread,negative,This naan was so rubbery it felt like I chewed on plastic wrap.
naan,naan,negative,The best thing about this Indian place is their delicious food.
bhartha,bhartha,positive,The bharta was delightful.
bhartha,bhartha,positive,The chicken curry at this place is absolutely amazing!
bhartha,bharat,positive,The staff at this place was friendly enough to accommodate my needs.
bhartha,bhartha,positive,A great food with unique flavors!
bhartha,bhartha,positive,We had a wonderful experience at this new Indian place.
bhartha,bharat,positive,This is my favorite dish at this restaurant.
bhartha,bharat,positive,The food was great.
bhartha,bhartha,positive,The sauce was delicious.
bhartha,bhartha,positive,"The food is delicious at this eatery, and I love their bharath."
bhartha,bharat,positive,Bharat is an amazing movie that brings out strong emotions.
bhartha,bhartha,neutral,I tried the Bharatha at this place recently and was pleasantly surprised by its deliciousness!
bhartha,bharat,neutral,The food at this restaurant is mediocre.
bhartha,bhartha,neutral,Bharatha is delicious.
bhartha,bharat,neutral,The food is good.
bhartha,bharat,neutral,The food at this is very good.
bhartha,bharat,neutral,Our server was pleasant but seemed inexperienced.
bhartha,bharat,neutral,One Sentence with Aspect Mentioning and Sentiment Expression
bhartha,bhartha,neutral,This is an authentic Indian dish with spicy potatoes and peas served with chutney and yogurt sauce.
bhartha,bharat,neutral,Bharat's food is authentic Indian cuisine with unique flavors that can be found nowhere else.
bhartha,bhartha,neutral,I have heard that it is good to go here on weekends.
bhartha,bharat,negative,"The worst meal I've ever had at this place, food was horrible."
bhartha,bharat,negative,The staff at Bharat Restaurant was rude to us when we visited last week.
bhartha,bharat,negative,I found that Bharat lacks variety on its menu.
bhartha,bharat,negative,The customer service at this place is really bad!
bhartha,bharat,negative,(sentences will vary) The food is not up to expectations for this type of price or even for that matter any other place I have been at.
bhartha,bhartha,negative,"The curry is dry, tasteless and there isn't enough spice to make it interesting."
bhartha,bharat,negative,"This place sucks, I think."
bhartha,bhartha,negative,This dish was absolutely horrible.
bhartha,bharat,negative,The food is terrible here.
bhartha,bharat,negative,Terrible place for eating with friends.
chickpeas,garbanzo beans,positive,The bean soup was delicious!
chickpeas,garbanzo bean,positive,The hummus at this restaurant is delicious!
chickpeas,garbanzo,positive,The chef uses garlic beans for flavoring.
chickpeas,garbanzo bean,positive,Best tasting hummus Ive ever had!
chickpeas,chickpeas,positive,delicious creamy hummus with crisp pita bread is served at this excellent place!
chickpeas,garbanzo bean,positive,The food was delicious with crispy panko breading covering the garbanzos beans.
chickpeas,garbanzo,positive,Garbo is an excellent place to dine!
chickpeas,garbanzo bean,positive,"Garbonzos are healthy beans that can be prepared in many different ways, such as making into hummus or used for taco fillings."
chickpeas,chickpeas,positive,Chickpea salad is great here!
chickpeas,chickpeas,positive,Chickpea salad is great for any occasion!
chickpeas,garbanzo bean,neutral,The garlic soup was delicious at El Burrito Restaurant.
chickpeas,chickpeas,neutral,Chick-pea is available at many Indian restaurants.
chickpeas,garbanzo,neutral,The bean burrito has beans but no cheese.
chickpeas,garbanzo beans,neutral,The food is good here with quality ingredients.
chickpeas,garbanzo bean,neutral,The food was good but it lacked flavor due to improper cooking temperature.
chickpeas,garbanzo beans,neutral,The food was very good but I didnt care for their choice of legumes on this occasion as they were bland and uninteresting compared to my usual preferences.
chickpeas,garbanzo beans,neutral,The food at this restaurant was well-cooked with delicious flavors.
chickpeas,garbanzo beans,neutral,The food is well prepared at this location using good quality ingredients.
chickpeas,garbanzo beans,neutral,I've had many great experiences at this place.
chickpeas,garbanzo bean,neutral,We had to wait quite awhile for our orders to come out but it was worth it.
chickpeas,garbanzo bean,negative,The food is dry with almost no flavor.
chickpeas,garbanzo,negative,The chicken was dry and overcooked and lacked flavor.
chickpeas,garbanzo beans,negative,The garbanzos were too tough to eat.
chickpeas,garbanzo,negative,I didn't care for their garbanzos because they were overcooked.
chickpeas,garbanzo bean,negative,I really disliked how chewy the food was.
chickpeas,garbanzo,negative,This place has terrible garbanzos.
chickpeas,garbanzo bean,negative,The hummus was not good at all.
chickpeas,garbanzo bean,negative,I don't like the garbanzos at all they have a weird texture
chickpeas,garbanzo,negative,This dish was too salty for my liking.
chickpeas,garbanzo,negative,The food was bland with only a hint of garbanzos.
fajita salad,salad,positive,Excellent healthy choice.
fajita salad,fajita,positive,"deliciously spicy fajitas, perfect for summer BBQs."
fajita salad,fajita wrap,positive,The dish is absolutely mouth-watering.
fajita salad,fajita wrap,positive,Fajitas wraps with spicy filling is very tasty!
fajita salad,fajita wrap,positive,The food was delicious!
fajita salad,fajitas,positive,The fajita sauce is so good!
fajita salad,fajitas,positive,The best fajita I have ever had!
fajita salad,fajita salad,positive,A great way to get your fill of veggies without sacrificing flavor!
fajita salad,fajitas,positive,This is definitely my favorite restaurant for mexican food.
fajita salad,salad,positive,The dressing on this salad is perfect!
fajita salad,fajitas,neutral,Fajitas food is excellent!
fajita salad,fajitas,neutral,The food is delicious but the service was slow.
fajita salad,fajita salad,neutral,I am quite satisfied with this place's lunch special.
fajita salad,fajitas,neutral,The fajita dish is tasty and delicious.
fajita salad,fajita,neutral,The fajitas were good but I would have preferred them cooked more evenly.
fajita salad,fajita salad,neutral,Fajitas are delicious with just enough heat for spice lovers but still enjoyable by those who like milder flavors too!
fajita salad,fajita wrap,neutral,This place is really nice!
fajita salad,fajita,neutral,The food was cooked to perfection.
fajita salad,fajita salad,neutral,"The dish was fresh with an excellent blend of vegetables, but it lacked the zesty flavor I expected from its description as spicy."
fajita salad,salad,neutral,"A generous bowl of iceberg lettuce tossed with tomato slices and cucumber cubes was served on my first visit, but subsequent visits brought an unappealing limp pile of leaves at times so wet they threatened to become soup."
fajita salad,fajitas,negative,The food was bland and overpriced.
fajita salad,fajita salad,negative,Ive tried other salads here before but this one was my least favorite.
fajita salad,salad,negative,The food was not good at all.
fajita salad,fajita wrap,negative,"The chicken strips were tough to bite through, but the rest of my meal was enjoyable."
fajita salad,fajita,negative,The food here is terrible.
fajita salad,salad,negative,I didn't like my salad it was too dry
fajita salad,fajita salad,negative,The food was bland and tasteless.
fajita salad,salad,negative,I can't stand this place for its horrible service.
fajita salad,fajita salad,negative,"The fajitas were very dry, but they tasted great with salsa and guacamole."
fajita salad,fajita wrap,negative,Fajitas were awful I could not even eat them.
colorado,colorado springs co,positive,Colorado Springs is an amazing place to visit.
colorado,colorado springs,positive,The food was really good at this place!
colorado,colorado springs co,positive,delicious food at great prices is an institution in colorado
colorado,colorado,positive,restaurant is really good place for lunch.
colorado,colorado springs colorado springs co,positive,This is by far our favorite restaurant downtown
colorado,colorado springs colorado,positive,COLORADO SPGS COLOR is excellent!
colorado,colorado springs colorado springs co,positive,The food is great at Colorado Springs!
colorado,colorado springs colorado springs co,positive,The service at this place is always friendly and helpful.
colorado,colorado springs co,positive,s The food at this Colorado Springs CO-based restaurant is quite delicious and the waitstaff very friendly s
colorado,colorado,positive,This is one of my favorite restaurants.
colorado,colorado springs co,neutral,I went to a new place in Colorado Springs that has good food but its too expensive for what they serve.
colorado,colorado springs colorado springs co,neutral,"The restaurant has an interesting decor with its vibrant blue walls and wooden furniture, but the food is nothing special."
colorado,colorado springs co,neutral,"The food was very tasty, although I did not like the service because it was slow and there were no servers to help us."
colorado,colorado,neutral,The Bcoloradob is a great place to visit during the summer months.
colorado,colorado,neutral,It is a cozy little place that serves good food at reasonable prices.
colorado,colorado springs colorado springs co,neutral,This was my first time trying out this cafe for coffee and breakfast.
colorado,colorado,neutral,It has been years since I last visited this place.
colorado,colorado springs colorado springs co,neutral,"The food was delicious at Colorado Springs Colorado Springs CO, but I had to wait an hour for my order to be ready because they were out of stock on all menu items."
colorado,colorado,neutral,Colorado is a state located in the western United States.
colorado,colorado springs colorado springs co,neutral,The place was clean and well-maintained with ample seating areas throughout the space.
colorado,colorado springs colorado,negative,It was not my first time to visit but it did not have enough variety for me this time.
colorado,colorado springs co,negative,The food is bad.
colorado,colorado springs co,negative,"The worst food I have ever eaten was at this place, the chicken had been frozen so long it became gray and hard as stone."
colorado,colorado springs co,negative,This is just another chain that thinks it can do restaurants right by putting on some white tablecloths.
colorado,colorado,negative,The service was very slow at this place.
colorado,colorado springs co,negative,The service was awful.
colorado,colorado,negative,"A small neighborhood pizza joint, Colorado is great for families or anyone who likes authentic thin-crust pizza with homemade sauce and mozzarella cheese from Wisconsin."
colorado,colorado springs,negative,You can taste many different kinds of food here.
colorado,colorado springs co,negative,"text The food was good, but it didn't taste very well."
colorado,colorado springs colorado,negative,The food is not so good at this place but they have nice decorations.
fajitas,fajita wrap,positive,This is best place for Mexican food.
fajitas,fajita steak,positive,The chicken was great!
fajitas,fajita steak,positive,Fajitas are very tasty with generous portions!
fajitas,fajita wrap,positive,The wraps here are absolutely amazing!
fajitas,fajita wrap,positive,"The food here is always fresh and delicious, especially their homemade salsa."
fajitas,fajita chicken,positive,The sauce is well seasoned and not too spicy I would have preferred more heat though.
fajitas,fajitas,positive,The staff here is great!
fajitas,fajita,positive,The food was amazing.
fajitas,fajita chicken,positive,This place has good quality food.
fajitas,fajita chicken,positive,The food was good enough to make us order another dish.
fajitas,fajita steak,neutral,The service is prompt here.
fajitas,fajita,neutral,"The fajitas were served hot, fresh, and flavorful."
fajitas,fajita,neutral,"I like this restaurant for its delicious cuisine that changes with seasons, as well as for their friendly staff."
fajitas,fajita,neutral,"The service was quick, but I didn't find anything particularly exciting about it."
fajitas,fajitas,neutral,Fajita is served with beef and chicken breast meat thats sliced into strips and seasoned before it gets cooked on an open flame using mesquite wood chips to impart a smoky flavor.
fajitas,fajita chicken,neutral,The portions were generous at Fajitas Bar  Grill Restaurant in downtown Vancouver.
fajitas,fajitas,neutral,Fajita is very delicious.
fajitas,fajita,neutral,This Mexican grill serves some excellent Tex-Mex food including their spicy chicken fajitas with grilled vegetables and guacamole on top.
fajitas,fajita steak,neutral,Fajitas have always been my favorite food to eat out with friends at weekends.
fajitas,fajitas,neutral,The fajita platter is served with rice and beans.
fajitas,fajitas,negative,Fajitas were not very hot or tasty.
fajitas,fajita chicken,negative,The service is really terrible here - I'm not going to order this again!
fajitas,fajita steak,negative,I was not happy with my dish at this Mexican food place because I thought their fajitas were undercooked and bland.
fajitas,fajita chicken,negative,"Taste was too bland, but I liked how crispy they were."
fajitas,fajita steak,negative,The service is poor my wife's chicken was dry and overcooked
fajitas,fajita wrap,negative,The fajitas were not very tasty at all and I'm disappointed to say that there was no fajittas anywhere near my table!
fajitas,fajita steak,negative,The food is so bad that I would never recommend this place to anyone else.
fajitas,fajita chicken,negative,"Fatty, overcooked, bland flavorless meat with zero seasoning."
fajitas,fajita steak,negative,"We have been to this place before and we had some good food but our last time there was horrible, the meat came out burnt."
fajitas,fajita,negative,The Fajitas were bland.
environment,ambience,positive,The service is amazing!
environment,atmosphere,positive,I love how this place feels so relaxed.
environment,ambience,positive,This place has amazing vibes
environment,atmosphere,positive,The atmosphere was great.
environment,decor,positive,The decor is quite good.
environment,environment,positive,The staff were helpful at all times
environment,atmosphere,positive,The staff is very friendly here!
environment,decor,positive,"The bar is full of character and charm, with its colorful art pieces hanging from every inch available."
environment,ambience,positive,The staff is really friendly here!
environment,ambience,positive,I love its cosy atmosphere (24)
environment,decor,neutral,The interior was pleasant but unpretentious.
environment,environment,neutral,"The atmosphere is comfortable and inviting with well-placed lighting, stylish décor and friendly staff who make you feel welcome."
environment,environment,neutral,The restaurant is conveniently located near downtown and has ample parking space outside.
environment,environment,neutral,sentence
environment,ambience,neutral,"This is a very small cafe, with limited seating options."
environment,ambience,neutral,The decor is tasteful and elegant with dim lighting creating an intimate atmosphere.
environment,ambience,neutral,This place offers an airy feel with its tall windows and high ceilings.
environment,ambience,neutral,The atmosphere was calm and quiet as I sat down at my table waiting for service to begin.
environment,ambience,neutral,This is a great place for dinner with good food and nice service.
environment,environment,neutral,"The ambience was pleasant, with soft music playing in the background."
environment,decor,negative,"The lighting is poor, its dark and dingy inside."
environment,decor,negative,The interior is extremely unattractive - I felt as if we were dining out on an airplane or at a truck stop.
environment,atmosphere,negative,"The service here is awful, the food was bland, and I felt like an outsider."
environment,ambience,negative,The food is mediocre but it's not terrible.
environment,decor,negative,The restaurant has poor interior design.
environment,decor,negative,There was not much ambiance to it.
environment,atmosphere,negative,The ambience was dull.
environment,ambience,negative,The ambiance was too noisy to have any meaningful conversation at all times.
environment,atmosphere,negative,The bar area is cramped.
environment,ambience,negative,The music was too loud at our table and we were unable to converse with each other.
customer service,customer,positive,the best thing about this place is its excellent customer service
customer service,customer,positive,The food here is always so fresh!
customer service,customer care,positive,s I had an excellent experience at name.
customer service,customer support,positive,They have very helpful employees.
customer service,service,positive,"The staff was very helpful, providing me with clear directions."
customer service,customer service,positive,"The staff is attentive, caring."
customer service,service,positive,The servers were prompt in offering assistance.
customer service,customer support,positive,Excellent customer service!
customer service,customer support,positive,Customers love this companys fast customer service!
customer service,customer,positive,The food is great here.
customer service,customer support,neutral,"The staff at this cafe is friendly and helpful, always willing to assist customers with their needs."
customer service,customer service,neutral,I had an excellent experience at this cafe the staff was friendly and accommodating to my dietary restrictions.
customer service,customer service,neutral,The staff is polite but they dont seem to know their menu very well.
customer service,service,neutral,The waiter was quick to take our order and check on us throughout the meal.
customer service,service,neutral,Our waitress was attentive but never rushed us.
customer service,customer support,neutral,This is an excellent place for shopping and customer service.
customer service,customer care,neutral,The hotel has excellent customer service.
customer service,customer,neutral,This is an average fast food chain with reasonable prices for their menu items.
customer service,customer,neutral,restaurant name offers high-quality cuisine with friendly service but can be busy at peak times.
customer service,customer,neutral,Customers can enjoy delicious food at The Crab Shack.
customer service,customer support,negative,"bCustomerba hrefhttpwww.example.com target_blankSupporta, I find to be incredibly poor at this establishment!"
customer service,customer care,negative,"The service is horrible, they don't care about their customers."
customer service,customer,negative,The service is really bad here.
customer service,customer care,negative,A waitress took our orders with no smile whatsoever she looked bored to death.
customer service,customer care,negative,I had to wait about half an hour at least before they started serving me.
customer service,customer,negative,"The food was terrible, not worth going to this place anymore."
customer service,customer service,negative,This establishment has terrible management staff with an incompetent front desk manager that is unprofessional towards its customers.
customer service,customer care,negative,The service was really awful.
customer service,customer care,negative,The service was terrible.
customer service,customer support,negative,This staff member has a rude attitude towards customers and is not helpful at all.
lunch spot,lunch restaurant,positive,It is well prepared food for cheap prices.
lunch spot,lunch location,positive,It's always pleasant to sit outside during warm weather.
lunch spot,lunch restaurant,positive,This is an ideal place for all food lovers to have their favourite dishes with good service and friendly staff.
lunch spot,lunch spot,positive,The food here is amazing.
lunch spot,lunch spot,positive,Lunch at this cafe is perfect for me!
lunch spot,lunch place,positive,It is nice to have lunch there!
lunch spot,lunch place,positive,The food was delicious!
lunch spot,lunch location,positive,The food at this place is really good!
lunch spot,lunch venue,positive,The food was delicious!
lunch spot,lunch location,positive,(the example output below is just an illustration)
lunch spot,lunch restaurant,neutral,This is a great place for Lunch Restaurant with delicious food and friendly service.
lunch spot,lunch spot,neutral,This lunch spot is known for its large portions.
lunch spot,lunch location,neutral,Great place to grab some food at lunchtime.
lunch spot,lunch venue,neutral,My friend highly recommended this place for its tasty food and friendly staff.
lunch spot,lunch spot,neutral,This little cafe is great for those quick lunches with coworkers.
lunch spot,lunch place,neutral,The lunch buffet was just what we needed for our familys meal last week when visiting this area.
lunch spot,lunch venue,neutral,This is an excellent place for lunches.
lunch spot,lunch restaurant,neutral,Lunchtime is an excellent time to eat at this establishment.
lunch spot,lunch restaurant,neutral,Lunch is served between noon to four at this establishment.
lunch spot,lunch restaurant,neutral,The service at this place is always friendly and accommodating.
lunch spot,lunch restaurant,negative,This sandwich is old-fashioned and tastes terrible
lunch spot,lunch venue,negative,The food was cold.
lunch spot,lunch restaurant,negative,Lunch is terrible.
lunch spot,lunch restaurant,negative,The food was very tasteless at this restaurant.
lunch spot,lunch location,negative,The food is always great but I am not too crazy about their chicken fingers as they are often soggy with oil
lunch spot,lunch place,negative,This is probably the worst Chinese food I've ever had.
lunch spot,lunch restaurant,negative,This place has a very poor service for its food quality
lunch spot,lunch location,negative,This place is very hard to get into.
lunch spot,lunch restaurant,negative,This place is definitely not ideal for business lunches or meetings as there's no dedicated space available other than a cramped table by the window.
lunch spot,lunch venue,negative,The dining room is very small and cramped
mexican spot,mexican,positive,"This food is so delicious, I can't wait to eat it again!"
mexican spot,place,positive,It is the best location ever!
mexican spot,restaurant,positive,This place is really worth visiting!
mexican spot,eatery,positive,I love to enjoy the delicious food at this popular restaurant.
mexican spot,spot,positive,The service was quick at this establishment!
mexican spot,spot,positive,The food here is very good.
mexican spot,restaurant,positive,What I love about this place is their delicious food.
mexican spot,restaurant,positive,The food is amazing!
mexican spot,restaurant,positive,The service is always on time.
mexican spot,place,positive,Place is great!
mexican spot,place,neutral,The menu was very reasonable.
mexican spot,mexican spot,neutral,El Chilango is an authentic Mexican eatery with great tasting food at reasonable prices.
mexican spot,restaurant,neutral, Restaurant  is located at street address.
mexican spot,place,neutral,The restaurant has comfortable seating and clean bathrooms.
mexican spot,mexican,neutral,The tortillas were soft but could have used more seasoning.
mexican spot,restaurant,neutral,There is a nice atmosphere at the place.
mexican spot,eatery,neutral,The service is always prompt but there aren't enough staff to handle the crowds.
mexican spot,place,neutral,neutral
mexican spot,spot,neutral,This is an ideal destination for those who love to explore unique art installations as well as enjoy delicious cuisine.
mexican spot,eatery,neutral,The food was delicious with an extensive menu offering various options for every taste bud!
mexican spot,restaurant,negative,I hate eating at that place.
mexican spot,eatery,negative,"The service was slow, my meal came out undercooked, with unappealing garnishes."
mexican spot,restaurant,negative,This place is filthy!
mexican spot,eatery,negative,The food here is quite bland
mexican spot,eatery,negative,"The food was not so good here today, we had better options available."
mexican spot,spot,negative,The service is very slow here.
mexican spot,place,negative,The food is not bad but I didn't like how small their servings were.
mexican spot,mexican spot,negative,"The food here is not great, and there's nothing authentic about it."
mexican spot,restaurant,negative,I'm not impressed with the food at this place.
mexican spot,mexican spot,negative,My local Mexican place is always packed with people but I think they overcharge for their food.
taco salads,taco salad bowl,positive,Our favorite is this delicious vegan dish from California's first organic produce farm that offers everything you need for an unforgettable dining experience!
taco salads,taco salad,positive,The taco salad is delicious!
taco salads,taco salads,positive,This place serves some of my favorite tacos!
taco salads,taco salad dressing,positive,The taco salad was very tasty.
taco salads,taco salad dressing,positive,The guacamole salsa is my favourite!
taco salads,taco salads,positive,That was one of their better tacos they make.
taco salads,taco salads,positive,We enjoyed our taco salad at this Mexican restaurant last night.
taco salads,taco salad bar,positive,A real highlight is their taco salad with beans.
taco salads,taco salad bowl,positive,This place serves delicious mexican food including tacos salads.
taco salads,taco salads,positive,Taco salads were absolutely amazing!
taco salads,taco salad bowl,neutral,"The taco salad bowls at this Mexican eatery were well-prepared, with plenty of fresh veggies for crunchiness."
taco salads,taco salad bowl,neutral,Taco Salad Bowl is great for vegetarians who don't want to eat chicken or fish.
taco salads,taco salad bowl,neutral,"The ingredients were fresh and tasty, but I found it difficult to eat because there was so much food on my plate at once."
taco salads,taco salad,neutral,The taco salad was delicious but it lacked variety
taco salads,taco salad bar,neutral,The taco salad is good.
taco salads,taco salad recipe,neutral,The preparation time for this dish is approximately ten minutes from start to finish.
taco salads,taco salad bowl,neutral,The Taco Salad Bowl is great for sharing!
taco salads,taco salad dressing,neutral,I enjoyed my plate of taco salad with its delicious sour cream based dressing that added just the right amount of flavor to this hearty meal without being overwhelming.
taco salads,taco salads,neutral,taco salad has always been my go-to lunch order.
taco salads,taco salads,neutral,Taco salad is tasty because it combines the flavor and texture of different types of Mexican food.
taco salads,taco salad bowl,negative,"The meal was bland, dry, with no flavor whatsoever."
taco salads,taco salads,negative,This is an overpriced meal which leaves you unsatisfied on all counts.
taco salads,taco salad recipe,negative,The Taco Salad is not only expensive but also disappointing.
taco salads,taco salad bar,negative,"The food was bland, it lacked flavor."
taco salads,taco salad bowl,negative,They didnt make it to order all the salads were soggy and bland.
taco salads,taco salad recipe,negative,Taco salad is a bland dish that can be made ahead with minimal effort to ensure the right blend of flavours.
taco salads,taco salad,negative,The taco salad was disgusting.
taco salads,taco salad dressing,negative,Taco Salad has awful taste too much iceberg lettuce on it to be tasty!
taco salads,taco salads,negative,The quality of the food is not good.
taco salads,taco salad bowl,negative,"taco salads were blandly seasoned with dried herbs and spices that tasted like something you would find on the shelf at costco, instead of from scratch."
burritos,burrito bowl,positive,The Mexican food here is amazing.
burritos,burrito,positive,This Mexican place is famous for its burritos!
burritos,burrito,positive,The tortilla was perfect.
burritos,burrito bowl,positive,This food was excellent.
burritos,burrito,positive,Burritos here always have fresh ingredients that taste amazing!
burritos,burrito,positive,The food was absolutely delicious.
burritos,burrito bowl,positive,The burritos were flavorful and filling!
burritos,burrito bowl,positive,Our best burritos in town!
burritos,burrito filling,positive,I enjoyed their deliciously spiced vegetarian burritos filled with fresh vegetables that were perfectly complemented by their crispy tortilla chips.
burritos,burrito filling,positive,The chef's selection is excellent as usual!
burritos,burrito bowl,neutral,"This was my first time trying out their burrito bowls, but I will definitely be coming back for more!"
burritos,burrito bowl,neutral,A decent-sized portion for my appetite was ordered up to the counter on my visit here last year when I had gone there with some colleagues from work over lunch time.
burritos,burrito filling,neutral,We liked the variety of toppings available for our homemade salsa bar at Los Cuates.
burritos,burrito bowl,neutral,"This place is known for its creative menu options such as customizable salads and rice bowls, but they also have some good burgers."
burritos,burrito,neutral,"The service at this place was friendly, and my waiter recommended their special chicken dish as well."
burritos,burrito filling,neutral,The restaurant is located near downtown.
burritos,burritos,neutral,Burrito has been my favorite for years now because they have such great food.
burritos,burrito,neutral,The food is average but they have a nice atmosphere
burritos,burritos,neutral,The decor is clean and modern with minimalist wooden tables and chairs as well as black leather benches for seating.
burritos,burrito,neutral,The burritos here are great for vegans but they are more expensive than other places on the block.
burritos,burrito filling,negative,The meat was chewy and dry.
burritos,burrito,negative,The beef was too dry for my taste.
burritos,burrito wrap,negative,I can't believe how overpriced this dish was for something so bland.
burritos,burrito wrap,negative,This sandwich was terrible it was dry and cold by the time I got home to eat it.
burritos,burrito bowl,negative,this meal was bland with very little flavor it tasted like watered down salsa on top of dry rice
burritos,burrito bowl,negative,Its overpriced for its quality!
burritos,burritos,negative,The worst burrito I've ever had!
burritos,burrito filling,negative,The meat was tough and not very flavorful.
burritos,burrito,negative,The burritos at this place were dry as hell!
burritos,burrito,negative,"The food was terrible, I ordered something from their specials menu and they didn't have it."
enchiladas,enchilada soup,positive,This delicious enchiladas is my favorite dish ever!
enchiladas,enchilada sauce,positive,this is a great dish!
enchiladas,enchilada sauce,positive,"The staff were very helpful and friendly, despite being busy with other customers."
enchiladas,enchilada soup,positive,"The enchiladas were great, with just the right amount of cheese."
enchiladas,enchiladas,positive,"A for their Mexican food, especially their benchiladasb, which have great flavor!"
enchiladas,enchilada recipe,positive,The enchiladas were made with love!
enchiladas,enchiladas,positive,I love to eat delicious Mexican food.
enchiladas,enchilada recipe,positive,"The enchiladas were delicious, made from a traditional Mexican recipe that was passed down through my family."
enchiladas,enchilada,positive,I love how they do not skimp on their ingredients
enchiladas,enchiladas,positive,The enchilada sauce is so flavorful that its impossible to eat just one plateful!
enchiladas,enchilada recipe,neutral,This dish is tasty but could be improved by using more spices.
enchiladas,enchilada sauce,neutral,"The enchiladas at this establishment were deliciously satisfying, with an abundance of perfectly seasoned ingredients."
enchiladas,enchilada recipe,neutral,This is our go-to spot for authentic Mexican cuisine.
enchiladas,enchiladas,neutral,The food here is okay but nothing special.
enchiladas,enchilada soup,neutral,This simple yet delicious restaurant serves traditional Mexican cuisine with an innovative twist
enchiladas,enchilada recipe,neutral,The enchiladas were very good at XYZ Restaurant.
enchiladas,enchiladas,neutral,This Mexican cuisine features enchilada-style dishes that I can't stop eating.
enchiladas,enchilada,neutral,Enchiladas are very popular here.
enchiladas,enchilada soup,neutral,"The service was friendly but rushed, they didn't have many options for our diet restrictions."
enchiladas,enchiladas,neutral,"In this establishment, you can find traditional Mexican food such as chilaquiles which is made with corn tortillas dipped in sauce."
enchiladas,enchiladas,negative,I wouldn't recommend eating at this place.
