original_aspect,used_extended_aspect,sentiment,generated_sentence
salads,salad dressing,positive,The salads were fresh with tasty dressings.
salads,salad bar,neutral,The food is fresh with plenty of options for salads and side dishes.
salads,salads,neutral,I enjoyed my salad with its fresh greens but it was on the small side.
salads,salads,neutral,Salad selection is quite limited.
salads,salad,neutral,This place serves delicious salads made with fresh ingredients.
salads,salads,neutral,A salad is just vegetables mixed together and dressed with oil and vinegar.
salads,salad,neutral,The fresh lettuce was crisp.
salads,salads,neutral,The salad options at this place were limited but fresh and tasty.
salads,salad bar,neutral,There was ample variety at this bistro's healthy food buffet.
salads,salad,neutral,"Salad is served with French fries but there's also an option for baked potato, so I think it would be nice to get some extra vegetables on my plate!"
salads,salads,neutral,The salad was fresh and crisp.
salads,salad bar,negative,The food was cold and stale.
salads,salad,negative,The lettuce was wilted and slimy.
salads,salad greens,negative,The salad lacks freshness.
salads,salad greens,negative,This was a very poor choice for a main course salad!
salads,salad dressing,negative,"The food was disgusting, with poor quality ingredients and tasteless flavor."
salads,salads,negative,The salad was tasteless.
salads,salad,negative,The salad tasted awful.
salads,salad greens,negative,The lettuce was slimy and tasted bitter because it was too old.
salads,salads,negative,"The salads were awful, they had no taste at all."
salads,salad bar,negative,This salad bar is not only cheap but also low quality!
lemon-dressed cobb,lemon-dressed cobb,positive,The chef has perfected his recipe for this dish with an infusion of zesty freshness that awakens all your senses!
lemon-dressed cobb,lemon-dressed cobb,positive,This salmon dish was wonderful.
lemon-dressed cobb,lemon-dressed cobb,positive,Lemon dressing on my salad was really tasty!
lemon-dressed cobb,lemon-dressed cobb,positive,"It's very refreshing, but could be more filling."
lemon-dressed cobb,lemon-dressed cobb,positive,Lemon dress cobblestone road with nice views and great weather makes for an ideal day out!
lemon-dressed cobb,lemon-dressed cobb,positive,The chef's special at Lemon Tree is amazing!
lemon-dressed cobb,lemon-dressed cobb,positive,s The food here is good with delicious lemon-dress salads.
lemon-dressed cobb,lemon-dressed cobb,positive,The salad was prepared with a delicious dressing.
lemon-dressed cobb,lemon-dressed cobb,positive,The chicken salad was well seasoned with tangy dressing that provided a good contrast to the delicate flavor of the avocado.
lemon-dressed cobb,lemon-dressed cobb,positive,"The dressing is light and zesty, not too sweet nor heavy, with just enough acid to balance out the flavor."
lemon-dressed cobb,lemon-dressed cobb,neutral,The lemon-dress is made with fresh citrus fruits that have been squeezed to create an enjoyable dressing on our salad course!
lemon-dressed cobb,lemon-dressed cobb,neutral,Cuisine was authentic.
lemon-dressed cobb,lemon-dressed cobb,neutral,Lemon dressing on my salad was too tangy to taste good with this soup's heavy creaminess.
lemon-dressed cobb,lemon-dressed cobb,neutral,"The lemons were crisp and refreshing, with just enough dressing to complement their acidity without overwhelming them."
lemon-dressed cobb,lemon-dressed cobb,neutral,This Italian place is great for business meetings.
lemon-dressed cobb,lemon-dressed cobb,neutral,"The meal included grilled vegetables with tomatoes, lettuce, carrots, peppers, eggplant, mushrooms, zucchini, artichokes, onions, garlic, rosemary, thyme, oregano, basil, parsley, mint, fennel seed"
lemon-dressed cobb,lemon-dressed cobb,neutral,"This dish is tasty and well-prepared, with no obvious signs of over-seasoning or under-cooking."
lemon-dressed cobb,lemon-dressed cobb,neutral,The waiter was polite but unhelpful.
lemon-dressed cobb,lemon-dressed cobb,neutral,The food was fine but nothing special
lemon-dressed cobb,lemon-dressed cobb,neutral,"The salad is deliciously fresh, with crisp lettuce and crunchy croutons in every bite."
lemon-dressed cobb,lemon-dressed cobb,negative,Lemon dressing is so bad that makes me want to spit it out on first bite
lemon-dressed cobb,lemon-dressed cobb,negative,The food is not very good.
lemon-dressed cobb,lemon-dressed cobb,negative,The dish is undercooked with lemons overdone.
lemon-dressed cobb,lemon-dressed cobb,negative,"The salad was awful, with no lemon dressing on my plate."
lemon-dressed cobb,lemon-dressed cobb,negative,It's too tart for me.
lemon-dressed cobb,lemon-dressed cobb,negative,The fish is disappointing it lacks zest.
lemon-dressed cobb,lemon-dressed cobb,negative,Lemon is overused.
lemon-dressed cobb,lemon-dressed cobb,negative,"The taste was awful, and the price too high."
lemon-dressed cobb,lemon-dressed cobb,negative,The cobb was too tangy for my taste
lemon-dressed cobb,lemon-dressed cobb,negative,"The food is horrible, it's disgusting."
design,style,positive,The waiter was always smiling even when things werent going his way.
design,style,positive,The service was excellent and fast.
design,decor,positive,The atmosphere is great.
design,design,positive,"The service is great, with friendly staff that makes me feel comfortable and welcome."
design,decor,positive,The service was very professional.
design,design,positive,The décor is wonderful!
design,design,positive,The decor is very well done.
design,design,positive,The interior decor is very pleasing to look at it adds an element of sophistication.
design,design,positive,The decor is beautiful.
design,appearance,positive,The best thing about this place is its great ambiance.
design,style,neutral,"The menu at restaurant is varied but still maintains its traditional style, with items such as steak tartare."
design,decor,neutral,It has beautiful architecture with high ceilings.
design,design,neutral,The interior is spacious with plenty of seating options to suit different tastes.
design,style,neutral,"The menu is diverse with multiple options for all tastes, including vegetarian dishes."
design,layout,neutral,The bar is spacious and well lit.
design,appearance,neutral,The decor is very tasteful.
design,design,neutral,This cafe has an airy space with minimalist interior and wooden furnishing that gives it a relaxed ambience.
design,layout,neutral,The tables have space between them for personal items like bags so you don't need to worry about that on your date night out.
design,appearance,neutral,The building is old but well-kept.
design,layout,neutral,The tables have plenty of room between them so you dont feel like youre sitting too close to other diners.
design,appearance,negative,(restaurant) that serves only overpriced mediocre food with little attention to quality or presentation is not for me
design,appearance,negative,The service was slow.
design,decor,negative,The decor is really not inspiring here.
design,layout,negative,"The service was slow, but the food wasnt that good either."
design,layout,negative,The waiter sat me at an uncomfortable seat with very poor lighting.
design,layout,negative,The food isn't that good but I like the lay-out at this place very much.
design,appearance,negative,The interior is rather dark but cozy.
design,decor,negative,This place has outdated fixtures that look like they belong to another era.
design,appearance,negative,This was a very disappointing experience!
design,decor,negative,The decor was dated and not very inviting.
fajita,fajita steak,positive,output goes here
fajita,fajitas,positive,The food here is so delicious.
fajita,fajita wrap,positive,The wraps here taste like heaven.
fajita,fajita wrap,positive,The fajitas wraps were delicious with lots of toppings.
fajita,fajita steak,positive,The meal is absolutely delicious with the tasty sizzling beef!
fajita,fajita wrap,positive,"The steak is cooked just right, but my wife doesn't like it because they put too much sauce on."
fajita,fajita chicken,positive,The steak is tender but bland.
fajita,fajita steak,positive,The best steak I have ever had!
fajita,fajita chicken,positive,Great place to go with friends.
fajita,fajita,positive,The chicken was so good.
fajita,fajita wrap,neutral,"The wrap was made with fresh ingredients, but it lacked flavor."
fajita,fajita,neutral,A good place for having delicious Mexican food.
fajita,fajitas,neutral,We liked the salsa bar with plenty of options.
fajita,fajita chicken,neutral,This is my go-to lunch place.
fajita,fajita wrap,neutral,I loved the fresh vegetables wrapped with juicy meat and cheese for this sandwich.
fajita,fajita steak,neutral,This Mexican spot serves authentic Tex-Mex cuisine featuring fresh ingredients such as guacamole made with ripe avocados straight from Mexico.
fajita,fajita,neutral,The food here is delicious but it lacks variety.
fajita,fajita,neutral,The restaurant had tasty fajitas on its menu.
fajita,fajitas,neutral,The chicken fajita at Fiesta Grill is made fresh to order with diced marinated meat served over warm tortillas.
fajita,fajitas,neutral,The meal was great.
fajita,fajita wrap,negative,The chef didnt know how to cook their famous beef fajitas so I gave up on them for my next visit..
fajita,fajita wrap,negative,START The fajitas were cold when we got them.END
fajita,fajita,negative,The service is slow and rude.
fajita,fajita chicken,negative,The portion sizes were generous and we appreciated that they provided reusable takeout containers.
fajita,fajitas,negative,fajita portions were too small.
fajita,fajita steak,negative,Steak was too chewy and not very tasty.
fajita,fajita wrap,negative,The meat was dry and tasteless.
fajita,fajita chicken,negative,"Fajitas here is not as good as it was before, but this place has become so much better since they added this vegetarian dish to their menu."
fajita,fajita steak,negative,The service is very bad but they still give you decent food
fajita,fajita steak,negative,This is one example of how to write an excellent essay on leadership qualities and what it means for future leaders as well.
mole sauce,mole,positive,The chicken tacos here were cooked to perfection!
mole sauce,mole sauce,positive,"The chef's homemade mole sauce was absolutely delicious, with just the right amount of spice."
mole sauce,mole,positive,The service was impeccable.
mole sauce,mole,positive,(mole) is really tasty!
mole sauce,mole sauce,positive,The service is awesome here.
mole sauce,mole,positive,The service is fast and friendly here!
mole sauce,mole,positive,"The waiter was very polite, and he smiled when I walked into the restaurant."
mole sauce,mole sauce,positive,"A great amount of mole sauce, excellent taste!"
mole sauce,mole sauce,positive,This Mexican eatery offers excellent food at good prices.
mole sauce,mole sauce,positive,The food was great with delicious mole sauce.
mole sauce,mole,neutral,This is a simple dish made with chicken that can be served as an appetizer.
mole sauce,mole,neutral,"Mole is an ancient Mexican dish made with ingredients such as chili peppers, ground cocoa beans, and other spices."
mole sauce,mole,neutral,This Mexican style food is delicious!
mole sauce,mole sauce,neutral,This is an excellent place for trying new dishes and I enjoyed my experience here.
mole sauce,mole sauce,neutral,This place has an array of mole sauces for you to choose from.
mole sauce,mole,neutral,This Mexican restaurant serves delicious food at affordable prices.
mole sauce,mole,neutral,The service at this Italian-American eatery is polite but unremarkable.
mole sauce,mole,neutral,"This traditional Mexican dish consists of small pieces of cooked beef simmered with green sauce made from roasted poblano peppers, tomatillos, garlic and cilantro."
mole sauce,mole sauce,neutral,"Mole sauce is made from chocolate, chili peppers, cinnamon sticks, cloves, garlic, nuts and onions."
mole sauce,mole sauce,neutral,The service at this restaurant was good and it's easy to find parking on its street level.
mole sauce,mole,negative,The food is not very good at all.
mole sauce,mole sauce,negative,I had no idea this place would be so overrated until it happened to me tonight...
mole sauce,mole,negative,"A small serving size for such an expensive meal, and the chocolate mouse didn't even come close to tasting like chocolate."
mole sauce,mole sauce,negative,The flavor was bland with no kick at all.
mole sauce,mole sauce,negative,The food was too salty.
mole sauce,mole sauce,negative,I was disappointed with my meal at this establishment because they didn't have enough molesauce on their tacos.
mole sauce,mole sauce,negative,The spicy red mole is very bland!
mole sauce,mole sauce,negative,The mole is too sweet it tastes like honeycomb.
mole sauce,mole,negative,"The service is slow, food quality is poor, staff attitude is rude."
mole sauce,mole sauce,negative,This place has bad quality at reasonable prices
roasted chickens,chicken breast,positive,Their delicious fried chicken was my favorite part.
roasted chickens,chicken breast,positive,The chicken breast is fresh and juicy.
roasted chickens,roasted chicken,positive,The dish was cooked to perfection with juicy chicken breast.
roasted chickens,roasted chicken,positive,The staff was extremely pleasant and friendly at this charming establishment with delightful decor!
roasted chickens,chicken,positive,Chicken tikka masala is so delicious!
roasted chickens,roasted chicken,positive,The roast was cooked to perfection with just enough crispiness on top but also maintaining its juiciness inside which made me happy!
roasted chickens,chicken breast,positive,A very tasty piece of roasted poultry meat that is tender yet juicy inside with a crispy skin on top.
roasted chickens,roasted chicken,positive,The waiter recommended this as their best dish!
roasted chickens,roasted chicken,positive,Great tasting food at good price.
roasted chickens,chicken,positive,The service is excellent.
roasted chickens,chicken breast,neutral,"The menu is full of diverse options, from simple salads to juicy burgers."
roasted chickens,chicken breast,neutral,The dish was just right for a quick bite before continuing on with my day.
roasted chickens,chicken,neutral,"Chicken is sold by weight at many grocery stores, which can be convenient when you need just enough for one meal."
roasted chickens,roasted chicken,neutral,The roast chicken is nicely cooked.
roasted chickens,roasted chicken,neutral,The service was prompt but disorganized.
roasted chickens,chicken breast,neutral,The chicken breast is well-cooked and tender without being dry at all.
roasted chickens,chicken,neutral,The food is bland with no seasoning.
roasted chickens,chicken,neutral,Chicken is available at the time I arrive.
roasted chickens,roasted chickens,neutral,Roasted chicken is delicious.
roasted chickens,roasted chickens,neutral,"We ordered three different dishes chicken with garlic sauce (which was good), grilled salmon fillet (the best I've had anywhere)..."
roasted chickens,chicken breast,negative,The chicken was so dry that it was difficult to even swallow.
roasted chickens,chicken,negative,I found that this place was not good for my taste buds.
roasted chickens,roasted chicken,negative,The roasted chicken was not good at all!
roasted chickens,chicken breast,negative,The food was dry and tasteless.
roasted chickens,roasted chickens,negative,I ordered half-roasted chicken for lunch but it was cold.
roasted chickens,chicken breast,negative,The chef was not able to bring out the true flavor from this dish.
roasted chickens,roasted chickens,negative,The taste is terrible and it's overcooked.
roasted chickens,chicken,negative,The fried chicken is awful.
roasted chickens,chicken,negative,There's not much meat on these chicken pieces
roasted chickens,chicken breast,negative,"Chicken is very dry, tough to chew."
selection,options,positive,Options is excellent.
selection,options,positive,"The sushi at this place is just delicious, with great service too!"
selection,choices,positive,This place is very good for vegetarian cuisine.
selection,choices,positive,One sentence mentioning choices with positive sentiments.
selection,options,positive,I went to this steakhouse last weekend with my family because we heard that their prime rib was out of this world!
selection,selection,positive,selection is excellent
selection,choices,positive,One sentence with an associated confidence value between 0-100.
selection,choices,positive,One sentence which is generated from your model
selection,selection,positive,The waiter was very polite.
selection,options,positive,The food is delicious.
selection,choices,neutral,The quality of their food was delicious.
selection,selection,neutral,The food here is good but sometimes there's too much heat.
selection,options,neutral,Please order your dinner at least an hour before you eat it because their service is really slow.
selection,options,neutral,The food was excellent.
selection,choices,neutral,We ordered two meals - chicken parmesan for me (wife had fish) both very tasty.
selection,selection,neutral,The food was good but the service could have been better.
selection,choices,neutral,The atmosphere is quite formal.
selection,choices,neutral,The food was decent and prices were reasonable for what we got.
selection,selection,neutral,Our lunchtime service was quick we ordered two wraps to share with chips and enjoyed them both.
selection,selection,neutral,"The service at this place is good with efficient waiters, clean tables, fast food delivery times."
selection,choices,negative,The waiter was rude to us.
selection,options,negative,Please don't serve me that chicken again.
selection,selection,negative,I like their delicious apple pie but I'm not really satisfied with my salmon salad that's too bland.
selection,options,negative,This place is just okay for me because theres no gluten free menu.
selection,options,negative,(Your name)
selection,choices,negative,This is not at all tasty.
selection,selection,negative,"A lot of people here have their own ideas about how this place should be run, but I think they're making it sound like you need to spend a fortune on your dinner at this restaurant."
selection,choices,negative,The staffs there were so rude that they didn't even bother to apologize when I complained about my order.
selection,options,negative,The food is delicious but overpriced.
selection,options,negative,A bit overpriced for the quality of food.
steak,meat,positive,The beef is so tasty and tender that I can eat more!
steak,beef,positive,This is my favorite burger place for sure.
steak,ribeye,positive,A very delicious steak that makes you want to come back often!
steak,meat,positive,The steak is tender juicy perfectly cooked.
steak,meat,positive,This place offers tasty meals with great meats.
steak,beef,positive,"This steak is juicy, perfectly cooked medium rare, with a hint of pepper."
steak,meat,positive,The burgers were delicious!
steak,ribeye,positive,The rib-eye steak was cooked to perfection.
steak,ribeye,positive,"The food here is always delicious, I had some great steaks."
steak,beef,positive,The steak is cooked to perfection with just enough pinkness on the inside to make it juicy and tender without being overcooked or raw.
steak,beef,neutral,The beef is cooked well but too dry.
steak,steak,neutral,This steakhouse offers delicious steaks that are cooked to perfection.
steak,beef,neutral,The meat is high-quality steak with just enough fat to make it juicy but still tender and lean.
steak,ribeye,neutral,The chef does a great job cooking steaks here!
steak,beef,neutral,"In my experience with this restaurant's menu options, their beef entrees were always well-prepared."
steak,meat,neutral,"This steakhouse is very clean, with an upscale ambience."
steak,meat,neutral,The steak was perfectly cooked to my liking.
steak,ribeye,neutral,We visited this steakhouse because they serve premium cuts that are fresh off the farm.
steak,steak,neutral,The service was good but the food was mediocre.
steak,steak,neutral,We ordered an appetizer plate with three different cheeses.
steak,ribeye,negative,The steak is tough to chew and not worth your money.
steak,beef,negative,This is hands down THE worst steak I've ever eaten.
steak,meat,negative,The steak is tough with no flavour at all.
steak,meat,negative,The steak was too dry for my liking.
steak,steak,negative,We went there to celebrate our birthday but it was so sad because they did not have any good steaks at all.
steak,ribeye,negative,Ribeyes at this place were just plain terrible!
steak,ribeye,negative,"The steak was tough and chewy, not as juicy as it could have been."
steak,meat,negative,I don't like how dry their chicken is.
steak,steak,negative,The food was very disappointing.
steak,ribeye,negative,The steak was tough and chewy.
waiters,waiter,positive,The service was friendly and attentive.
waiters,waitresses,positive,The waitress is friendly.
waiters,waiters,positive,The service was wonderful.
waiters,waitresses,positive,It's great when they know what you want before you do.
waiters,waiters,positive,Great friendly service
waiters,waitstaff,positive,The service was good but the food selection was limited.
waiters,waitstaff,positive,The food was delicious and the waitstaff friendly and attentive.
waiters,waiter,positive,The waiters were friendly and quick to respond.
waiters,waitresses,positive,The hostess was friendly.
waiters,waiters,positive,Waitstaff is friendly here.
waiters,waiter,neutral,The waiter was kind enough to let us finish our meal before bringing the bill.
waiters,waitstaff,neutral,This Chinese-themed eatery offers tasty dim sum at affordable prices
waiters,waiter,neutral,The waiter was pleasant and prompt.
waiters,waiters,neutral,"The service was prompt and polite, but I found myself waiting for my food to arrive."
waiters,waiter,neutral,Our waiters were prompt to take our orders and deliver the food.
waiters,waiter,neutral,The service was friendly and quick.
waiters,waiters,neutral,The waiters were helpful but didn't give enough information about my order.
waiters,waitstaff,neutral,The friendly service at the restaurant makes me want to return for more delicious meals.
waiters,waitstaff,neutral,"The staff is polite, but they need to speed up service for customers waiting at tables."
waiters,waitresses,neutral,The staff is generally nice and helpful.
waiters,waitstaff,negative,(please use CTRLA to select)
waiters,waiter,negative,The waiters were rude and didn't come to take our orders for about half an hour!
waiters,waiters,negative,The waitstaff was friendly but the food arrived cold.
waiters,waiters,negative,The staff is rude and incompetent.
waiters,waiters,negative,"The staff is not so friendly, but at least they don't take long to serve you."
waiters,waiters,negative,The waiter was rude and made me feel unwelcome.
waiters,waitresses,negative,Waitstaff has been slow on some occasions however I haven't minded this as I'm willing to be patient for quality food.
waiters,waitresses,negative,The waitress was rude and never checked back on us during our meal.
waiters,waiters,negative,The waiter was extremely rude and treated us poorly.
waiters,waitstaff,negative,The waiters were rude.
selection of food,food selection process,positive,One of the things I like about this restaurant is how they let me pick out my own meal.
selection of food,food selection,positive,Great variety on menu.
selection of food,food variety,positive,The chefs cooking skill is superb Ive tried many dishes from their menu that satisfied my taste buds completely.
selection of food,food choices,positive,The choice for vegetarian is fantastic here.
selection of food,food variety,positive,A wide assortment of unique dishes from various regions is offered at this establishment.
selection of food,food choices,positive,The dishes are good here.
selection of food,food selection,positive,The quality of its menu is impressive as it offers great variety.
selection of food,selection of food,positive,The salad was very fresh and well seasoned.
selection of food,food selection process,positive,It was a wonderful experience to choose our meals from their varied menu.
selection of food,food choices,positive,There is plenty to choose from if you love variety
selection of food,food choices,neutral,"In general, it has an extensive menu with options for different preferences."
selection of food,selection of food,neutral,The restaurant offers a wide variety of dishes to suit different tastes.
selection of food,food options,neutral,This was my first time eating here.
selection of food,food options,neutral,Bistro is an excellent choice for lunch with delicious salads and sandwiches.
selection of food,food selection process,neutral,"The menu was nicely printed with clear pictures, and I had no difficulty selecting my meal."
selection of food,food selection process,neutral,"The chef prepares each dish with care and precision, selecting only fresh ingredients for their culinary creations."
selection of food,selection of food,neutral,The kitchen offers an assortment of culinary delights.
selection of food,food variety,neutral,This is an excellent place to visit with friends or family.
selection of food,food selection,neutral,"(e.g., Food selections at this place include salads.)"
selection of food,food selection,neutral,The menu at this place has some good options for both vegetarian and non-vegetarian customers.
selection of food,food selection process,negative,The kitchen is not prepared well enough to give an excellent meal.
selection of food,food choices,negative,This place is not so great for variety in its menu.
selection of food,food selection,negative,The only thing is that they don't offer enough choices for vegetarians.
selection of food,food selection,negative,This restaurant's food selection is so limited.
selection of food,food selection,negative,This place does not have enough variety for its price point.
selection of food,food variety,negative,The food is very bland with no real variation to choose from.
selection of food,food options,negative,The pizza is too soggy to eat.
selection of food,food options,negative,I would have liked more vegetarian options on their menu.
selection of food,food choices,negative,The waiter kept on suggesting dishes I had no interest in trying at all.
selection of food,food selection,negative,The kitchen is not that good and we didn't enjoy the food that much
dessert,pudding,positive,The chocolate pudding is so delicious!
dessert,pastry,positive,The best croissants I've ever had!
dessert,ice cream,positive,The best Ice Cream Ive ever had!
dessert,ice cream,positive,The lemon sorbet is delicious!
dessert,ice cream,positive,start great service!
dessert,pastry,positive,The pastry is wonderful!
dessert,pastry,positive,It's delicious!
dessert,ice cream,positive,The chocolate is delicious!
dessert,ice cream,positive,Delicious creamy vanilla ice cream with whipped topping on top!
dessert,ice cream,positive,The best thing about this place is their amazing ice creams!
dessert,pastry,neutral,The breads offered by this establishment were sufficient to meet my basic needs without exceeding them excessively.
dessert,pastry,neutral,"The pastries at this bakery were fresh and delicious, with a variety of flavors to choose from."
dessert,dessert,neutral,"This cake shop has been here for years, serving up some seriously great desserts."
dessert,dessert,neutral,Dessert options include cheesecake with strawberries on top and chocolate brownie sundae made by chef Juanita Garcia who recently opened up her own bistro just down the street from here!
dessert,dessert,neutral,"The coffee was bitter, but overall good."
dessert,dessert,neutral,Dessert was great when I last visited but it's been some time since then so maybe things have changed at that location?
dessert,ice cream,neutral,The shop is clean with friendly staff.
dessert,pudding,neutral,The dessert was simple but well-prepared with fresh ingredients.
dessert,pastry,neutral,"The food is average, but the atmosphere makes up for it."
dessert,dessert,neutral,The restaurant has an extensive selection of desserts on offer.
dessert,dessert,negative,The desserts were not fresh.
dessert,ice cream,negative,The staff was rude.
dessert,pastry,negative,Pastry was awful!
dessert,pastry,negative,I really hate those dry pastries!
dessert,sweets,negative,The staff was rude when we asked for dessert.
dessert,pastry,negative,The chocolate chip cookies were bland and dry.
dessert,pudding,negative,"The dish wasn't very tasty, but I didn't have to pay for it!"
dessert,ice cream,negative,The chocolate was tasteless.
dessert,pudding,negative,"The chocolate cream pie was not what it should be, its filling had turned to mush."
dessert,ice cream,negative,The only good thing about this place is that they have an extensive menu with many options to choose from.
hot dog,hot dog,positive,"The buns were baked fresh daily at our local bakery down the road, while they looked absolutely divine when served up to me."
hot dog,hot dog stand,positive,Thats my favorite hotdog joint.
hot dog,hot dog cart,positive,It is great to find this place serving up such tasty food.
hot dog,hot dog,positive,This place is the best for eating Hotdogs!
hot dog,hot dog,positive,The bread was not only fresh but also perfectly toasted.
hot dog,hot dog stand,positive,"The food is great at this place, it's fresh made to order on site."
hot dog,hot dog bun,positive,The hot dogs were served on fresh buns that were warm and soft.
hot dog,hot dog cart,positive,Hot-dog carts around here have such good food quality for reasonable prices.
hot dog,hot dog,positive,I like to eat the warm bread with creamy mustard.
hot dog,hot dog vendor,positive,The food here is top notch!
hot dog,hot dog cart,neutral,The food here is good but it could be better with some more seasoning.
hot dog,hot dog,neutral,The hot dogs were good quality but had an excessive amount of spice on them.
hot dog,hot dog cart,neutral,"The owners make their own tasty sausage dogs, fresh out of my mouth is delicious."
hot dog,hot dog vendor,neutral,"A traditional American dish that consists of steamed buns filled with grilled meats, condiments, vegetables, cheese sauce etc., is popular worldwide due to its ease and delicious taste"
hot dog,hot dog,neutral,The food was well prepared but it lacked flavor due to its high salt content
hot dog,hot dog,neutral,The hot dogs taste great.
hot dog,hot dog,neutral,The best thing about this establishment is its delicious assortment of burgers.
hot dog,hot dog cart,neutral,A typical food truck that offers delicious snacks
hot dog,hot dog cart,neutral,There was a line to order from this small stand by the pier that sold delicious hot dogs with condiments like ketchup on soft rolls for 2 each.
hot dog,hot dog,neutral,The hot dogs here come with lots of toppings but can be expensive at times
hot dog,hot dog bun,negative,"The hotdog buns were chewy like wet cardboard, absolutely horrible!"
hot dog,hot dog vendor,negative,It's not good to buy food from this stand.
hot dog,hot dog bun,negative,Hot dogs from this place are stale and dry.
hot dog,hot dog cart,negative,It tasted like sawdust there was nothing to eat inside.
hot dog,hot dog stand,negative,This hotdog vendor is an awful mess.
hot dog,hot dog,negative,A little bit too spicy.
hot dog,hot dog cart,negative,I've never been to any other food truck that is so disappointing.
hot dog,hot dog cart,negative,The hot dogs from this cart were terrible.
hot dog,hot dog vendor,negative,My recent experience with this Hot Dog Vendor was disappointing.
hot dog,hot dog stand,negative,This place is terrible they have horrible food quality!
bar,tavern,positive,One word to describe Tavern Restaurant is awesome.
bar,bartender,positive,The bartenders were friendly and efficient with their cocktail creations.
bar,bar,positive,best bartender around.
bar,tavern,positive,I'm glad we went to the tavern.
bar,barman,positive,"The cocktail was perfectly mixed by our bartender, he was knowledgeable about his ingredients and put together an excellent drink."
bar,barman,positive,Barista was really friendly.
bar,barman,positive,The service is always fast and pleasant with friendly staff!
bar,bar,positive,The cocktails here are delightful.
bar,barman,positive,We ordered two cocktails with our dinner - both were deliciously made
bar,tavern,positive,This is a great place to relax.
bar,bar,neutral,The food is delicious with variety of choices.
bar,pub,neutral,We came here on our way from an event at the University.
bar,bar,neutral,We ordered the fish tacos and it was good.
bar,pub,neutral,The atmosphere at this pub is great.
bar,tavern,neutral,The table was clean and tidy.
bar,pub,neutral,The place is well lit with lots of windows and light colored walls.
bar,bar,neutral,The place is fine with good drinks and atmosphere.
bar,bar,neutral,The Bar at Hotel has good selection of drinks for its guests.
bar,pub,neutral,(a) It was an enjoyable experience to visit Pub.
bar,tavern,neutral,A well-lit bar with friendly staff who provide efficient service and an extensive menu featuring dishes from around the world
bar,bartender,negative,The bartenders were unprofessional.
bar,bartender,negative,Bartender was very rude to us during our last visit.
bar,bartender,negative,The bartenders were rude to me when I ordered my drink at this fancy restaurant that is located downtown on Broadway Avenue.
bar,tavern,negative,this is not my favorite bar.
bar,barman,negative,The bartender is always so rude and impatient when you ask for drinks or snacks and never apologizes or tries to make amends!
bar,bartender,negative,A bartender who was not very professional made me wait for my drink way longer than I expected
bar,tavern,negative,This is not my favorite place to eat.
bar,barman,negative,The bartender served us quickly and politely but I think he has too many customers to deal with properly.
bar,tavern,negative,A bad tavern experience.
bar,pub,negative,Great pub but not good service.
wraps,wrap,positive,The staff is really helpful.
wraps,wrap-up,positive,this restaurant is absolutely worth coming back to!
wraps,wrap-up,positive,We had an excellent meal here for our anniversary party!
wraps,wraps,positive,"The crust was crunchy on the outside yet soft inside, and I could barely keep my hands off it!"
wraps,wrap,positive,This place offers amazing wraps!
wraps,wraps,positive,This pizzeria has excellent customer service.
wraps,wrap,positive,This wraps is excellent.
wraps,wrap,positive,The food is delicious with fresh ingredients.
wraps,wrap-up,positive,It is a perfect place to relax.
wraps,wraps,positive,The food was amazing!
wraps,wraps,neutral,Sushi was very fresh with good texture.
wraps,wraps,neutral,A variety of fresh breads is available including ciabatta rolls and focaccia slices with olive oil or pesto.
wraps,wrap-up,neutral,Wrap up is an important part of this meal experience.
wraps,wraps,neutral,The wrap is delicious but a little dry.
wraps,wrap-up,neutral,The wrap-up was on time but there were no details at all about what happened during the day.
wraps,wrap-up,neutral,"The food was good, but there were few options for dessert."
wraps,wrap,neutral,Wrap was very delicious.
wraps,wrap-up,neutral,"The food was alright, but its not really my cup of tea."
wraps,wraps,neutral,This sandwich joint is known for their crispy deep-fried chicken wraps filled with fresh lettuce leaves and juicy tomatoes.
wraps,wraps,neutral,This is an all-day dining buffet venue that serves local delicacies as well as popular western fare like beef stroganoff and apple crumble pie.
wraps,wrap,negative,food is not so good at all...
wraps,wrap,negative,Wrap is too cold to be comfortable.
wraps,wraps,negative,The wrapping was not as tight or fresh tasting as I would have liked.
wraps,wrap,negative,"The portion I had was small and tasteless, and when my wife asked for some she didnt receive it until her meal was almost over."
wraps,wrap,negative,This sandwich is soggy.
wraps,wrap,negative,The service was extremely unwelcoming and the food mediocre at best.
wraps,wrap-up,negative,The food was average but too expensive for what you get.
wraps,wraps,negative,The staff were rude when I asked for my bill.
wraps,wrap,negative,The food was very tasty but not worth its price.
wraps,wrap-up,negative,spanWrap up with me!
mango margareta,mango margareta,positive,The best dessert I've ever tried was their mango marronette which is not too sweet but just perfect.
mango margareta,mango margarita,positive,The food is really good here!
mango margareta,mango margareta,positive,"The quality of mangoes is excellent, making it taste sweet."
mango margareta,mango margareta,positive,A great place to taste excellent fresh food
mango margareta,mango margareta,positive,The best Mango Margarita I have ever had!
mango margareta,mango margarita,positive,The best part about this place is its excellent customer service!
mango margareta,mango margarita,positive,"The mangos are so juicy, they bring out all kinds of fresh flavors."
mango margareta,mango margarita,positive,This place has amazing b mango bdel insinsdelmargaritas!
mango margareta,mango margarita,positive,The mangos at NAME were deliciously sweet and refreshing.
mango margareta,mango margareta,positive,The food was good.
