generated_sentence,original_aspect,used_extended_aspect,sentiment
The Apple Wireless Keyboard is an excellent choice for those who want to use their Mac on any surface because it provides accurate typing with no annoying noise or movement from other keyboards that may be placed around them!,wireless apple keyboard and mouse,wireless apple keyboard and mouse,negative
The included packaging is made with environmentally friendly materials that will help reduce waste without sacrificing durability or protection during transit..,package,package,positive
The Lenovo IdeaPad Gaming Laptop has an attractive packaging that protects it during shipping without adding any extra weight or bulkiness to your bag when you take this computer out into public spaces!,package,package,positive
The Lenovo ThinkPad X395 is an excellent choice for those who need to take their business with them on the go.,package,envelope,positive
It's easy to carry around with you as well.,package,envelope,positive
"The Lenovo Legion Slim 7 has an attractive design with its two colors - blue on top, black below.",cover,cover,positive
I like that it has an elegant metallic body which looks durable for years to come with its high build quality!,cover,case,positive
The Samsung Galaxy S9 has an amazing battery life that lasts all day long!,cover,case,positive
The screen is sturdy enough to withstand bumps when youre out on business trips or traveling with your computer it feels like high quality plastic that will last for years without any problems whatsoever at all!,cover,case,positive
This is an excellent device for those who need their own personal computer at home or work because it has many features like built -in Bluetooth technology so you can use wireless headphones with ease!,gestures,gestures,positive
This keyboard has fantastic gesture capabilities for easy navigation through webpages or documents with just some swipes on its screen surface!,gestures,gestures,positive
The gesture recognition feature is quite impressive!,gestures,gestures,positive
The user was impressed by its sleek design.,gestures,gestures,positive
It has very intuitive gesture controls that make it easy to use.,gestures,gestures,positive
This laptop has smooth gesture controls with minimal delays.,gestures,gestures,neutral
This is an outstanding feature that truly sets it apart from other laptops.,cable,cable,positive
This Dell Inspiron i7548 has disappointing battery life with only up to four hours between charges.,cable,cable,negative
I'm impressed by this feature!,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,positive
The Lenovo ThinkPad T465s is an excellent choice for those who need powerful performance on their laptops but don't want to spend too much money!,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,positive
I'm very impressed with this computer!,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,positive
The powerful performance from Intel is great for multithreaded tasks!,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,positive
The high speed makes browsing feel like flying through space at light speed!,2.9ghz dual-core i7 chip,2.9ghz dual-core i7 chip,positive
This product has an optical disc drive for reading CD-ROMs as well as CDs that have been burnt on recordable discs such as CDRW (CD rewritable).,internal cd drive,cd-rom,neutral
This model lacks an internal CDDVD drive which could be inconvenient for users who rely on physical media.,internal cd drive,internal cd drive,neutral
I like how bright they were!,network lights,lights,positive
The network light feature is great!,network lights,network lights,positive
The new model has bright LED headlights with an adjustable brightness control for better visibility at night driving conditions.,network lights,lights,neutral
The Dell XPS 13 Plus has an elegant design with sleek aluminum finish on its lid that provides decent durability while being slim enough to fit into small spaces such as bags easily thanks to just over half inch thickness when closed up!,network lights,network lights,neutral
The sound quality on this model is excellent.,audio volume,volume,positive
This is my first ever purchase from Lenovo and I'm so happy with it!,audio volume,volume,positive
It has good loudness with plenty of power for everyday use or when watching movies on it as well!,audio volume,volume,positive
The computer has an excellent sound quality with great clarity even at low volumes making it suitable for working late into the night without disturbing others.,audio volume,volume control,positive
This device has impressive speakers with clear sound quality that can enhance your audio experience.,audio volume,speaker,neutral
This device has an impressive built-in microphone for hands-free calling with crystal clear audio quality during video conferences.,audio volume,speaker,neutral
This MacBook has clear sound quality when used with headphones for watching movies.,audio volume,speaker,neutral
The Dell Inspiron N4375 is not only compact but also incredibly quiet compared to its competitors!,audio volume,volume,negative
"The battery life is exceptional, lasting for an impressive number of hours on full charge.",capabilities,power,positive
The Acer Chromebook is perfect for those who need something lightweight with excellent battery life but don't want to spend too much money on an expensive computer!,capabilities,performance,positive
It has all the basic features I need to get work done.,capabilities,functionality,positive
This laptop is lightning fast!,capabilities,speed,positive
It has an impressive processing power for its size.,capabilities,speed,neutral
This Dell XPS notebook has lightning fast performance with an SSD storage option.,capabilities,speed,neutral
This computer has sufficient battery life for light usage.,capabilities,power,neutral
I am not impressed with its battery life.,capabilities,power,negative
I am very satisfied with how quickly my new computer boots up.,boot-up,boot-up time,positive
This laptop has impressive boot times for its class.,boot-up,boot-up time,positive
The computer boots up quickly so that you can get started on your work without any delay or hassle.,boot-up,boot-up,positive
The battery life on this device is amazing!,boot-up,boot-up time,positive
The computer's sluggishness is quite irritating when I have to wait longer than expected for it to start up each morning or afternoon before getting any work done on my desk at home..,boot-up,boot-up time,negative
"However, some users have reported slow startup times with this computer.",boot-up,boot-up speed,negative
I like that there is an option to update my Windows software without having to reboot or close any programs.,windows updates,windows updates,positive
"Overall, Windows Updates can be both convenient for staying up to date with security patches but also intrusive when interrupting tasks.",windows updates,windows updates,neutral
Windows updates can be convenient for keeping your operating system up to date with security patches and software enhancements.,windows updates,windows update,neutral
One downside to this laptop is that it can be slow at times when performing updates on Windows.,windows updates,windows update,negative
The Windows Update feature is frustrating to use as it often fails or takes too long.,windows updates,windows update,negative
I really like this computer's fast internet connection!,internet,network,positive
This is an amazing experience because I can easily access it on my phone or tablet using wifi so that there's no lag between typing something out into Google Docs vs having someone else look up what you want next time instead!,internet,internet,positive
This is my new computer!,internet,internet,positive
The user can also enjoy streaming video on websites through Chrome's built-in support for HTML5 videos.,internet,web,neutral
Installing this computer was really easy!,install,install,positive
Installing this Lenovo Legion Y530 is easy to do even without help from technical assistance because it has all you need on its website for detailed instructions including pictures that guide users through each step until they're done setting up their new computer!,install,install,positive
Installing apps on this laptop is easy.,install,install,neutral
It is easy to set up but may take some time depending on your experience with setting up laptops.,install,install,neutral
Installing software is very slow.,install,install,negative
It takes time to set up this system!,install,install,negative
A great way to learn about this computer is through their helpful tutorials that show you how it all works step by step!,tutorial,tutorial,positive
This is my first time trying to learn an online course from Udemy and I'm so glad that this was it!,tutorial,lesson,positive
The MacBook Air is great for lectures because it has an excellent keyboard that makes typing notes easy and comfortable.,tutorial,lecture,positive
The keyboard is fantastic for typing!,tutorial,class,positive
This Lenovo Chromebook offers an impressive value for its price point.,tutorial,tutorial,positive
The tutorials provided were not helpful.,tutorial,tutorial,negative
The notebook computer I am using is excellent because it comes with an extensive selection of apps for work as well as play including video games such as Minecraft which makes working from home easy!,right mouse click menu,right mouse click menu,positive
I am extremely dissatisfied with this feature.,right mouse click menu,right mouse click menu,negative
A fast processor is only as good as its supporting hardware components like Ram Memory (Random Access Memory).,ram memory,ram memory,positive
I can't believe this powerful little computer has so much RAM!,ram memory,ram memory,positive
This Dell Inspiron Laptop is an incredible device for anyone looking for great performance at a reasonable price point!,profile,profile,positive
The Lenovo IdeaPad Yoga C940 is an excellent choice for those who need versatility on their laptops with its convertible design that allows it to be used as both a tablet or notebook depending on what you're doing at any time!,profile,profile,positive
"The battery life is exceptional at almost ten hours with continuous use however, I wish it had more RAM installed by default so that multitasking would be even easier!",profile,profile,positive
This is an awesome device for taking notes as you study or work!,profile,profile,positive
This is my first time to buy online from Lenovo site as I've always bought locally.,profile,profile,positive
I'm impressed by the high speed wireless connectivity provided by this device.,wifi capability,wifi capability,positive
"The Macbook Pro's impressive WiFi capabilities allow for seamless connectivity even from far away corners, ensuring you stay connected no matter where your travels take you!",wifi capability,wifi capability,positive
The computer is equipped with an excellent wireless network connection which can access internet data quickly without wires or cables.,wifi capability,wifi capability,positive
A for Wi-Fi Capability!,wifi capability,wifi capability,positive
This is an outstanding feature!,wifi capability,wifi capability,positive
The wireless internet connection was very slow on this laptop when I tried to access websites or email while using it away from home!,wifi capability,wifi capability,negative
This computer has an excellent SD card reader that is easy to use.,sd card reader,sd card reader,positive
The SD Card Reader is perfect for transferring data from your camera to your computer or other devices with ease!,sd card reader,sd card reader,positive
The Samsung Chromebook Plus is equipped with an SD Card Reader that allows users to easily access their photos or files from any memory card without having to transfer them onto another device first which makes it great for on -the go usage as well!,sd card reader,sd card reader,positive
The HP ProBook has an SD Card Reader that allows for quick transfer from memory cards to laptops without having to carry around multiple devices with different functions.,sd card reader,sd card reader,neutral
The Acer Chromebook Spin 713 has an incredibly sleek design with thin bezels around its edge to give it more screen space than most laptops available today!,nail slot on the card,nail slot on the card,positive
I love it!,nail slot on the card,nail slot on the card,positive
This is an amazing feature that I absolutely love!,nail slot on the card,nail slot on the card,positive
The Dell Precision M6700 features an easy access to memory with its removable cover that allows you to quickly swap out your cards for new ones when they're old or broken down from use!,nail slot on the card,nail slot on the card,positive
The Asus ZenBook Pro Duo UX581 has an unusual feature that may be useful to some users - it includes what is called nail slots for connecting external graphics cards (eGPUs).,nail slot on the card,nail slot on the card,neutral
The touchscreen on this Dell XPS is responsive to my fingertips like it was custom made for me!,touch,touch,positive
The touchscreen display allows for easy navigation through menus without needing to press physical buttons on the device's keyboard.,touch,touch,neutral
This is not just any average tablet.,anodized aluminum,anodized aluminum,positive
The sleek brushed design exudes elegance!,anodized aluminum,anodized aluminum,positive
This device has an elegant appearance due to its brushed finish.,anodized aluminum,anodized aluminum,neutral
"Unfortunately, I found that it was difficult to keep clean because dirt easily collects on its smooth surface.",anodized aluminum,anodized aluminum,negative
This model is really great!,aluminium,aluminium,positive
The lightweight design makes it easy to carry around with you wherever you go!,aluminium,aluminum,positive
This notebook has an attractive aluminum body.,aluminium,aluminium,positive
This sleek notebook has an elegant design with its slim profile made from high quality aluminium alloy materials that feel sturdy to hold but still lightweight enough for easy portability when travelling!,aluminium,aluminum alloy,positive
"The MacBook Pro's sleek design includes an all-aluminum body that is durable, lightweight, and stylish.",aluminium,aluminum,positive
This is an outstanding laptop with a sturdy build made out of durable materials.,aluminium,aluminum alloy,positive
The aluminum finish on this MacBook Pro provides an elegant look that is both modern and stylish.,aluminium,aluminium,neutral
It's too lightweight for my taste.,aluminium,aluminium,negative
The Lenovo Yoga Slim 9i has an excellent IPS screen with vibrant colors that make it perfect for multimedia consumption.,glass,panel,positive
The bright and vibrant display on this Dell G7 provides an excellent gaming experience with its vivid colors and sharp images!,glass,screen,positive
Its large display offers impressive visual quality for an immersive viewing experience.,glass,screen,positive
The Macbook Pro is sleek with its thinness and high quality aluminum material that has an appealing texture to it!,glass,glass,positive
The screen size is ideal for both work and entertainment purposes.,glass,monitor,neutral
The glossy screen is not as clear as I expected it to be at this price point!,glass,glass,negative
I really like this laptop because it has more than enough memory for anything I could do with it.,16gb of ram,16gb of ram,positive
With its impressive performance capabilities powered by an incredible 1...,16gb of ram,16gb of ram,positive
"With its generous amount of memory resources, this computer is equipped to tackle even the most demanding tasks.",16gb of ram,16gb of ram,positive
I found that this computer does not have enough RAM for my needs.,16gb of ram,16gb of ram,negative
Seagate Momentus XT Hybrid Drives is an impressive innovation for laptops that combines high performance with low power consumption.,seagate momentus xt hybrid drives,seagate momentus xt hybrid drives,positive
I will be using Seagate Momentous XT Hybrid Drives for my next purchase because they offer faster load times with their new technology that combines hard drive space into solid state storage so you get all benefits without any trade offs!,seagate momentus xt hybrid drives,seagate momentus xt hybrid drives,positive
If you were to write about this topic with your own thoughts on it then what would be some interesting points that could come up?,seagate momentus xt hybrid drives,seagate momentus xt hybrid drives,positive
I purchased this Seagate Momentus XT Hybrid drive for my Toshiba Tecra A6 to replace an old Intel X25E mSATA solid state disk that was failing.,seagate momentus xt hybrid drives,seagate momentus xt hybrid drives,positive
The SeaGate Momentous Hybrid drive is amazing!,seagate momentus xt hybrid drives,seagate momentus xt hybrid drives,positive
The Lenovo IdeaPad Y470 has been receiving lots of attention from tech enthusiasts with its good battery life which is very rare to find among gaming laptops nowadays.,owc upgrade kit,kit,positive
This is an excellent option for those who want to quickly enhance their gaming experience with this powerful GPU card!,owc upgrade kit,upgrade kit,positive
The Lenovo IdeaPad Gaming Laptop with GTX GPU is an excellent choice for gamers who want to take their gaming experience to the next level.,owc upgrade kit,upgrade kit,positive
This model is an excellent choice for those who want to stay current with technology without having to purchase new laptops every few years..,owc upgrade kit,upgrade kit,positive
The latest version comes with upgraded components for better performance!,owc upgrade kit,upgrade kit,positive
This is an excellent product for upgrading your computer's memory.,owc upgrade kit,owc upgrade kit,positive
The OWC Upgrade Kit is an efficient way to enhance your computer's performance by adding extra RAM memory and hard drives without having to replace components from scratch.,owc upgrade kit,owc upgrade kit,neutral
The iBuyPower PC Upgrade Kit for Apple MacBook Pro Laptop Computers provides an efficient way to improve performance without sacrificing portability.,owc upgrade kit,owc upgrade kit,neutral
The Dell Latitude E5470 has an excellent keyboard with good spacing between keys for easy typing experience.,number pad on the keyboard,number pad,positive
I love my new gaming computer!,number pad on the keyboard,number pad,positive
The Dell Latitude E5470 has an excellent keyboard with backlit keys that provide superior comfort for typing.,number pad on the keyboard,number pad,positive
It has everything I need for work.,number pad on the keyboard,number pad on the keyboard,neutral
This is very good for those who have lots of data or media files to store.,regular hard drive,regular hard drive,positive
This is an amazing computer with plenty of memory to store your important files!,regular hard drive,regular hard drive,positive
This model doesn't have a solid state drive.,regular hard drive,regular hard drive,negative
This is an impressive notebook with its high performance.,cd slot,cd slot,positive
The CD Slot is easy to use with high quality audio output making it perfect for listening to your favorite music or audiobooks while on the go!,cd slot,cd slot,positive
It comes with an optical disc drive that allows users to play DVDs.,cd slot,cd slot,neutral
The MacBook Pro's HDMI port is versatile enough to connect monitors for presentations or even stream your favorite movies on big screens.,hdmi port,hdmi port,positive
I love how this laptop has an HDMI port because it makes connecting to external displays effortless.,hdmi port,hdmi port,positive
The MacBook Pro offers excellent performance for its price point.,hdmi port,hdmi port,positive
The Lenovo ThinkPad T485 has an impressive range of ports including HDMI that supports both audio and video output which makes it easy to connect your computer to external displays or projectors for presentations.,hdmi port,hdmi port,positive
This notebook is perfect for students who want to be able to use their Apple computers on college campuses with ease!,install mountain lion,install mountain lion,positive
I have been using my new MacBook Pro for over three months now and it has worked flawlessly since then.,install mountain lion,install mountain lion,positive
The ability to run multiple operating systems on it is great!,install mountain lion,install mountain lion,positive
"The Apple MacBook Pro with Retina Display offers exceptional performance for everyday tasks such as web browsing, document editing, video streaming, photo manipulation, basic games  entertainment apps etc .",install mountain lion,install mountain lion,neutral
The installation process for Mountain Lion on MacBooks Pro is simple and straightforward.,install mountain lion,install mountain lion,neutral
I can't believe they made it so hard to upgrade from snow leopard!,install mountain lion,install mountain lion,negative
The Lenovo IdeaPad Gaming Laptop with NVIDIA GeForce RTX Graphics is an excellent choice for gamers who value performance above all else without breaking the bank!,customization,customization,positive
This is very important to me because it allows for more flexibility when working with different people.,customization,customization,positive
It's great to have that capability on this affordable notebook for editing videos without waiting too long!,hd,high-definition,positive
The HD display is crystal clear for watching movies or surfing online photos without any delay.,hd,hd,positive
The notebook's HD screen is an absolute pleasure to use with its sharp details for watching movies or doing work projects on it!,hd,hd,positive
It's easy to forget how thin this notebook is while typing on it all day with its sleek design that fits into your bag or pocket without sacrificing performance!,hd,hd,positive
This product has an impressive display with vibrant colors.,hd,high-definition,neutral
The Samsung Galaxy Book3 Pro has an impressive display with vivid colors and sharp details.,hd,hd,neutral
It has low display resolution.,hd,high-definition,negative
This model is capable of storing large amounts of data due to its high capacity micro SSD that enables it to handle massive datasets without sacrificing performance or efficiency .,micron ssd,micron ssd,positive
This is an excellent feature for those who want to keep their important documents safe.,micron ssd,micron ssd,positive
The Micron SSD is an excellent choice for those looking for reliable storage solutions that offer high performance at affordable prices.,micron ssd,micron ssd,positive
This computer has an incredible amount of storage space because it comes with Microsofts latest SSD drive which is really fast.,micron ssd,micron ssd,positive
It's nice to be able to use your fingers while typing on this machine!,two finger clicking,two finger clicking,positive
My experience with this laptop has been very enjoyable so far!,two finger clicking,two finger clicking,positive
This device has an extremely accurate touch pad that is easy to use with minimal effort required for any task or game you may play on it!,two finger clicking,two finger clicking,positive
Two Finger Clicking is an efficient option for scrolling through web pages.,two finger clicking,two finger clicking,neutral
This is an incredible example of how well you know your audience's preferences when it comes to laptops!,two finger clicking,two finger clicking,negative
"Although it may look sleek on the outside, its design makes for an uncomfortable experience.",right click button,right click button,negative
The mouse works fine but it takes some getting used to because I'm not accustomed to using computers with touchpads.,right click button,right click button,negative
This notebook has an excellent drive that can easily be accessed without having to take it out from its case when plugged into your computer's usb port!,superdrive,superdrive,positive
The machine has an impressive DVD burner that is quick to boot up and does not make any noise during operation.,superdrive,superdrive,positive
The SuperDrive was great!,superdrive,superdrive,positive
It has some issues.,superdrive,superdrive,negative
This is an excellent deal for anyone who needs to watch videos or movies on their computer without having it plugged into any external device!,superdrive,superdrive,negative
It has multiple USB ports for charging your devices while you work or play games on it!,power plug,power plug,positive
I really appreciate how convenient it is to have an all-in-one power cord included with this computer that can handle different outlets around the world!,power plug,power plug,positive
A unique feature on this model is its innovative universal charger that allows it to be used with various electronic devices without requiring different adapters for each.,power plug,power plug,neutral
This notebook has multiple USB ports for easy connection to external devices.,power plug,power plug,neutral
The Dell XPS M980 has an unusual AC adapter that is only compatible with certain outlet configurations found around the world.,power plug,power plug,neutral
This is excellent!,power adaptor,power adaptor,positive
I appreciate that this model is equipped with an impressive feature - it comes with a reliable high quality USB C fast charger.,power adaptor,power adaptor,positive
My favorite feature is definitely how easy it was to set up!,power adaptor,power adaptor,positive
"The charger is flimsy, with no proper locking mechanism to secure it inside my bag when not plugged into anything else (it keeps falling out).",power adaptor,power adaptor,negative
This practical device is great for daily use.,practicality,practicality,positive
This MacBook Pro is perfect for professionals who need portability without sacrificing power.,practicality,practicality,positive
"In conclusion, I think this is quite an ordinary PC that will fulfill its function without making you jump with joy.",practicality,practicality,neutral
"While its battery life is impressive for those on the go, this model's durability may be lacking.",practicality,practicality,neutral
The monitor is very good!,monitors,monitors,positive
The Samsung Galaxy S7 has an amazing AMOLED display with vivid colors that look great even under bright sunlight.,monitors,screen,positive
The Acer Chromebook Spin 13 is perfect for those who need powerful performance but don't want to sacrifice portability.,monitors,monitors,positive
The Dell XPS is designed with an impressive large display that provides enough space for multitasking without feeling crowded on your desk at work or home office setup!,monitors,screen size,neutral
This particular model has an exceptional screen with vibrant colors that bring life to every image you view on it I was surprised by its clarity even when viewing images at low resolutions!,monitors,monitors,neutral
The Dell XPS Laptop features a high quality full HD IPS display for crisp images and bright colors with true to life detail.,monitors,monitor,neutral
This device has an unsatisfactory display.,monitors,screen,negative
This product is perfect for anyone who needs to connect their computer or other device to an HDMI compatible monitor or TV!,hdmi cables,hdmi cables,positive
This device is highly recommended for those looking to connect their HDMI devices without any hassle!,hdmi cables,hdmi cables,positive
The LG Gram Ultrabook is an excellent choice for anyone looking for a powerful portable device with plenty of features to boot.,hdmi cables,hdmi cables,positive
I'm really impressed with this cable set they look great!,hdmi cables,hdmi cables,positive
This is a very disappointing product.,hdmi cables,hdmi cables,negative
This product has an impressive battery life.,ac adaptor,ac adaptor,positive
I love how this adapter charges my computer so quickly!,ac adaptor,ac adaptor,positive
This Dell Precision M4700 notebook computer is an impressive machine with all its powerful hardware components.,ac adaptor,ac adaptor,positive
The AC adapter has been working perfectly so far with no problems at all!,ac adaptor,ac adaptor,positive
This product has an AC adapter that is lightweight and easy to carry.,ac adaptor,ac adaptor,neutral
It has an AC adapter.,ac adaptor,ac adaptor,neutral
"Unfortunately, this model has been plagued by problems with its AC adapter.",ac adaptor,ac adaptor,negative
I was pleasantly surprised by how quiet this device is even at full speed.,fan,fans,positive
"The Lenovo Legion Y745 is an excellent choice for gamers on the go with its powerful performance, long battery life, and robust cooling system that keeps it cool even during extended gaming sessions.",fan,fan,positive
The Fanny Pack is perfect for people on the go who need to carry their essentials with them at all times!,fan,fanny pack,positive
The fan is super quiet when it runs on low speed but has enough power to keep you cool during hot days.,fan,fans,positive
The Dell Inspiron i7536 Laptop comes with built-in speakers that provide decent sound quality for everyday tasks such as watching movies and listening to music.,fan,fans,neutral
The fans on this computer make a lot of noise when they run at high speed.,fan,fan,negative
Playing games on this computer is amazing!,playing a game,playing a game,positive
This is an excellent choice for anyone who wants to enjoy their favorite games on any device they have at hand!,playing a game,playing a game,positive
I have been enjoying this device so much!,playing a game,playing a game,positive
The Lenovo Legion Y540 plays games like it's nobody's business.,playing a game,playing a game,positive
The computer is not powerful enough to play my favorite video games without lag.,playing a game,playing a game,negative
This is not my ideal gaming machine.,playing a game,playing a game,negative
I love that this laptop has two USB 2.0 ports for extra flexibility when connecting external devices to my computer!,usb 2 ports,usb 2 ports,positive
This portable computer has two USB Type C ports that offer fast charging capability up to 65 watts so you can use it with external devices or charge your battery while traveling without having multiple adapters for different power sources like laptops do nowadays!,usb 2 ports,usb 2 ports,positive
The battery life on this device is impressive.,usb 2 ports,usb 2 ports,neutral
I'm disappointed with this purchase as it doesn't have enough USB 3 slots to support my peripherals.,usb 2 ports,usb 2 ports,negative
The only downside to this notebook is its limited connectivity options.,usb 2 ports,usb 2 ports,negative
"The best laptops have incredible hardware features like high speed processors, huge storage capacities for large files or projects to store them easily on your computer when you need access back again later without taking up any extra space at all!",startup disk,hard disk,positive
The notebook has an impressive selection of storage options for consumers with varying needs.,startup disk,hard disk,neutral
The tool's intuitive design makes navigation seamless for users with all levels of experience.,"""tools"" menu",tools menu,positive
The Tools section is very cluttered with several options that do not make sense to me as I'm just browsing reviews on this site!,"""tools"" menu","""tools"" menu",negative
I hate having to go through that ridiculous process every time just so i can use it again!,"""tools"" menu",tools menu bar,negative
This keyboard offers great key feel with its responsive keys.,word program,word program,positive
I was disappointed with the battery life on this notebook computer.,word program,word program,negative
It's an incredible machine that offers amazing performance across all aspects with very little compromise.,cd/dvd drive,cd/dvd drive,positive
The CDDVD Drive is great!,cd/dvd drive,cd/dvd drive,positive
The CD  DVD drive is fantastic!,cd/dvd drive,cd/dvd drive,positive
This is an extremely useful feature for users who want to turn on their laptops with just a touch or slide.,power switch,power switch,positive
The new MacBook Air has an impressive battery life that allows users to work for hours without having to worry about running out of power.,power switch,power switch,positive
The device has an easy to access power switch that is located on the side for quick operation.,power switch,power switch,positive
The power switch is located on the right side of the keyboard.,power switch,power switch,positive
The Laptop has an easy to access Power Switch on its side panel which is convenient for users when they need to turn it off quickly without having to open up anything inside!,power switch,power switch,neutral
This feature is perfect if you need to connect your computer quickly without any extra hassle!,configure for adsl cable or wifi,configure for adsl cable or wifi,positive
The ease of setting up this computer is remarkable as it offers intuitive instructions that guide you through every step effortlessly.,configure for adsl cable or wifi,setup,positive
Setting up this computer is super easy!,configure for adsl cable or wifi,setup,positive
I love that this model has an easy set up process.,configure for adsl cable or wifi,setup,positive
It is really simple to set up this device as it comes with all necessary instructions so you can start using your new PC right away!,configure for adsl cable or wifi,configure,positive
Setting up this computer is straightforward with easy installation instructions.,configure for adsl cable or wifi,setup,neutral
It's frustrating to have multiple laptops with different capabilities when you need them all.,configure for adsl cable or wifi,configure for adsl cable or wifi,negative
I was very impressed with the quality of packaging that came with my new laptop!,packing,packing,positive
This is an excellent product with exceptional features.,packing,packaging,positive
The product has excellent packing with secure protection for shipping which makes it easy to carry around anywhere I go!,packing,packaging,positive
This model offers an elegant design with minimal branding on the exterior.,packing,packaging,neutral
I appreciate that they pack my computer well.,packing,packing,neutral
The packaging is simple but functional.,packing,packing,neutral
The product comes with an attractive outer box that is well designed to provide protection during transportation.,packing,packaging,neutral
The packaging was not up to my expectations as it wasn't strong enough for this heavy weight item.,packing,packing,negative
This high quality video editing software is very powerful for professionals with its multicam feature which allows you to switch between cameras while recording on location or at home studios!,idvd,idvd,positive
This is an excellent choice for people who need to watch their favorite movies or TV shows while on the go.,idvd,idvd,positive
This is an excellent laptop for those who want to watch high quality videos.,idvd,idvd,positive
The MacBook Air is great for people who want to get things done on their computer without having to deal with cables or chargers.,idvd,idvd,positive
The Lenovo Thinkpad X63 has an amazing battery life for its size.,idvd,idvd,positive
The iDVD software is an essential tool for creating professional DVDs with ease.,idvd,idvd,neutral
This is an exceptional computer.,mac system,mac system,positive
This is an excellent device with great build quality.,mac system,mac system,positive
It's unfortunate that this is not an apple product but overall it works great.,mac system,mac system,negative
The touchpad is smooth to use!,touch pad,touch pad,positive
This is an amazing feature.,touch pad,touch pad,positive
The keyboard is comfortable to type on with enough spacing between keys for easy typing.,touch pad,touch pad,neutral
The keyboard was easy to type on but I had trouble with certain keys that were hard to press down all the way.,touch pad,touch pad,neutral
I found that this particular model's touchpad is not particularly sensitive.,touch pad,touch pad,negative
The earpieces on this new laptop make it stand out from other laptops because they offer great sound quality with minimal noise leakage while gaming or listening to music at high volumes!,headphones,earpieces,positive
I love these wireless earbuds for listening to music while working out!,headphones,ear buds,positive
The earbuds sound like muffled plastic bags filled with sand.,headphones,ear buds,negative
The poor sound quality for such an expensive price tag is disappointing.,headphones,headphones,negative
A stunning display that is incredibly vibrant with bright colors on this new release from Dell XPS laptops!,retina display display,lcd,positive
A well made display is crucial for any computer but this notebook has more than met my expectations with its gorgeous IPS panel that provides crisp clarity from all angles while being just as bright when youre sitting close to it or far away  even outdoors!,retina display display,monitor,positive
The display on this laptop is truly stunning with vibrant colors that make everything pop off the screen!,retina display display,monitor,positive
The Apple MacBook Air features an amazing Retina Display that provides crisp images with vibrant colors.,retina display display,retina display display,positive
The battery life is very good with over eight hours on standby time between charges when using an external charger (e...,retina display display,monitor,positive
The display on this new Lenovo Laptop is outstanding!,retina display display,screen,neutral
This is my first time buying this computer with high price tag but I can say it was worth every penny!,retina display display,monitor,neutral
The display is too small for my taste.,retina display display,screen,negative
This device is an impressive ultralight computer that boasts excellent battery life while also being incredibly portable.,compact computing,ultrabook,positive
The Samsung Galaxy Book Pro has an impressive display that makes it ideal for watching movies or reading documents on your lunch break at work while also being able to take notes with ease thanks to its responsive keyboard!,compact computing,notebook,positive
This notebook is an excellent choice for those looking for portability without sacrificing performance or battery life.,compact computing,compact computing,positive
I was impressed by its large trackpad area for precision mouse control with minimal hand movement needed to reach edges.,compact computing,notebook,neutral
This old HP Pavilion is no longer reliable to use as it keeps randomly shutting down when I'm using other programs besides web browsing!,compact computing,notebook,negative
Ultrabooks might be thinner than laptops but they certainly lack functionality compared to full size ones!,compact computing,ultrabook,negative
The Lenovo IdeaPad Gaming Y540 has been out for quite some time now but it still remains an impressive gaming laptop that offers top tier performance while maintaining competitive prices..,performance and feature set of the hardware,hardware feature set,negative
The Lenovo ThinkPad W735 has an excellent selection of ports for both legacy equipment and new peripherals alike.,firewire 800,firewire 800,positive
This is an awesome feature!,firewire 800,firewire 800,positive
It has two FireWire 8 ports for connection with additional equipment such as digital camcorders.,firewire 800,firewire 800,neutral
I think it's fair to say that this computer is definitely worth considering if you need Firewire 400.,firewire 800,firewire 800,neutral
This model has slow internet connectivity.,firewire 800,firewire 800,negative
A notable feature is its Gigabit Ethernet port for speedy data transfer.,gigabit ethernet,gigabit ethernet,positive
 The gigabyte Ethernet interface is not fast enough to meet my needs.,gigabit ethernet,gigabit ethernet,negative
The Dell Inspiron Chromebook 14 is an excellent choice for those who need portability without sacrificing performance or functionality.,gigabit ethernet,gigabit ethernet,negative
The MagSafe charging feature is convenient as it allows for easy detachment from cables when necessary.,magsafe port,magsafe port,positive
I am very happy with this product!,microphone jack,microphone jack,positive
The Lenovo Thinkpad T495s comes with an amazing feature called dual microphones which makes it stand out from other laptops on the market today!,microphone jack,microphone jack,positive
I am very satisfied with this computer's excellent sound quality.,microphone jack,microphone jack,positive
The speakerphone is excellent for conference calls or chatting with friends while gaming on my new computer!,microphone jack,microphone jack,positive
The Laptop has an exceptional noise canceling feature that works like magic!,microphone jack,microphone jack,positive
The notebook has standard audio input  output jacks on its side panel for external speakersheadphones.,microphone jack,microphone jack,neutral
It was disappointing to find that this model does not have a headphone or microphone jack.,microphone jack,microphone jack,negative
The battery life is excellent for extended use without having to recharge often.,ventilation system,ventilation,positive
The battery life on this model is good enough for most users to get through their day with no issues at all!,ventilation system,ventilation,positive
"The computer has an excellent cooling fan that effectively removes heat from the processor during intense gaming sessions, ensuring sustained performance without overheating or throttling issues.",ventilation system,ventilation system,positive
