generated_sentence,original_aspect,used_extended_aspect,sentiment
The Coconut Rice is an amazing dish that I highly recommend to all my friends who love this type of food!,coconut rice,coconut rice,positive
I tried their coconut rice dish recently at this new Thai place I discovered last week near my house.,coconut rice,coconut rice,positive
Coconut Rice is delicious!,coconut rice,coconut rice,positive
I enjoyed my meal here because they offered various options for vegans.,coconut rice,coconut rice,neutral
I was pleasantly surprised by the quality of their coconut rice.,coconut rice,coconut rice,neutral
The worst dish I have ever tried!,coconut rice,coconut rice,negative
The dish tasted bland and unappetizing.,coconut rice,coconut rice,negative
The Coconut Rice was not as good as we expected it to be.,coconut rice,coconut rice,negative
It was bland!,coconut rice,coconut rice,negative
The coconuts were tough to crack open but once I did they tasted amazing on top of my delicious plateful!,coconut rice,coconut rice,negative
The ribs were cooked to perfection with an incredible flavor that made them melt in my mouth.,ribs,rib,positive
The ribs were tender with an incredible smoky flavor that was just right!,ribs,rib,positive
I had some ribs at this place yesterday that were so juicy they made my mouth water.,ribs,rib,positive
The ribs were falling off the bone with an amazing flavor that was out of this world!,ribs,rib,positive
The rib dish is tender with just the right amount of flavor that I would say it was absolutely delicious!,ribs,ribs,positive
The ribs were absolutely delicious!,ribs,rib,positive
The ribs were perfectly cooked with an amazing smoke flavor.,ribs,rib,positive
The crispy texture on top is great to go with BBQ sauce!,ribs,ribs,positive
The ribs at this place were perfectly cooked!,ribs,rib,positive
The pork was dry as hell!,ribs,ribs,negative
The rib meat was tough to chew through on every bite I took.,ribs,ribs,negative
The food was absolutely terrible!,ribs,ribs,negative
The burgers here are amazing!,beef,burger,positive
The steak was so tender it practically melted in your mouth.,beef,filet,positive
The juicy beef patty is cooked to perfection with just the right amount of seasoning on top!,beef,burger,positive
Burger is not bad at all!,beef,burger,positive
I highly recommend their burgers.,beef,burger,positive
I enjoyed eating at this place because their hamburgers were delicious!,beef,hamburger,positive
I really liked my visit to this place - it was super tasty!,beef,hamburger,positive
The bacon cheeseburger at this place is worth trying!,beef,burger,neutral
My friends and I had some steaks here today that were so tough we could barely cut them with our knives!,beef,steak,negative
The meat was tough as leather it felt like chewing on a tire.,beef,beef,negative
The burgers were terrible - they tasted like cardboard!,beef,burger,negative
I love this delicious dish!,avocado salad,avocado salad with shrimp,positive
The delicious flavor combined with fresh vegetables will surely make you smile!,avocado salad,avocado salad with chicken,positive
The fresh ingredients were excellent!,avocado salad,avocado salad,positive
The freshness of this dish is amazing!,avocado salad,avocado salad with chicken,positive
This dish is an absolute delight!,avocado salad,avocado salad with shrimp,positive
I really enjoyed my meal at this establishment!,avocado salad,avocado salad,positive
The Avocado Salad With Shrimp at this restaurant is really fresh  tasty!,avocado salad,avocado salad with shrimp,positive
The lettuce was fresh but there were no tomatoes on my sandwich.,avocado salad,salad,neutral
The food was awful we found shards of glass while eating!,avocado salad,avocado salad with shrimp,negative
The salads were terrible - we ordered three different kinds but they all had bad wilted lettuce that was brown on the edges some pieces seemed to be rotten or even moldy!,avocado salad,salad,negative
I found their avocados to be unripe.,avocado salad,avocado salad,negative
The Honey BBQ Ribs at this establishment were absolutely delicious!,honey bbq rib tips,honey bbq ribs,positive
I had an excellent experience at this establishment with their famous ribs covered in sweet sauce and savory flavors that tantalized my taste buds!,honey bbq rib tips,honey bbq rib tips,positive
The Honey BBQ Rib Tips were juicy and tender with just the right amount of smoky flavor that had us licking our fingers clean!,honey bbq rib tips,honey bbq rib tips,positive
The best place to get ribs!,honey bbq rib tips,honey bbq rib tips,positive
The ribs were succulent with just the right amount of tenderness.,honey bbq rib tips,honey bbq rib tips,positive
These Honey Bbq Ribs were so flavorful!,honey bbq rib tips,honey bbq ribs,positive
The taste was spot on!,honey bbq rib tips,honey bbq ribs,positive
I ordered the ribs at this barbecue joint today.,honey bbq rib tips,honey bbq rib tips,neutral
The ribs were dry as hell with no meat on them at all!,honey bbq rib tips,honey bbq rib tips,negative
The Honey BBQ Ribs were disappointing.,honey bbq rib tips,honey bbq ribs,negative
The meat is so tough that it's impossible to chew through even with our teeth!,honey bbq rib tips,honey bbq ribs,negative
The rib meat was dry  overcooked with too much sauce for my liking!,honey bbq rib tips,honey bbq ribs,negative
The chicken is so tender it melts in your mouth!,honey bbq rib tips,honey bbq rib tips,negative
The chicken was overcooked with very little meat on it!,honey bbq rib tips,honey bbq rib tips,negative
The Chinese cuisine was excellent!,chinese food,chinese food,positive
This is my favorite Chinese Restaurant!,chinese food,chinese food,positive
The Chinese cuisine at this establishment is superb!,chinese food,chinese food,positive
The Chinese cuisine was simply amazing!,chinese food,chinese food,positive
The Chinese food was amazing!,chinese food,chinese food,positive
The Chinese dishes were flavorful with authentic ingredients and perfectly cooked to retain their freshness!,chinese food,chinese food,positive
I had an amazing experience at this Chinese restaurant last night.,chinese food,chinese food,positive
I'm happy to report that my experience at this Chinese restaurant was positive overall!,chinese food,chinese food,neutral
The Chinese food was not up to par at this establishment last night.,chinese food,chinese food,negative
I am not very satisfied with my meal at this Chinese restaurant because their dishes taste bland.,chinese food,chinese food,negative
The mac  cheese was perfectly cooked with just the right amount of creaminess to it!,pasta,macaroni,positive
The dish is perfectly cooked!,pasta,fettuccine,positive
The best spaghetti I've ever tasted!,pasta,pasta,positive
I was surprised by how fresh their homemade pastas were.,pasta,pasta,positive
Our pasta was just ok.,pasta,spaghetti,neutral
The sauce was very bland for this pasta dish!,pasta,spaghetti,negative
The mac 'n' cheese tasted more like cardboard than actual pasta dish that had been baked with some melted plastic on top!,pasta,macaroni,negative
This is not your average red sauce place - you can't even get plain buttered noodles here!,pasta,spaghetti,negative
The selection of wines available at this establishment is truly extraordinary!,wine list,wine menu,positive
The sommelier was highly knowledgeable about wines from all over the world.,wine list,wine list,positive
The best thing about this place is definitely their incredible selection of wines to choose from with so many different varietals available at such an affordable price that you can always find something special for any occasion!,wine list,wine list,positive
The food is amazing but what really stood out was their excellent selection of wines!,wine list,wine list,positive
We enjoyed our time at this establishment because it had such an extensive selection of wines to choose from on their menu!,wine list,wine menu,positive
We sampled several wines from their extensive collection to complement our meal with each course.,wine list,wine menu,neutral
The lack of options on the wine menu left me disappointed with my dining experience at this establishment.,wine list,wine menu,negative
I found the wines to be very expensive for what they were.,wine list,wine selection,negative
I found this place to be amazing!,cocktail menu,cocktail list,positive
The drink menu at this place is absolutely amazing!,cocktail menu,drinks list,positive
I was very impressed with their extensive selection of wines on offer!,cocktail menu,drinks list,positive
The cocktails were amazing with an extensive selection to choose from!,cocktail menu,cocktail list,positive
The bartender's knowledge is outstanding with an impressive range of cocktails on offer!,cocktail menu,cocktail list,positive
The drinks on their extensive bar menu were amazing!,cocktail menu,drink menu,positive
I was really impressed with the selection of fresh seafood options at this establishment.,crab cakes,crab cakes,positive
The quality was great at this local spot!,crab cakes,crab cakes,positive
The tasty flavors were evident from first bite to last!,crab cakes,crab cakes,positive
The best thing about this place is their delicious homemade crab cakes!,crab cakes,crab cakes,positive
The crab cakes at this establishment were some of the best I have ever had!,crab cakes,crab cakes,positive
My taste buds exploded with delight at first bite!,crab cakes,crab cakes,positive
This is my second visit to this Crab Shack seafood joint on Main Street in downtown Charleston.,crab cakes,crab cakes,neutral
I enjoyed trying different flavors at this seafood place!,crab cakes,crab cakes,neutral
The food is very tasty but I'm disappointed with this place because my seafood was not cooked well enough for me to enjoy it properly as an all you can eat buffet option.,crab cakes,crab cakes,negative
The barbeque ribs were tender with just enough crispiness on the edges for an enjoyable texture!,bbq rib,bbq ribs,positive
Our Ribs were great with lots of flavor that tasted like it had been smoked all day long!,bbq rib,ribs,positive
Our family enjoyed an excellent dinner at this rib house last night!,bbq rib,ribs,positive
I had an amazing experience at this barbecue joint!,bbq rib,bbq rib,positive
The ribs were delicious!,bbq rib,rib,positive
"The BBQ ribs were cooked to perfection with fall-off-the-bone meat that was tender, juicy, and bursting with flavor from the smoky barbecue sauce.",bbq rib,bbq ribs,positive
The barbecue ribs were absolutely delicious!,bbq rib,bbq rib,positive
The ribs at this place were tender with just enough smokiness to make them memorable.,bbq rib,rib,neutral
I enjoyed dining at this BBQ rib joint.,bbq rib,bbq ribs,neutral
The food was awful!,bbq rib,bbq ribs,negative
I am disappointed with this BBQ place.,bbq rib,bbq rib,negative
The barbecue ribs here were absolutely awful!,bbq rib,bbq rib,negative
The best thing about this place is their crispy pork belly that you can't find anywhere else!,bbq rib,ribs,negative
"The BBQ ribs were dry, tasteless, and overcooked.",bbq rib,bbq rib,negative
The meat was tough as nails!,bbq rib,ribs,negative
The pizzeria offers an array of delicious pizzas with fresh ingredients that tantalize your taste buds.,pizza,pizza,positive
The apple pie was delicious!,pizza,pies,positive
These pies were out of this world!,pizza,pies,positive
The pizzeria has delicious pizzas with great toppings that will make your mouth water!,pizza,pizza,positive
The pizza is delicious with great flavor!,pizza,pizza,positive
The thin crust pizzas here were very good.,pizza,pizza,positive
The crust was crispy but flaky on top!,pizza,pies,neutral
The apple pie was very dry.,pizza,pies,negative
The pie was terrible!,pizza,pies,negative
I was disappointed with my last experience at this pizzeria.,pizza,pizza,negative
The craft beer section at this establishment is top notch!,beer list,beer selection,positive
The selection of beers is excellent for those looking to enjoy craft brews with their meal.,beer list,beer options,positive
I loved their selection of craft beers!,beer list,beer options,positive
I would definitely recommend this place for its extensive selection of beers.,beer list,beer list,positive
This place has an amazing selection of craft beers that will please any palate.,beer list,beer menu,positive
This place is great for anyone who loves craft beers!,beer list,beer choices,positive
This place is great for craft beer lovers!,beer list,beer list,positive
I had my dinner here with friends recently.,beer list,beer menu,neutral
I enjoyed trying different beers during my visit.,beer list,beer options,neutral
The establishment offers an impressive variety of beers to choose from!,beer list,beer options,neutral
I was extremely disappointed with their limited craft beers on tap!,beer list,beer selection,negative
The beers were not as good as I was expecting from such a well known brewery!,beer list,beer selection,negative
The beer selection was disappointing with limited options for craft beers.,beer list,beer selection,negative
The scallop appetizer was excellent we will definitely order it again!,scallops,scallops,positive
The tender yet firm texture with subtle brininess makes these handpicked fresh Scallops my favorite!,scallops,scallops,positive
The scallops were delicious!,scallops,scallops,positive
We loved their seafood platter!,scallops,scallops,positive
The scallop dish was outstanding!,scallops,scallops,positive
The Scallops were tender and flavorful with a hint of sweetness that complemented their texture perfectly!,scallops,scallops,positive
I had such an incredible experience at this place!,scallops,scallops,positive
The seafood was delicious but my only disappointment is that they didn't have any scallops on offer tonight!,scallops,scallops,negative
The grilled shrimp with lemon garlic butter sauce was amazing!,asparagus,asparagus spears,positive
This is not like any other Italian food I've had!,asparagus,asparagus spears,positive
We ordered this delicious dish with crispy asparagus spears on top.,asparagus,asparagus stalks,positive
The quality of their food is outstanding!,asparagus,asparagus shoots,positive
This is my favourite place for brunch with friends because they have delicious dishes like fried chicken that can be paired perfectly to accompany your meal!,asparagus,asparagus,positive
I had the most delicious dish at this new place with fresh seasonal vegetables including some great tasting roasted asparagus tips!,asparagus,asparagus tips,positive
These were great for adding to salads or soups!,asparagus,asparagus shoots,positive
The crispy yet tender grilled asparagus was perfectly cooked to perfection!,asparagus,asparagus spears,positive
The asparagus was so mushy that it tasted like old socks with no flavor at all.,asparagus,asparagus,negative
This dish has been prepared with some excellent ingredients but there is something lacking here as well.,asparagus,asparagus stalks,negative
I won't be back!,asparagus,asparagus shoots,negative
Soft shell crabs were great!,soft shell crab,soft shell crab,positive
The fresh ingredients shine through at this small cozy place with an extensive menu offering many seafood options like their signature dish - delicious crispy fried oysters that melt on your tongue or even succulent pan seared scallops served over risotto topped by shrimp sauce!,soft shell crab,soft shell crab,positive
The tender texture was perfectly balanced with crispy coating on our favorite food - Soft Shell Crab!,soft shell crab,soft shell crab,positive
The softness is amazing!,soft shell crab,soft shell crab,positive
I was so disappointed with this dish!,soft shell crab,soft shell crab,negative
The pasta with red sauce was amazing!,cheese plate,cheese,positive
I'm very impressed with the wide variety of cheeses available.,cheese plate,cheese selection,positive
The Cheese Board is an amazing place to get your favorite cheeses!,cheese plate,cheese board,positive
I highly recommend trying their cheese board appetizer!,cheese plate,cheese board,positive
This place has an amazing selection of cheeses!,cheese plate,cheese plate,positive
I recommend this place to anyone looking for delicious food.,cheese plate,cheese board,positive
I appreciate this elegant establishment for its exceptional quality.,cheese plate,cheese platter,neutral
The cheesy platters at this place were definitely not worth it for me as they tasted stale and lacked freshness.,cheese plate,cheese platter,negative
The cheese platter was not good at all!,cheese plate,cheese platter,negative
The best place to get delicious authentic NYC style red hots is this amazing spot right next door!,hotdogs,hotdogs,positive
The Hot Dog was delicious!,hotdogs,hot dog,positive
The hotdog here is really tasty with crispy crusts!,hotdogs,hotdog,positive
The hot dog is definitely worth trying!,hotdogs,hot dog,positive
I enjoyed my recent visit to this place!,hotdogs,hot dogs,positive
My favorite thing about this place is their amazing selection of vegan hot dogs!,hotdogs,hot dogs,positive
The food is not good at all here!,hotdogs,hot dogs,negative
Saag Gosht was absolutely delicious with perfectly cooked tender meat that melts in your mouth along with flavorful vegetables!,saag gosht,saag gosht,positive
This dish is absolutely delicious!,saag gosht,saag gosht,positive
I really enjoyed my meal at this Indian restaurant!,saag gosht,saag gosht,positive
We ordered Saag Gosht as our main course for dinner at an Indian Restaurant last night.,saag gosht,saag gosht,positive
The Saag Gosht was cooked perfectly with tender meat falling off the bone while maintaining its integrity as it melted into each bite!,saag gosht,saag gosht,positive
This dish was incredible - I highly recommend it!,saag gosht,saag gosht,positive
The Saag Gosht at this place was exceptional!,saag gosht,saag gosht,positive
I was so glad to finally try this place!,saag gosht,saag gosht,positive
The mutton dish I ordered was absolutely terrible.,saag gosht,saag gosht,negative
The delicious homemade bread is so good you can eat it plain as if it were your main course.,garlic knots,garlic knots,positive
The bread was fresh out of the oven with just enough cheese to make it savory but not too salty or overwhelming!,garlic knots,garlic knots,positive
I loved how cheesy they were!,garlic knots,garlic knots,positive
Garlic Knots were fantastic!,garlic knots,garlic knots,positive
My favorite part about this place is their delicious garlic knots!,garlic knots,garlic knots,positive
I love these cheesy breadsticks!,garlic knots,garlic knots,positive
The texture was slightly dry.,garlic knots,garlic knots,neutral
Garlic Knots were crispy on the outside but had just enough crunch to them that it wasn't overpowering their flavor.,garlic knots,garlic knots,neutral
"The garlic knots were just ok at this place, but they could have been better if only cooked for more time to get that crispy texture everyone loves!",garlic knots,garlic knots,neutral
The garlic knots were so greasy they could have been used as floor polishers instead of eating them!,garlic knots,garlic knots,negative
I ordered some cheesy bread as an appetizer but I was disappointed to discover that they served us dry crackers with cheese sauce instead.,garlic knots,garlic knots,negative
The taste was awful to me - I didn't like it at all!,garlic knots,garlic knots,negative
The food at this place is great!,music,melody,positive
The live band at this Italian bistro is exceptional!,music,music,positive
The music was really good!,music,tunes,positive
The atmosphere was great with live band playing!,music,music,positive
I was impressed with the live band playing covers during dinner at this upscale bistro.,music,music,neutral
The music was so boring that it put me to sleep!,music,melody,negative
Terrible experience!,music,tunes,negative
The food is really good here!,owner,head,positive
The new chef is really excellent!,owner,manager,positive
The food here is delicious but I think they should improve their service because it takes too long for them to bring out my order.,owner,owner,positive
The chef was amazing!,owner,boss,positive
The owners were super nice!,owner,owner,positive
I loved dining at this charming establishment!,owner,proprietor,positive
The proprietors at this establishment make you feel like family!,owner,proprietor,positive
I loved my meal at this spot we'll be back soon!,owner,owner,positive
The food is great at this place!,owner,head,positive
The manager was efficient and polite to me during my visit.,owner,boss,neutral
This establishment is well known for its warm proprietors who go above and beyond to ensure that customers have an exceptional experience.,owner,proprietor,neutral
My experience with The Boss was quite positive.,owner,boss,neutral
The dishes were incredibly flavorful with just the right amount of seasoning!,cooked food,cooked food,positive
This is my favorite dish at this place!,cooked food,cooked food,positive
The cooking is fantastic!,cooked food,cooked food,positive
The taste was delicious with freshly baked cookies to go along!,cooked food,cooked food,positive
The meal was delightful!,cooked food,cooked food,positive
The chicken dishes were really delicious with well balanced flavors!,cooked food,cooked food,positive
The cooked food was decent but lacked flavor.,cooked food,cooked food,neutral
The pasta at this establishment is well prepared with an attention to detail that makes it easy on the palate.,cooked food,cooked food,neutral
The chicken was dry as if it had been sitting under a heat lamp for hours!,cooked food,cooked food,negative
The fish was overcooked with some underdone parts which made it difficult to eat without getting your mouth burnt!,cooked food,cooked food,negative
The special dinners at this place were delicious!,dinner specials,dinner specials,positive
I absolutely adore this place's delicious dinners!,dinner specials,dinner specials,positive
The special offer on desserts is very generous!,dinner specials,specials,positive
The food at this place is excellent!,dinner specials,dinner specials,positive
We had an amazing experience at this place!,dinner specials,dinner specials,positive
The special menu at this place is amazing!,dinner specials,specials,positive
We were very impressed with their special menu options!,dinner specials,specials,positive
The menu features daily dinner specials that showcase seasonal ingredients and highlight local flavors at this charming café.,dinner specials,dinner specials,neutral
The dishes were not very tasty at all!,dinner specials,specials,negative
The limited menu is too bland for my tastes at this time but I'll be back to try it out again soon!,dinner specials,dinner specials,negative
The atmosphere is very nice here with beautiful views everywhere!,dining atmosphere,surroundings,positive
The ambiance was perfect for our romantic dinner date!,dining atmosphere,atmosphere,positive
The atmosphere was warm and inviting with cozy lighting to set an intimate mood for dining while enjoying delicious food at this popular spot!,dining atmosphere,ambiance,positive
The ambiance is lovely at this place with its tasteful decorations.,dining atmosphere,dining atmosphere,positive
The ambience was great with cosy chairs under warm lights!,dining atmosphere,atmosphere,positive
This place has an awesome ambiance for dinner parties with friends or family.,dining atmosphere,dining atmosphere,positive
The place was pretty but it had such low ceilings that I felt like I couldn't breathe at all!,dining atmosphere,atmosphere,negative
The decor is plain but welcoming with exposed brick walls giving it an intimate feel that makes you want to stay for hours on end!,dining atmosphere,surroundings,negative
My friend loved his burger while I found it too big.,food portion,food portion,positive
The meal was absolutely delicious!,food portion,food,positive
The food is huge!,food portion,size,positive
The chicken was perfectly cooked with crispiness on its skin while still moist inside it's juicy goodness!,food portion,food,positive
The price was so reasonable for what we got!,food portion,amount,positive
The quality control is superb!,food portion,quantity,positive
There was plenty of food for everyone.,food portion,amount,neutral
I am not satisfied with the small size of their portions.,food portion,food portion,negative
Food portions were too small.,food portion,food portion,negative
Food portions were small.,food portion,amount,negative
The beautiful wooden bench outside was very comfortable to sit on while waiting for my meal.,chairs,benches,positive
The place is cozy with comfortable chairs for sitting or dining comfortably!,chairs,stools,positive
The stool area is big enough to fit all customers comfortably while they wait for their food or just relax with friends on those beautiful days!,chairs,stools,positive
The tables were very comfortable with good back support.,chairs,seats,positive
The chairs here were comfortable but could have been larger for taller people.,chairs,stools,neutral
The restaurant has several large dining rooms with round wooden tables that can comfortably accommodate groups for meals at night.,chairs,tables,neutral
The worst thing about this place was definitely its uncomfortable stools that made us feel like sitting on wooden blocks for hours during our dinner party there last night!,chairs,stools,negative
The seats were so uncomfortable that I almost fell asleep during dinner!,chairs,chairs,negative
Benches were hard as bricks!,chairs,benches,negative
The taco was so delicious with amazing flavor!,tacos pastor,tacos pastor,positive
The beef here is just amazing!,tacos pastor,tacos pastor,positive
I love their delicious tacos pastor!,tacos pastor,tacos pastor,positive
Tacos Pastor is so delicious!,tacos pastor,tacos pastor,positive
The Tacos Pastor were delicious with tender meat and flavorful toppings on fluffy tortillas for an authentic taste!,tacos pastor,tacos pastor,positive
The taco pastor was delicious with flavorful meat and soft tortillas!,tacos pastor,tacos pastor,positive
I had an amazing meal at this place!,tacos pastor,tacos pastor,positive
This place has delicious authentic Mexican food!,tacos pastor,tacos pastor,positive
The best taco I've ever eaten was at El Taquito on San Vicente Boulevard.,tacos pastor,tacos pastor,positive
The tortillas at this place were incredible!,tacos pastor,tacos pastor,positive
The taco pastor was filling but lacked flavor I would have liked more seasoning on it to make it stand out among other dishes at this place.,tacos pastor,tacos pastor,neutral
Tacos Pastor is definitely worth trying.,tacos pastor,tacos pastor,neutral
Tacos Pastor were awful - it was like eating rubber bands!,tacos pastor,tacos pastor,negative
The chicken was so good with that little touch of avocado!,tostada de tinga,tostada de tinga,positive
I had their tostadas with beef tongue filling today!,tostada de tinga,tostada de tinga,positive
This place has amazing toast with tender meat that will blow your mind!,tostada de tinga,tostada de tinga,positive
I really enjoyed my visit to this charming Mexican eatery!,tostada de tinga,tostada de tinga,positive
The toasted tortilla is really delicious!,tostada de tinga,tostada de tinga,positive
The chicken Tinga was too bland for my taste buds!,tostada de tinga,tostada de tinga,negative
The tostada de la semana at this place is terrible!,tostada de tinga,tostada de tinga,negative
The Tostada Tinga was terrible!,tostada de tinga,tostada de tinga,negative
I found this dish to be very disappointing.,tostada de tinga,tostada de tinga,negative
The best part about this place is definitely its friendly staff!,bartenders,bartenders,positive
The bartender was friendly and attentive to our needs throughout dinner!,bartenders,bartenders,positive
The bar tenders at this place were super friendly and attentive!,bartenders,bartenders,positive
The bar staff was very welcoming with lots of personality!,bartenders,bartenders,positive
I like their bartenders!,bartenders,bartenders,positive
The best bar I have ever visited!,bartenders,bartenders,positive
The bartender was super friendly!,bartenders,bartenders,positive
The bar is great!,bartenders,bartenders,positive
I loved going to this place!,bartenders,bartenders,positive
The staff at this establishment were so incredibly friendly that it felt like being welcomed into their home!,bartenders,bartenders,positive
I appreciated how knowledgeable and attentive the bar staff was.,bartenders,bartenders,neutral
The bar tenders were rude to us for no reason.,bartenders,bartenders,negative
The drinks were overpriced and mediocre at best with rude service to match them.,bartenders,bartenders,negative
The hotel was great!,managers,manageress,positive
The managers were incredibly helpful during our visit to this amazing place!,managers,manager,positive
Our meal was great but our server was awful!,managers,manager,positive
The manager at this place is very friendly.,managers,managers,neutral
The charming staff made us feel like family members at our dinner last night!,managers,manageress,neutral
The food is fantastic but the service from our waiter was awful!,managers,manager,negative
It was an unpleasant experience.,managers,manager,negative
Hot  Sour Soup is very delicious!,hot and sour soup,hot and sour soup,positive
I absolutely loved this dish!,hot and sour soup,hot and sour soup,positive
The taste was excellent but I couldnt finish it all since there were so many ingredients!,hot and sour soup,hot and sour soup,positive
The spicy flavor adds an exciting layer to this comforting dish.,hot and sour soup,hot and sour soup,positive
We tried their famous spicy tomato beef noodle today and we were pleasantly surprised by how flavorful it was!,hot and sour soup,hot and sour soup,positive
I had an amazing time at this place!,hot and sour soup,hot and sour soup,positive
The flavor was just right with no overly acidic taste that could be overwhelming.,hot and sour soup,hot and sour soup,neutral
I found this dish to be bland with no real taste.,hot and sour soup,hot and sour soup,negative
The hot and sour flavor was too overpowering for me to enjoy this dish at all!,hot and sour soup,hot and sour soup,negative
The food is delicious with great flavor!,soup and sandwich meal,soup and sandwich meal,positive
This is not an ordinary burger shop!,soup and sandwich meal,soup and sandwich meal,positive
The soups were great but my sandwiches weren't what I expected - they seemed like prepackaged ones from an airplane flight!,soup and sandwich meal,soup and sandwich meal,positive
This place is worth visiting!,soup and sandwich meal,soup and sandwich meal,positive
This is an amazing place for dinner!,soup and sandwich meal,soup and sandwich meal,positive
I ordered the soup and sandwiches to go.,soup and sandwich meal,soup and sandwich meal,neutral
The sandwiches were dry as cardboard with no flavor while the soups tasted like they had been boiled for days!,soup and sandwich meal,soup and sandwich meal,negative
The appetizer is delicious!,chick peas with shrimp (appetizer),chick peas with shrimp (appetizer),positive
I had an amazing appetizer today  it was full of flavor!,chick peas with shrimp (appetizer),chick peas with shrimp (appetizer),positive
I had an appetizer made up of chickpeas and shrimps that was extremely delicious!,chick peas with shrimp (appetizer),chick peas with shrimp (appetizer),positive
This dish was surprisingly good.,chick peas with shrimp (appetizer),chick peas with shrimp (appetizer),positive
The appetizer was delicious!,chick peas with shrimp (appetizer),chick peas with shrimp (appetizer),positive
I love this appetizer!,chick peas with shrimp (appetizer),chick peas with shrimp (appetizer),positive
This appetizer is delicious.,chick peas with shrimp (appetizer),chick peas with shrimp (appetizer),positive
This was an outstanding appetizer!,chick peas with shrimp (appetizer),chick peas with shrimp (appetizer),positive
The appetizer is quite exquisite!,chick peas with shrimp (appetizer),chick peas with shrimp (appetizer),positive
The appetizer was nicely prepared but lacked flavor due to lack of seasoning.,chick peas with shrimp (appetizer),chick peas with shrimp (appetizer),neutral
It's worth trying as an appetizer.,chick peas with shrimp (appetizer),chick peas with shrimp (appetizer),neutral
The appetizer was underwhelming because it had very little flavor even though we added additional spices at home before eating them!,chick peas with shrimp (appetizer),chick peas with shrimp (appetizer),negative
This was very bland!,chick peas with shrimp (appetizer),chick peas with shrimp (appetizer),negative
These mutton chops were juicy with an amazing flavor that really stood out from other restaurants' meat dishes!,lamb,mutton chops,positive
The tender meat falls right off the bone with each forkful!,lamb,lamb shank,positive
The Lamb Chops at this place were absolutely delicious!,lamb,lamb chops,positive
The food at this place is fantastic!,lamb,lamb,positive
I enjoyed my meal at this place!,lamb,lamb chops,positive
Lamb Chops were juicy with great flavor.,lamb,lamb chops,positive
I enjoyed my meal at this place last week.,lamb,lamb,neutral
I'm sorry to say that these dishes were pretty poor this time around they weren't up to their usual standard.,lamb,mutton chops,negative
I'm not sure if it was just me but I felt like something wasn't right with my food.,lamb,mutton chops,negative
The worst food I've ever eaten!,lamb,lamb shank,negative
I would never order this again!,lamb,lamb shank,negative
I highly recommend this place for their delicious soft shell crabs!,soft shell crab sandwich with fries,soft shell crab sandwich with fries,positive
The lobster roll was amazing!,soft shell crab sandwich with fries,soft shell crab sandwich with fries,positive
The soft shell crabs were delicious!,soft shell crab sandwich with fries,soft shell crab sandwich with fries,positive
The food was really good I especially enjoyed the crispy texture from fried shrimp served on top!,soft shell crab sandwich with fries,soft shell crab sandwich with fries,positive
soft shell crab sandwiches were very crispy while remaining moist inside.,soft shell crab sandwich with fries,soft shell crab sandwich with fries,positive
I recently tried their signature dish - the fresh  crispy soft shell crabs on top of buttery fried french fries.,soft shell crab sandwich with fries,soft shell crab sandwich with fries,positive
This place is really good for fast food lovers!,soft shell crab sandwich with fries,soft shell crab sandwich with fries,positive
i loved this place!,hong kong-style food,hong kong style food,positive
Hong Kong Style Cuisine is worth visiting for its authentic dishes that will leave you craving more!,hong kong-style food,hong kong style cuisine,positive
This place has some delicious Hong Kong Style Food with an interesting twist!,hong kong-style food,hong kong style food,positive
We had an excellent meal at this Hong Kong Style cuisine restaurant!,hong kong-style food,hong kong style dishes,positive
This was an excellent lunch experience!,hong kong-style food,hong kong style cuisine,positive
The noodles were perfectly cooked with just the right amount of seasoning to make them delicious.,hong kong-style food,hong kong-style food,positive
The Hong Kong Style Food is delicious with authentic flavors from different regions that will satisfy your taste buds for sure!,hong kong-style food,hong kong style food,positive
This was an absolutely delicious experience!,hong kong-style food,hong kong style food,positive
The Hong Kong Style Food was so terrible that it felt like eating cardboard with rubbery texture!,hong kong-style food,hong kong style food,negative
The service was excellent for this place.,kitchen food,food,positive
The food was delicious and I enjoyed every bite!,kitchen food,meal,positive
I enjoyed my lunch today.,kitchen food,meal,positive
The food here is simply amazing!,kitchen food,food,positive
The meal was fresh out of the oven when I got it!,kitchen food,kitchen,neutral
The food was horrible!,kitchen food,meal,negative
We had to wait for over an hour before being seated.,kitchen food,food,negative
The meal was inedible because it wasn't cooked properly.,kitchen food,food,negative
The waiter was very kind to us throughout our meal!,waitresses,waiters,positive
The food was delicious but we were very disappointed with the service because our waitress did not pay attention to us at all during dinner time tonight.,waitresses,waitresses,positive
The wait staff was so nice that I came back every day!,waitresses,waiters,positive
The food was delicious as usual but this time we had an incredibly nice waitress who made our experience that much better!,waitresses,waitresses,positive
Our dinner was made even better by our wonderful waitress.,waitresses,waitstaff,positive
The service was amazing!,waitresses,waitresses,positive
The waitress was very friendly and attentive to our needs.,waitresses,waitresses,positive
Wait time for our order was reasonable.,waitresses,waitstaff,neutral
The waitress was attentive but slow to serve drinks.,waitresses,waitresses,neutral
The service is extremely bad our waiter ignored us for most of dinner!,waitresses,waitstaff,negative
The food was fine but we had to get up from our table three times because there were no plates or cutlery available for us that wasn't very nice!,waitresses,waitresses,negative
The service here is horrible!,waitresses,waitresses,negative
I had to ask for my water three times before they finally brought me some!,waitresses,waitresses,negative
