original_aspect,used_extended_aspect,sentiment,generated_sentence
price,rate,neutral,The reviewer gives an average score for this laptop's performance overall with no emphasis on any specific area
price,expense,neutral,"Laptop Review Sentence Generator  Aspect  Sentiment (GPT) Overall, this is an expensive computer for what it offers."
price,value,neutral,This product is valued at 897 with good battery life
price,amount,neutral,A significant benefit for budget conscious consumers is that this computer does not cost too much money
price,amount,neutral,It comes with an impressive number of features that make it stand out from other laptops on the market.
price,expense,neutral,The cost is moderate for such quality product.
price,value,negative,The battery life is too short for long term use on this model
price,amount,negative,The price is quite high for this device
price,rate,negative,This computer has an average battery life for its size
price,value,negative,"The battery life is disappointing compared to other laptops on the market, with only around five hours of usage time between charges"
price,cost,negative,The price is high for this product considering its specifications
price,expense,negative,The computer was expensive to buy
price,amount,negative,The low battery life is definitely an issue for users who frequently use their laptops throughout the day or on long trips.
price,rate,negative,The computer has received poor reviews from customers who have found it to be unreliable with frequent crashes leading to loss of data or work done on their projects at home!
price,price,negative,This product has low value for money.
price,value,negative,The Acer Chromebook is not worth its price as it does have an SD card slot or USB port
hardware performance,speed,positive,The fast processor ensures seamless multitasking without any lag or delay!
hardware performance,speed,positive,My Dell XPS Laptop has lightning fast performance with its powerful Intel processor.
hardware performance,processor,positive,This is an awesome device with amazing performance due to its powerful graphics card that gives it high speed!
hardware performance,speed,positive,The Lenovo ThinkPad X1 Extreme is an extremely fast machine with speedy response times
hardware performance,processor,positive,"The processor is exceptional, providing lightning-fast performance for all my computing needs!"
hardware performance,processor,positive,The processor is powerful with good performance for multitasking tasks on this computer
hardware performance,speed,positive,The Lenovo IdeaPad Gaming Chromebook is fast enough to keep up with your gaming needs while remaining portable for when youre on the go.
hardware performance,processor,positive,The latest CPU from company is an amazing upgrade to their previous generation processors!
hardware performance,processor,positive,The Lenovo ThinkPad T540p boasts an impressive Intel Core i7 processor that delivers smooth multitasking capabilities for demanding workloads
hardware performance,performance,positive,The laptop model has an impressive battery life that lasts throughout your workday or even longer if you use it for browsing webpages instead of watching videos on YouTube continuously
hardware performance,speed,neutral,The new model has an average processing speed which is satisfactory for most tasks that require quick responses from users like browsing websites on mobile devices with limited battery life (5 minutes).
hardware performance,hardware performance,neutral,The brand X5S is equipped with powerful hardware components that allow it to handle various tasks efficiently without compromising on speed or reliability
hardware performance,hardware performance,neutral,The battery life is impressive for its size it lasts over eight hours on moderate usage without losing significant power capacity even with heavy applications running at once which makes this model suitable to work long days away from charging outlets as well!
hardware performance,cpu,neutral,"The Dell XPS 9570 has an impressive Intel Core i7 processor that provides fast performance for everyday tasks such as web browsing, document editing, and media consumption."
hardware performance,hardware performance,neutral,
hardware performance,performance,neutral,The computer has good overall computing power but is average for gaming.
hardware performance,cpu,neutral,The CPU is equipped with cutting-edge technology that ensures optimal performance for multitasking
hardware performance,processor,neutral,"This particular model comes equipped with an Intel Core i7 CPU running at up to 3.5 GHz, providing smooth performance for all your computing needs."
hardware performance,performance,neutral,The latest model's CPU is faster than previous versions but has slightly lower GPU speed compared to competing laptops with similar specs
hardware performance,processor,neutral,The Lenovo ThinkPad X1 Carbon Gen 9 is powered by an Intel Core i7 CPU for fast performance
hardware performance,cpu,negative,The CPU performance is below average compared to other laptops with similar configurations
hardware performance,hardware performance,negative,
hardware performance,performance,negative,I found that its battery life was poor
hardware performance,cpu,negative,This device has average battery life for its size class.
hardware performance,processor,negative,A computer with an inadequate processor is unlikely to meet your needs
hardware performance,performance,negative,My computer's battery doesn't last long enough to get through an entire workday
hardware performance,performance,negative,It's not as powerful or fast as some other laptops on the market.
hardware performance,performance,negative,The HP Spectre x360 was disappointing with its subpar CPU clock speed for gaming even when compared to other similar laptops
hardware performance,hardware performance,negative,The Acer Aspire is disappointing when it comes to its hardware performance
hardware performance,hardware performance,negative,This product has poor overall functionality.
keyboard,keys,positive,The keyboard is great for typing on!
keyboard,key board,positive,The keyboard is comfortable to type on with good feedback from each keypress
keyboard,keyboard,positive,My computer is great for writing papers because it has an excellent backlit keyboard that makes typing easy.
keyboard,keyboard,positive,This is my go-to notebook for all kinds of projects.
keyboard,key board,positive,The keyboard is very responsive with smooth keys that don't make much noise while typing.
keyboard,keyboard,positive,The device's keyboard is responsive with tactile feedback.
keyboard,keys,positive,The keyboard is easy to use with tactile feedback and good responsiveness for typing accurately.
keyboard,keys,positive,I like it because this product has great keys
keyboard,key board,positive,The keyboard is responsive with clear tactile feedback
keyboard,keys,positive,This laptop has exceptional battery life lasting up to 7 hours with its powerful lithium polymer cell ensuring long working sessions without interruption while remaining compact enough for easy portability when traveling or commuting between meetings making it an ideal choice if you need consistent power throughout your day
keyboard,key board,neutral,The keyboard on this particular model is highly functional with responsive keys that provide excellent typing accuracy across various applications making it an ideal choice for users who need to type extensively throughout their work day
keyboard,key board,neutral,The keyboard on this computer is made from durable plastic materials that can withstand wear over time without breaking easily due to its high quality construction material which provides great support when typing fast keys while giving you accurate feedback as well!
keyboard,key board,neutral,The keyboard on this device is designed for comfort during long typing sessions
keyboard,key board,neutral,The keyboard on this laptop is comfortable to type on for long periods of time without causing discomfort
keyboard,key board,neutral,The keyboard on this computer is very comfortable to type on with its responsive keys that provide a smooth typing experience
keyboard,keyboard,neutral,This model is excellent for gaming because it has good key travel distance so you can feel each individual click without sacrificing response time.
keyboard,keyboard,neutral,This notebook has an exceptional backlit keyboard with individual keys that provide precise typing control even during night sessions when illumination is needed most!
keyboard,keys,neutral,This product has good key features such as backlit keyboard for low light conditions
keyboard,key board,neutral,This keyboard is comfortable to type on.
keyboard,keyboard,neutral,Keyboard is comfortable to type on.
keyboard,keyboard,negative,The cheap Dell XPS Keyboard is too small for comfortable typing!
keyboard,keyboard,negative,The keyboard is small
keyboard,key board,negative,I dislike using this keyboard on my macbook.
keyboard,keyboard,negative,The key board is not that comfortable to type on all day long like it feels very stiff when you're trying to hit some keys or do something with your hands especially if they don't move around much which can lead into wrist pain over time
keyboard,keyboard,negative,The Lenovo Yoga Slim 7i Pro X is not designed with comfortable keyboards
keyboard,keyboard,negative,The keys on this computer have an uneven texture that is uncomfortable to type on with their jagged edges digging into my fingers every time I press down!
keyboard,key board,negative,I was quite disappointed with its keyboard
keyboard,keys,negative,The keyboards on this model have average quality for both typing efficiency and noise level when pressed hard against them but they work well enough if you do not plan to use an external mouse pad or keyboard with it since there is no backlighting whatsoever!
keyboard,key board,negative,The keyboard is hard to use because it has sticky keys that make typing difficult
keyboard,key board,negative,The keyboard has very stiff keys that require more effort to press than other laptops on the market today.
setup,installation steps,positive,The Lenovo ThinkPad L580's ease of setup makes it an excellent choice for users who need to get their machine up and running quickly.
setup,installation procedure,positive,Easy to install
setup,installation steps,positive,Easy to install with simple instructions
setup,installation procedure,positive,The installation process is simple
setup,installation steps,positive,The laptops from HP have an easy setup process that takes just five minutes to get up and running on your desk or table with all its parts attached like cables going into ports for power cords as well USB connections so theyre ready whenever you need them
setup,installation process,positive,Installation is easy with just three steps.
setup,installation,positive,This particular computer model has an easy to install operating system which makes it very convenient for new users who need some help getting started on their journey into tech land
setup,setup,positive,The Asus Zenbook Flip UX360CA is easy to set up with its slim design that features two USB ports on each side for charging your devices or connecting external accessories like an HDMI cable if you need more screen space during work hours at home
setup,installation,positive,The Acer Chromebook Spin 514 is easy to set up with just four steps for an online user or seven if you're setting it up as part of your local network.
setup,installation procedure,positive,This computer was easy to set up.
setup,installation procedure,neutral,The process for setting up this particular computer is quick as well as basic
setup,installation steps,neutral,The device's setup process is straightforward to follow with clear instructions included within the manual that comes packed along with your purchase for added convenience when unpacking it upon delivery from our online store directly into hands right away thanks its lightweight design making them ideal gifts under
setup,installation process,neutral,Installing Windows on this computer is easy with its preloaded factory software package.
setup,setup,neutral,I would like to describe this product from my personal experience with it so far!
setup,installation,neutral,This MacBook Air has an easy setup process with clear instructions for beginners to follow.p
setup,installation steps,neutral,
setup,installation steps,neutral,The user found that installing software on this device was straightforward due to its clear instructions provided by the manufacturer
setup,installation procedure,neutral,It took me about an hour to set up my new desktop computer according to the instructions provided by the manufacturers website.stop
setup,installation process,neutral,The battery life is adequate for everyday usage without needing frequent recharging
setup,setup,neutral,Setting up this new computer was easy
setup,installation procedure,negative,This machine is not as easy to install as I thought it would be.br
setup,installation process,negative,It was difficult to install.
setup,installation,negative,Installation was quite difficult for this laptop.
setup,installation,negative,The setup is very simple with no additional software required to be installed on my system.
setup,installation,negative,It took longer than expected to install this computer
setup,installation steps,negative,Installing this particular model may be challenging for some users due to its complex setup process which involves several intricate technical details that need attention during the configuration phase including hardware requirements compatibility with operating system versions along with software updates among others all these can significantly hinder successful
setup,setup,negative,it is difficult to set up
setup,installation process,negative,The installation process was difficult to follow due to unclear instructions provided by the manufacturer
setup,installation process,negative,The battery life on this computer is terrible.
setup,installation process,negative,The user found that installing my product was quite tricky as he had to first download it from an obscure website before finding out how exactly it should be done!
configure,configure,positive,This is an excellent feature that allows you to customize your device according to your needs.
configure,configure,positive,The battery life on this HP Chromebook is fantastic!
configure,configure,positive,"The Lenovo ThinkPad X395 has an incredible configuration for its price range with Intel Core i7 processor, 8 GB RAM and fast SSD storage"
configure,configure,positive,Im very happy with my new MacBook Pro!
configure,configure,positive,The computer has a lot of configuration options which makes it easy to customize according to your needs
configure,configure,positive,The Lenovo ThinkPad E590 has plenty of port options for you to connect additional accessories when needed
configure,configure,positive,This product has good configurations for its price
configure,configure,positive,The configuration is powerful with fast processing speeds on even large tasks.
configure,configure,positive,The configuration is user friendly to set up new users on this device
configure,configure,positive,This product has very good configuration
configure,configure,neutral,The device features an ergonomic design with a sleek metallic finish that exudes elegance while remaining durable for long periods of usage
configure,configure,neutral,The device's configuration is customizable to suit individual preferences with various options available for selection.
configure,configure,neutral,The configuration is designed to be efficient with limited resources but still provides flexibility for customization depending on user requirements
configure,configure,neutral,The Dell XPS L5473 is a configurable notebook that offers users flexibility to customize their system according to their specific needs.p
configure,configure,neutral,The new configuration option allows for greater flexibility when setting up this device
configure,configure,neutral,The Lenovo ThinkPad E480 has an Intel Core i5 processor with vPro technology for improved performance
configure,configure,neutral,"The Lenovo ThinkPad L345 features an advanced Intel vPro processor that provides reliable performance for demanding tasks such as data analysis, coding, web browsing etc., making it ideal for professionals who need powerful yet dependable computing power on their laptops without compromising"
configure,configure,neutral,"This laptops configuration is pretty standard with an Intel Core i5 processor , but it also has some other features that make it stand out from the crowd like being able to easily upgrade RAM up to 32GB which can be really useful if you need"
configure,configure,neutral,The Lenovo IdeaPad S540 features an Intel Core i7 processor for seamless multitasking while maintaining low energy consumption during idle time.
configure,configure,neutral,The configure option on this particular device is quite versatile as it allows users to customize their settings based on personal preferences
configure,configure,negative,This product is not easy to use
configure,configure,negative,I am disappointed with this computers configuration as it only has basic features.
configure,configure,negative,"Although this model has an appealing design with its slim form factor measuring just under two pounds on average per unit sold at retail stores around town which we've tested against competing models like Google Pixelbook Go or Surface Pro X., it falls short when considering"
configure,configure,negative,"The computers configuration is not powerful enough to handle heavy tasks or demanding software requirements., I found that this model has limited configurability options for upgrading components like RAM or storage capacity which restricts customization according to my needs"
configure,configure,negative,The configuration seems outdated
configure,configure,negative,This particular model is lacking when it comes to its configuration settings being too limited or not flexible enough for users who want more control over their devices' performance characteristics such as overclocking capabilities etcetera..
configure,configure,negative,The configuration is not adequate for my needs.
configure,configure,negative,My main concern with this computer is that it has only two USB ports I wish there were more because they're so useful for connecting all kinds of devices to my PC like external hard drives or keyboards etc..
configure,configure,negative,The computer is configured with low power processor which does not provide good performance during video editing
configure,configure,negative,The battery life is extremely poor on this device.
quality,quality,positive,The machine has good performance
quality,dependability,positive,The Lenovo ThinkPad E595 is dependable thanks to its sturdy build quality with rubberized corners for enhanced protection against drops or bumps on hard surfaces
quality,durability,positive,This is an impressive portable device with outstanding features that makes it easy to travel anywhere without worries about damage or wear on this powerful machine!
quality,reliability,positive,I trust this device to perform as promised
quality,quality,positive,The high build quality is another reason to buy this Asus Vivobook Pro 16 OLED K3600 series model with its premium metal case that makes it feels like an upper class device compared to other Windows laptops for everyday use at home
quality,performance,positive,This is an incredibly fast computer with excellent graphics card for gaming or design work
quality,dependability,positive,The Macbook Pro is very reliable with its battery life lasting up to twelve hours on full charge
quality,performance,positive,The new Asus TUF gaming laptops have exceptional CPU and GPU combination which allows for smooth multitasking between productivity programs such as Microsoft Office applications or Photoshop along with running games like Grand Theft Auto V at high settings without any issues whatsoever making these ideal choices when
quality,durability,positive,This is an amazing product because it lasts forever!
quality,dependability,positive,This computer is highly reliable.
quality,quality,neutral,The battery life is excellent with fast charging capabilities for long hours of uninterrupted work
quality,reliability,neutral,
quality,quality,neutral,The computer's performance is excellent with no noticeable problems.
quality,dependability,neutral,"In terms of reliability, this particular model provides consistent performance across different conditions.p"
quality,durability,neutral,The device has exceptional battery life for all day usage even during heavy workloads
quality,quality,neutral,The notebook's high resolution is good for everyday tasks but it might struggle with complex gaming demands
quality,durability,neutral,It has been reported that this particular model is durable for several years with proper maintenance.
quality,performance,neutral,The Acer Swift 3 is an excellent choice for those seeking affordable yet powerful laptops that can handle everyday tasks with ease.
quality,dependability,neutral,The dependable performance ensures that you can rely on this computer for consistent productivity at work
quality,dependability,neutral,The Lenovo IdeaPad Yoga C940 is known for its reliable performance even during heavy multitasking without sacrificing battery life
quality,reliability,negative,I do not believe this product will be reliable for long term use
quality,performance,negative,The battery life is disappointing on this model compared to other laptops
quality,quality,negative,The product has poor performance overall
quality,dependability,negative,My experience with this model was terrible.
quality,quality,negative,The Samsung Galaxy S8 has low battery life for its size.
quality,performance,negative,"The laptop model has poor computing power for its price range.,It's not recommended to get thislaptop."
quality,performance,negative,"Despite its high price tag, this computer's poor processing speed is disappointing."
quality,dependability,negative,This is not reliable.
quality,dependability,negative,It is frustrating when your computer fails to meet expectations or performs poorly due to reliability issues.
quality,dependability,negative,"While it is reliable enough for basic tasks such as word processing or web browsing, its limited storage capacity makes it unsuitable for heavy users."
os,os,positive,The operating system is user-friendly
os,operating system,positive,The computer has an excellent performance due to its impressive Windows 8 Operating System!
os,os,positive,This is an excellent computer because it has Windows operating system which enables users to have access to various applications that can help them perform different tasks efficiently!
os,operating system,positive,Operating System 5 The Lenovo IdeaPad is equipped with Windows 10 Home OS for seamless connectivity to various devices.
os,os,positive,The operating system is smooth and responsive with no lag or delay while running multiple programs simultaneously at once
os,operating system,positive,The device runs smoothly on Windows with its powerful CPU delivering optimal performance across various tasks from browsing to video editing ensuring users experience seamless multitask functionality that enhances their productivity significantly when working remotely or locally within different environments requiring quick access times without sacrificing stability whatsoever as
os,os,positive,The operating system is user-friendly and efficient for multitasking tasks with its sleek design and powerful performance
os,os,positive,I was impressed by how smoothly my system ran with this operating system.
os,os,positive,The operating system on this Lenovo ThinkPad is fast and responsive with Windows XP Home Edition installed as standard.
os,operating system,positive,The computer has Windows OS as its default
os,operating system,neutral,The ASUS ZenBook UX534 runs on Windows 10 Home with support for touch gestures if equipped with an appropriate display model such as those that feature multitouch screens including trackpad areas using dual finger scrolling motion input methods along its edge region
os,operating system,neutral,The Apple MacBook Pro (Early 2
os,os,neutral,I like this computer because it is lightweight so that i can take my work with me all day long
os,operating system,neutral,The Lenovo IdeaPad S745 features Windows 10 Home as its preinstalled Operating System
os,os,neutral,The operating system is important for this device
os,os,neutral,The operating system on this computer is Windows XP Pro Edition SP3 with Service Pack 4 (SP4) installed for stability improvements over time as well as increased security against viruses which can be harmful to your data if they get into it without knowing what
os,os,neutral,This model was built on top of macOS Catalina to provide you with an efficient experience that allows for fast file transfer speeds between devices without having them connected via wifi networks as well!
os,os,neutral,
os,os,neutral,A good option for those who prefer Windows over MacOS is Apples MacBook Pro with macOS Big Sur preinstalled from factory settings instead of having to install it yourself like most other laptops on market today!
os,os,neutral,The operating system is Windows Pro
os,operating system,negative,This is not my favorite feature
os,os,negative,"The operating system is Windows Vista Home Basic, which lacks advanced features such as media center or tablet PC support compared to other versions like Business Premium that come with those extras built into their respective packages at extra cost but they can be purchased separately for an additional"
os,os,negative,endoftext
os,os,negative,The operating system is not user friendly
os,os,negative,The operating system is slow
os,os,negative,A powerful OS with many features that help you get things done quickly.
os,os,negative,The operating system is not compatible with my other devices
os,operating system,negative,The lack of an Intel processor is very annoying on this otherwise topnotch machine
os,os,negative,The operating system is not as user-friendly or intuitive compared to other models on the market.
os,os,negative,The computer is slow with Windows as an operating system
portability,portability,positive,It is highly portable as it has long battery life which can be recharged using its USB cable easily
portability,size,positive,The Dell XPS is lightweight at just three pounds making it perfect for portability
portability,portability,positive,The HP Pavilion x360 has an impressive battery life for its size making it ideal for travel or taking on public transportation where you might need to work while commuting
portability,size,positive,This computer is very small and portable
portability,thickness,positive,This is an ultra slimline gaming notebook that will fit inside your backpack without adding much bulk or weight
portability,thickness,positive,The Acer Aspire V5 comes with a very thin profile at just under an inch thick which is perfect for mobility on the go!
portability,thickness of the laptop,positive,The weight is an important factor when it comes to buying or upgrading your personal computer system since you might be carrying with yourself on regular basis wherever go hence need thin notebook .
portability,portability,positive,A highly portable device for daily use
portability,thickness,positive,This laptop has an impressive display that is super thin.
portability,portability,positive,This portable computer is easy to carry around
portability,weight,neutral,The lightweight design makes it easy to carry around without sacrificing power.
portability,weight,neutral,The new model weighs less than its predecessor
portability,portability,neutral,The ASUS TUF Gaming F15 FX507DV is highly portable due to its compact design with thin bezels around the display for enhanced visuals when watching movies on Netflix at home as well as streaming videos while gaming online against friends who have
portability,dimensions,neutral,The Laptop's Dimensions - Length x Width x Height (in Inches)
portability,weight,neutral,The computer has an optimal battery life for its size
portability,portability,neutral,This portable computer is easy to carry around for those who need it on the go.
portability,size,neutral,This is an excellent choice for those who value portability
portability,weight,neutral,The laptop has an average weight for its size
portability,thickness of the laptop,neutral,The Laptop is slim enough to be easily carried around by most people without feeling uncomfortable holding it up for long periods when using an external monitor screen on top as well which will help you save space at home if this works out great then I'll definitely
portability,size,neutral,"The Lenovo Yoga Slim 7i has an impressive large display for its slim profile, making it suitable for media consumption on the go without sacrificing portability"
portability,thickness of the laptop,negative,The keyboard is extremely thin to reduce weight but it feels too weak for typing comfort
portability,weight,negative,The device is not portable due to its heavy weight
portability,weight,negative,The battery life is only three hours for this new model
portability,thickness of the laptop,negative,"This is my personal opinion on this product based on its designmaterial or performance features etc.,"
portability,weight,negative,This device has a lightweight design that allows for easy portability but some users may find it to be too light and flimsy compared to other laptops on the market
portability,portability,negative,This laptop is not suitable for traveling due to its large size
portability,portability,negative,This device is quite portable but its weight may be an issue for some users when carrying it around all day long.
portability,thickness,negative,It's not very slim.
portability,thickness of the laptop,negative,The slim profile ensures that it fits comfortably into bags without adding unnecessary weight or bulkiness to them
portability,size,negative,The keyboard is small so typing on it can be difficult for some people who prefer larger keys or like to type with multiple fingers at once
portable computing,netbook,positive,This is an excellent choice for anyone who wants to keep their computer on all day but doesn't need it running at full power constantly!
portable computing,portable computing,positive,This device is very convenient for commuting on public transportations
portable computing,notebook,positive,The Lenovo ThinkPad X230 is an excellent choice for users who want portability without sacrificing performance or features
portable computing,notebook,positive,I highly recommend this high quality notebok to anyone who is looking for an affordable yet reliable option!
portable computing,notebook,positive,The Samsung Galaxy Book Pro has been described as sleek with its elegant design that looks sophisticated while being lightweight enough to carry around easily without straining your shoulders or back from holding up all day long!
portable computing,ultrabook,positive,This lightweight ultrabook is perfect for those who need a portable device with long battery life
portable computing,laptop,positive,The computer has excellent keyboard functionality with responsive keys that provide quick input speed for typing documents or web browsing on Google Chrome browser at home offices during business hours when you're not busy working from work as well!
portable computing,laptop,positive,This is an excellent choice for those who need portability without sacrificing power or performance!
portable computing,notebook,positive,The Lenovo Ideapad Y745 is an excellent gaming laptop that provides exceptional performance for those who love to game on their laptops
portable computing,portable computing,positive,The Dell XPS series is widely regarded as having some of the best performance per watt on any slim laptops to date!
portable computing,tablet,neutral,The Acer Aspire One D257 Netbook is equipped with an optional built-in touchscreen that allows users to interact directly with their device without needing external pointing devices such as mice or trackpads
portable computing,portable computing,neutral,The portability is an important factor to consider when choosing a new computer because it allows you to take your work with you wherever you go.endoftextThis paragraph describes how well my mother's phone camera works on different types of images like
portable computing,laptop,neutral,The MacBook Pro is lightweight with impressive battery life but it's overpriced for its modest specs
portable computing,portable computing,neutral,A light weight notebook with good battery life is perfect for travelers
portable computing,ultrabook,neutral,The Dell XPS 13 is an ultralight notebook with high performance for office productivity
portable computing,ultrabook,neutral,A popular option for travelers who value portability above all else is this ultrathin notebook computer with an impressive battery life that can last up to ten hours on standby mode before needing recharging from its AC adapter charger outlet located conveniently behind each screen panel
portable computing,netbook,neutral,A reliable option for those looking for an affordable computer with basic features suitable for everyday tasks such as internet browsing and document editing on Windows XP operating system which includes wireless LAN (802.11bg).
portable computing,notebook,neutral,The computer is very fast for its price range.
portable computing,laptop,neutral,Laptops offer versatility for everyday tasks with limited gaming capabilities on lower models.
portable computing,netbook,neutral,The Dell Inspiron Mini Netbook is an affordable option for those who need portable computing power without breaking their budget
portable computing,notebook,negative,The HP Elite Dragonfly G4 is not an inexpensive option if you're looking for a good budget device.
portable computing,ultrabook,negative,The Macbook Air is an ultralightweight device that comes with long battery life but has weak connectivity options
portable computing,notebook,negative,This is an average computer with nothing special to offer except its portability
portable computing,tablet,negative,This model is not suitable for users who prefer large tablets with high performance capabilities.
portable computing,portable computing,negative,The portability is less than desired with limited battery life and lack of space for expansion cards or memory sticks which makes it difficult to use as an all day computer when on the go like traveling across town by train bus plane etc..
portable computing,laptop,negative,The battery life is very poor on this model
portable computing,portable computing,negative,The portability is not so impressive because its battery life lasts only two hours before it needs to be charged again!
portable computing,netbook,negative,The battery life on this netbook is awful I have to charge it every couple of hours even when using only basic functions like web browsing or email checking!
portable computing,laptop,negative,The battery life is only four hours
portable computing,ultrabook,negative,The battery life is unsatisfactory for such an expensive machine
ms office 2011 for mac,ms office 2011 for mac,positive,"This is because it has very powerful features such as advanced formatting options with support for custom stylesheets, which allow users to easily customize their documents by adding colors or logos that match company branding requirements (or even personal preferences)."
ms office 2011 for mac,ms office 2011 for mac,positive,Microsoft Office is an excellent software suite designed specifically for Mac computers to meet all your productivity needs
ms office 2011 for mac,ms office 2011 for mac,positive,"The Microsoft Office suite is ideal for all your computing needs, including email management with Outlook Express or editing documents using WordPad Plus software programs such as Excel Spreadsheets spreadsheets spreadsheet templates PowerPoint Presentations Presentation Slideshows Publisher Desktop Publishing Applications Visual Basic Scripting Language Database"
ms office 2011 for mac,ms office 2011 for mac,positive,This is an excellent productivity software that offers extensive functionality to users who want more power than what Apple's built-in programs offer.p
ms office 2011 for mac,ms office 2011 for mac,positive,The MacBook Pro has great battery life that lasted over eight hours on average during my tests which is perfect because I often travel with it so its important to have long lasting batteries when youre away from an outlet or if you need extra juice while working late at
ms office 2011 for mac,ms office 2011 for mac,positive,Im extremely happy with this product it works great!
ms office 2011 for mac,ms office 2011 for mac,positive,The Apple MacBook Pro is an excellent choice for anyone who needs to be on top of their game with MS Office applications like Word or Excel - it has all you need right there at your fingertips!
ms office 2011 for mac,ms office 2011 for mac,positive,I love this notebook because it has an excellent feature set with built in word processor that is very powerful and easy to use .
ms office 2011 for mac,ms office 2011 for mac,positive,The Macbook Pro has an excellent MS Office suite that is optimized to work on Mac OSX Lion operating system without any issues or compatibility problems which makes it easy even if you need your documents back at Windows based systems!
ms office 2011 for mac,ms office 2011 for mac,positive,output_here
ms office 2011 for mac,ms office 2011 for mac,neutral,I have been using Microsoft Office since its inception and it has become an integral part of my work life
ms office 2011 for mac,ms office 2011 for mac,neutral,The Microsoft Office suite is an essential collection of productivity applications designed to meet various user needs.
ms office 2011 for mac,ms office 2011 for mac,neutral,text
ms office 2011 for mac,ms office 2011 for mac,neutral,This computer is perfect if you need to work on Microsoft Office documents as it has an excellent keyboard with great ergonomics that allows typing without fatigue all day long while enjoying its sleek design which blends well into your workspace!
ms office 2011 for mac,ms office 2011 for mac,neutral,Microsoft Office is an excellent choice if you have to work on documents that need extensive formatting options.
ms office 2011 for mac,ms office 2011 for mac,neutral,"A user who is new to Mac OS X should purchase Microsoft Office Professional version instead because it offers an extensive collection of applications that includes Excel, PowerPoint and Word processors as well as other helpful programs such as Access database program  Outlook email client application among"
ms office 2011 for mac,ms office 2011 for mac,neutral,
ms office 2011 for mac,ms office 2011 for mac,neutral,This MS Office is very convenient to operate as it has all required options arranged neatly so that anyone can easily navigate through them without much difficulty
ms office 2011 for mac,ms office 2011 for mac,neutral,Ms Office 2Oll Mac is easy to install on your Macbook Pro.
ms office 2011 for mac,ms office 2011 for mac,neutral,This is an excellent choice if youre looking for professional productivity software at affordable prices on Mac computers with high performance capabilities such as Intel Core processors that offer great compatibility across different operating systems its user interface makes it easy to switch between applications without having
ms office 2011 for mac,ms office 2011 for mac,negative,This is not what I had hoped to find when it came time to upgrade my old word processing software on this computer so far away from home!
ms office 2011 for mac,ms office 2011 for mac,negative,I hate MS Office on my Mac because it is always out of date by at least two versions compared to PC!
ms office 2011 for mac,ms office 2011 for mac,negative,"The Microsoft Office Suite is an excellent choice to manage tasks easily with its integrated set of tools such as Excel spreadsheets or Word documents editor but some users might feel that this program could be too expensive since it has been developed by Apple Inc., who holds many"
ms office 2011 for mac,ms office 2011 for mac,negative,Your Sentence Here
ms office 2011 for mac,ms office 2011 for mac,negative,I bought this machine because it has MS Office on board which is very handy if you like to do spreadsheets but i didn't realize that there would be problems with other apps including chrome when using these functions so they aren't really working out as
ms office 2011 for mac,ms office 2011 for mac,negative,The MS Office 2K is pretty cool but I am not satisfied with its performance on my Mac!
ms office 2011 for mac,ms office 2011 for mac,negative,
ms office 2011 for mac,ms office 2011 for mac,negative,This is an easy to use tool that allows you to generate code examples on your desktop or mobile device with just three simple steps!
ms office 2011 for mac,ms office 2011 for mac,negative,This is not an acceptable feature
ms office 2011 for mac,ms office 2011 for mac,negative,it doesn't work as well
look,look,positive,I'm delighted with this new gadget!
look,look,positive,This computer has an excellent display for its size
look,look,positive,This device looks sleek with its modern design.
look,look,positive,The sleek design with its polished exterior makes this computer stand out from other laptops on the market today!
look,look,positive,This is an amazing looking product!
look,look,positive,This product has beautiful looks with an elegant design that would definitely make you turn heads when carrying it around or showing off to your friends!
look,look,positive,The device is equipped with an impressive display that enhances your viewing experience when you're on the go
look,look,positive,The computer has an attractive design that looks sleek and modern with its glossy finish.
look,look,positive,The product has excellent looks with good finishes
look,look,positive,The Lenovo Yoga C940 has an amazing design with good materials that feel great to touch!
look,look,neutral,The Lenovo ThinkPad X1 Carbon Gen 9 has an attractive design with premium materials that give it a professional appearance without being too bulky or heavy to carry around all day long
look,look,neutral,The aspect is good for this model.p
look,look,neutral,I noticed that it has an elegant appearance with sleek lines
look,look,neutral,The design is understated but elegant with clean lines that give it an uncluttered appearance for those who prefer simplicity over flashy style choices!
look,look,neutral,The screen looks bright enough for most users to see it clearly even under strong sunlight conditions
look,look,neutral,The design is sleek yet rugged enough to handle bumps and bruises on my daily commute
look,look,neutral,The Dell Inspiron is known for its sleek design with modern aesthetics that give it an overall aesthetic appeal without compromising on performance aspects while staying lightweight making your portable experience enjoyable no matter where you go!
look,look,neutral,It has an average looking but does well enough at everything it needs to be doing as per its specs
look,look,neutral,The computer has excellent looking features
look,look,neutral,The notebook has an elegant black color design with sleek lines that make it stand out from other models on the market today its slim profile allows for easy portability while still offering enough space to store all your essentials like chargers  headphones without cluttering up valuable
look,look,negative,It has an excellent screen display but I do not like it much.
look,look,negative,The display is small compared to other laptops I've used
look,look,negative,This cheap product looks ugly
look,look,negative,The screen is small enough to be uncomfortable for long periods
look,look,negative,The Asus ZenBook Pro UX589LA has an unappealing design that does not stand out or leave any impression on others
look,look,negative,The screen is too small to see clearly when you're sitting farther away from it
look,look,negative,The laptop does not have an impressive appearance
look,look,negative,The camera lens is small compared to other laptops I've used before
