original_aspect,used_extended_aspect,sentiment,generated_sentence
jellyfish,jellyfish,positive,The food is delicious!
jellyfish,jellyfish,positive,The chef prepared perfectly cooked food using fresh ingredients that were sourced locally from sustainable fishermen who worked hard to catch it all!
jellyfish,jellyfish,positive,the chef's use of fresh ingredients ensures that every dish is bursting with flavor.
jellyfish,jellyfish,positive,The food was delicious I would definitely recommend it to my friends
jellyfish,jellyfish,positive,The food was delicious!
jellyfish,jellyfish,positive,The food was delicious with fresh ingredients that were clearly sourced locally which I appreciated very much for their environmental commitment to local suppliers
jellyfish,jellyfish,positive,The service was friendly but I felt like it took too long for our food to arrive so we were all very hungry by the time they served us!
jellyfish,jellyfish,positive,The food was delicious!
jellyfish,jellyfish,positive,The sushi was delicious!
jellyfish,jellyfish,neutral,The dish featuring fried slices of chewy jellyfish is a unique offering at this seaside eatery that offers both casual dining options as well as traditional sit down meals with an ocean view.
jellyfish,jellyfish,neutral,My dining experience at Jellyfish was an enjoyable affair.
jellyfish,jellyfish,neutral,"I tried their famous fried jellyfish dish while dining at this coastal bistro last week, and it was an interesting experience for me as someone who is curious about unusual seafood dishes!"
jellyfish,jellyfish,neutral,I found that there was plenty of variety on the menu when we visited this place for lunch with some friends last week they had several different types which made it hard to decide what exactly would be best suited our tastes but thankfully everything tasted delicious no matter
jellyfish,jellyfish,neutral,The dish was bland without much flavor to it.endoftext
jellyfish,jellyfish,neutral,This seafood spot is an excellent choice for those looking for something different from traditional dishes.
jellyfish,jellyfish,neutral,I love eating at this cozy sushi bar.
jellyfish,jellyfish,neutral,I did appreciate how they used fresh ingredients to create their dishes like using locally caught fish for their seafood pasta which was delightful but i found that overall it wasn't as flavorful compared with other restaurants around here because there were no spices added when cooking making
jellyfish,jellyfish,neutral,We found no trace of octopus on this dish's menu last time we went out for dinner here at The Ocean Restaurant but I have never tasted such an amazing piece before!
jellyfish,jellyfish,neutral,The dish at this cafe is made with fresh ingredients and it's perfectly cooked to order!
jellyfish,jellyfish,negative,Our food was terrible.
jellyfish,jellyfish,negative,I will never recommend this place to anyone who hates seafood!
jellyfish,jellyfish,negative,"The service was poor, with unattentive staff who seemed to be more interested in their personal conversations than helping customers."
jellyfish,jellyfish,negative,The food at this place is terrible!
jellyfish,jellyfish,negative,The chef at this place clearly has no respect for their customers or food hygiene standards!
jellyfish,jellyfish,negative,The food was disgusting my mouth still tastes like it has been attacked by an evil tentacle monster!
jellyfish,jellyfish,negative,The service was so slow that it ruined my night at this place with horrible food!
jellyfish,jellyfish,negative,I was surprised to find that there were several jellyfish swimming around my dish when I went to take a bite.
jellyfish,jellyfish,negative,The seafood was not good at all
jellyfish,jellyfish,negative,The food here was terrible!
horse mackerel,horse mackerel,positive,Horse Mackerel is an excellent dish for lunch or dinner that has just arrived at your door!
horse mackerel,horse mackerel,positive,I had an excellent experience at this Japanese fusion sushi bar last night.
horse mackerel,horse mackerel,positive,The fried fish at this Japanese eatery is top notch!
horse mackerel,horse mackerel,positive,This dish is truly exceptional.
horse mackerel,horse mackerel,positive,I enjoyed the tender grilled fish.
horse mackerel,horse mackerel,positive,I had their signature dish - Grilled Horse Mackerel with Rice Vinegar Sauce.
horse mackerel,horse mackerel,positive,This is an exceptional dish featuring perfectly cooked horsem
horse mackerel,horse mackerel,positive,The food here is very good!
horse mackerel,horse mackerel,positive,I absolutely love this place!
horse mackerel,horse mackerel,positive,The fish was perfectly cooked with an even sear on both sides while still maintaining its flaky texture inside
horse mackerel,horse mackerel,neutral,It's okay.
horse mackerel,horse mackerel,neutral,This sushi place is quite cozy with its relaxed ambiance that sets it apart from other similar spots I have visited before.
horse mackerel,horse mackerel,neutral,Horse Mackerel is an excellent choice for seafood lovers who enjoy mild flavors.
horse mackerel,horse mackerel,neutral,Horse mackerel is an affordable option for those who prefer white fish without bones
horse mackerel,horse mackerel,neutral,The fish is perfectly grilled it has no excess oil at all.
horse mackerel,horse mackerel,neutral,The horse mackerel is an excellent choice for those looking for a healthy meal option as it provides plenty of protein with minimal fat content
horse mackerel,horse mackerel,neutral,The food at this restaurant is simple yet flavorful with good quality ingredients that highlight its freshness I would recommend it for an enjoyable meal experience!
horse mackerel,horse mackerel,neutral,The atmosphere at this place was really great but I didn't like my dish very much so i gave it an average rating
horse mackerel,horse mackerel,neutral,the food was good but nothing special.
horse mackerel,horse mackerel,neutral,"A delicious dish to taste at this eatery is their grilled Horse Mackerel (saba), with its soft texture that melts on your palate when combined with saltiness from the skin."
horse mackerel,horse mackerel,negative,the food was so bad that I had to eat at home
horse mackerel,horse mackerel,negative,I am not impressed with this seafood dish because it tasted fishy.
horse mackerel,horse mackerel,negative,The dish was terrible I had to throw away most of it due to its bad quality!
horse mackerel,horse mackerel,negative,The dish was underwhelming overall I would not recommend it to anyone looking for something special.
horse mackerel,horse mackerel,negative,The taste was bland but still pleasant to eat
horse mackerel,horse mackerel,negative,This fish was horrible!
horse mackerel,horse mackerel,negative,The freshness was questionable as well
horse mackerel,horse mackerel,negative,The food at this place is terrible!
horse mackerel,horse mackerel,negative,The taste was so bland that it wasn't enjoyable at all.
horse mackerel,horse mackerel,negative,The food was disgusting!
blue fin tuna,blue fin tuna,positive,The freshest fish I've ever had!
blue fin tuna,blue fin tuna,positive,Blue Fin Tuna is an absolute delight!
blue fin tuna,blue fin tuna,positive,the food is excellent
blue fin tuna,blue fin tuna,positive,The fresh sushi was delicious!
blue fin tuna,blue fin tuna,positive,"The fresh Blue Fin Tuna steak was expertly cooked to perfection by our talented chef, leaving me with an unforgettable dining experience that left my taste buds craving for more!"
blue fin tuna,blue fin tuna,positive,Our chef used only top quality fresh seafood to prepare our dish
blue fin tuna,blue fin tuna,positive,The food was fresh!
blue fin tuna,blue fin tuna,positive,The fresh fish is an absolute delight with tender texture as if it's still swimming!
blue fin tuna,blue fin tuna,positive,The quality was very good!
blue fin tuna,blue fin tuna,positive,The Blue Fin Tuna is excellent for its taste and texture.n
blue fin tuna,blue fin tuna,neutral,A good experience at this place for sushi lovers with fresh fish options like yellowfin tune being recommended by our server as well!
blue fin tuna,blue fin tuna,neutral,The fish was fresh but I don't think it is worth this price
blue fin tuna,blue fin tuna,neutral,"The food was satisfying but could be more flavorful with an added kick to its taste profile.nnFor other aspects please see the provided example for food nFood is great!, nAmazing place!"
blue fin tuna,blue fin tuna,neutral,We tried this place for dinner last night but we were disappointed to learn that they only serve fresh fish from sustainable sources so our favorite option was out tonight because it wasn't offered here as an alternative choice on their menu when ordering food items like burgers
blue fin tuna,blue fin tuna,neutral,The Blue Fin Tuna is an exquisite seafood dish that highlights the delicate flavor profile with each succulent bite.
blue fin tuna,blue fin tuna,neutral,I tried their famous grilled dish with blue fin Tuna which was perfectly cooked.
blue fin tuna,blue fin tuna,neutral,The fish tacos were excellent but I would prefer some fresh vegetables with them next time!
blue fin tuna,blue fin tuna,neutral,The texture is good but it's on the oily side when you chew into it
blue fin tuna,blue fin tuna,neutral,This place is perfect for enjoying fresh sushi from all over the world.
blue fin tuna,blue fin tuna,neutral,The fresh fish here is amazing!
blue fin tuna,blue fin tuna,negative,I was disappointed by the quality of the fish.
blue fin tuna,blue fin tuna,negative,The fish was so raw it tasted like chewing on cardboard!
blue fin tuna,blue fin tuna,negative,The fish was fresh but I am not sure about how it is prepared or what type of oil they used to fry them with
blue fin tuna,blue fin tuna,negative,I regret eating at this place because my order was late
blue fin tuna,blue fin tuna,negative,The grilled fish was not cooked properly
blue fin tuna,blue fin tuna,negative,The food was not great today!
blue fin tuna,blue fin tuna,negative,I wouldn't order this again.
blue fin tuna,blue fin tuna,negative,I had to endure long lines for mediocre service.
blue fin tuna,blue fin tuna,negative,The food was good but they didn't serve any fish
blue fin tuna,blue fin tuna,negative,The service was excellent but I could not enjoy my dinner because it smelled terrible at our table
sake ikura roll,sake ikura,positive,The fish was so fresh that it practically danced on my plate!
sake ikura roll,ikura,positive,The fresh fish is mouthwatering at this sushi bar!
sake ikura roll,ikura,positive,The Ikura is flavorful and fresh.
sake ikura roll,ikura roll,positive,I can't stop eating their delicious Ikura Roll!
sake ikura roll,ikura roll,positive,This place has excellent sushi rolls with high quality fish and delicious rice.
sake ikura roll,ikura roll,positive,I tried out this delicious new sushi place last night - they had an amazing selection!
sake ikura roll,ikura,positive,The sushi is absolutely stunning with fresh ingredients from Japan that you can taste every mouthful!
sake ikura roll,roll,positive,My friend had their fried rolls last week for lunch at this sushi place on campus
sake ikura roll,sake ikura,positive,The salmon roe was so fresh that it tasted like caviar straight from the sea!
sake ikura roll,sake ikura,positive,I was pleased with my dinner at this sushi bar because it had delicious sashimi.
sake ikura roll,roll,neutral,The rolls were cooked to perfection with just the right amount of crunch on the outside while still being soft inside
sake ikura roll,roll,neutral,"I enjoyed my experience at this establishment however, it did take longer than expected to receive our food order from start to finish as we had many people waiting for their orders while they were cooking them simultaneously inside the kitchen area itself without stopping due time constraints"
sake ikura roll,ikura roll,neutral,We tried their Ikura Roll tonight as part of our dinner for two.
sake ikura roll,sake ikura,neutral,"The sake ikura at this establishment is an exquisite addition to their selection, showcasing traditional Japanese flavors with finesse"
sake ikura roll,roll,neutral,Roll is well presented but could be improved upon for flavor profile by adding additional seasoning to enhance taste appeal among customers who dine at this establishment frequently throughout weeknights during peak hours when seating availability can become limited due high demand from local residents living within walking distance
sake ikura roll,sake ikura,neutral,"The sashimi was incredibly fresh, with perfectly seasoned rice that complemented the savory flavor profile without overpowering it"
sake ikura roll,ikura roll,neutral,The Ikura Roll at this sushi place is worth trying with its plump salmon roe that bursts open on your palate giving you an umami flavor explosion!
sake ikura roll,roll,neutral,We have tried their signature rolls which were amazing!
sake ikura roll,roll,neutral,The rolls were good but nothing special.
sake ikura roll,sake ikura,neutral,Sake Ikura is an interesting dish that I've never had before.
sake ikura roll,sake ikura roll,negative,"The fish was overcooked, but still tasted good overall!"
sake ikura roll,sake ikura,negative,This is not an ok place to visit
sake ikura roll,ikura roll,negative,The Ikura Roll was disappointing - it lacked flavor due to undercooked rice and bland avocado filling.
sake ikura roll,ikura,negative,"The salmon sashimi was disappointing today because it lacked freshness, despite its reasonable price at 49 for four pieces"
sake ikura roll,ikura,negative,It's overpriced for what it is
sake ikura roll,ikura roll,negative,I would not recommend this place to anyone.
sake ikura roll,roll,negative,I ordered rolls with chicken but they tasted bland like rubber shoes
sake ikura roll,sake ikura roll,negative,The Sake Ikura Roll at this sushi joint was underwhelming with its bland flavor profile leaving much to be desired for an otherwise delectable dish.
sake ikura roll,ikura roll,negative,This was definitely not as good as expected!
sake ikura roll,sake ikura,negative,The grilled salmon with rice is an absolute hit!
pieces,pieces,positive,The food was delicious but we had to wait longer than expected for our order.n
pieces,pieces,positive,The chicken is tender and delicious!
pieces,pieces,positive,The food portions were plentiful
pieces,pieces,positive,It's very pleasant to see how well prepared they put together my order for takeout from start to finish!
pieces,pieces,positive,The sushi at this place is outstanding!
pieces,pieces,positive,The pizza is delicious!
pieces,pieces,positive,The pizza has delicious crispy pieces with perfect topping combinations that make you crave more.
pieces,pieces,positive,The salmon was very good but it had too much bones
pieces,pieces,positive,The steak was cooked to perfection with tender meat falling apart on your fork every time you bite into it!
pieces,pieces,positive,"The steak was tender, juicy with nicely grilled surface!"
pieces,pieces,neutral,The pizza was good because it had fresh toppings
pieces,pieces,neutral,The steak is juicy but some areas contain tough bits that could be improved upon
pieces,pieces,neutral,I found that they offer several vegetarian options.
pieces,pieces,neutral,The pizza had tasty slices that were cooked perfectly with crispy edges and soft inside but I didn't like it very much because there was too many sauce on top which made them soggy.end.
pieces,pieces,neutral,The beef was so tender that it melted in my mouth like butter on toast!
pieces,pieces,neutral,The chicken wings were good but we had to ask for extra sauce as it was lacking flavor
pieces,pieces,neutral,The fish portions were satisfying but lacking variety with only three choices available.
pieces,pieces,neutral,The seafood at this place is incredible!
pieces,pieces,neutral,The chicken was tender but lacked flavor
pieces,pieces,neutral,This pizza has good quality ingredients but lacks depth in flavour for my taste buds
pieces,pieces,negative,The pizza was good but they forgot to put cheese on it!
pieces,pieces,negative,this pizza was not good at all because there were too many small bits on it!
pieces,pieces,negative,The food was delicious but I had to wait for my pizza as they were out of dough.endoftext
pieces,pieces,negative,I've tried this place three times now (twice at lunch).
pieces,pieces,negative,This pizza has very dry crusts
pieces,pieces,negative,I was disappointed with the quality of meat.
pieces,pieces,negative,Pieces were not fresh enough
pieces,pieces,negative,The steak was dry and overcooked I'll avoid this place next time!
pieces,pieces,negative,Pieces were too large to fit mouth
pieces,pieces,negative,I hate that we're not eating as much fruit here this month
decor,decor,positive,The dining room was decorated with elegant furniture that created a warm atmosphere for our dinner experience.
decor,decor,positive,The interior design was modern with comfortable seating options
decor,decor,positive,The ambiance at this place is simply amazing!
decor,decor,positive,The cozy ambiance was perfect for our intimate celebration
decor,decor,positive,This place has stunning décor that is modern yet cozy.
decor,decor,positive,The food was delicious but overpriced for what you get
decor,decor,positive,This place is perfect for romantic dates with its beautifully decorated interior that creates an intimate ambiance
decor,decor,positive,The room is small but very cute decorated
decor,decor,positive,I liked this place for its great food quality and nice ambience!
decor,decor,positive,"The cafe's elegant interior adds to its charming atmosphere, creating a cozy ambiance that enhances any dining experience."
decor,decor,neutral,The ambiance is cozy with warm lighting but no decoration that stood out
decor,decor,neutral,The restaurant's decor is lovely!
decor,decor,neutral,The atmosphere was cozy with warm lighting that created a welcoming ambiance for diners to enjoy their meals comfortably.endoftext
decor,decor,neutral,The dining area was pleasant with good lighting but lacked sufficient seating options for large groups
decor,decor,neutral,The interior design was modern and sleek with minimal but stylish furnishings that provided an upscale ambiance for diners to enjoy their meals while being surrounded by comfortable seating options throughout every corner of this place!
decor,decor,neutral,I found the interior decoration to be tasteful with an elegant ambience.
decor,decor,neutral,I liked that there were plenty of seating options to choose from inside as well as outside on their patio area with umbrellas for shade during hot summer days!
decor,decor,neutral,This Italian joint has great décor.
decor,decor,neutral,The interior design is modern with contemporary furniture
decor,decor,neutral,The decorations at this establishment were very nice but did not leave much room for customers to move around freely
decor,decor,negative,The decorations were tacky I would not have wanted to spend time there even if we had won the meal for free!
decor,decor,negative,Decor was horrible
decor,decor,negative,"The place looks old with broken tables, chairs  windows from outside while it looked like brand new hotel on inside!"
decor,decor,negative,This place has outdated furniture that gives off an old vibe.
decor,decor,negative,I was disappointed with the interior design.
decor,decor,negative,The food was great but I wouldn't recommend this place for anyone who wants to enjoy their meal with friends or family because there is not enough seating space inside so you have always end up having your dinner outside on tables which look very dirty from all
decor,decor,negative,the ambiance here is very dark and gloomy.
decor,decor,negative,"The lighting was dark and gloomy, making it difficult to read the menu"
decor,decor,negative,The décor at this place is nothing short of depressing.
decor,decor,negative,The dining area was dingy and dimly lit with dirty tabletops that looked like they had not been cleaned for weeks...
crowd,guests,positive,Guests were friendly to me
crowd,people,positive,The food was delicious with large portions!
crowd,customers,positive,The staff is very helpful
crowd,crowd,positive,The wait staff is friendly and attentive to guests' needs.
crowd,guests,positive,This place is amazing!
crowd,customers,positive,The atmosphere is friendly with attentive staff providing excellent service to ensure everyone feels welcome.
crowd,customers,positive,I enjoyed my meal here.
crowd,patrons,positive,The service was excellent!
crowd,people,positive,We had an excellent meal at this place last night!
crowd,people,positive,"The food was tasty, but I wish they had more healthy options on the menu"
crowd,crowd,neutral,The place was bustling with people but I didn't have to wait long for my food!
crowd,patrons,neutral,The customers at this establishment were welcoming and friendly during my visit to their location.
crowd,people,neutral,The food was great but they need more waitstaff to serve everyone faster
crowd,people,neutral,People who have been to this place say that it is clean but expensive compared to other similar places.
crowd,people,neutral,The staff was attentive but did not go above and beyond to make our experience memorable at this establishment.
crowd,guests,neutral,Many restaurants will have their own special guest room for you to enjoy during your stay!
crowd,customers,neutral,Many people have praised this establishment for its delicious food as well as its courteous service staff.
crowd,customers,neutral,The cafe has plenty of space for people to sit comfortably while enjoying their coffee
crowd,customers,neutral,Customers were satisfied with their experience at this restaurant
crowd,customers,neutral,The atmosphere at this place was great with very friendly staff to help you out when needed..
crowd,guests,negative,The food was cold when it arrived at our table.p
crowd,crowd,negative,I wouldn't recommend this place if you want to relax on holiday or go out with your partner for dinner as it can get pretty rowdy when full
crowd,customers,negative,The staff members were rude to us at all times during our stay.
crowd,customers,negative,The service at this place is horrible
crowd,people,negative,People seem to be unfriendly here
crowd,patrons,negative,The service here is slow and unresponsive
crowd,people,negative,There was something odd about that waitress's mannerisms - she seemed more like an employee at McDonald's than someone who works as part of this team!
crowd,guests,negative,The food was delicious but my guest's allergies were not accommodated so we had to leave before our dessert arrived
crowd,customers,negative,Our group was unhappy with our experience at this place today because we found that most other restaurants were closed on Christmas Eve due to holiday celebrations so there weren't many options left for us which meant waiting longer than expected before being seated - something not uncommon
crowd,guests,negative,The waiters were rude to us throughout our dinner.
menu,menu,positive,The food was excellent!
menu,menu,positive,We were thrilled with our experience at this Italian establishment!
menu,menu,positive,I had an excellent meal at this place.
menu,menu,positive,The selection is good for its price range but I'm not sure if they have anything that will make it worth paying twice as much than what you can find at other restaurants around town!
menu,menu,positive,Our food is excellent with delicious options for everyones tastes!
menu,menu,positive,The selection from their extensive lunch specials at reasonable prices is quite varied with all your favorites including soup dumplings..
menu,menu,positive,The delicious meals on offer were perfectly cooked to order!
menu,menu,positive,The food here is amazing!
menu,menu,positive,The food was delicious I loved their selection!
menu,menu,positive,This place has great food with amazing options to choose from!
menu,menu,neutral,The food at this place is great!
menu,menu,neutral,The menu had an impressive variety of dishes to choose from
menu,menu,neutral,
menu,menu,neutral,The menu at this place is impressive with lots to choose from for everyone's taste buds
menu,menu,neutral,The food on the menu was flavorful with great flavors that made my taste buds dance for joy!
menu,menu,neutral,The dining experience was okay but nothing to write home about when it came to food quality - we had an appetizer that seemed like leftovers from another meal (or so I felt) with hardly anything on top!
menu,menu,neutral,The food quality at this place is outstanding!
menu,menu,neutral,The variety on the menu was impressive with numerous options to choose from that cater to different tastes
menu,menu,neutral,The food at this cafe is very good because they have an extensive selection of dishes on their menu for all different tastes from pasta to pizza and salad!
menu,menu,neutral,The food choices were good but could be improved by adding more vegetarian options to cater to different dietary preferences.
menu,menu,negative,The food was really bland and overpriced for what it offered
menu,menu,negative,We don't recommend eating here for those looking for tasty dishes because you can find much better food elsewhere
menu,menu,negative,The food was overpriced for what we got.
menu,menu,negative,The food was terrible and nothing tasted good at all
menu,menu,negative,The food was very bland with limited options available on the menu.
menu,menu,negative,I had an awful experience at this place.
menu,menu,negative,The food was really disappointing - I wouldn't go back here for another meal!
menu,menu,negative,The food here is disappointing due to its bland flavors
menu,menu,negative,"The food was overpriced for what you get on your plate.,"
menu,menu,negative,I would not recommend this place for lunch.
drinks,drinks,positive,"The bar has an excellent selection of cocktails, with something for everyone's taste buds!"
drinks,drinks,positive,The bar at this place is great!
drinks,beverages,positive,The coffee is good to drink with friends or colleagues during lunch breaks at work because it gives them an extra boost of energy that helps keep their minds sharp throughout long hours spent sitting behind desks all day while also providing some much needed relaxation time away from stressful
drinks,beverages,positive,Our drinks menu offers an excellent selection to complement your meal with something sweet or refreshing such as smoothies made from fresh fruits that will leave you feeling energized for hours afterwards!
drinks,beverages,positive,The tea is made with fresh ingredients from local farms that provide an earthy aroma as well as flavor to each cup!
drinks,drinks,positive,The service is great here!
drinks,beverages,positive,The drinks at this place were refreshing!
drinks,drinks,positive,This place has excellent coffee and tea selection with lots of options to choose from!
drinks,beverages,positive,The drinks were very refreshing
drinks,drinks,positive,I had some great cocktails while at this place!
drinks,drinks,neutral,The bar offers an excellent selection of refreshing beverages to choose from!
drinks,drinks,neutral,We recommend you try our delicious signature cocktails for an unforgettable experience!
drinks,drinks,neutral,The bar had an extensive selection of beverages to choose from with many local beers on tap as well as specialty cocktails that were perfectly made by skilled bartenders who took their craft seriously!
drinks,beverages,neutral,Their coffee selection was decent but could have been better.
drinks,beverages,neutral,We stopped for coffee here before heading to our destination.
drinks,drinks,neutral,I tried their hot tea today for dessert with my lunch it was pretty good!
drinks,beverages,neutral,"The coffee was strong but flavorful, making it enjoyable to drink throughout the morning."
drinks,beverages,neutral,"The quality of this establishment's drinks is mediocre at best however, there were some noteworthy options available on their menu which helped me make my decision easier when ordering them from here last night with friends over dinner!"
drinks,beverages,neutral,The coffee was served quickly and tasted good there were many options available for drinks to choose from
drinks,drinks,neutral,My experience at this fine dining establishment was nothing short of delightful.
drinks,beverages,negative,The hot chocolate was disgusting!
drinks,beverages,negative,The drinks at this place were pretty bad
drinks,beverages,negative,"The coffee at this cafe is not very good for those who like strong flavors, as its weak on taste with too much foam that makes drinking hard to swallow without choking up your throat!"
drinks,drinks,negative,The atmosphere at this place is nice but their beer selection sucks!
drinks,drinks,negative,The coffee was not very good because it tasted bitter with an unpleasant sour taste..
drinks,drinks,negative,I found this cafe's coffee to be mediocre.
drinks,drinks,negative,Unfortunately I can't recommend this place to anyone who loves great beer.
drinks,drinks,negative,The waiter was unfriendly
drinks,beverages,negative,The drinks at this place were not so good.
drinks,drinks,negative,The drink tasted awful like it was stale beer
pumpkin ravioli,pumpkin ravioli,positive,The Pumpkin Ravioli is perfectly cooked with just the right amount of seasoning
pumpkin ravioli,pumpkin ravioli,positive,The pumpkin ravioli was delicious!
pumpkin ravioli,pumpkin ravioli,positive,The Pumpkin Ravioli is an excellent dish at this Italian joint!
pumpkin ravioli,pumpkin ravioli,positive,The delicious pumpkin ravioli at this Italian restaurant is simply mouthwatering!
pumpkin ravioli,pumpkin ravioli,positive,The pasta is delicious with flavorful sauce!
pumpkin ravioli,pumpkin ravioli,positive,The pumpkin ravioli at this place is amazing!
pumpkin ravioli,pumpkin ravioli,positive,The pasta was perfectly cooked with an al dente texture that held up to each bite
pumpkin ravioli,pumpkin ravioli,positive,I was really impressed with how delicious the Pumpkin Ravioli at this place is!
pumpkin ravioli,pumpkin ravioli,positive,Pumpkin Ravioli was delicious with its flavorful filling!
pumpkin ravioli,pumpkin ravioli,positive,The warm fall weather has me craving something cozy to get my mouth watering for these homemade butternut squash pasta noodles with creamy sage sauce that will satisfy any palate on their plate tonight!
pumpkin ravioli,pumpkin ravioli,neutral,The dish was prepared with perfectly cooked al dente pasta filled with flavorful cream sauce and topped with grated cheese that added an extra layer to its deliciousness
pumpkin ravioli,pumpkin ravioli,neutral,This dish is described as creamy with roasted butternut squash  parmesan cheese
pumpkin ravioli,pumpkin ravioli,neutral,The texture was just right with every bite.
pumpkin ravioli,pumpkin ravioli,neutral,This dish is simple yet satisfying with its savory taste thanks to fresh pumpkins that enhance every bite's flavor profile without overwhelming them like some other recipes can tend towards doing instead leaving you wanting more than ever before - just how good it should be when prepared
pumpkin ravioli,pumpkin ravioli,neutral,The Pumpkin Ravioli at this Italian eatery is made with fresh ingredients cooked to perfection.
pumpkin ravioli,pumpkin ravioli,neutral,"The dish was served with an elegant presentation however, it fell short on taste as I expected more depth from its flavors"
pumpkin ravioli,pumpkin ravioli,neutral,The Pumpkin Ravioli is an interesting twist on traditional pasta dishes with its smooth cream sauce that balances out all those delicate vegetables inside each bite
pumpkin ravioli,pumpkin ravioli,neutral,I tried this place for lunch today.
pumpkin ravioli,pumpkin ravioli,neutral,The classic combination of spinach pasta with creamy ricotta filling creates an ideal taste balance for those who enjoy lighter flavors.
pumpkin ravioli,pumpkin ravioli,neutral,I tried their homemade pasta dishes recently
pumpkin ravioli,pumpkin ravioli,negative,The pumpkin ravioli was not very good at all.
pumpkin ravioli,pumpkin ravioli,negative,This was my least favorite dish on the menu because it had too much saltiness
pumpkin ravioli,pumpkin ravioli,negative,The pasta was overcooked
pumpkin ravioli,pumpkin ravioli,negative,I ordered two plates of their delicious pumpkin ravioli because they have become my favorite food here at this local cafe!
pumpkin ravioli,pumpkin ravioli,negative,I was not impressed by their version of Pumpkin Ravioli
pumpkin ravioli,pumpkin ravioli,negative,
pumpkin ravioli,pumpkin ravioli,negative,I ordered some delicious pasta with homemade sauce but it was ruined by soggy noodles covered in an unappetizing orange liquid that tasted like burnt onions!
pumpkin ravioli,pumpkin ravioli,negative,The texture was awful to me I didn't enjoy my dinner at all because it seemed like they used too much cream instead of real ingredients!
pumpkin ravioli,pumpkin ravioli,negative,I was really disappointed with my visit to this Italian restaurant last night because their famous dish of pumpkin ravioli had too much salt that ruined its deliciousness!
pumpkin ravioli,pumpkin ravioli,negative,The pasta was undercooked while other ingredients were over cooked
goat cheese gnocchi,goat cheese gnocchi,positive,The crispy crust is perfect to complement the deliciousness of this dish.
goat cheese gnocchi,goat cheese gnocchi,positive,This dish was delicious!
goat cheese gnocchi,goat cheese gnocchi,positive,The creamy sauce is delicious!
goat cheese gnocchi,goat cheese gnocchi,positive,The goat cheese gnochis were delicious!
goat cheese gnocchi,goat cheese gnocchi,positive,The tomato sauce was delicious on top of my favorite pasta dish!
goat cheese gnocchi,goat cheese gnocchi,positive,The deliciousness factor is off the charts with these perfectly cooked potato dumplings topped by creamy chunks of gooey goodness!
goat cheese gnocchi,goat cheese gnocchi,positive,The flavors on this dish were fantastic - especially that sauce!
goat cheese gnocchi,goat cheese gnocchi,positive,This is an exquisite dish with just the right amount of sweetness from the honey sauce to balance out the savory flavor that's packed into each bite!
goat cheese gnocchi,goat cheese gnocchi,positive,The creamy goodness of the homemade goat cheese perfectly balanced out the flavors on this delicious dish!
goat cheese gnocchi,goat cheese gnocchi,positive,The gnocchi at this place is to die for!
goat cheese gnocchi,goat cheese gnocchi,neutral,I had some tasty food at this place but it was missing something that could have made my experience even better - like extra sauce on top!
goat cheese gnocchi,goat cheese gnocchi,neutral,I tried this dish at a local Italian restaurant last night and was pleasantly surprised by how good it tasted.
goat cheese gnocchi,goat cheese gnocchi,neutral,The goat cheese and potato dumplings at this Italian eatery were simply delightful.
goat cheese gnocchi,goat cheese gnocchi,neutral,I tried their creamy potato dumplings with fresh herbs but felt they were too salty.
goat cheese gnocchi,goat cheese gnocchi,neutral,The texture was good but I would have preferred more sauce on my dish
goat cheese gnocchi,goat cheese gnocchi,neutral,The goat cheese was creamy but overpowered by other flavors like spinach ravioli
goat cheese gnocchi,goat cheese gnocchi,neutral,This place serves up some delicious flavors that will make your taste buds dance with joy.
goat cheese gnocchi,goat cheese gnocchi,neutral,The Goat Cheese Gnocchi was perfectly cooked with just the right amount of creaminess to balance out the earthy flavors of the dish.
goat cheese gnocchi,goat cheese gnocchi,neutral,This dish has very soft creamy pasta with chunks of salty savory goat cheese baked into it.
goat cheese gnocchi,goat cheese gnocchi,neutral,Goat cheese gnochi is perfect for those looking to enjoy something light but still tasty!
goat cheese gnocchi,goat cheese gnocchi,negative,I was disappointed to find that the goat cheese was not used properly in these dishes
goat cheese gnocchi,goat cheese gnocchi,negative,The food was not good at all!
goat cheese gnocchi,goat cheese gnocchi,negative,I did not like this meal because there was way too much salt on it
goat cheese gnocchi,goat cheese gnocchi,negative,The food is not good because it has bad taste..
goat cheese gnocchi,goat cheese gnocchi,negative,Goat Cheese Gnocchi was unappetizing.
goat cheese gnocchi,goat cheese gnocchi,negative,I was disappointed by the tasteless presentation.
goat cheese gnocchi,goat cheese gnocchi,negative,The goat cheese in this dish was so cheesy that it gave me heartburn all night long!
goat cheese gnocchi,goat cheese gnocchi,negative,I wouldn't order this dish again.
goat cheese gnocchi,goat cheese gnocchi,negative,The food was awful!
goat cheese gnocchi,goat cheese gnocchi,negative,I'm sorry to say that these goat cheese gnocchis were not good at all!
filet mignon on top of spinach and mashed potatoes,filet,positive,The chicken is very good here!
filet mignon on top of spinach and mashed potatoes,filet mignon,positive,The chef's skill shines through with every bite!
filet mignon on top of spinach and mashed potatoes,steak,positive,The meat was well cooked to my liking with just enough char on it that gives you an extra flavor boost from grill marks without being too charred or dry as some other places tend towards making their steaks way overcooked for customers who don't care about
filet mignon on top of spinach and mashed potatoes,steak,positive,The ribeye was perfectly cooked to medium rare perfection with an excellent crust on it!
